state	name	FIPS
LA	Caddo Parish	22017
LA	Bossier Parish	22015
LA	Webster Parish	22119
LA	Claiborne Parish	22027
LA	Union Parish	22111
LA	Morehouse Parish	22067
LA	West Carroll Parish	22123
LA	East Carroll Parish	22035
LA	Lincoln Parish	22061
LA	Ouachita Parish	22073
LA	Richland Parish	22083
LA	Bienville Parish	22013
LA	Madison Parish	22065
LA	Jackson Parish	22049
LA	Franklin Parish	22041
LA	De Soto Parish	22031
LA	Caldwell Parish	22021
LA	Tensas Parish	22107
LA	Red River Parish	22081
LA	Winn Parish	22127
LA	Natchitoches Parish	22069
LA	Catahoula Parish	22025
LA	La Salle Parish	22059
LA	Sabine Parish	22085
LA	Grant Parish	22043
LA	Concordia Parish	22029
LA	Rapides Parish	22079
LA	Vernon Parish	22115
LA	Avoyelles Parish	22009
LA	West Feliciana Parish	22125
LA	Pointe Coupee Parish	22077
LA	Washington Parish	22117
LA	Evangeline Parish	22039
LA	Tangipahoa Parish	22105
LA	Saint Helena Parish	22091
LA	East Feliciana Parish	22037
LA	Allen Parish	22003
LA	Beauregard Parish	22011
LA	Saint Landry Parish	22097
LA	East Baton Rouge Parish	22033
LA	Saint Tammany Parish	22103
LA	West Baton Rouge Parish	22121
LA	Livingston Parish	22063
LA	Saint Martin Parish	22099
LA	Iberville Parish	22047
LA	Calcasieu Parish	22019
LA	Jefferson Davis Parish	22053
LA	Acadia Parish	22001
LA	Lafayette Parish	22055
LA	Ascension Parish	22005
LA	Saint John the Baptist Parish	22095
LA	Saint Charles Parish	22089
LA	Jefferson Parish	22051
LA	Orleans Parish	22071
LA	Saint Bernard Parish	22087
LA	Saint James Parish	22093
LA	Vermilion Parish	22113
LA	Iberia Parish	22045
LA	Assumption Parish	22007
LA	Cameron Parish	22023
LA	Saint Mary Parish	22101
LA	Lafourche Parish	22057
LA	Plaquemines Parish	22075
LA	Terrebonne Parish	22109
