Year	Commodity	Volume	County	State	Product
2004		0		MO	Natural Gas (MMcf)
2005		0		MO	Natural Gas (MMcf)
2006		0		MO	Natural Gas (MMcf)
2007		0		MO	Natural Gas (MMcf)
2008		0		MO	Natural Gas (MMcf)
2009		0		MO	Natural Gas (MMcf)
2010		0		MO	Natural Gas (MMcf)
2011		0		MO	Natural Gas (MMcf)
2012		0		MO	Natural Gas (MMcf)
2013		9		MO	Natural Gas (MMcf)
2004		88000		MO	Crude Oil (bbl)
2005		86000		MO	Crude Oil (bbl)
2006		87000		MO	Crude Oil (bbl)
2007		80000		MO	Crude Oil (bbl)
2008		99000		MO	Crude Oil (bbl)
2009		106000		MO	Crude Oil (bbl)
2010		146000		MO	Crude Oil (bbl)
2011		118000		MO	Crude Oil (bbl)
2012		175000		MO	Crude Oil (bbl)
2013		199000		MO	Crude Oil (bbl)
2004		1480000		MO	Conventional Hydroelectric (Mwh)
2005		1159000		MO	Conventional Hydroelectric (Mwh)
2006		199000		MO	Conventional Hydroelectric (Mwh)
2007		1204000		MO	Conventional Hydroelectric (Mwh)
2008		2047000		MO	Conventional Hydroelectric (Mwh)
2009		1817000		MO	Conventional Hydroelectric (Mwh)
2010		1539000		MO	Conventional Hydroelectric (Mwh)
2011		1185000		MO	Conventional Hydroelectric (Mwh)
2012		714000		MO	Conventional Hydroelectric (Mwh)
2013		1136000		MO	Conventional Hydroelectric (Mwh)
2004		10000		MO	Other Renewables (Mwh)
2005		9000		MO	Other Renewables (Mwh)
2006		24000		MO	Other Renewables (Mwh)
2007		29000		MO	Other Renewables (Mwh)
2008		246000		MO	Other Renewables (Mwh)
2009		575000		MO	Other Renewables (Mwh)
2010		988000		MO	Other Renewables (Mwh)
2011		1240000		MO	Other Renewables (Mwh)
2012		1299000		MO	Other Renewables (Mwh)
2013		1241000		MO	Other Renewables (Mwh)
2008		203000		MO	Wind (Mwh)
2009		499000		MO	Wind (Mwh)
2010		925000		MO	Wind (Mwh)
2011		1178000		MO	Wind (Mwh)
2012		1245000		MO	Wind (Mwh)
2013		1167000		MO	Wind (Mwh)
2004		10000		MO	Total Biomass (Mwh)
2005		9000		MO	Total Biomass (Mwh)
2006		24000		MO	Total Biomass (Mwh)
2007		29000		MO	Total Biomass (Mwh)
2008		43000		MO	Total Biomass (Mwh)
2009		75000		MO	Total Biomass (Mwh)
2010		62000		MO	Total Biomass (Mwh)
2011		62000		MO	Total Biomass (Mwh)
2012		54000		MO	Total Biomass (Mwh)
2013		74000		MO	Total Biomass (Mwh)
2004		0		MO	Wood and wood-derived fuels (Mwh)
2005		0		MO	Wood and wood-derived fuels (Mwh)
2006		0		MO	Wood and wood-derived fuels (Mwh)
2007		0		MO	Wood and wood-derived fuels (Mwh)
2008		2000		MO	Wood and wood-derived fuels (Mwh)
2009		2000		MO	Wood and wood-derived fuels (Mwh)
2010		0		MO	Wood and wood-derived fuels (Mwh)
2011		0		MO	Wood and wood-derived fuels (Mwh)
2012		0		MO	Wood and wood-derived fuels (Mwh)
2013		8000		MO	Wood and wood-derived fuels (Mwh)
2004		9000		MO	Other Biomass (Mwh)
2005		9000		MO	Other Biomass (Mwh)
2006		24000		MO	Other Biomass (Mwh)
2007		29000		MO	Other Biomass (Mwh)
2008		41000		MO	Other Biomass (Mwh)
2009		73000		MO	Other Biomass (Mwh)
2010		62000		MO	Other Biomass (Mwh)
2011		62000		MO	Other Biomass (Mwh)
2012		54000		MO	Other Biomass (Mwh)
2013		66000		MO	Other Biomass (Mwh)
2004		1509000		MO	All Renewables (Mwh)
2005		1186000		MO	All Renewables (Mwh)
2006		271000		MO	All Renewables (Mwh)
2007		1291000		MO	All Renewables (Mwh)
2008		2582000		MO	All Renewables (Mwh)
2009		3041000		MO	All Renewables (Mwh)
2010		3576000		MO	All Renewables (Mwh)
2011		3727000		MO	All Renewables (Mwh)
2012		3366000		MO	All Renewables (Mwh)
2013		3692000		MO	All Renewables (Mwh)
2004		578065	Bates County	MO	Coal (short tons)
2005		597618	Bates County	MO	Coal (short tons)
2006		394100	Bates County	MO	Coal (short tons)
2007		236107	Bates County	MO	Coal (short tons)
2008		247049	Bates County	MO	Coal (short tons)
2009		452456	Bates County	MO	Coal (short tons)
2010		458477	Bates County	MO	Coal (short tons)
2011		464738	Bates County	MO	Coal (short tons)
2012		421587	Bates County	MO	Coal (short tons)
2013		413703	Bates County	MO	Coal (short tons)
