Land Category	CY	St	County Name	FIPS	Revenue Type	Commodity	Product	 Royalty/Revenue
Fed Onshore	2012	CO	Las Animas	08071	Royalties	Gas (mcf)	Coal Bed Methane	" $1,235,337.17 "
Fed Onshore	2012	CO	Las Animas	08071	Royalties	Gas (mcf)	Processed (Residue) Gas	" $27,279.24 "
Fed Onshore	2012	CO	Las Animas	08071	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $(13,709.62)"
Fed Onshore	2012	CO	Las Animas	08071	Royalties	NGL (gal)	Gas Plant Products	" $7,258.85 "
Fed Onshore	2012	CO	Las Animas	08071	Royalties	Oil (bbl)	Oil	" $6,848.39 "
Fed Onshore	2012	CO	Lincoln	08073	Rents	Oil & Gas		" $1,629.00 "
Fed Onshore	2012	CO	Logan	08075	Rents	Oil & Gas		 $880.00 
Fed Onshore	2012	CO	Logan	08075	Royalties	Oil (bbl)	Oil	" $11,931.22 "
Fed Onshore	2012	CO	Mesa	08077	Bonus	Oil & Gas		" $305,654.00 "
Fed Onshore	2012	CO	Mesa	08077	Other Revenues	Oil & Gas		" $169,315.16 "
Fed Onshore	2012	CO	Mesa	08077	Rents	Oil & Gas		" $508,576.79 "
Fed Onshore	2012	CO	Mesa	08077	Royalties	Gas (mcf)	Coal Bed Methane	 $443.72 
Fed Onshore	2012	CO	Mesa	08077	Royalties	Gas (mcf)	Fuel Gas	" $59,554.55 "
Fed Onshore	2012	CO	Mesa	08077	Royalties	Gas (mcf)	Processed (Residue) Gas	" $2,356,660.83 "
Fed Onshore	2012	CO	Mesa	08077	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $4,230,499.38 "
Fed Onshore	2012	CO	Mesa	08077	Royalties	NGL (gal)	Gas Plant Products	" $539,059.16 "
Fed Onshore	2012	CO	Mesa	08077	Royalties	Oil (bbl)	Condensate	" $129,302.68 "
Fed Onshore	2012	CO	Mesa	08077	Royalties	Oil (bbl)	Drip or Scrubber Condensate	" $29,259.26 "
Fed Onshore	2012	CO	Mesa	08077	Royalties	Oil (bbl)	Oil	" $74,863.30 "
Fed Onshore	2012	CO	Moffat	08081	Bonus	Oil & Gas		" $1,811,383.51 "
Fed Onshore	2012	CO	Moffat	08081	Other Revenues	Coal		" $690,947.08 "
Fed Onshore	2012	CO	Moffat	08081	Other Revenues	Oil & Gas		" $(221,715.34)"
Fed Onshore	2012	CO	Moffat	08081	Rents	Coal		" $53,796.00 "
Fed Onshore	2012	CO	Moffat	08081	Rents	Oil & Gas		" $966,893.86 "
Fed Onshore	2012	CO	Moffat	08081	Royalties	Coal (ton)	Coal	" $12,100,386.07 "
Fed Onshore	2012	CO	Moffat	08081	Royalties	Gas (mcf)	Processed (Residue) Gas	" $1,978,001.10 "
Fed Onshore	2012	CO	Moffat	08081	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $3,243,022.63 "
Fed Onshore	2012	CO	Moffat	08081	Royalties	NGL (gal)	Gas Plant Products	" $300,065.71 "
Fed Onshore	2012	CO	Moffat	08081	Royalties	Oil (bbl)	Condensate	" $1,163,960.79 "
Fed Onshore	2012	CO	Moffat	08081	Royalties	Oil (bbl)	Drip or Scrubber Condensate	" $8,726.07 "
Fed Onshore	2012	CO	Moffat	08081	Royalties	Oil (bbl)	Oil	" $1,206,350.57 "
Fed Onshore	2012	CO	Montezuma	08083	Other Revenues	Oil & Gas		" $1,230,366.32 "
Fed Onshore	2012	CO	Montezuma	08083	Rents	Oil & Gas		" $37,376.00 "
Fed Onshore	2012	CO	Montezuma	08083	Royalties	Gas (mcf)	Processed (Residue) Gas	" $10,642.66 "
Fed Onshore	2012	CO	Montezuma	08083	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $21,222.70 "
Fed Onshore	2012	CO	Montezuma	08083	Royalties	NGL (gal)	Gas Plant Products	" $77,527.57 "
Fed Onshore	2012	CO	Montezuma	08083	Royalties	Oil (bbl)	Condensate	" $3,250.76 "
Fed Onshore	2012	CO	Montezuma	08083	Royalties	Oil (bbl)	Oil	" $1,180,450.26 "
Fed Onshore	2012	CO	Montezuma	08083	Royalties	Other Products	Carbon Dioxide Gas (CO2)	" $49,905,955.91 "
Fed Onshore	2012	CO	Montrose	08085	Rents	Oil & Gas		" $163,336.71 "
Fed Onshore	2012	CO	Morgan	08087	Bonus	Oil & Gas		" $245,450.00 "
Fed Onshore	2012	CO	Morgan	08087	Other Revenues	Oil & Gas		 $52.00 
Fed Onshore	2012	CO	Morgan	08087	Rents	Oil & Gas		" $8,277.00 "
Fed Onshore	2012	CO	Morgan	08087	Royalties	Gas (mcf)	Processed (Residue) Gas	 $122.24 
Fed Onshore	2012	CO	Morgan	08087	Royalties	Oil (bbl)	Oil	" $12,111.19 "
Fed Onshore	2012	CO	Ouray	08091	Rents	Oil & Gas		" $4,072.00 "
Fed Onshore	2012	CO	Park	08093	Bonus	Oil & Gas		" $6,640.00 "
Fed Onshore	2012	CO	Park	08093	Rents	Oil & Gas		" $109,348.00 "
Fed Onshore	2012	CO	Phillips	08095	Rents	Oil & Gas		" $7,364.00 "
Fed Onshore	2012	CO	Pitkin	08097	Other Revenues	Oil & Gas		" $30,672.39 "
Fed Onshore	2012	CO	Pitkin	08097	Rents	Oil & Gas		" $47,335.31 "
Fed Onshore	2012	CO	Prowers	08099	Rents	Oil & Gas		" $5,830.50 "
Fed Onshore	2012	CO	Prowers	08099	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $742.23 
Fed Onshore	2012	CO	Pueblo	08101	Rents	Oil & Gas		" $2,583.00 "
Fed Onshore	2012	CO	Rio Blanco	08103	Bonus	Oil & Gas		" $4,374,651.49 "
Fed Onshore	2012	CO	Rio Blanco	08103	Other Revenues	Coal		" $175,912.57 "
Fed Onshore	2012	CO	Rio Blanco	08103	Other Revenues	Oil & Gas		" $(249,479.02)"
Fed Onshore	2012	CO	Rio Blanco	08103	Other Revenues	Sodium		" $21,399.00 "
Fed Onshore	2012	CO	Rio Blanco	08103	Rents	Coal		" $5,685.00 "
Fed Onshore	2012	CO	Rio Blanco	08103	Rents	Oil & Gas		" $1,093,447.79 "
Fed Onshore	2012	CO	Rio Blanco	08103	Rents	Oil Shale		" $1,860.00 "
Fed Onshore	2012	CO	Rio Blanco	08103	Rents	Sodium		" $5,694.00 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Coal (ton)	Coal	" $7,815,544.28 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Coal Bed Methane	" $127,652.02 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Fuel Gas	 $32.28 
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Processed (Residue) Gas	" $16,261,092.42 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $10,423,681.89 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	NGL (gal)	Gas Plant Products	" $12,774,656.05 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Condensate	" $5,444,450.58 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Drip or Scrubber Condensate	" $451,325.93 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Oil (bbl)	Oil	" $24,546,814.45 "
Fed Onshore	2012	CO	Rio Blanco	08103	Royalties	Other Products	Sodium Bi-Carbonate	" $1,108,450.12 "
Fed Onshore	2012	CO	Rio Grande	08105	Rents	Oil & Gas		" $8,944.00 "
Fed Onshore	2012	CO	Routt	08107	Bonus	Coal		" $230,000.00 "
Fed Onshore	2012	CO	Routt	08107	Bonus	Oil & Gas		" $340,633.00 "
Fed Onshore	2012	CO	Routt	08107	Other Revenues	Oil & Gas		" $6,887.45 "
Fed Onshore	2012	CO	Routt	08107	Rents	Coal		" $32,592.00 "
Fed Onshore	2012	CO	Routt	08107	Rents	Oil & Gas		" $108,716.50 "
Fed Onshore	2012	CO	Routt	08107	Royalties	Coal (ton)	Coal	" $1,673,840.21 "
Fed Onshore	2012	CO	Routt	08107	Royalties	Oil (bbl)	Oil	" $110,373.46 "
Fed Onshore	2012	CO	Saguache	08109	Rents	Oil & Gas		" $2,816.00 "
Fed Onshore	2012	CO	San Miguel	08113	Other Revenues	Oil & Gas		" $(6,787.00)"
Fed Onshore	2012	CO	San Miguel	08113	Rents	Oil & Gas		" $170,306.36 "
Fed Onshore	2012	CO	San Miguel	08113	Royalties	Gas (mcf)	Processed (Residue) Gas	" $947,800.04 "
Fed Onshore	2012	CO	San Miguel	08113	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,311,517.66 "
Fed Onshore	2012	CO	San Miguel	08113	Royalties	NGL (gal)	Gas Plant Products	" $706,837.87 "
Fed Onshore	2012	CO	San Miguel	08113	Royalties	Oil (bbl)	Condensate	" $330,800.00 "
Fed Onshore	2012	CO	Sedgwick	08115	Bonus	Oil & Gas		" $4,000.00 "
Fed Onshore	2012	CO	Sedgwick	08115	Rents	Oil & Gas		" $1,698.00 "
Fed Onshore	2012	CO	Washington	08121	Rents	Oil & Gas		" $3,440.00 "
Fed Onshore	2012	CO	Washington	08121	Royalties	Gas (mcf)	Processed (Residue) Gas	 $230.97 
Fed Onshore	2012	CO	Washington	08121	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $18,030.73 "
Fed Onshore	2012	CO	Washington	08121	Royalties	Oil (bbl)	Oil	" $43,501.98 "
Fed Onshore	2012	CO	Weld	08123	Bonus	Oil & Gas		" $1,981,500.00 "
Fed Onshore	2012	CO	Weld	08123	Other Revenues	Oil & Gas		" $34,889.21 "
Fed Onshore	2012	CO	Weld	08123	Rents	Oil & Gas		" $72,475.50 "
Fed Onshore	2012	CO	Weld	08123	Royalties	Gas (mcf)	Processed (Residue) Gas	" $417,219.25 "
Fed Onshore	2012	CO	Weld	08123	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $188,384.71 "
Fed Onshore	2012	CO	Weld	08123	Royalties	NGL (gal)	Gas Plant Products	" $619,191.42 "
Fed Onshore	2012	CO	Weld	08123	Royalties	Oil (bbl)	Condensate	" $1,037,432.32 "
Fed Onshore	2012	CO	Weld	08123	Royalties	Oil (bbl)	Drip or Scrubber Condensate	" $6,345.58 "
Fed Onshore	2012	CO	Weld	08123	Royalties	Oil (bbl)	Inlet Scrubber	" $25,330.50 "
Fed Onshore	2012	CO	Weld	08123	Royalties	Oil (bbl)	Oil	" $1,818,098.52 "
Fed Onshore	2012	CO	Yuma	08125	Other Revenues	Oil & Gas		" $(1,251.99)"
Fed Onshore	2012	CO	Yuma	08125	Rents	Oil & Gas		" $38,488.00 "
Fed Onshore	2012	CO	Yuma	08125	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $388,398.20 "
Fed Onshore	2012	CO	Yuma	08125	Royalties	Oil (bbl)	Oil	" $(3,600.56)"
Fed Onshore	2012	FL	Hardee	12049	Other Revenues	Phosphate		" $1,124.00 "
Fed Onshore	2012	FL	Hardee	12049	Royalties	Other Products	Phosphate Raw Ore	" $1,175,457.01 "
Fed Onshore	2012	FL	Okaloosa	12091	Rents	Oil & Gas		" $3,200.00 "
Fed Onshore	2012	FL	Polk	12105	Other Revenues	Phosphate		 $242.00 
Fed Onshore	2012	FL	Polk	12105	Royalties	Other Products	Phosphate Raw Ore	" $994,528.20 "
Fed Onshore	2012	ID	Bannock	16005	Other Revenues	Phosphate		 $240.00 
Fed Onshore	2012	ID	Bear Lake	16007	Other Revenues	Phosphate		 $198.00 
Fed Onshore	2012	ID	Bear Lake	16007	Rents	Oil & Gas		" $6,444.00 "
Fed Onshore	2012	ID	Bear Lake	16007	Rents	Phosphate		 $(669.50)
Fed Onshore	2012	ID	Bingham	16011	Other Revenues	Phosphate		" $8,331.54 "
Fed Onshore	2012	ID	Bingham	16011	Rents	Geothermal		 $133.64 
Fed Onshore	2012	ID	Blaine	16013	Rents	Geothermal		" $1,618.00 "
Fed Onshore	2012	ID	Boise	16015	Rents	Hardrock		 $39.00 
Fed Onshore	2012	ID	Bonneville	16019	Rents	Geothermal		 $160.36 
Fed Onshore	2012	ID	Bonneville	16019	Rents	Oil & Gas		" $8,274.00 "
Fed Onshore	2012	ID	Camas	16025	Rents	Geothermal		" $1,222.00 "
Fed Onshore	2012	ID	Canyon	16027	Rents	Geothermal		" $2,184.29 "
Fed Onshore	2012	ID	Caribou	16029	Bonus	Phosphate		" $799,997.74 "
Fed Onshore	2012	ID	Caribou	16029	Other Revenues	Phosphate		" $100,427.46 "
Fed Onshore	2012	ID	Caribou	16029	Rents	Geothermal		 $433.00 
Fed Onshore	2012	ID	Caribou	16029	Rents	Phosphate		" $1,182.00 "
Fed Onshore	2012	ID	Caribou	16029	Royalties	Other Products	Phosphate Raw Ore	" $9,431,323.92 "
Fed Onshore	2012	ID	Cassia	16031	Rents	Geothermal		" $49,803.00 "
Fed Onshore	2012	ID	Clark	16033	Other Revenues	Phosphate		" $2,547.00 "
Fed Onshore	2012	ID	Clearwater	16035	Other Revenues	Hardrock		 $126.00 
Fed Onshore	2012	ID	Clearwater	16035	Rents	Hardrock		 $(42.00)
Fed Onshore	2012	ID	Clearwater	16035	Royalties	Other Products	Gold	 $796.80 
Fed Onshore	2012	ID	Clearwater	16035	Royalties	Other Products	Silver	
Fed Onshore	2012	ID	Payette	16075	Rents	Geothermal		" $72,461.71 "
Fed Onshore	2012	ID	Washington	16087	Rents	Geothermal		" $40,272.00 "
Fed Onshore	2012	IL	Clinton	17027	Royalties	Oil (bbl)	Oil	" $200,859.37 "
Fed Onshore	2012	IL	Franklin	17055	Royalties	Oil (bbl)	Oil	" $111,641.75 "
Fed Onshore	2012	IN	Crawford	18025	Rents	Oil & Gas		 $300.06 
Fed Onshore	2012	IN	Gibson	18051	Royalties	Oil (bbl)	Oil	" $30,714.95 "
Fed Onshore	2012	IN	Perry	18123	Rents	Oil & Gas		" $17,366.94 "
Fed Onshore	2012	KS	Cheyenne	20023	Rents	Oil & Gas		" $5,862.00 "
Fed Onshore	2012	KS	Comanche	20033	Other Revenues	Oil & Gas		 $(80.75)
Fed Onshore	2012	KS	Comanche	20033	Rents	Oil & Gas		 $660.00 
Fed Onshore	2012	KS	Comanche	20033	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,538.13 "
Fed Onshore	2012	KS	Edwards	20047	Rents	Oil & Gas		 $18.00 
Fed Onshore	2012	KS	Ellsworth	20053	Rents	Oil & Gas		" $4,540.00 "
Fed Onshore	2012	KS	Ellsworth	20053	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $2,062.59 "
Fed Onshore	2012	KS	Finney	20055	Other Revenues	Oil & Gas		" $(32,284.20)"
Fed Onshore	2012	KS	Finney	20055	Rents	Oil & Gas		" $7,425.70 "
Fed Onshore	2012	KS	Finney	20055	Royalties	Gas (mcf)	Nitrogen	 $24.71 
Fed Onshore	2012	KS	Finney	20055	Royalties	Gas (mcf)	Processed (Residue) Gas	" $46,304.85 "
Fed Onshore	2012	KS	Finney	20055	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $271,693.88 "
Fed Onshore	2012	KS	Finney	20055	Royalties	NGL (gal)	Gas Plant Products	" $36,434.02 "
Fed Onshore	2012	KS	Finney	20055	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $899.44 
Fed Onshore	2012	KS	Finney	20055	Royalties	Oil (bbl)	Oil	" $588,839.78 "
Fed Onshore	2012	KS	Gove	20063	Rents	Oil & Gas		 $540.00 
Fed Onshore	2012	KS	Gove	20063	Royalties	Oil (bbl)	Oil	" $16,770.58 "
Fed Onshore	2012	KS	Grant	20067	Other Revenues	Oil & Gas		" $1,112.48 "
Fed Onshore	2012	KS	Grant	20067	Royalties	Gas (mcf)	Processed (Residue) Gas	" $5,843.18 "
Fed Onshore	2012	KS	Grant	20067	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $2,212.88 "
Fed Onshore	2012	KS	Grant	20067	Royalties	NGL (gal)	Gas Plant Products	" $7,483.04 "
Fed Onshore	2012	KS	Hamilton	20075	Other Revenues	Oil & Gas		 $(182.00)
Fed Onshore	2012	KS	Hamilton	20075	Rents	Oil & Gas		 $51.00 
Fed Onshore	2012	KS	Hamilton	20075	Royalties	Gas (mcf)	Processed (Residue) Gas	 $831.15 
Fed Onshore	2012	KS	Hamilton	20075	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $3,349.99 "
Fed Onshore	2012	KS	Hamilton	20075	Royalties	NGL (gal)	Gas Plant Products	" $1,133.71 "
Fed Onshore	2012	KS	Haskell	20081	Other Revenues	Oil & Gas		" $(46,272.74)"
Fed Onshore	2012	KS	Haskell	20081	Rents	Oil & Gas		" $1,157.50 "
Fed Onshore	2012	KS	Haskell	20081	Royalties	Gas (mcf)	Nitrogen	 $0.67 
Fed Onshore	2012	KS	Haskell	20081	Royalties	Gas (mcf)	Processed (Residue) Gas	" $6,905.67 "
Fed Onshore	2012	KS	Haskell	20081	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $110,212.34 "
Fed Onshore	2012	KS	Haskell	20081	Royalties	NGL (gal)	Gas Plant Products	" $6,943.28 "
Fed Onshore	2012	KS	Haskell	20081	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $51.33 
Fed Onshore	2012	KS	Haskell	20081	Royalties	Oil (bbl)	Oil	" $249,576.92 "
Fed Onshore	2012	KS	Kearny	20093	Other Revenues	Oil & Gas		" $4,743.56 "
Fed Onshore	2012	KS	Kearny	20093	Rents	Oil & Gas		" $14,040.30 "
Fed Onshore	2012	KS	Kearny	20093	Royalties	Gas (mcf)	Fuel Gas	 $12.26 
Fed Onshore	2012	KS	Kearny	20093	Royalties	Gas (mcf)	Nitrogen	 $54.95 
Fed Onshore	2012	KS	Kearny	20093	Royalties	Gas (mcf)	Processed (Residue) Gas	" $140,984.47 "
Fed Onshore	2012	KS	Kearny	20093	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $415,097.88 "
Fed Onshore	2012	KS	Kearny	20093	Royalties	NGL (gal)	Gas Plant Products	" $165,350.32 "
Fed Onshore	2012	KS	Kearny	20093	Royalties	Oil (bbl)	Oil	" $44,437.08 "
Fed Onshore	2012	KS	Labette	20099	Rents	Oil & Gas		" $3,778.00 "
Fed Onshore	2012	KS	Lane	20101	Royalties	Oil (bbl)	Oil	" $43,167.88 "
Fed Onshore	2012	KS	Logan	20109	Rents	Oil & Gas		 $80.00 
Fed Onshore	2012	KS	Marion	20115	Rents	Oil & Gas		 $82.50 
Fed Onshore	2012	KS	Meade	20119	Other Revenues	Oil & Gas		 $(0.98)
Fed Onshore	2012	KS	Meade	20119	Rents	Oil & Gas		 $60.00 
Fed Onshore	2012	KS	Meade	20119	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $2,228.70 "
Fed Onshore	2012	KS	Morton	20129	Other Revenues	Oil & Gas		" $45,553.49 "
Fed Onshore	2012	KS	Morton	20129	Rents	Oil & Gas		" $3,162.84 "
Fed Onshore	2012	KS	Morton	20129	Royalties	Gas (mcf)	Nitrogen	 $15.28 
Fed Onshore	2012	KS	Morton	20129	Royalties	Gas (mcf)	Processed (Residue) Gas	" $426,246.20 "
Fed Onshore	2012	KS	Morton	20129	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $259,243.35 "
Fed Onshore	2012	KS	Morton	20129	Royalties	NGL (gal)	Gas Plant Products	" $532,765.50 "
Fed Onshore	2012	KS	Morton	20129	Royalties	Oil (bbl)	Condensate	" $1,334.41 "
Fed Onshore	2012	KS	Morton	20129	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $1.88 
Fed Onshore	2012	KS	Morton	20129	Royalties	Oil (bbl)	Oil	" $1,994,901.46 "
Fed Onshore	2012	KS	Morton	20129	Royalties	Other Products	Helium	 $4.62 
Fed Onshore	2012	KS	Russell	20167	Rents	Oil & Gas		 $320.00 
Fed Onshore	2012	KS	Seward	20175	Other Revenues	Oil & Gas		 $413.67 
Fed Onshore	2012	KS	Seward	20175	Rents	Oil & Gas		 $177.00 
Fed Onshore	2012	KS	Seward	20175	Royalties	Gas (mcf)	Processed (Residue) Gas	" $10,771.68 "
Fed Onshore	2012	KS	Seward	20175	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $15,275.91 "
Fed Onshore	2012	KS	Seward	20175	Royalties	NGL (gal)	Gas Plant Products	" $8,902.89 "
Fed Onshore	2012	KS	Seward	20175	Royalties	Oil (bbl)	Condensate	 $380.08 
Fed Onshore	2012	KS	Seward	20175	Royalties	Oil (bbl)	Oil	" $2,816.55 "
Fed Onshore	2012	KS	Seward	20175	Royalties	Other Products	Helium	 $(0.89)
Fed Onshore	2012	KS	Sherman	20181	Rents	Oil & Gas		 $480.00 
Fed Onshore	2012	KS	Stanton	20187	Other Revenues	Oil & Gas		 $845.27 
Fed Onshore	2012	KS	Stanton	20187	Royalties	Gas (mcf)	Nitrogen	 $4.34 
Fed Onshore	2012	KS	Stanton	20187	Royalties	Gas (mcf)	Processed (Residue) Gas	" $3,923.68 "
Fed Onshore	2012	KS	Stanton	20187	Royalties	NGL (gal)	Gas Plant Products	" $5,082.88 "
Fed Onshore	2012	KS	Stanton	20187	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $17.01 
Fed Onshore	2012	KS	Stevens	20189	Other Revenues	Oil & Gas		 $(676.25)
Fed Onshore	2012	KS	Stevens	20189	Rents	Oil & Gas		 $922.16 
Fed Onshore	2012	KS	Stevens	20189	Royalties	Gas (mcf)	Processed (Residue) Gas	" $47,001.99 "
Fed Onshore	2012	KS	Stevens	20189	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $20,014.43 "
Fed Onshore	2012	KS	Stevens	20189	Royalties	NGL (gal)	Gas Plant Products	" $52,072.93 "
Fed Onshore	2012	KS	Stevens	20189	Royalties	Oil (bbl)	Oil	" $38,466.58 "
Fed Onshore	2012	KS	Trego	20195	Royalties	Oil (bbl)	Oil	" $25,371.54 "
Fed Onshore	2012	KS	Wilson	20205	Rents	Oil & Gas		 $61.29 
Fed Onshore	2012	KS	Woodson	20207	Rents	Oil & Gas		" $1,380.71 "
Fed Onshore	2012	KY	Bell	21013	Rents	Coal		" $7,470.00 "
Fed Onshore	2012	KY	Clay	21051	Rents	Coal		 $945.00 
Fed Onshore	2012	KY	Clay	21051	Rents	Oil & Gas		 $188.00 
Fed Onshore	2012	KY	Clay	21051	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $28,194.06 "
Fed Onshore	2012	KY	Clay	21051	Royalties	Oil (bbl)	Oil	" $19,891.08 "
Fed Onshore	2012	KY	Floyd	21071	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $2,853.57 "
Fed Onshore	2012	KY	Harlan	21095	Rents	Coal		" $1,992.00 "
Fed Onshore	2012	KY	Henderson	21101	Royalties	Oil (bbl)	Oil	" $127,879.12 "
Fed Onshore	2012	KY	Johnson	21115	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $509.53 
Fed Onshore	2012	KY	Lawrence	21127	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $364.62 
Fed Onshore	2012	KY	Leslie	21131	Other Revenues	Oil & Gas		 $658.59 
Fed Onshore	2012	KY	Leslie	21131	Rents	Coal		" $7,089.00 "
Fed Onshore	2012	KY	Leslie	21131	Royalties	Coal (ton)	Coal	" $1,329,238.93 "
Fed Onshore	2012	KY	Leslie	21131	Royalties	Gas (mcf)	Processed (Residue) Gas	" $(22,705.08)"
Fed Onshore	2012	KY	Leslie	21131	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $212,127.80 "
Fed Onshore	2012	KY	Leslie	21131	Royalties	NGL (gal)	Gas Plant Products	" $6,929.95 "
Fed Onshore	2012	KY	Leslie	21131	Royalties	Oil (bbl)	Oil	" $24,048.51 "
Fed Onshore	2012	KY	Letcher	21133	Other Revenues	Oil & Gas		 $19.20 
Fed Onshore	2012	KY	Letcher	21133	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $409.42 
Fed Onshore	2012	KY	Mccreary	21147	Other Revenues	Oil & Gas		" $2,437.34 "
Fed Onshore	2012	KY	Mccreary	21147	Rents	Oil & Gas		" $2,347.82 "
Fed Onshore	2012	KY	Mccreary	21147	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $234.97 
Fed Onshore	2012	KY	Meade	21163	Other Revenues	Oil & Gas		" $1,800.33 "
Fed Onshore	2012	KY	Meade	21163	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,247.36 "
Fed Onshore	2012	KY	Morgan	21175	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,215.67 "
Fed Onshore	2012	KY	Pike	21195	Other Revenues	Oil & Gas		 $345.39 
Fed Onshore	2012	KY	Pike	21195	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $6,456.02 "
Fed Onshore	2012	KY	Whitley	21235	Other Revenues	Oil & Gas		" $2,565.48 "
Fed Onshore	2012	KY	Whitley	21235	Rents	Coal		" $4,293.00 "
Fed Onshore	2012	KY	Whitley	21235	Rents	Oil & Gas		" $3,406.18 "
Fed Onshore	2012	KY	Whitley	21235	Royalties	Gas (mcf)	Processed (Residue) Gas	" $(23,505.16)"
Fed Onshore	2012	KY	Whitley	21235	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $(132,119.47)"
Fed Onshore	2012	KY	Whitley	21235	Royalties	NGL (gal)	Gas Plant Products	" $(6,391.87)"
Fed Onshore	2012	LA	Beauregard	22011	Royalties	Gas (mcf)	Processed (Residue) Gas	 $22.30 
Fed Onshore	2012	LA	Beauregard	22011	Royalties	Oil (bbl)	Oil	 $691.63 
Fed Onshore	2012	LA	Bienville	22013	Bonus	Oil & Gas		" $67,172.00 "
Fed Onshore	2012	LA	Bienville	22013	Other Revenues	Oil & Gas		" $3,750.93 "
Fed Onshore	2012	LA	Bienville	22013	Rents	Oil & Gas		 $162.04 
Fed Onshore	2012	LA	Bienville	22013	Royalties	Gas (mcf)	Processed (Residue) Gas	" $1,651.33 "
Fed Onshore	2012	LA	Bienville	22013	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $138,555.97 "
Fed Onshore	2012	LA	Bienville	22013	Royalties	NGL (gal)	Gas Plant Products	 $79.41 
Fed Onshore	2012	LA	Bienville	22013	Royalties	Oil (bbl)	Condensate	 $245.22 
Fed Onshore	2012	LA	Bienville	22013	Royalties	Oil (bbl)	Oil	 $0.14 
Fed Onshore	2012	LA	Bossier	22015	Bonus	Oil & Gas		" $1,586,850.00 "
Fed Onshore	2012	LA	Bossier	22015	Other Revenues	Oil & Gas		" $111,689.23 "
Fed Onshore	2012	LA	Bossier	22015	Rents	Oil & Gas		 $276.46 
Fed Onshore	2012	LA	Bossier	22015	Royalties	Gas (mcf)	Processed (Residue) Gas	" $25,845,652.48 "
Fed Onshore	2012	LA	Bossier	22015	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $(19,869,423.36)"
Fed Onshore	2012	LA	Bossier	22015	Royalties	NGL (gal)	Gas Plant Products	" $1,137,401.17 "
Fed Onshore	2012	LA	Bossier	22015	Royalties	Oil (bbl)	Condensate	" $589,428.56 "
Fed Onshore	2012	LA	Bossier	22015	Royalties	Oil (bbl)	Drip or Scrubber Condensate	" $79,056.59 "
Fed Onshore	2012	LA	Bossier	22015	Royalties	Oil (bbl)	Oil	" $147,037.13 "
Fed Onshore	2012	LA	Caddo	22017	Bonus	Oil & Gas		 $196.00 
Fed Onshore	2012	LA	Caddo	22017	Other Revenues	Oil & Gas		" $(2,563.20)"
