Land Category	CY	St	County Name	FIPS	Revenue Type	Commodity	Product	 Royalty/Revenue
Fed Onshore	2006	KS	Greeley	20071	Rents	Oil & Gas		" $1,226.50 "
Fed Onshore	2006	KS	Hamilton	20075	Other Revenues	Oil & Gas		 $112.00 
Fed Onshore	2006	KS	Hamilton	20075	Rents	Oil & Gas		" $2,889.00 "
Fed Onshore	2006	KS	Hamilton	20075	Royalties	Gas (mcf)	Processed (Residue) Gas	 $909.90 
Fed Onshore	2006	KS	Hamilton	20075	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $11,978.08 "
Fed Onshore	2006	KS	Hamilton	20075	Royalties	NGL (gal)	Gas Plant Products	 $352.53 
Fed Onshore	2006	KS	Haskell	20081	Other Revenues	Oil & Gas		 $37.95 
Fed Onshore	2006	KS	Haskell	20081	Rents	Oil & Gas		" $1,316.50 "
Fed Onshore	2006	KS	Haskell	20081	Royalties	Gas (mcf)	Processed (Residue) Gas	" $12,869.36 "
Fed Onshore	2006	KS	Haskell	20081	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $337,165.29 "
Fed Onshore	2006	KS	Haskell	20081	Royalties	NGL (gal)	Gas Plant Products	" $2,861.70 "
Fed Onshore	2006	KS	Haskell	20081	Royalties	Oil (bbl)	Oil	" $120,010.03 "
Fed Onshore	2006	KS	Kearny	20093	Other Revenues	Oil & Gas		" $(13,784.71)"
Fed Onshore	2006	KS	Kearny	20093	Rents	Oil & Gas		" $3,527.70 "
Fed Onshore	2006	KS	Kearny	20093	Royalties	Gas (mcf)	Processed (Residue) Gas	" $520,730.21 "
Fed Onshore	2006	KS	Kearny	20093	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,224,980.24 "
Fed Onshore	2006	KS	Kearny	20093	Royalties	NGL (gal)	Gas Plant Products	" $210,337.81 "
Fed Onshore	2006	KS	Kearny	20093	Royalties	Oil (bbl)	Oil	" $29,007.53 "
Fed Onshore	2006	KS	Lane	20101	Rents	Oil & Gas		 $480.00 
Fed Onshore	2006	KS	Lane	20101	Royalties	Oil (bbl)	Oil	" $34,677.42 "
Fed Onshore	2006	KS	Meade	20119	Rents	Oil & Gas		 $882.81 
Fed Onshore	2006	KS	Meade	20119	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $8,387.28 "
Fed Onshore	2006	KS	Morton	20129	Bonus	Oil & Gas		" $56,400.00 "
Fed Onshore	2006	KS	Morton	20129	Other Revenues	Oil & Gas		" $23,135.02 "
Fed Onshore	2006	KS	Morton	20129	Rents	Oil & Gas		" $7,076.84 "
Fed Onshore	2006	KS	Morton	20129	Royalties	Gas (mcf)	Processed (Residue) Gas	" $344,978.45 "
Fed Onshore	2006	KS	Morton	20129	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,043,428.18 "
Fed Onshore	2006	KS	Morton	20129	Royalties	NGL (gal)	Gas Plant Products	" $176,540.68 "
Fed Onshore	2006	KS	Morton	20129	Royalties	Oil (bbl)	Condensate	 $695.85 
Fed Onshore	2006	KS	Morton	20129	Royalties	Oil (bbl)	Oil	" $3,513,674.37 "
Fed Onshore	2006	KS	Russell	20167	Bonus	Oil & Gas		 $320.00 
Fed Onshore	2006	KS	Russell	20167	Rents	Oil & Gas		 $240.00 
Fed Onshore	2006	KS	Seward	20175	Other Revenues	Oil & Gas		 $89.56 
Fed Onshore	2006	KS	Seward	20175	Rents	Oil & Gas		 $356.00 
Fed Onshore	2006	KS	Seward	20175	Royalties	Gas (mcf)	Processed (Residue) Gas	" $24,453.48 "
Fed Onshore	2006	KS	Seward	20175	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $84,585.31 "
Fed Onshore	2006	KS	Seward	20175	Royalties	NGL (gal)	Gas Plant Products	" $7,253.65 "
Fed Onshore	2006	KS	Seward	20175	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $(24.48)
Fed Onshore	2006	KS	Seward	20175	Royalties	Oil (bbl)	Oil	" $1,031.29 "
Fed Onshore	2006	KS	Seward	20175	Royalties	Other Products	Helium	 $(57.39)
Fed Onshore	2006	KS	Stanton	20187	Other Revenues	Oil & Gas		 $(825.23)
Fed Onshore	2006	KS	Stanton	20187	Royalties	Gas (mcf)	Processed (Residue) Gas	" $6,554.50 "
Fed Onshore	2006	KS	Stanton	20187	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $187.70 
Fed Onshore	2006	KS	Stanton	20187	Royalties	NGL (gal)	Gas Plant Products	" $5,710.85 "
Fed Onshore	2006	KS	Stevens	20189	Other Revenues	Oil & Gas		" $1,470.25 "
Fed Onshore	2006	KS	Stevens	20189	Rents	Oil & Gas		 $922.16 
Fed Onshore	2006	KS	Stevens	20189	Royalties	Gas (mcf)	Processed (Residue) Gas	" $22,556.15 "
Fed Onshore	2006	KS	Stevens	20189	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $251,978.27 "
Fed Onshore	2006	KS	Stevens	20189	Royalties	NGL (gal)	Gas Plant Products	" $11,428.20 "
Fed Onshore	2006	KS	Trego	20195	Rents	Oil & Gas		 $840.00 
Fed Onshore	2006	KS	Trego	20195	Royalties	Oil (bbl)	Oil	" $16,379.88 "
Fed Onshore	2006	KY	Bell	21013	Rents	Coal		" $22,380.00 "
Fed Onshore	2006	KY	Clay	21051	Bonus	Coal		" $9,450.00 "
Fed Onshore	2006	KY	Clay	21051	Bonus	Oil & Gas		" $39,593.00 "
Fed Onshore	2006	KY	Clay	21051	Rents	Coal		 $945.00 
Fed Onshore	2006	KY	Clay	21051	Rents	Oil & Gas		" $12,701.80 "
Fed Onshore	2006	KY	Clay	21051	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $52,005.43 "
Fed Onshore	2006	KY	Floyd	21071	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $12,494.04 "
Fed Onshore	2006	KY	Grayson	21085	Rents	Oil & Gas		" $3,111.00 "
Fed Onshore	2006	KY	Harlan	21095	Other Revenues	Coal		" $8,033.88 "
Fed Onshore	2006	KY	Henderson	21101	Royalties	Oil (bbl)	Oil	" $4,606.36 "
Fed Onshore	2006	KY	Johnson	21115	Bonus	Oil & Gas		 $10.63 
Fed Onshore	2006	KY	Johnson	21115	Rents	Oil & Gas		 $203.79 
Fed Onshore	2006	KY	Lawrence	21127	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $2,173.52 "
Fed Onshore	2006	KY	Leslie	21131	Bonus	Coal		" $501,002.81 "
Fed Onshore	2006	KY	Leslie	21131	Other Revenues	Coal		" $11,966.12 "
Fed Onshore	2006	KY	Leslie	21131	Other Revenues	Oil & Gas		 $574.94 
Fed Onshore	2006	KY	Leslie	21131	Rents	Coal		" $7,755.00 "
Fed Onshore	2006	KY	Leslie	21131	Royalties	Coal (ton)	Coal	" $1,420,959.21 "
Fed Onshore	2006	KY	Leslie	21131	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $36,702.99 "
Fed Onshore	2006	KY	Leslie	21131	Royalties	Oil (bbl)	Oil	" $1,395.72 "
Fed Onshore	2006	KY	Letcher	21133	Rents	Oil & Gas		" $3,032.50 "
Fed Onshore	2006	KY	Mccreary	21147	Other Revenues	Oil & Gas		" $2,314.69 "
Fed Onshore	2006	KY	Mccreary	21147	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $784.24 
Fed Onshore	2006	KY	Meade	21163	Other Revenues	Oil & Gas		" $14,671.69 "
Fed Onshore	2006	KY	Meade	21163	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $4,428.24 "
Fed Onshore	2006	KY	Morgan	21175	Bonus	Oil & Gas		 $25.37 
Fed Onshore	2006	KY	Morgan	21175	Rents	Oil & Gas		 $486.21 
Fed Onshore	2006	KY	Owsley	21189	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $1,214.97 "
Fed Onshore	2006	KY	Pike	21195	Other Revenues	Oil & Gas		 $190.20 
Fed Onshore	2006	KY	Pike	21195	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $22,032.56 "
Fed Onshore	2006	KY	Whitley	21235	Other Revenues	Oil & Gas		" $2,950.47 "
Fed Onshore	2006	KY	Whitley	21235	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $49,599.90 "
Fed Onshore	2006	LA	Beauregard	22011	Rents	Oil & Gas		 $80.00 
Fed Onshore	2006	LA	Beauregard	22011	Royalties	Gas (mcf)	Processed (Residue) Gas	 $(32.01)
Fed Onshore	2006	LA	Beauregard	22011	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $101.24 
Fed Onshore	2006	LA	Beauregard	22011	Royalties	NGL (gal)	Gas Plant Products	 $(11.10)
Fed Onshore	2006	LA	Beauregard	22011	Royalties	Oil (bbl)	Oil	 $65.09 
Fed Onshore	2006	LA	Bienville	22013	Other Revenues	Oil & Gas		 $518.78 
Fed Onshore	2006	LA	Bienville	22013	Rents	Oil & Gas		 $348.66 
Fed Onshore	2006	LA	Bienville	22013	Royalties	Gas (mcf)	Processed (Residue) Gas	" $7,870.27 "
Fed Onshore	2006	LA	Bienville	22013	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $18,113.56 "
Fed Onshore	2006	LA	Bienville	22013	Royalties	Oil (bbl)	Condensate	 $25.46 
Fed Onshore	2006	LA	Bossier	22015	Bonus	Oil & Gas		" $433,235.00 "
Fed Onshore	2006	LA	Bossier	22015	Other Revenues	Oil & Gas		" $(700,000.00)"
Fed Onshore	2006	LA	Bossier	22015	Rents	Oil & Gas		" $3,969.34 "
Fed Onshore	2006	LA	Bossier	22015	Royalties	Gas (mcf)	Processed (Residue) Gas	" $10,654,853.53 "
Fed Onshore	2006	LA	Bossier	22015	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $22,793,772.30 "
Fed Onshore	2006	LA	Bossier	22015	Royalties	NGL (gal)	Gas Plant Products	" $1,172,960.26 "
Fed Onshore	2006	LA	Bossier	22015	Royalties	Oil (bbl)	Condensate	" $549,697.29 "
Fed Onshore	2006	LA	Bossier	22015	Royalties	Oil (bbl)	Oil	" $627,488.92 "
Fed Onshore	2006	LA	Caddo	22017	Bonus	Oil & Gas		" $31,980.00 "
Fed Onshore	2006	LA	Caddo	22017	Rents	Oil & Gas		 $450.26 
Fed Onshore	2006	LA	Caddo	22017	Royalties	Gas (mcf)	Processed (Residue) Gas	" $1,215.44 "
Fed Onshore	2006	LA	Caddo	22017	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $72,135.10 "
Fed Onshore	2006	LA	Caddo	22017	Royalties	Oil (bbl)	Condensate	 $249.55 
Fed Onshore	2006	LA	Caddo	22017	Royalties	Oil (bbl)	Oil	" $81,002.34 "
Fed Onshore	2006	LA	Calcasieu	22019	Rents	Oil & Gas		 $84.00 
Fed Onshore	2006	LA	Caldwell	22021	Rents	Oil & Gas		" $1,015.50 "
Fed Onshore	2006	LA	Caldwell	22021	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $696.98 
Fed Onshore	2006	LA	Cameron	22023	Other Revenues	Oil & Gas		 $(800.00)
Fed Onshore	2006	LA	Cameron	22023	Royalties	Gas (mcf)	Processed (Residue) Gas	" $2,342.97 "
Fed Onshore	2006	LA	Cameron	22023	Royalties	NGL (gal)	Gas Plant Products	 $407.98 
Fed Onshore	2006	LA	Cameron	22023	Royalties	Oil (bbl)	Oil	 $444.33 
Fed Onshore	2006	LA	Claiborne	22027	Other Revenues	Oil & Gas		" $3,300.00 "
Fed Onshore	2006	LA	Claiborne	22027	Royalties	Gas (mcf)	Processed (Residue) Gas	" $136,060.58 "
Fed Onshore	2006	LA	Claiborne	22027	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $34,222.82 "
Fed Onshore	2006	LA	Claiborne	22027	Royalties	NGL (gal)	Gas Plant Products	" $56,855.91 "
Fed Onshore	2006	LA	Claiborne	22027	Royalties	Oil (bbl)	Condensate	" $105,105.11 "
Fed Onshore	2006	LA	Claiborne	22027	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $577.58 
Fed Onshore	2006	LA	Claiborne	22027	Royalties	Oil (bbl)	Oil	" $70,838.46 "
Fed Onshore	2006	LA	Concordia	22029	Rents	Oil & Gas		 $253.50 
Fed Onshore	2006	LA	De Soto	22031	Rents	Oil & Gas		 $305.74 
Fed Onshore	2006	LA	De Soto	22031	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $13,267.60 "
Fed Onshore	2006	LA	E Btn Rouge	22033	Other Revenues	Oil & Gas		" $(14,258.50)"
Fed Onshore	2006	LA	E Btn Rouge	22033	Royalties	Gas (mcf)	Processed (Residue) Gas	" $71,639.81 "
Fed Onshore	2006	LA	E Btn Rouge	22033	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $0.03 
Fed Onshore	2006	LA	E Btn Rouge	22033	Royalties	Oil (bbl)	Condensate	" $44,660.73 "
Fed Onshore	2006	LA	Grant	22043	Bonus	Oil & Gas		" $130,600.00 "
Fed Onshore	2006	LA	Grant	22043	Rents	Oil & Gas		" $2,792.00 "
Fed Onshore	2006	LA	Jackson	22049	Royalties	Gas (mcf)	Processed (Residue) Gas	 $406.44 
Fed Onshore	2006	LA	Jefferson	22051	Royalties	Oil (bbl)	Oil	" $95,335.72 "
Fed Onshore	2006	LA	La Salle	22059	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $18.31 
Fed Onshore	2006	LA	La Salle	22059	Royalties	Oil (bbl)	Oil	" $3,067.61 "
Fed Onshore	2006	LA	Lafourche	22057	Rents	Oil & Gas		 $352.00 
Fed Onshore	2006	LA	Lafourche	22057	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $(92.25)
Fed Onshore	2006	LA	Lafourche	22057	Royalties	Oil (bbl)	Oil	" $6,288.16 "
Fed Onshore	2006	LA	Lincoln	22061	Rents	Oil & Gas		 $118.50 
Fed Onshore	2006	LA	Lincoln	22061	Royalties	Gas (mcf)	Processed (Residue) Gas	 $805.24 
Fed Onshore	2006	LA	Lincoln	22061	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $323.10 
Fed Onshore	2006	LA	Lincoln	22061	Royalties	NGL (gal)	Gas Plant Products	 $365.11 
Fed Onshore	2006	LA	Lincoln	22061	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $94.36 
Fed Onshore	2006	LA	Livingston	22063	Rents	Oil & Gas		 $637.00 
Fed Onshore	2006	LA	Morehouse	22067	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $973.39 
Fed Onshore	2006	LA	Natchitoches	22069	Rents	Oil & Gas		" $6,514.76 "
Fed Onshore	2006	LA	Orleans	22071	Rents	Oil & Gas		 $76.00 
Fed Onshore	2006	LA	Ouachita	22073	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $542.58 
Fed Onshore	2006	LA	Plaquemines	22075	Other Revenues	Oil & Gas		 $(770.90)
Fed Onshore	2006	LA	Plaquemines	22075	Rents	Oil & Gas		 $119.83 
Fed Onshore	2006	LA	Plaquemines	22075	Royalties	Gas (mcf)	Processed (Residue) Gas	" $64,251.37 "
Fed Onshore	2006	LA	Plaquemines	22075	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $813.46 
Fed Onshore	2006	LA	Plaquemines	22075	Royalties	NGL (gal)	Gas Plant Products	 $(38.82)
Fed Onshore	2006	LA	Plaquemines	22075	Royalties	Oil (bbl)	Condensate	 $368.82 
Fed Onshore	2006	LA	Plaquemines	22075	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $113.37 
Fed Onshore	2006	LA	Plaquemines	22075	Royalties	Oil (bbl)	Oil	" $1,286,681.54 "
Fed Onshore	2006	LA	Rapides	22079	Other Revenues	Oil & Gas		" $15,619.58 "
Fed Onshore	2006	LA	Rapides	22079	Rents	Oil & Gas		" $6,005.00 "
Fed Onshore	2006	LA	Rapides	22079	Royalties	Gas (mcf)	Processed (Residue) Gas	" $(11,129.60)"
Fed Onshore	2006	LA	Rapides	22079	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $68,584.80 "
Fed Onshore	2006	LA	Rapides	22079	Royalties	NGL (gal)	Gas Plant Products	 $(628.26)
Fed Onshore	2006	LA	Rapides	22079	Royalties	Oil (bbl)	Oil	" $150,876.45 "
Fed Onshore	2006	LA	South Pass	22721	Rents	Oil & Gas		 $0.17 
Fed Onshore	2006	LA	South Pass	22721	Royalties	Oil (bbl)	Condensate	 $0.29 
Fed Onshore	2006	LA	South Pass	22721	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $0.33 
Fed Onshore	2006	LA	St Bernard	22087	Rents	Oil & Gas		 $160.00 
Fed Onshore	2006	LA	St Martin	22099	Rents	Oil & Gas		 $82.50 
Fed Onshore	2006	LA	St Martin	22099	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $39,286.33 "
Fed Onshore	2006	LA	St Martin	22099	Royalties	Oil (bbl)	Condensate	 $59.88 
Fed Onshore	2006	LA	St Martin	22099	Royalties	Oil (bbl)	Oil	" $69,158.12 "
Fed Onshore	2006	LA	Terrebonne	22109	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $351.78 
Fed Onshore	2006	LA	Union	22111	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $4,531.22 "
Fed Onshore	2006	LA	Union	22111	Royalties	Oil (bbl)	Oil	 $(102.54)
Fed Onshore	2006	LA	Vermilion	22113	Rents	Oil & Gas		 $14.00 
Fed Onshore	2006	LA	Vermilion	22113	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	 $397.39 
Fed Onshore	2006	LA	Vermilion	22113	Royalties	Oil (bbl)	Condensate	 $10.77 
Fed Onshore	2006	LA	Vermilion	22113	Royalties	Oil (bbl)	Oil	" $79,119.58 "
Fed Onshore	2006	LA	Vernon	22115	Other Revenues	Oil & Gas		" $1,631.18 "
Fed Onshore	2006	LA	Vernon	22115	Rents	Oil & Gas		" $(18,949.00)"
Fed Onshore	2006	LA	Vernon	22115	Royalties	Gas (mcf)	Processed (Residue) Gas	" $(2,781.62)"
Fed Onshore	2006	LA	Vernon	22115	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $52,609.68 "
Fed Onshore	2006	LA	Vernon	22115	Royalties	NGL (gal)	Gas Plant Products	" $(4,248.59)"
Fed Onshore	2006	LA	Vernon	22115	Royalties	Oil (bbl)	Oil	" $112,077.42 "
Fed Onshore	2006	LA	Webster	22119	Other Revenues	Oil & Gas		" $(1,100.00)"
Fed Onshore	2006	LA	Webster	22119	Rents	Oil & Gas		" $13,408.00 "
Fed Onshore	2006	LA	Webster	22119	Royalties	Gas (mcf)	Processed (Residue) Gas	" $36,700.69 "
Fed Onshore	2006	LA	Webster	22119	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $13,673.26 "
Fed Onshore	2006	LA	Webster	22119	Royalties	NGL (gal)	Gas Plant Products	" $4,038.89 "
Fed Onshore	2006	LA	Webster	22119	Royalties	Oil (bbl)	Condensate	" $2,523.46 "
Fed Onshore	2006	LA	Webster	22119	Royalties	Oil (bbl)	Oil	" $20,030.66 "
Fed Onshore	2006	LA	West Delta	22719	Royalties	Oil (bbl)	Drip or Scrubber Condensate	 $0.00 
Fed Onshore	2006	LA	Winn	22127	Rents	Oil & Gas		" $2,492.74 "
Fed Onshore	2006	LA	Winn	22127	Royalties	Gas (mcf)	Processed (Residue) Gas	" $54,454.27 "
Fed Onshore	2006	LA	Winn	22127	Royalties	Oil (bbl)	Condensate	" $13,722.49 "
Fed Onshore	2006	MD	Garrett	24023	Other Revenues	Oil & Gas		" $7,159.59 "
Fed Onshore	2006	MD	Garrett	24023	Rents	Oil & Gas		 $496.00 
Fed Onshore	2006	MI	Alcona	26001	Rents	Oil & Gas		" $9,674.00 "
Fed Onshore	2006	MI	Alcona	26001	Royalties	Gas (mcf)	Processed (Residue) Gas	" $15,322.39 "
Fed Onshore	2006	MI	Allegan	26005	Royalties	Oil (bbl)	Oil	 $(105.51)
Fed Onshore	2006	MI	Clare	26035	Other Revenues	Oil & Gas		" $4,604.46 "
Fed Onshore	2006	MI	Clare	26035	Rents	Oil & Gas		 $80.00 
Fed Onshore	2006	MI	Clare	26035	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $82,032.04 "
Fed Onshore	2006	MI	Clare	26035	Royalties	Oil (bbl)	Oil	" $12,152.75 "
Fed Onshore	2006	MI	Crawford	26039	Rents	Oil & Gas		" $5,436.00 "
Fed Onshore	2006	MI	Crawford	26039	Royalties	Gas (mcf)	Processed (Residue) Gas	" $16,792.83 "
Fed Onshore	2006	MI	Crawford	26039	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $35,614.56 "
Fed Onshore	2006	MI	Grand Trvse	26055	Royalties	NGL (gal)	Gas Plant Products	" $9,475.33 "
Fed Onshore	2006	MI	Kalkaska	26079	Bonus	Oil & Gas		" $8,000.00 "
Fed Onshore	2006	MI	Kalkaska	26079	Rents	Oil & Gas		" $2,830.50 "
Fed Onshore	2006	MI	Kalkaska	26079	Royalties	Gas (mcf)	Processed (Residue) Gas	" $19,854.96 "
Fed Onshore	2006	MI	Kalkaska	26079	Royalties	NGL (gal)	Gas Plant Products	" $11,647.30 "
Fed Onshore	2006	MI	Kalkaska	26079	Royalties	Oil (bbl)	Oil	" $59,223.18 "
Fed Onshore	2006	MI	Lake	26085	Royalties	Gas (mcf)	Processed (Residue) Gas	" $197,776.67 "
Fed Onshore	2006	MI	Lake	26085	Royalties	NGL (gal)	Gas Plant Products	" $14,172.38 "
Fed Onshore	2006	MI	Lake	26085	Royalties	Oil (bbl)	Oil	" $2,542.24 "
Fed Onshore	2006	MI	Manistee	26101	Rents	Oil & Gas		 $60.00 
Fed Onshore	2006	MI	Mason	26105	Rents	Oil & Gas		" $1,647.50 "
Fed Onshore	2006	MI	Montmorency	26119	Other Revenues	Oil & Gas		" $(5,710.00)"
Fed Onshore	2006	MI	Montmorency	26119	Royalties	Gas (mcf)	Processed (Residue) Gas	" $73,492.44 "
Fed Onshore	2006	MI	Montmorency	26119	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $597,606.13 "
Fed Onshore	2006	MI	Newaygo	26123	Rents	Oil & Gas		" $8,785.50 "
Fed Onshore	2006	MI	Oceana	26127	Rents	Oil & Gas		" $4,373.00 "
Fed Onshore	2006	MI	Ogemaw	26129	Rents	Oil & Gas		 $200.00 
Fed Onshore	2006	MI	Ogemaw	26129	Royalties	Gas (mcf)	Processed (Residue) Gas	" $31,930.13 "
Fed Onshore	2006	MI	Ogemaw	26129	Royalties	NGL (gal)	Gas Plant Products	" $2,781.44 "
Fed Onshore	2006	MI	Ogemaw	26129	Royalties	Oil (bbl)	Oil	" $3,347.21 "
Fed Onshore	2006	MI	Osceola	26133	Rents	Oil & Gas		 $80.00 
Fed Onshore	2006	MI	Oscoda	26135	Other Revenues	Oil & Gas		 $999.00 
Fed Onshore	2006	MI	Oscoda	26135	Rents	Oil & Gas		" $3,148.00 "
Fed Onshore	2006	MI	Oscoda	26135	Royalties	Gas (mcf)	Processed (Residue) Gas	" $999,426.36 "
Fed Onshore	2006	MI	Oscoda	26135	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $17,323.71 "
Fed Onshore	2006	MI	Oscoda	26135	Royalties	NGL (gal)	Gas Plant Products	" $66,728.90 "
Fed Onshore	2006	MI	Oscoda	26135	Royalties	Oil (bbl)	Oil	" $90,986.74 "
Fed Onshore	2006	MI	Otsego	26137	Royalties	Gas (mcf)	Unprocessed (Wet) Gas	" $15,500.16 "
Fed Onshore	2006	MI	Roscommon	26143	Royalties	Gas (mcf)	Processed (Residue) Gas	" $21,362.38 "
Fed Onshore	2006	MI	Roscommon	26143	Royalties	NGL (gal)	Gas Plant Products	" $(1,901.60)"
Fed Onshore	2006	MI	Roscommon	26143	Royalties	Oil (bbl)	Oil	" $46,485.28 "
Fed Onshore	2006	MI	Wexford	26165	Bonus	Oil & Gas		 $160.00 
Fed Onshore	2006	MI	Wexford	26165	Rents	Oil & Gas		 $120.00 
Fed Onshore	2006	MN	Lake	27075	Other Revenues	Copper		" $25,654.85 "
Fed Onshore	2006	MN	Lake	27075	Other Revenues	Hardrock		" $22,550.00 "
Fed Onshore	2006	MN	Lake	27075	Rents	Copper		" $2,565.49 "
Fed Onshore	2006	MN	Lake	27075	Rents	Hardrock		" $7,220.00 "
Fed Onshore	2006	MN	St Louis	27137	Other Revenues	Copper		 $455.15 
Fed Onshore	2006	MN	St Louis	27137	Rents	Copper		 $45.51 
Fed Onshore	2006	MN	St Louis	27137	Rents	Hardrock		" $(2,700.00)"
Fed Onshore	2006	MO	Crawford	29055	Other Revenues	Hardrock		" $3,956.11 "
Fed Onshore	2006	MO	Crawford	29055	Rents	Hardrock		 $461.58 
Fed Onshore	2006	MO	Crawford	29055	Royalties	Other Products	Cobalt Concentrate	
Fed Onshore	2006	MO	Crawford	29055	Royalties	Other Products	Copper	 $(83.19)
Fed Onshore	2006	MO	Crawford	29055	Royalties	Other Products	Copper Concentrate	" $23,152.38 "
Fed Onshore	2006	MO	Crawford	29055	Royalties	Other Products	Lead Concentrate	" $2,719.33 "
Fed Onshore	2006	MO	Dent	29065	Rents	Hardrock		 $990.49 
Fed Onshore	2006	MO	Dent	29065	Royalties	Other Products	Cobalt Concentrate	
Fed Onshore	2006	MO	Dent	29065	Royalties	Other Products	Copper	" $2,720.96 "
Fed Onshore	2006	MO	Dent	29065	Royalties	Other Products	Copper Concentrate	" $37,016.81 "
Fed Onshore	2006	MO	Dent	29065	Royalties	Other Products	Lead Concentrate	" $717,200.32 "
Fed Onshore	2006	MO	Dent	29065	Royalties	Other Products	Zinc Concentrate	" $281,031.25 "
Fed Onshore	2006	MO	Iron	29093	Other Revenues	Hardrock		" $5,991.60 "
Fed Onshore	2006	MO	Iron	29093	Rents	Hardrock		" $5,970.92 "
Fed Onshore	2006	MO	Iron	29093	Royalties	Other Products	Cobalt Concentrate	
Fed Onshore	2006	MO	Iron	29093	Royalties	Other Products	Copper	" $(15,878.37)"
Fed Onshore	2006	MO	Iron	29093	Royalties	Other Products	Copper Concentrate	" $867,728.21 "
Fed Onshore	2006	MO	Iron	29093	Royalties	Other Products	Lead Concentrate	" $1,506,741.67 "
Fed Onshore	2006	MO	Iron	29093	Royalties	Other Products	Zinc Concentrate	" $491,836.65 "
Fed Onshore	2006	MO	Madison	29123	Other Revenues	Hardrock		" $1,710.00 "
Fed Onshore	2006	MO	Madison	29123	Rents	Hardrock		 $570.00 
Fed Onshore	2006	MO	Reynolds	29179	Other Revenues	Hardrock		" $9,114.00 "
Fed Onshore	2006	MO	Reynolds	29179	Rents	Hardrock		" $1,588.00 "
Fed Onshore	2006	MO	Reynolds	29179	Royalties	Other Products	Cobalt Concentrate	
Fed Onshore	2006	MO	Reynolds	29179	Royalties	Other Products	Copper	" $2,720.97 "
Fed Onshore	2006	MO	Reynolds	29179	Royalties	Other Products	Copper Concentrate	" $406,750.07 "
Fed Onshore	2006	MO	Reynolds	29179	Royalties	Other Products	Lead Concentrate	" $3,633,344.42 "
Fed Onshore	2006	MO	Reynolds	29179	Royalties	Other Products	Zinc Concentrate	" $2,325,431.10 "
Fed Onshore	2006	MO	Shannon	29203	Rents	Hardrock		 $160.00 
Fed Onshore	2006	MO	Shannon	29203	Royalties	Other Products	Copper Concentrate	
Fed Onshore	2006	MO	Shannon	29203	Royalties	Other Products	Lead Concentrate	" $23,287.75 "
Fed Onshore	2006	MO	Shannon	29203	Royalties	Other Products	Zinc Concentrate	" $2,388.25 "
Fed Onshore	2006	MO	Washington	29221	Other Revenues	Hardrock		 $525.29 
Fed Onshore	2006	MO	Washington	29221	Royalties	Other Products	Copper	 $(128.71)
