Land Category	Calendar Year	Offshore Region	Planning Area	Offshore Area	Protraction	Revenue Type	Commodity	Product	Total
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Rents	Oil & Gas		 $ 2,100,436.70
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Flash Gas	 $ 201,114.09
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Fuel Gas	 $ 375,116.64
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Gas Lost - Flared or Vented	 $ 20,541.32
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Processed (Residue) Gas	 $ 40,797,464.09
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Unprocessed (Wet) Gas	 $ 45,499,760.63
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	NGL	Gas Plant Products	 $ 3,761,832.42
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Condensate	 $ 9,029,738.73
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Drip or Scrubber Condensate	 $ 205,610.02
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Inlet Scrubber	 $ 29.33
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Oil	 $ 56,778,013.37
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Other Products	Sulfur	 $ (2,228.45)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Bonus	Oil & Gas		 $ 6,387,253.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Other Revenue	Oil & Gas		 $ 1,953,158.46
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Rents	Oil & Gas		 $ 1,438,852.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Flash Gas	 $ 50,542.30
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Processed (Residue) Gas	 $ 17,628,290.17
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 27,576,753.87
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	NGL	Gas Plant Products	 $ 2,547,538.98
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Condensate	 $ 6,427,047.10
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Drip or Scrubber Condensate	 $ 288,229.78
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Inlet Scrubber	 $ 458.01
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Oil	 $ 14,785,696.01
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Bonus	Oil & Gas		 $ 10,892,408.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Other Revenue	Oil & Gas		 $ 1,720,318.60
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Rents	Oil & Gas		 $ 831,775.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Flash Gas	 $ 53,315.11
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Fuel Gas	 $ 537,126.79
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Processed (Residue) Gas	 $ 35,922,368.88
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Unprocessed (Wet) Gas	 $ 34,553,349.77
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	NGL	Gas Plant Products	 $ 5,840,385.46
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Condensate	 $ 5,906,482.18
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Drip or Scrubber Condensate	 $ 218,793.12
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Inlet Scrubber	 $ 1,658.63
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Oil	 $ 32,657,526.90
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Bonus	Oil & Gas		 $ 4,536,471.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Other Revenue	Oil & Gas		 $ 582,751.79
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Rents	Oil & Gas		 $ 890,271.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Flash Gas	 $ 1,064.65
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Gas Lost - Flared or Vented	 $ 4,836.18
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Processed (Residue) Gas	 $ 17,874,697.50
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Unprocessed (Wet) Gas	 $ 22,707,473.36
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	NGL	Gas Plant Products	 $ 2,345,277.78
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Condensate	 $ 4,425,497.39
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Drip or Scrubber Condensate	 $ 314,927.83
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Inlet Scrubber	 $ (1.44)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Oil	 $ 16,500,324.11
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Other Revenue	Oil & Gas		 $ 57,845.45
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Rents	Oil & Gas		 $ 149,700.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Gas	Fuel Gas	 $ 53,623.52
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Gas	Processed (Residue) Gas	 $ 15,346,420.14
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Gas	Unprocessed (Wet) Gas	 $ 5,556,455.49
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	NGL	Gas Plant Products	 $ 1,826,493.14
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil	Condensate	 $ 315,318.37
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil	Drip or Scrubber Condensate	 $ 9,804.23
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil	Oil	 $ 11,402,912.28
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Bonus	Oil & Gas		 $ 420,106.75
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Other Revenue	Oil & Gas		 $ (1,448,696.59)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Rents	Oil & Gas		 $ 217,710.01
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Gas	Fuel Gas	 $ 257,637.47
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Gas	Processed (Residue) Gas	 $ 6,209,656.23
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 8,913,886.81
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	NGL	Gas Plant Products	 $ 1,240,962.52
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil	Condensate	 $ 61,334.77
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil	Drip or Scrubber Condensate	 $ 15,320.09
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil	Oil	 $ 7,519,938.05
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Other Revenue	Oil & Gas		 $ (64,557.31)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Rents	Oil & Gas		 $ 86,285.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Flash Gas	 $ 26,726.11
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Fuel Gas	 $ 215,344.32
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Processed (Residue) Gas	 $ 13,356,333.32
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 13,274,714.30
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	NGL	Gas Plant Products	 $ 352,363.77
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil	Condensate	 $ 1,883,462.66
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil	Drip or Scrubber Condensate	 $ 451,525.40
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil	Inlet Scrubber	 $ 7.58
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil	Oil	 $ 12,475,387.22
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Other Products	Geothermal - Direct Utilization, Other	 $ (0.00)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Bonus	Oil & Gas		 $ 16,083,302.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Other Revenue	Oil & Gas		 $ (2,291,345.13)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Rents	Oil & Gas		 $ 1,503,940.35
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Flash Gas	 $ 236,272.50
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Fuel Gas	 $ 604,158.04
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Processed (Residue) Gas	 $ 124,846,641.56
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Gas	Unprocessed (Wet) Gas	 $ 54,496,918.38
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	NGL	Gas Plant Products	 $ 14,957,338.70
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Condensate	 $ 18,556,211.90
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Drip or Scrubber Condensate	 $ 2,672,265.06
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Inlet Scrubber	 $ 33.34
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil	Oil	 $ 78,184,071.68
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Bonus	Oil & Gas		 $ 6,182,291.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Other Revenue	Oil & Gas		 $ 3,221,937.53
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Rents	Oil & Gas		 $ 1,773,380.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Gas	Flash Gas	 $ 60,928.74
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Gas	Processed (Residue) Gas	 $ 30,229,834.37
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 13,468,287.12
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	NGL	Gas Plant Products	 $ 4,208,109.79
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Condensate	 $ 15,035,888.43
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Drip or Scrubber Condensate	 $ 305,641.09
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Inlet Scrubber	 $ 2,101.87
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil	Oil	 $ 45,563,102.71
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Bonus	Oil & Gas		 $ 8,422,609.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Other Revenue	Oil & Gas		 $ (1,458,023.35)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Rents	Oil & Gas		 $ 1,956,487.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Flash Gas	 $ 111,218.96
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Fuel Gas	 $ 592,265.83
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Processed (Residue) Gas	 $ 20,605,205.10
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Gas	Unprocessed (Wet) Gas	 $ 65,977,603.05
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	NGL	Gas Plant Products	 $ 2,016,962.08
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Condensate	 $ 11,348,800.43
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Drip or Scrubber Condensate	 $ 4,029.92
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Inlet Scrubber	 $ (20.61)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil	Oil	 $ 12,993,205.48
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Bonus	Oil & Gas		 $ 2,240,404.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Other Revenue	Oil & Gas		 $ (448,248.40)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Rents	Oil & Gas		 $ 1,212,655.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Gas	Flash Gas	 $ 6,447.25
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Gas	Processed (Residue) Gas	 $ 14,417,613.41
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 25,865,768.90
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	NGL	Gas Plant Products	 $ 1,079,131.37
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil	Condensate	 $ 15,034,132.95
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil	Drip or Scrubber Condensate	 $ 59,149.04
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil	Inlet Scrubber	 $ 38.90
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil	Oil	 $ 9,755,919.92
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Bonus	Oil & Gas		 $ 8,047,565.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Other Revenue	Oil & Gas		 $ (771,629.03)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Rents	Oil & Gas		 $ 2,980,830.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Gas	Gas Lost - Flared or Vented	 $ 61,999.05
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Gas	Processed (Residue) Gas	 $ 139,391,081.63
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Gas	Unprocessed (Wet) Gas	 $ 51,756,146.87
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	NGL	Gas Plant Products	 $ 10,673,602.13
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Condensate	 $ (649,057.76)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Drip or Scrubber Condensate	 $ 95,145.75
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Inlet Scrubber	 $ 2,158.41
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil	Oil	 $ 89,559,622.81
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Other Products	Sulfur	 $ 8.66
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Bonus	Oil & Gas		 $ 29,409,797.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Other Revenue	Oil & Gas		 $ (43,200.00)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Rents	Oil & Gas		 $ 19,267,200.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Bonus	Oil & Gas		 $ 15,254,115.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Other Revenue	Oil & Gas		 $ (4,346,920.37)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Rents	Oil & Gas		 $ 2,652,306.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Flash Gas	 $ 303,404.52
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Fuel Gas	 $ 46,979.58
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Processed (Residue) Gas	 $ 125,721,913.75
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Gas	Unprocessed (Wet) Gas	 $ 111,179,867.30
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	NGL	Gas Plant Products	 $ 6,616,965.49
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil	Condensate	 $ 8,352,348.23
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil	Drip or Scrubber Condensate	 $ 211,351.46
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil	Oil	 $ 7,970,373.28
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Bonus	Oil & Gas		 $ 4,666,311.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Other Revenue	Oil & Gas		 $ (796,818.49)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Rents	Oil & Gas		 $ 1,996,770.00
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Gas	Flash Gas	 $ 9,872.37
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Gas	Processed (Residue) Gas	 $ 5,812,091.91
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 59,378,841.40
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	NGL	Gas Plant Products	 $ 706,662.44
