Year	Commodity	Volume	County	State	Product
2004		3430		ME	Conventional Hydroelectric (Kwh)
2005		4091		ME	Conventional Hydroelectric (Kwh)
2006		4278		ME	Conventional Hydroelectric (Kwh)
2007		3738		ME	Conventional Hydroelectric (Kwh)
2008		4457		ME	Conventional Hydroelectric (Kwh)
2009		4212		ME	Conventional Hydroelectric (Kwh)
2010		3810		ME	Conventional Hydroelectric (Kwh)
2011		3979		ME	Conventional Hydroelectric (Kwh)
2012		3733		ME	Conventional Hydroelectric (Kwh)
2013		3560		ME	Conventional Hydroelectric (Kwh)
2004		3598		ME	All Other Renewables (Kwh)
2005		4068		ME	All Other Renewables (Kwh)
2006		3968		ME	All Other Renewables (Kwh)
2007		4207		ME	All Other Renewables (Kwh)
2008		4058		ME	All Other Renewables (Kwh)
2009		3938		ME	All Other Renewables (Kwh)
2010		4152		ME	All Other Renewables (Kwh)
2011		4495		ME	All Other Renewables (Kwh)
2012		4099		ME	All Other Renewables (Kwh)
2013		4893		ME	All Other Renewables (Kwh)
2007		99		ME	Wind (Kwh)
2008		132		ME	Wind (Kwh)
2009		299		ME	Wind (Kwh)
2010		499		ME	Wind (Kwh)
2011		707		ME	Wind (Kwh)
2012		887		ME	Wind (Kwh)
2013		1048		ME	Wind (Kwh)
2004		3598		ME	Biomass (total) (Kwh)
2005		4068		ME	Biomass (total) (Kwh)
2006		3968		ME	Biomass (total) (Kwh)
2007		4108		ME	Biomass (total) (Kwh)
2008		3926		ME	Biomass (total) (Kwh)
2009		3640		ME	Biomass (total) (Kwh)
2010		3653		ME	Biomass (total) (Kwh)
2011		3788		ME	Biomass (total) (Kwh)
2012		3212		ME	Biomass (total) (Kwh)
2013		3846		ME	Biomass (total) (Kwh)
2004		3187		ME	Wood and wood-derived fuels (Kwh)
2005		3778		ME	Wood and wood-derived fuels (Kwh)
2006		3685		ME	Wood and wood-derived fuels (Kwh)
2007		3848		ME	Wood and wood-derived fuels (Kwh)
2008		3669		ME	Wood and wood-derived fuels (Kwh)
2009		3367		ME	Wood and wood-derived fuels (Kwh)
2010		3390		ME	Wood and wood-derived fuels (Kwh)
2011		3511		ME	Wood and wood-derived fuels (Kwh)
2012		2945		ME	Wood and wood-derived fuels (Kwh)
2013		3625		ME	Wood and wood-derived fuels (Kwh)
2004		411		ME	Other biomass (Kwh)
2005		290		ME	Other biomass (Kwh)
2006		283		ME	Other biomass (Kwh)
2007		260		ME	Other biomass (Kwh)
2008		258		ME	Other biomass (Kwh)
2009		273		ME	Other biomass (Kwh)
2010		264		ME	Other biomass (Kwh)
2011		277		ME	Other biomass (Kwh)
2012		267		ME	Other biomass (Kwh)
2013		220		ME	Other biomass (Kwh)
2004		14224		ME	All Renewables (Kwh)
2005		16295		ME	All Renewables (Kwh)
2006		16182		ME	All Renewables (Kwh)
2007		16260		ME	All Renewables (Kwh)
2008		16500		ME	All Renewables (Kwh)
2009		15729		ME	All Renewables (Kwh)
2010		15768		ME	All Renewables (Kwh)
2011		16757		ME	All Renewables (Kwh)
2012		15143		ME	All Renewables (Kwh)
2013		17192		ME	All Renewables (Kwh)
