Year	Commodity	Volume	County	State	Product
2004		290586		UT	Natural Gas (MMcf)
2005		311994		UT	Natural Gas (MMcf)
2006		356321		UT	Natural Gas (MMcf)
2007		385361		UT	Natural Gas (MMcf)
2008		441598		UT	Natural Gas (MMcf)
2009		449511		UT	Natural Gas (MMcf)
2010		436885		UT	Natural Gas (MMcf)
2011		461507		UT	Natural Gas (MMcf)
2012		490393		UT	Natural Gas (MMcf)
2013		470863		UT	Natural Gas (MMcf)
2004		14744000		UT	Crude Oil (bbl)
2005		16673000		UT	Crude Oil (bbl)
2006		17927000		UT	Crude Oil (bbl)
2007		19535000		UT	Crude Oil (bbl)
2008		22041000		UT	Crude Oil (bbl)
2009		22943000		UT	Crude Oil (bbl)
2010		24674000		UT	Crude Oil (bbl)
2011		26331000		UT	Crude Oil (bbl)
2012		30268000		UT	Crude Oil (bbl)
2013		34912000		UT	Crude Oil (bbl)
2004		450		UT	Conventional Hydroelectric (Kwh)
2005		784		UT	Conventional Hydroelectric (Kwh)
2006		747		UT	Conventional Hydroelectric (Kwh)
2007		539		UT	Conventional Hydroelectric (Kwh)
2008		668		UT	Conventional Hydroelectric (Kwh)
2009		835		UT	Conventional Hydroelectric (Kwh)
2010		696		UT	Conventional Hydroelectric (Kwh)
2011		1230		UT	Conventional Hydroelectric (Kwh)
2012		748		UT	Conventional Hydroelectric (Kwh)
2013		505		UT	Conventional Hydroelectric (Kwh)
2004		199		UT	All Other Renewables (Kwh)
2005		189		UT	All Other Renewables (Kwh)
2006		205		UT	All Other Renewables (Kwh)
2007		195		UT	All Other Renewables (Kwh)
2008		302		UT	All Other Renewables (Kwh)
2009		487		UT	All Other Renewables (Kwh)
2010		781		UT	All Other Renewables (Kwh)
2011		961		UT	All Other Renewables (Kwh)
2012		1100		UT	All Other Renewables (Kwh)
2013		932		UT	All Other Renewables (Kwh)
2008		24		UT	Wind (Kwh)
2009		160		UT	Wind (Kwh)
2010		448		UT	Wind (Kwh)
2011		573		UT	Wind (Kwh)
2012		704		UT	Wind (Kwh)
2013		540		UT	Wind (Kwh)
2012		2		UT	Solar (Kwh)
2013		2		UT	Solar (Kwh)
2004		195		UT	Geothermal (Kwh)
2005		185		UT	Geothermal (Kwh)
2006		191		UT	Geothermal (Kwh)
2007		164		UT	Geothermal (Kwh)
2008		254		UT	Geothermal (Kwh)
2009		279		UT	Geothermal (Kwh)
2010		277		UT	Geothermal (Kwh)
2011		330		UT	Geothermal (Kwh)
2012		335		UT	Geothermal (Kwh)
2013		319		UT	Geothermal (Kwh)
2004		4		UT	Biomass (total) (Kwh)
2005		4		UT	Biomass (total) (Kwh)
2006		15		UT	Biomass (total) (Kwh)
2007		31		UT	Biomass (total) (Kwh)
2008		24		UT	Biomass (total) (Kwh)
2009		48		UT	Biomass (total) (Kwh)
2010		56		UT	Biomass (total) (Kwh)
2011		58		UT	Biomass (total) (Kwh)
2012		60		UT	Biomass (total) (Kwh)
2013		71		UT	Biomass (total) (Kwh)
2004		4		UT	Other biomass (Kwh)
2005		4		UT	Other biomass (Kwh)
2006		15		UT	Other biomass (Kwh)
2007		31		UT	Other biomass (Kwh)
2008		24		UT	Other biomass (Kwh)
2009		48		UT	Other biomass (Kwh)
2010		56		UT	Other biomass (Kwh)
2011		58		UT	Other biomass (Kwh)
2012		60		UT	Other biomass (Kwh)
2013		71		UT	Other biomass (Kwh)
2004		852		UT	All Renewables (Kwh)
2005		1166		UT	All Renewables (Kwh)
2006		1173		UT	All Renewables (Kwh)
2007		960		UT	All Renewables (Kwh)
2008		1296		UT	All Renewables (Kwh)
2009		1857		UT	All Renewables (Kwh)
2010		2314		UT	All Renewables (Kwh)
2011		3210		UT	All Renewables (Kwh)
2012		3009		UT	All Renewables (Kwh)
2013		2440		UT	All Renewables (Kwh)
2004		103355	Emery County	UT	Coal (short tons)
2004		7568276	Sevier County	UT	Coal (short tons)
2005		7568934	Sevier County	UT	Coal (short tons)
2006		7907935	Sevier County	UT	Coal (short tons)
2007		6711925	Sevier County	UT	Coal (short tons)
2008		6946075	Sevier County	UT	Coal (short tons)
2009		6748311	Sevier County	UT	Coal (short tons)
2010		6398350	Sevier County	UT	Coal (short tons)
2011		6498011	Sevier County	UT	Coal (short tons)
2012		570138	Kane County	UT	Coal (short tons)
2012		5650446	Sevier County	UT	Coal (short tons)
2013		741178	Kane County	UT	Coal (short tons)
2013		5960266	Sevier County	UT	Coal (short tons)
