Company	Revenue Type	Commodity	Revenue
CHACO ENERGY CO	BLM - Permit Fees	Oil & Gas	100
CHACO ENERGY CO	ONRR - Other Revenues	Oil & Gas	1355
CHACO ENERGY CO	ONRR - Royalties	Gas	73466
CHACO ENERGY CO	ONRR - Royalties	Oil	97870
CHACO ENERGY CO	ONRR/BLM - Rents	Oil & Gas	1510
CHARGER RESOURCES LLC	BLM - Permit Fees	Oil & Gas	65000
CHARGER RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	2465
CHARGER RESOURCES LLC	ONRR - Royalties	Gas	114038
CHARGER RESOURCES LLC	ONRR - Royalties	Oil	351913
CHARGER RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	658
CHEMILY MANAGEMENT CO	BLM - Permit Fees	Oil & Gas	810
CHEMILY MANAGEMENT CO	ONRR - Other Revenues	Oil & Gas	854
CHEMILY MANAGEMENT CO	ONRR - Royalties	Gas	17006
CHEMILY MANAGEMENT CO	ONRR - Royalties	Oil	158182
CHESAPEAKE EXPLORATION LLC	BLM - Permit Fees	Oil & Gas	326850
CHESAPEAKE EXPLORATION LLC	ONRR - Civil Penalties	N/A	2118900
CHESAPEAKE EXPLORATION LLC	ONRR - Other Revenues	N/A	1308
CHESAPEAKE EXPLORATION LLC	ONRR - Other Revenues	Oil & Gas	-496168
CHESAPEAKE EXPLORATION LLC	ONRR - Royalties	Gas	2939697
CHESAPEAKE EXPLORATION LLC	ONRR - Royalties	Oil	6195775
CHESAPEAKE EXPLORATION LLC	ONRR/BLM - Bonus	Oil & Gas	66000
CHESAPEAKE EXPLORATION LLC	ONRR/BLM - Rents	Oil & Gas	216267
CHEVRON CORP	BLM - Permit Fees	Locatable Minerals	21080
CHEVRON CORP	BLM - Permit Fees	Mineral Materials	8018
CHEVRON CORP	BLM - Permit Fees	Oil & Gas	176980
CHEVRON CORP	ONRR - Civil Penalties	N/A	350000
CHEVRON CORP	ONRR - Inspection Fees	Oil & Gas	1787100
CHEVRON CORP	ONRR - Other Revenues	N/A	2214
CHEVRON CORP	ONRR - Other Revenues	Oil & Gas	-3938496
CHEVRON CORP	ONRR - Royalties	Gas	66968369
CHEVRON CORP	ONRR - Royalties	Oil	323359181
CHEVRON CORP	ONRR - Royalties	Other Commodities	-335385
CHEVRON CORP	ONRR/BLM - Bonus	Oil & Gas	133248821
CHEVRON CORP	ONRR/BLM - Rents	Coal	23598
CHEVRON CORP	ONRR/BLM - Rents	Oil & Gas	17799271
CHEVRON CORP	ONRR/BLM - Rents	Oil Shale	304
CHEYENNE RIVER LLC	ONRR - Other Revenues	Oil & Gas	440
CHEYENNE RIVER LLC	ONRR - Royalties	Gas	61067
CHEYENNE RIVER LLC	ONRR - Royalties	Oil	319653
CHEYENNE RIVER LLC	ONRR/BLM - Rents	Oil & Gas	115060
CHI	ONRR - Other Revenues	Oil & Gas	9877
CHI	ONRR - Royalties	Gas	247372
CHIPCORE LLC	BLM - Permit Fees	Oil & Gas	180
CHIPCORE LLC	ONRR - Royalties	Gas	334730
CHIPCORE LLC	ONRR - Royalties	Oil	26673
CIMAREX ENERGY INC	BLM - Permit Fees	Oil & Gas	178770
CIMAREX ENERGY INC	ONRR - Other Revenues	N/A	436
CIMAREX ENERGY INC	ONRR - Other Revenues	Oil & Gas	-1781759
CIMAREX ENERGY INC	ONRR - Royalties	Gas	15185616
CIMAREX ENERGY INC	ONRR - Royalties	Oil	57098154
CIMAREX ENERGY INC	ONRR/BLM - Rents	Oil & Gas	32888
CINCO ENERGY LAND SERVICES LLC	BLM - Permit Fees	Oil & Gas	620
CINCO ENERGY LAND SERVICES LLC	ONRR/BLM - Bonus	Oil & Gas	307485
CINCO ENERGY LAND SERVICES LLC	ONRR/BLM - Rents	Oil & Gas	9851
CINDERLITE TRUCKING CORP	BLM - Permit Fees	Mineral Materials	150000
CIRQUE RESOURCES LP	BLM - Permit Fees	Oil & Gas	540
CIRQUE RESOURCES LP	ONRR - Other Revenues	N/A	-524
CIRQUE RESOURCES LP	ONRR - Royalties	Oil	13720
CIRQUE RESOURCES LP	ONRR/BLM - Rents	Oil & Gas	155777
CITATION OIL & GAS CORP	ONRR - Other Revenues	Oil & Gas	-902432
CITATION OIL & GAS CORP	ONRR - Royalties	Gas	267750
CITATION OIL & GAS CORP	ONRR - Royalties	Oil	6358130
CITATION OIL & GAS CORP	ONRR/BLM - Rents	Oil & Gas	28955
CLAYTON WILLIAMS ENERGY INC	ONRR - Other Revenues	Oil & Gas	-76
CLAYTON WILLIAMS ENERGY INC	ONRR - Royalties	Gas	101538
CLAYTON WILLIAMS ENERGY INC	ONRR - Royalties	Oil	341871
CLINTWOOD ELKHORN MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	208764
CLOUD PEAK ENERGY INC	BLM - Permit Fees	Coal	67560
CLOUD PEAK ENERGY INC	BLM - Permit Fees	Mineral Materials	153528
CLOUD PEAK ENERGY INC	ONRR - Royalties	Coal	112318349
CLOUD PEAK ENERGY INC	ONRR/BLM - Bonus	Coal	69406946
CLOUD PEAK ENERGY INC	ONRR/BLM - Rents	Coal	100997
CLOUD PEAK ENERGY INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	22197745
CLOVER NEVADA LLC	BLM - Permit Fees	Locatable Minerals	1255123
CML EXPLORATION LLC	ONRR - Other Revenues	Oil & Gas	1120
CML EXPLORATION LLC	ONRR - Royalties	Gas	36159
CML EXPLORATION LLC	ONRR - Royalties	Oil	136046
COACHMEN ENERGY OPERATING CO LLC	BLM - Permit Fees	Oil & Gas	66170
COACHMEN ENERGY OPERATING CO LLC	ONRR - Other Revenues	Oil & Gas	26385
COACHMEN ENERGY OPERATING CO LLC	ONRR - Royalties	Gas	306654
COACHMEN ENERGY OPERATING CO LLC	ONRR - Royalties	Oil	11731
COACHMEN ENERGY OPERATING CO LLC	ONRR/BLM - Rents	Oil & Gas	11052
COAL RIVER ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	214824
COBALT INTERNATIONAL ENERGY LP	ONRR - Inspection Fees	Oil & Gas	213500
COBALT INTERNATIONAL ENERGY LP	ONRR/BLM - Bonus	Oil & Gas	4016090
COBALT INTERNATIONAL ENERGY LP	ONRR/BLM - Rents	Oil & Gas	12360035
COCHON PROPERTIES LLC	ONRR - Civil Penalties	N/A	40000
COCHON PROPERTIES LLC	ONRR - Inspection Fees	Oil & Gas	144000
COCHON PROPERTIES LLC	ONRR - Other Revenues	N/A	336
COCHON PROPERTIES LLC	ONRR - Other Revenues	Oil & Gas	35610
COCHON PROPERTIES LLC	ONRR - Royalties	Gas	2257224
COCHON PROPERTIES LLC	ONRR - Royalties	Oil	427882
COCHON PROPERTIES LLC	ONRR/BLM - Rents	Oil & Gas	45
COEUR MINING INC	BLM - Permit Fees	Locatable Minerals	160115
COLEMAN OIL & GAS INC	BLM - Permit Fees	Oil & Gas	13000
COLEMAN OIL & GAS INC	ONRR - Other Revenues	Oil & Gas	12574
COLEMAN OIL & GAS INC	ONRR - Royalties	Gas	564632
COLEMAN OIL & GAS INC	ONRR - Royalties	Oil	27007
COLEMAN OIL & GAS INC	ONRR/BLM - Rents	Oil & Gas	19899
COLUMBIA PIPELINE GROUP	ONRR - Other Revenues	Oil & Gas	308495
COLUMBIA PIPELINE GROUP	ONRR/BLM - Rents	Oil & Gas	610
CONCHO RESOURCES INC	BLM - Permit Fees	Oil & Gas	680115
CONCHO RESOURCES INC	ONRR - Other Revenues	Oil & Gas	-705346
CONCHO RESOURCES INC	ONRR - Royalties	Gas	17463033
CONCHO RESOURCES INC	ONRR - Royalties	Oil	71893938
CONCHO RESOURCES INC	ONRR/BLM - Bonus	Oil & Gas	23256000
CONCHO RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	92849
CONOCOPHILLIPS	BLM - Permit Fees	Mineral Materials	6750
CONOCOPHILLIPS	BLM - Permit Fees	Oil & Gas	486970
CONOCOPHILLIPS	ONRR - Inspection Fees	Oil & Gas	108500
CONOCOPHILLIPS	ONRR - Other Revenues	N/A	4729
CONOCOPHILLIPS	ONRR - Other Revenues	Oil & Gas	-7464940
CONOCOPHILLIPS	ONRR - Royalties	Gas	98996321
CONOCOPHILLIPS	ONRR - Royalties	Oil	56285623
CONOCOPHILLIPS	ONRR - Royalties	Other Commodities	26990
CONOCOPHILLIPS	ONRR/BLM - Bonus	Oil & Gas	30727560
CONOCOPHILLIPS	ONRR/BLM - Rents	Oil & Gas	22845401
CONSOL ENERGY INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	3916836
CONSOL MINING COMPANY LLC	ONRR - Other Revenues	Coal	282379
CONSOL MINING COMPANY LLC	ONRR/BLM - Rents	Coal	3000
CONSTRUCTORS INC	BLM - Permit Fees	Mineral Materials	122171
CONTANGO OPERATORS INC	BLM - Permit Fees	Oil & Gas	990
CONTANGO OPERATORS INC	ONRR - Inspection Fees	Oil & Gas	140000
CONTANGO OPERATORS INC	ONRR - Other Revenues	Oil & Gas	-763396
CONTANGO OPERATORS INC	ONRR - Royalties	Gas	11725906
CONTANGO OPERATORS INC	ONRR - Royalties	Oil	2289302
CONTANGO OPERATORS INC	ONRR/BLM - Rents	Oil & Gas	210754
CONTEX ENERGY CO	BLM - Permit Fees	Oil & Gas	15110
CONTEX ENERGY CO	ONRR/BLM - Bonus	Oil & Gas	3394765
CONTEX ENERGY CO	ONRR/BLM - Rents	Oil & Gas	65992
CONTINENTAL COAL INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	106963
CONTINENTAL RESOURCES INC	BLM - Permit Fees	Oil & Gas	513875
CONTINENTAL RESOURCES INC	ONRR - Other Revenues	N/A	729
CONTINENTAL RESOURCES INC	ONRR - Other Revenues	Oil & Gas	893719
CONTINENTAL RESOURCES INC	ONRR - Royalties	Gas	2561138
CONTINENTAL RESOURCES INC	ONRR - Royalties	Oil	33907956
CONTINENTAL RESOURCES INC	ONRR/BLM - Bonus	Oil & Gas	75000
CONTINENTAL RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	53445
COPPER CREEK PROJECT LLC	BLM - Permit Fees	Locatable Minerals	159105
CORDEX EXPL CO	BLM - Permit Fees	Locatable Minerals	346777
CORDILLERA ENERGY INC	ONRR - Other Revenues	Oil & Gas	205063
CORDILLERA ENERGY INC	ONRR - Royalties	Gas	80662
CORONADO COAL II LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	253535
CORTEZ JOINT VENTURE	BLM - Permit Fees	Locatable Minerals	1176915
CORVUS GOLD NEVADA INC	BLM - Permit Fees	Locatable Minerals	146159
COUGAR GOLD LLC	BLM - Permit Fees	Locatable Minerals	160245
COUNTRYMARK REFINING AND LOGISTICS LLC	ONRR - Other Revenues	Oil & Gas	8714
COUNTRYMARK REFINING AND LOGISTICS LLC	ONRR - Royalties	Oil	101784
COYOTE COAL CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	187061
CRAIG, PAUL L.	ONRR/BLM - Rents	Oil & Gas	106269
CRESCENT POINT ENERGY CORP	BLM - Permit Fees	Oil & Gas	350912
CRESCENT POINT ENERGY CORP	ONRR - Other Revenues	Oil & Gas	13849
CRESCENT POINT ENERGY CORP	ONRR - Royalties	Gas	15550
CRESCENT POINT ENERGY CORP	ONRR - Royalties	Oil	1033945
CRESCENT POINT ENERGY CORP	ONRR/BLM - Bonus	Oil & Gas	2133250
CRESCENT POINT ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	56943
CRIMSON RESOURCE MANAGEMENT	ONRR - Other Revenues	Oil & Gas	444
CRIMSON RESOURCE MANAGEMENT	ONRR - Royalties	Oil	213978
CRIMSON RESOURCE MANAGEMENT	ONRR/BLM - Rents	Oil & Gas	0
CROSS TIMBERS ENERGY LLC	BLM - Permit Fees	Oil & Gas	2250
CROSS TIMBERS ENERGY LLC	ONRR - Other Revenues	Oil & Gas	15414
CROSS TIMBERS ENERGY LLC	ONRR - Royalties	Gas	4060142
CROSS TIMBERS ENERGY LLC	ONRR - Royalties	Oil	728317
CROSS TIMBERS ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	2080
CROWN OIL PARTNERS	BLM - Permit Fees	Oil & Gas	2550
CROWN OIL PARTNERS	ONRR - Other Revenues	Oil & Gas	80
CROWN OIL PARTNERS	ONRR/BLM - Bonus	Oil & Gas	5378000
CROWN OIL PARTNERS	ONRR/BLM - Rents	Oil & Gas	20195
CS MINING LLC	BLM - Permit Fees	Locatable Minerals	484850
CTV O&G	BLM - Permit Fees	Oil & Gas	765
CTV O&G	ONRR/BLM - Bonus	Oil & Gas	1680000
CTV O&G	ONRR/BLM - Rents	Oil & Gas	320
D. J. SIMMONS INC	BLM - Permit Fees	Oil & Gas	10
D. J. SIMMONS INC	ONRR - Other Revenues	N/A	243
D. J. SIMMONS INC	ONRR - Other Revenues	Oil & Gas	-52554
D. J. SIMMONS INC	ONRR - Royalties	Gas	511495
D. J. SIMMONS INC	ONRR - Royalties	Oil	44140
D. J. SIMMONS INC	ONRR/BLM - Rents	Oil & Gas	13655
DANA MINING CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	303083
DAVID H ARRINGTON OIL & GAS INC	ONRR - Other Revenues	Oil & Gas	28316
DAVID H ARRINGTON OIL & GAS INC	ONRR - Royalties	Gas	126268
DAVID H ARRINGTON OIL & GAS INC	ONRR - Royalties	Oil	3257
DAVID H ARRINGTON OIL & GAS INC	ONRR/BLM - Rents	Oil & Gas	516
DCOR LLC	ONRR - Civil Penalties	N/A	250000
DCOR LLC	ONRR - Inspection Fees	Oil & Gas	367000
DCOR LLC	ONRR - Other Revenues	N/A	813
DCOR LLC	ONRR - Other Revenues	Oil & Gas	-433409
DCOR LLC	ONRR - Royalties	Gas	-597375
DCOR LLC	ONRR - Royalties	Oil	9879368
DCOR LLC	ONRR/BLM - Rents	Oil & Gas	615
DCP MIDSTREAM LP	ONRR - Other Revenues	Oil & Gas	19515
DCP MIDSTREAM LP	ONRR - Royalties	Gas	785323
DCP MIDSTREAM LP	ONRR/BLM - Rents	Oil & Gas	4320
DECKER OPERATING CO LLC	BLM - Permit Fees	Oil & Gas	6500
DECKER OPERATING CO LLC	ONRR - Other Revenues	Oil & Gas	26790
DECKER OPERATING CO LLC	ONRR - Royalties	Gas	9108
DECKER OPERATING CO LLC	ONRR/BLM - Rents	Oil & Gas	87160
DECONCINI MCDONALD YETWIN & LACY P C	BLM - Permit Fees	Locatable Minerals	281205
DEEP GULF ENERGY LP	ONRR - Inspection Fees	Oil & Gas	396500
DEEP GULF ENERGY LP	ONRR - Other Revenues	N/A	138
DEEP GULF ENERGY LP	ONRR - Other Revenues	Oil & Gas	-1189753
DEEP GULF ENERGY LP	ONRR - Royalties	Gas	444961
DEEP GULF ENERGY LP	ONRR - Royalties	Oil	1112546
DEEP GULF ENERGY LP	ONRR/BLM - Bonus	Oil & Gas	13384000
DEEP GULF ENERGY LP	ONRR/BLM - Rents	Oil & Gas	642000
DEEPWATER WIND NEW ENGLAND LLC	ONRR/BLM - Rents	Wind	494250
DENBURY ONSHORE LLC	BLM - Permit Fees	Oil & Gas	87040
DENBURY ONSHORE LLC	ONRR - Other Revenues	Oil & Gas	-26249
DENBURY ONSHORE LLC	ONRR - Royalties	Gas	692382
DENBURY ONSHORE LLC	ONRR - Royalties	Oil	11623032
DENBURY ONSHORE LLC	ONRR/BLM - Rents	Oil & Gas	64097
DESERT HAWK RESOURCES INC	BLM - Permit Fees	Locatable Minerals	107751
DEVON ENERGY CORP	BLM - Permit Fees	Mineral Materials	157500
DEVON ENERGY CORP	BLM - Permit Fees	Oil & Gas	1350940
DEVON ENERGY CORP	ONRR - Other Revenues	N/A	1358
DEVON ENERGY CORP	ONRR - Other Revenues	Oil & Gas	-431092
DEVON ENERGY CORP	ONRR - Royalties	Gas	27409383
DEVON ENERGY CORP	ONRR - Royalties	Oil	96489829
DEVON ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	100547
DOE RUN CO	ONRR - Other Revenues	Hardrock	35701
DOE RUN CO	ONRR - Royalties	Other Commodities	9208621
DOE RUN CO	ONRR/BLM - Rents	Hardrock	-400
DOHENY, PATRICK A.	ONRR - Other Revenues	Oil & Gas	120
DOHENY, PATRICK A.	ONRR - Royalties	Gas	245228
DOLET HILLS LIGNITE CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	287320
DORADO OIL CO	ONRR - Other Revenues	N/A	4520
DORADO OIL CO	ONRR - Other Revenues	Oil & Gas	2663
DORADO OIL CO	ONRR - Royalties	Oil	403803
DOUBLE EAGLE PETROLEUM CO	BLM - Permit Fees	Oil & Gas	250
DOUBLE EAGLE PETROLEUM CO	ONRR - Other Revenues	Oil & Gas	1294
DOUBLE EAGLE PETROLEUM CO	ONRR - Royalties	Gas	1592827
DOUBLE EAGLE PETROLEUM CO	ONRR/BLM - Rents	Oil & Gas	51406
DROPTINE ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	128271
DRUMMOND CO INC	ONRR - Other Revenues	Coal	-150038
DRUMMOND CO INC	ONRR - Royalties	Coal	Withheld
DRUMMOND CO INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	230742
DUGAN PRODUCTION CORP	BLM - Permit Fees	Oil & Gas	79080
DUGAN PRODUCTION CORP	ONRR - Other Revenues	Oil & Gas	79806
DUGAN PRODUCTION CORP	ONRR - Royalties	Gas	2821316
DUGAN PRODUCTION CORP	ONRR - Royalties	Oil	325523
DUGAN PRODUCTION CORP	ONRR/BLM - Rents	Oil & Gas	3360
DUKE CITY REDI-MIX	BLM - Permit Fees	Mineral Materials	140423
E&B NATURAL RESOURCES MANAGEMENT CORP	ONRR - Other Revenues	N/A	-2
E&B NATURAL RESOURCES MANAGEMENT CORP	ONRR - Other Revenues	Oil & Gas	6256
E&B NATURAL RESOURCES MANAGEMENT CORP	ONRR - Royalties	Gas	78431
E&B NATURAL RESOURCES MANAGEMENT CORP	ONRR - Royalties	Oil	1224806
E&B NATURAL RESOURCES MANAGEMENT CORP	ONRR/BLM - Rents	Oil & Gas	2775
EAGLE RIVER COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	222919
EASTERN ASSOC COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	498721
ECOPETROL AMERICA INC	ONRR - Other Revenues	Oil & Gas	911
ECOPETROL AMERICA INC	ONRR - Royalties	Gas	2038003
ECOPETROL AMERICA INC	ONRR - Royalties	Oil	5085358
ECOPETROL AMERICA INC	ONRR/BLM - Bonus	Oil & Gas	2802003
ECOPETROL AMERICA INC	ONRR/BLM - Rents	Oil & Gas	1180800
EE3 LLC	BLM - Permit Fees	Oil & Gas	10850
EE3 LLC	ONRR - Other Revenues	Oil & Gas	7615
EE3 LLC	ONRR - Royalties	Gas	467
EE3 LLC	ONRR - Royalties	Oil	614851
EE3 LLC	ONRR/BLM - Rents	Oil & Gas	80774
ELAND ENERGY INC	ONRR - Other Revenues	Oil & Gas	-330
ELAND ENERGY INC	ONRR - Royalties	Gas	24200
ELAND ENERGY INC	ONRR - Royalties	Oil	239846
ELM RIDGE RESOURCES INC	ONRR - Other Revenues	Oil & Gas	-44520
ELM RIDGE RESOURCES INC	ONRR - Royalties	Gas	670225
ELM RIDGE RESOURCES INC	ONRR - Royalties	Oil	340921
ELM RIDGE RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	1978
EMERALD OIL INC	BLM - Permit Fees	Oil & Gas	201500
EMERALD OIL INC	ONRR - Other Revenues	Oil & Gas	2866
EMERALD OIL INC	ONRR - Royalties	Gas	25277
EMERALD OIL INC	ONRR - Royalties	Oil	522081
EMERALD OIL INC	ONRR/BLM - Rents	Oil & Gas	18528
ENCAMPMENT MINERALS INC	BLM - Permit Fees	Locatable Minerals	312015
ENCANA CORP	BLM - Permit Fees	Oil & Gas	465730
ENCANA CORP	ONRR - Other Revenues	Oil & Gas	988968
ENCANA CORP	ONRR - Royalties	Gas	23922916
ENCANA CORP	ONRR - Royalties	Oil	14732290
ENCANA CORP	ONRR/BLM - Rents	Oil & Gas	751086
ENCINO OPERATING LLC	BLM - Permit Fees	Oil & Gas	810
ENCINO OPERATING LLC	ONRR - Other Revenues	N/A	872
ENCINO OPERATING LLC	ONRR - Other Revenues	Oil & Gas	4438
ENCINO OPERATING LLC	ONRR - Royalties	Gas	74670
ENCINO OPERATING LLC	ONRR - Royalties	Oil	183316
ENDEAVOR ENERGY RESOURCES LP	BLM - Permit Fees	Oil & Gas	270
ENDEAVOR ENERGY RESOURCES LP	ONRR - Civil Penalties	N/A	39600
ENDEAVOR ENERGY RESOURCES LP	ONRR - Other Revenues	Oil & Gas	-830
ENDEAVOR ENERGY RESOURCES LP	ONRR - Royalties	Gas	147292
ENDEAVOR ENERGY RESOURCES LP	ONRR - Royalties	Oil	185128
ENDURANCE RESOURCES LLC	BLM - Permit Fees	Oil & Gas	6500
ENDURANCE RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	10779
ENDURANCE RESOURCES LLC	ONRR - Royalties	Gas	738594
ENDURING RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	25577
ENDURING RESOURCES LLC	ONRR - Royalties	Gas	97311
ENDURING RESOURCES LLC	ONRR - Royalties	Oil	20684
ENDURING RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	24313
ENDURO OPERATING LLC	BLM - Permit Fees	Oil & Gas	450
ENDURO OPERATING LLC	ONRR - Other Revenues	Oil & Gas	4568
ENDURO OPERATING LLC	ONRR - Royalties	Gas	52595
ENDURO OPERATING LLC	ONRR - Royalties	Oil	2095503
ENDURO OPERATING LLC	ONRR/BLM - Rents	Oil & Gas	28426
ENEL GREEN POWER NORTH AMERICA INC	ONRR - Other Revenues	N/A	64
ENEL GREEN POWER NORTH AMERICA INC	ONRR - Royalties	Geothermal	252277
ENEL GREEN POWER NORTH AMERICA INC	ONRR/BLM - Rents	Geothermal	71194
ENERGEN RESOURCES CORP	BLM - Permit Fees	Oil & Gas	93770
ENERGEN RESOURCES CORP	ONRR - Other Revenues	N/A	972
ENERGEN RESOURCES CORP	ONRR - Other Revenues	Oil & Gas	-389508
ENERGEN RESOURCES CORP	ONRR - Royalties	Gas	6681279
ENERGEN RESOURCES CORP	ONRR - Royalties	Oil	2039527
ENERGEN RESOURCES CORP	ONRR/BLM - Bonus	Oil & Gas	1549050
ENERGEN RESOURCES CORP	ONRR/BLM - Rents	Oil & Gas	40394
ENERGY FUELS RESOURCES (USA) INC	BLM - Permit Fees	Locatable Minerals	396620
ENERGY LAND SERVICES LLC	BLM - Permit Fees	Oil & Gas	310
ENERGY LAND SERVICES LLC	ONRR/BLM - Bonus	Oil & Gas	1894400
ENERGY LAND SERVICES LLC	ONRR/BLM - Rents	Oil & Gas	984
ENERGY TRANSFER EQUITY	ONRR - Other Revenues	N/A	2565
ENERGY TRANSFER EQUITY	ONRR - Other Revenues	Oil & Gas	163
ENERGY TRANSFER EQUITY	ONRR - Royalties	Gas	16875
ENERGY TRANSFER EQUITY	ONRR - Royalties	Oil	1685786
ENERGY TRANSFER EQUITY	ONRR/BLM - Rents	Oil & Gas	4080
ENERGY XXI LLC	ONRR - Civil Penalties	N/A	75000
ENERGY XXI LLC	ONRR - Inspection Fees	Oil & Gas	183700
ENERGY XXI LLC	ONRR - Other Revenues	N/A	136
ENERGY XXI LLC	ONRR - Other Revenues	Oil & Gas	-223501
ENERGY XXI LLC	ONRR - Royalties	Gas	8070529
ENERGY XXI LLC	ONRR - Royalties	Oil	68435466
ENERGY XXI LLC	ONRR/BLM - Rents	Oil & Gas	376404
ENERGYQUEST II LLC	ONRR - Other Revenues	Oil & Gas	3188
ENERGYQUEST II LLC	ONRR - Royalties	Oil	144775
ENERPLUS RESOURCES CORP	BLM - Permit Fees	Oil & Gas	155500
ENERPLUS RESOURCES CORP	ONRR - Other Revenues	N/A	-52
ENERPLUS RESOURCES CORP	ONRR - Other Revenues	Oil & Gas	4984
ENERPLUS RESOURCES CORP	ONRR - Royalties	Gas	8182
ENERPLUS RESOURCES CORP	ONRR - Royalties	Oil	47868
ENERPLUS RESOURCES CORP	ONRR/BLM - Rents	Oil & Gas	101
ENERVEST LTD	BLM - Permit Fees	Oil & Gas	82998
ENERVEST LTD	ONRR - Other Revenues	N/A	508
ENERVEST LTD	ONRR - Other Revenues	Oil & Gas	87718
ENERVEST LTD	ONRR - Royalties	Gas	12679545
ENERVEST LTD	ONRR - Royalties	Oil	875488
ENERVEST LTD	ONRR/BLM - Rents	Oil & Gas	18589
ENI USA INC	ONRR - Inspection Fees	Oil & Gas	199700
ENI USA INC	ONRR - Other Revenues	N/A	123
ENI USA INC	ONRR - Other Revenues	Oil & Gas	-1849435
ENI USA INC	ONRR - Royalties	Gas	10556889
ENI USA INC	ONRR - Royalties	Oil	35631769
ENI USA INC	ONRR/BLM - Rents	Oil & Gas	4441585
ENSCO INTERNATIONAL CO	ONRR - Civil Penalties	N/A	107000
ENTERPRISE PRODUCTS PARTNERS LP	ONRR - Inspection Fees	Oil & Gas	82500
ENTERPRISE PRODUCTS PARTNERS LP	ONRR - Other Revenues	N/A	243
ENTERPRISE PRODUCTS PARTNERS LP	ONRR - Other Revenues	Oil & Gas	10734
ENTERPRISE PRODUCTS PARTNERS LP	ONRR - Royalties	Gas	48992
ENTERPRISE PRODUCTS PARTNERS LP	ONRR - Royalties	Oil	5514979
ENTERPRISE PRODUCTS PARTNERS LP	ONRR/BLM - Rents	Oil & Gas	49860
ENTREE GOLD (US) INC	BLM - Permit Fees	Locatable Minerals	152878
EOG RESOURCES INC	BLM - Permit Fees	Oil & Gas	1353270
EOG RESOURCES INC	ONRR - Other Revenues	N/A	1458
EOG RESOURCES INC	ONRR - Other Revenues	Oil & Gas	-1369960
EOG RESOURCES INC	ONRR - Royalties	Gas	16465270
EOG RESOURCES INC	ONRR - Royalties	Oil	34549405
EOG RESOURCES INC	ONRR - Royalties	Other Commodities	191676
EOG RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	312058
EP ENERGY E&P COMPANY LP	BLM - Permit Fees	Oil & Gas	48000
EP ENERGY E&P COMPANY LP	ONRR - Other Revenues	Oil & Gas	6955
EP ENERGY E&P COMPANY LP	ONRR - Royalties	Gas	-60
EP ENERGY E&P COMPANY LP	ONRR - Royalties	Oil	118533
EP MINERALS LLC	BLM - Permit Fees	Locatable Minerals	148251
EPL OIL & GAS INC	ONRR - Civil Penalties	N/A	190000
EPL OIL & GAS INC	ONRR - Inspection Fees	Oil & Gas	251100
EPL OIL & GAS INC	ONRR - Other Revenues	N/A	-26
EPL OIL & GAS INC	ONRR - Other Revenues	Oil & Gas	-6685981
EPL OIL & GAS INC	ONRR - Royalties	Gas	11793254
EPL OIL & GAS INC	ONRR - Royalties	Oil	59301119
EPL OIL & GAS INC	ONRR/BLM - Rents	Oil & Gas	944430
EUREKA MOLY LLC	BLM - Permit Fees	Locatable Minerals	218860
EVEREST OIL & GAS LLC	ONRR - Royalties	Oil	153466
EXXON MOBIL CORP	BLM - Permit Fees	Oil & Gas	803910
EXXON MOBIL CORP	ONRR - Civil Penalties	N/A	75000
EXXON MOBIL CORP	ONRR - Inspection Fees	Oil & Gas	541000
EXXON MOBIL CORP	ONRR - Other Revenues	N/A	356
EXXON MOBIL CORP	ONRR - Other Revenues	Oil & Gas	14920245
EXXON MOBIL CORP	ONRR - Royalties	Gas	61696457
EXXON MOBIL CORP	ONRR - Royalties	Oil	161534602
EXXON MOBIL CORP	ONRR - Royalties	Other Commodities	22025756
EXXON MOBIL CORP	ONRR/BLM - Bonus	Oil & Gas	52950650
EXXON MOBIL CORP	ONRR/BLM - Rents	Oil & Gas	10187493
FAIR OIL LTD	BLM - Permit Fees	Oil & Gas	10
