Year	State	FIPS	Commodity	type	Revenue
2004	OK	40003	Oil & Gas	Other Revenues	1817
2004	OK	40003	Oil & Gas	Other Roy Vals	-2885
2004	OK	40003	Gas	Royalties	15427.63
2004	OK	40003	Oil	Royalties	992.89
2004	OK	40003	Oil	Royalties	4042.07
2004	OK	40007	Oil & Gas	Other Roy Vals	-512.58
2004	OK	40007	Gas	Royalties	5895.25
2004	OK	40007	Gas	Royalties	13992.45
2004	OK	40007	Gas	Royalties	123395.14
2004	OK	40007	Oil	Royalties	2420.16
2004	OK	40007	Oil	Royalties	12496.7
2004	OK	40009	Oil & Gas	Other Revenues	667.2
2004	OK	40009	Oil & Gas	Other Roy Vals	88091.6
2004	OK	40009	Gas	Royalties	2438.39
2004	OK	40009	Gas	Royalties	11555.88
2004	OK	40009	Gas	Royalties	1783282.11
2004	OK	40009	Oil	Royalties	3231.41
2004	OK	40009	Oil	Royalties	2352.45
2004	OK	40011	Oil & Gas	Other Roy Vals	-1135.66
2004	OK	40011	Gas	Royalties	5713.29
2004	OK	40011	Gas	Royalties	141463.05
2004	OK	40011	Oil	Royalties	7490.43
2004	OK	40011	Oil	Royalties	3890.12
2004	OK	40017	Oil & Gas	Other Revenues	0.61
2004	OK	40017	Oil & Gas	Other Roy Vals	111.03
2004	OK	40017	Gas	Royalties	6391.86
2004	OK	40017	Gas	Royalties	19158.35
2004	OK	40017	Gas	Royalties	205359.8
2004	OK	40017	Oil	Royalties	9098.21
2004	OK	40017	Oil	Royalties	8234.04
2004	OK	40025	Oil & Gas	Other Roy Vals	-183
2004	OK	40025	Gas	Royalties	811.42
2004	OK	40029	Gas	Royalties	18322.77
2004	OK	40031	Oil	Royalties	5814.96
2004	OK	40037	Oil	Royalties	231.38
2004	OK	40039	Oil & Gas	Other Revenues	140
2004	OK	40039	Oil & Gas	Other Roy Vals	395.08
2004	OK	40039	Gas	Royalties	2967.77
2004	OK	40039	Gas	Royalties	11841.18
2004	OK	40039	Gas	Royalties	254866.56
2004	OK	40039	Oil	Royalties	6677.73
2004	OK	40039	Oil	Royalties	5674.32
2004	OK	40043	Oil & Gas	Other Revenues	129.42
2004	OK	40043	Oil & Gas	Other Roy Vals	459.21
2004	OK	40043	Gas	Royalties	19041.65
2004	OK	40043	Gas	Royalties	39177.72
2004	OK	40043	Gas	Royalties	422052.37
2004	OK	40043	Oil	Royalties	20344.06
2004	OK	40043	Oil	Royalties	44221.94
2004	OK	40045	Oil & Gas	Other Revenues	-32.99
2004	OK	40045	Oil & Gas	Other Roy Vals	7375.04
2004	OK	40045	Gas	Royalties	49.28
2004	OK	40045	Gas	Royalties	8857.85
2004	OK	40045	Gas	Royalties	198357.19
2004	OK	40045	Oil	Royalties	38102.95
2004	OK	40045	Oil	Royalties	23882.84
2004	OK	40047	Oil & Gas	Other Roy Vals	451
2004	OK	40047	Gas	Royalties	49063.56
2004	OK	40047	Oil	Royalties	6098.61
2004	OK	40047	Oil	Royalties	68.11
2004	OK	40049	Oil	Royalties	3547.67
2004	OK	40049	Oil	Royalties	903.68
2004	OK	40051	Oil & Gas	Other Revenues	0.61
2004	OK	40051	Oil & Gas	Other Roy Vals	-34.93
2004	OK	40051	Gas	Royalties	211.43
2004	OK	40051	Gas	Royalties	1432.68
2004	OK	40051	Gas	Royalties	71478.78
2004	OK	40051	Oil	Royalties	4904.62
2004	OK	40051	Oil	Royalties	1975.5
2004	OK	40055	Gas	Royalties	2880.68
2004	OK	40055	Oil	Royalties	81.89
2004	OK	40059	Oil & Gas	Other Roy Vals	-250
2004	OK	40059	Gas	Royalties	1.29
2004	OK	40059	Gas	Royalties	357.99
2004	OK	40059	Gas	Royalties	41488.46
2004	OK	40059	Oil	Royalties	249.8
2004	OK	40059	Oil	Royalties	48.72
2004	OK	40061	Oil & Gas	Other Revenues	158.1
2004	OK	40061	Oil & Gas	Other Roy Vals	8738.03
2004	OK	40061	Gas	Royalties	5622.35
2004	OK	40061	Gas	Royalties	212118.49
2004	OK	40063	Oil & Gas	Other Roy Vals	-50.67
2004	OK	40063	Gas	Royalties	904.51
2004	OK	40073	Oil & Gas	Other Revenues	-2.25
2004	OK	40073	Gas	Royalties	6.32
2004	OK	40073	Gas	Royalties	11.06
2004	OK	40073	Gas	Royalties	17005.21
2004	OK	40073	Oil	Royalties	1617.8
2004	OK	40073	Oil	Royalties	882.77
2004	OK	40077	Oil & Gas	Other Revenues	1255.61
2004	OK	40077	Oil & Gas	Other Roy Vals	602.83
2004	OK	40077	Coal	Royalties	-546.61
2004	OK	40077	Gas	Royalties	139716.37
2004	OK	40079	Coal	Other Revenues	-51720.91
2004	OK	40079	Oil & Gas	Other Revenues	-461.13
2004	OK	40079	Oil & Gas	Other Roy Vals	149.58
2004	OK	40079	Coal	Royalties	-58468.37
2004	OK	40079	Coal	Royalties	-839.31
2004	OK	40079	Gas	Royalties	347.36
2004	OK	40079	Gas	Royalties	32207.82
2004	OK	40081	Gas	Royalties	911.67
2004	OK	40081	Oil	Royalties	2977.7
2004	OK	40083	Gas	Royalties	320.16
2004	OK	40083	Oil	Royalties	49.7
2004	OK	40087	Oil	Royalties	121.38
2004	OK	40091	Gas	Royalties	2029.47
2004	OK	40093	Oil & Gas	Other Revenues	0.03
2004	OK	40093	Oil & Gas	Other Roy Vals	-5638.33
2004	OK	40093	Gas	Royalties	12110.82
2004	OK	40093	Gas	Royalties	48149.62
2004	OK	40093	Gas	Royalties	636233.48
2004	OK	40093	Oil	Royalties	22279.02
2004	OK	40093	Oil	Royalties	6.49
2004	OK	40093	Oil	Royalties	107233.34
2004	OK	40109	Oil & Gas	Other Revenues	0.21
2004	OK	40109	Gas	Royalties	885.03
2004	OK	40109	Oil	Royalties	42.92
2004	OK	40119	Oil & Gas	Other Roy Vals	3000
2004	OK	40119	Gas	Royalties	59701.56
2004	OK	40119	Gas	Royalties	2485.01
2004	OK	40119	Oil	Royalties	552.45
2004	OK	40121	Oil & Gas	Other Revenues	29.2
2004	OK	40121	Oil & Gas	Other Roy Vals	3894.14
2004	OK	40121	Gas	Royalties	678693.64
2004	OK	40129	Oil & Gas	Other Revenues	1606.57
2004	OK	40129	Oil & Gas	Other Roy Vals	18140.34
2004	OK	40129	Gas	Royalties	35212.58
2004	OK	40129	Gas	Royalties	173193.54
2004	OK	40129	Gas	Royalties	2469663.32
2004	OK	40129	Oil	Royalties	51379.66
2004	OK	40129	Oil	Royalties	34035.83
2004	OK	40135	Gas	Royalties	19909.52
2004	OK	40139	Oil & Gas	Other Revenues	-50.48
