Year	Commodity	Volume	County	State	Product
2004		176329		MS	Natural Gas (MMcf)
2005		189371		MS	Natural Gas (MMcf)
2006		212081		MS	Natural Gas (MMcf)
2007		272878		MS	Natural Gas (MMcf)
2008		346465		MS	Natural Gas (MMcf)
2009		352888		MS	Natural Gas (MMcf)
2010		401660		MS	Natural Gas (MMcf)
2011		443351		MS	Natural Gas (MMcf)
2012		452915		MS	Natural Gas (MMcf)
2013		59272		MS	Natural Gas (MMcf)
2004		19242000		MS	Crude Oil (bbl)
2005		17695000		MS	Crude Oil (bbl)
2006		17356000		MS	Crude Oil (bbl)
2007		20672000		MS	Crude Oil (bbl)
2008		22104000		MS	Crude Oil (bbl)
2009		23232000		MS	Crude Oil (bbl)
2010		24080000		MS	Crude Oil (bbl)
2011		24246000		MS	Crude Oil (bbl)
2012		24593000		MS	Crude Oil (bbl)
2013		24345000		MS	Crude Oil (bbl)
2004		1514000		MS	Other Renewables (Mwh)
2005		1522000		MS	Other Renewables (Mwh)
2006		1541000		MS	Other Renewables (Mwh)
2007		1493000		MS	Other Renewables (Mwh)
2008		1391000		MS	Other Renewables (Mwh)
2009		1424000		MS	Other Renewables (Mwh)
2010		1504000		MS	Other Renewables (Mwh)
2011		1506000		MS	Other Renewables (Mwh)
2012		1509000		MS	Other Renewables (Mwh)
2013		1448000		MS	Other Renewables (Mwh)
2004		1514000		MS	Total Biomass (Mwh)
2005		1522000		MS	Total Biomass (Mwh)
2006		1541000		MS	Total Biomass (Mwh)
2007		1493000		MS	Total Biomass (Mwh)
2008		1391000		MS	Total Biomass (Mwh)
2009		1424000		MS	Total Biomass (Mwh)
2010		1504000		MS	Total Biomass (Mwh)
2011		1506000		MS	Total Biomass (Mwh)
2012		1509000		MS	Total Biomass (Mwh)
2013		1448000		MS	Total Biomass (Mwh)
2004		1511000		MS	Wood and wood-derived fuels (Mwh)
2005		1516000		MS	Wood and wood-derived fuels (Mwh)
2006		1535000		MS	Wood and wood-derived fuels (Mwh)
2007		1488000		MS	Wood and wood-derived fuels (Mwh)
2008		1386000		MS	Wood and wood-derived fuels (Mwh)
2009		1417000		MS	Wood and wood-derived fuels (Mwh)
2010		1503000		MS	Wood and wood-derived fuels (Mwh)
2011		1503000		MS	Wood and wood-derived fuels (Mwh)
2012		1493000		MS	Wood and wood-derived fuels (Mwh)
2013		1433000		MS	Wood and wood-derived fuels (Mwh)
2004		3000		MS	Other Biomass (Mwh)
2005		5000		MS	Other Biomass (Mwh)
2006		6000		MS	Other Biomass (Mwh)
2007		5000		MS	Other Biomass (Mwh)
2008		5000		MS	Other Biomass (Mwh)
2009		7000		MS	Other Biomass (Mwh)
2010		1000		MS	Other Biomass (Mwh)
2011		3000		MS	Other Biomass (Mwh)
2012		16000		MS	Other Biomass (Mwh)
2013		15000		MS	Other Biomass (Mwh)
2004		4542000		MS	All Renewables (Mwh)
2005		4565000		MS	All Renewables (Mwh)
2006		4623000		MS	All Renewables (Mwh)
2007		4479000		MS	All Renewables (Mwh)
2008		4173000		MS	All Renewables (Mwh)
2009		4272000		MS	All Renewables (Mwh)
2010		4512000		MS	All Renewables (Mwh)
2011		4518000		MS	All Renewables (Mwh)
2012		4527000		MS	All Renewables (Mwh)
2013		4344000		MS	All Renewables (Mwh)
2004		3586363	Choctaw County	MS	Coal (short tons)
2005		3555351	Choctaw County	MS	Coal (short tons)
2006		3797455	Choctaw County	MS	Coal (short tons)
2007		3545266	Choctaw County	MS	Coal (short tons)
2008		2841512	Choctaw County	MS	Coal (short tons)
2009		3439987	Choctaw County	MS	Coal (short tons)
2010		4003505	Choctaw County	MS	Coal (short tons)
2011		2746744	Choctaw County	MS	Coal (short tons)
2012		2952818	Choctaw County	MS	Coal (short tons)
2013		3323478	Choctaw County	MS	Coal (short tons)
2013		251591	Kemper County	MS	Coal (short tons)
