Year	State	County	FIPS	Jobs	Total	Share
2004	HI		15000	278	585131	0.0005
2004	HI	Honolulu County	15003	229	426990	0.0005
2005	HI		15000	288	603668	0.0005
2005	HI	Honolulu County	15003	244	440216	0.0006
2006	HI		15000	285	618178	0.0005
2006	HI	Honolulu County	15003	241	449572	0.0005
2007	HI		15000	302	625862	0.0005
2007	HI	Honolulu County	15003	261	451238	0.0006
2008	HI		15000	326	619703	0.0005
2008	HI	Honolulu County	15003	262	448262	0.0006
2009	HI		15000	340	592171	0.0006
2009	HI	Honolulu County	15003	266	433298	0.0006
2010	HI		15000	338	586772	0.0006
2010	HI	Honolulu County	15003	266	430314	0.0006
2011	HI		15000	332	593668	0.0006
2011	HI	Honolulu County	15003	263	435795	0.0006
2012	HI		15000	298	605240	0.0005
2012	HI	Honolulu County	15003	231	443451	0.0005
2013	HI		15000	255	618195	0.0004
2013	HI	Hawaii County	15001	30	64760	0.0005
2013	HI	Honolulu County	15003	193	451864	0.0004
