Year	Commodity	Volume	County	State	Product
2004		27509000		pacific alaska	Crude Oil (bbl)
2005		26507000		pacific alaska	Crude Oil (bbl)
2006		25987000		pacific alaska	Crude Oil (bbl)
2007		24624000		pacific alaska	Crude Oil (bbl)
2008		24029000		pacific alaska	Crude Oil (bbl)
2009		22306000		pacific alaska	Crude Oil (bbl)
2010		21708000		pacific alaska	Crude Oil (bbl)
2011		19817000		pacific alaska	Crude Oil (bbl)
2012		17679000		pacific alaska	Crude Oil (bbl)
2013		18559000		pacific alaska	Crude Oil (bbl)
