Year	Commodity	Product	Volume
2013	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours (kwh)	2399495375.86
2013	Geothermal	Geothermal - sulfur (lton)	2448.04
2013	Gas (mcf)	Gas Lost - Flared or Vented (mcf)	4650281.09
2013	Oil (bbl)	Drip or Scrubber Condensate (bbl)	181649.80999999997
2013	Oil (bbl)	Fuel Oil (bbl)	5.6
2013	Geothermal	Geothermal - Electrical Generation, Thousands of Pounds (klb)	2362410879.7099996
2013	Geothermal	Geothermal - Direct Utilization, Millions of BTUs (mmbtu)	276337.16
2013	Other Products	Anhydrous Sodium Sulfate (ton)	161172
2013	Other Products	Borax-Decahydrate (ton)	46507
2013	Other Products	Borax-Pentahydrate (ton)	77249
2013	Other Products	Boric Acid (ton)	27764
2013	Other Products	Soda Ash (ton)	5888433
2013	Other Products	Sodium Bi-Carbonate (ton)	168557
2013	Other Products	Helium (bbl)	486.63
2013	Other Products	Carbon Dioxide Gas (CO2) (mcf)	575296164.55
2013	Oil (bbl)	Inlet Scrubber (bbl)	150162.05
2013	Other Products	Phosphate Raw Ore (ton)	4740856
2013	Other Products	Gold (ton)	4
2013	Other Products	Silver (oz)	1
2013	Gas (mcf)	Nitrogen (mcf)	2962.96
2013	Gas (mcf)	Flash Gas (mcf)	12557.91
2013	Other Products	Copper Concentrate (ton)	15566
2013	Other Products	Lead Concentrate (ton)	146951
2013	Other Products	Zinc Concentrate (ton)	38735
2013	Oil (bbl)	Sweet Crude (bbl)	5123.92
2013	Other Products	Leonardite (ton)	11737
2013	Oil (bbl)	Oil Lost (bbl)	37.56
2013	Other Products	Langbeinite (ton)	605489
2013	Other Products	Muriate Of Potash-Granular (ton)	316771
2013	Other Products	Muriate Of Potash-Standard (ton)	110360
2013	Other Products	Potash (ton)	300856
2013	Other Products	Sylvite-Raw Ore (ton)	171599
2013	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons (cgal)	57238368
2013	Other Products	Clay (ton)	28333
2013	Other Products	Magnesium Chloride Brine (ton)	61077
2013	Other Products	Gilsonite (ton)	24661
2013	Other Products	Limestone (ton)	68466
2013	Other Products	Purge Liquor (ton)	90861
2013	Other Products	Sodium Sesquicarbonate (ton)	118622
2013	Other Products	Sulfide (ton)	27739
2013	Other Products	Trona Ore (ton)	108413
2004	Oil	Oil (bbl)	521460114.33
2004	Gas	Fuel Gas (mcf)	12873983.85
2004	Gas	Processed (Residue) Gas (mcf)	1876029498.9600003
2004	Gas	Unprocessed (Wet) Gas (mcf)	2064890439.85
2004	NGL	Gas Plant Products (gal)	2626813397.07
2004	Oil	Condensate (bbl)	49873566.42
2004	Oil	Drip or Scrubber Condensate (bbl)	1318048.13
2004	Oil	Inlet Scrubber (bbl)	32218.79
2004	Gas	Flash Gas (mcf)	3661222.54
2004	Gas	Gas Lost - Flared or Vented (mcf)	238150.4
2004	Oil	Other Liquid Hydrocarbons (bbl)	16766.46
2004	Geothermal	Geothermal - Commercially Demineralized H2O (cgal)	16451
2004	Geothermal	Geothermal - Direct Utilization, Other (cgal)	16451
2005	Oil	Oil (bbl)	467888606.00999993
2005	Gas	Fuel Gas (mcf)	11277353.34
2005	Gas	Gas Lost - Flared or Vented (mcf)	272720.92
2005	Gas	Processed (Residue) Gas (mcf)	1660488229.09
2005	Gas	Unprocessed (Wet) Gas (mcf)	1605399447.1000001
2005	NGL	Gas Plant Products (gal)	2115107981.31
2005	Oil	Condensate (bbl)	45647701.87
2005	Oil	Drip or Scrubber Condensate (bbl)	1254764.96
2005	Gas	Flash Gas (mcf)	2282838.16
2005	Oil	Inlet Scrubber (bbl)	15130.750000000002
2005	Oil	Other Liquid Hydrocarbons (bbl)	9748.2
2006	Oil	Oil (bbl)	484567669.27
2006	Gas	Fuel Gas (mcf)	9855342.84
2006	Gas	Gas Lost - Flared or Vented (mcf)	55554.83
2006	Gas	Processed (Residue) Gas (mcf)	2027795744.82
2006	Gas	Unprocessed (Wet) Gas (mcf)	934107146.4400002
2006	NGL	Gas Plant Products (gal)	2253482515.8999996
2006	Oil	Condensate (bbl)	40624958.589999996
2006	Oil	Drip or Scrubber Condensate (bbl)	1002154.1399999999
2006	Gas	Flash Gas (mcf)	2176628.54
2006	Oil	Inlet Scrubber (bbl)	13206.48
2006	Oil	Other Liquid Hydrocarbons (bbl)	114982.3
2007	Oil	Oil (bbl)	481436254.18999994
2007	Gas	Unprocessed (Wet) Gas (mcf)	771255044.89
2007	Oil	Condensate (bbl)	38242884.339999996
2007	Gas	Fuel Gas (mcf)	12576862.06
2007	Gas	Gas Lost - Flared or Vented (mcf)	78956.66
2007	Gas	Processed (Residue) Gas (mcf)	2021941462.88
2007	NGL	Gas Plant Products (gal)	2607907444.2400002
2007	Oil	Drip or Scrubber Condensate (bbl)	1341624.45
2007	Gas	Flash Gas (mcf)	2558551.46
2007	Oil	Inlet Scrubber (bbl)	36944.240000000005
2007	Oil	Other Liquid Hydrocarbons (bbl)	12140.48
2008	Oil	Oil (bbl)	434036099.65999997
2008	Gas	Processed (Residue) Gas (mcf)	1501813333.1499999
2008	Gas	Unprocessed (Wet) Gas (mcf)	815310401.7500001
2008	NGL	Gas Plant Products (gal)	1938567949.3799999
2008	Oil	Condensate (bbl)	24196976.86
2008	Oil	Drip or Scrubber Condensate (bbl)	678090.58
2008	Gas	Fuel Gas (mcf)	11641986.19
2008	Gas	Gas Lost - Flared or Vented (mcf)	54368.21
2008	Gas	Flash Gas (mcf)	1730237.6400000001
2008	Oil	Inlet Scrubber (bbl)	71604.03000000001
2008	Oil	Other Liquid Hydrocarbons (bbl)	6962.95
2009	Oil	Oil (bbl)	590146459.77
2009	Gas	Processed (Residue) Gas (mcf)	1598803423.24
2009	Gas	Unprocessed (Wet) Gas (mcf)	826981295.77
2009	NGL	Gas Plant Products (gal)	2345589729.2799997
2009	Oil	Condensate (bbl)	36528729.59
2009	Oil	Drip or Scrubber Condensate (bbl)	1576233.65
2009	Gas	Fuel Gas (mcf)	13520337.4
2009	Gas	Gas Lost - Flared or Vented (mcf)	69137.51999999999
2009	Gas	Flash Gas (mcf)	2216943.19
2009	Oil	Inlet Scrubber (bbl)	104204.13
2009	Oil	Other Liquid Hydrocarbons (bbl)	5469.13
2010	Oil	Oil (bbl)	558544589.4999999
2010	Gas	Flash Gas (mcf)	4102677.12
2010	Gas	Processed (Residue) Gas (mcf)	1410921296.4500003
2010	Gas	Unprocessed (Wet) Gas (mcf)	679937095.05
2010	NGL	Gas Plant Products (gal)	2550465839.05
2010	Oil	Condensate (bbl)	54195680.8
2010	Oil	Drip or Scrubber Condensate (bbl)	1241032.9
2010	Gas	Fuel Gas (mcf)	14257028.200000001
2010	Gas	Gas Lost - Flared or Vented (mcf)	136359.24
2010	Oil	Inlet Scrubber (bbl)	203980.38999999998
2010	Oil	Fuel Oil (bbl)	5.27
2010	Oil	Other Liquid Hydrocarbons (bbl)	6298.34
2011	Oil	Oil (bbl)	468891055.35
2011	Gas	Flash Gas (mcf)	2720890.5500000003
2011	Gas	Processed (Residue) Gas (mcf)	1182507184.97
2011	Gas	Unprocessed (Wet) Gas (mcf)	505468787.6
2011	NGL	Gas Plant Products (gal)	2191416546.0299997
2011	Oil	Condensate (bbl)	55564316.59000001
2011	Oil	Drip or Scrubber Condensate (bbl)	876400.8799999999
2011	Gas	Fuel Gas (mcf)	13482873.66
2011	Gas	Gas Lost - Flared or Vented (mcf)	680256.26
2011	Oil	Inlet Scrubber (bbl)	183177.19
2011	Oil	Other Liquid Hydrocarbons (bbl)	6703.11
2012	Oil	Oil (bbl)	441443196.78
2012	Gas	Flash Gas (mcf)	1940971.58
2012	Gas	Processed (Residue) Gas (mcf)	957299037.09
2012	Gas	Unprocessed (Wet) Gas (mcf)	432732435.37000006
2012	NGL	Gas Plant Products (gal)	1984868138.5500002
2012	Oil	Condensate (bbl)	53579431.339999996
2012	Oil	Drip or Scrubber Condensate (bbl)	707689.95
2012	Gas	Fuel Gas (mcf)	12950409.32
2012	Gas	Gas Lost - Flared or Vented (mcf)	501224.38
2012	Oil	Inlet Scrubber (bbl)	183797.24
2012	Oil	Other Liquid Hydrocarbons (bbl)	7622.17
2013	Oil	Oil (bbl)	437293833.31
2013	Gas	Processed (Residue) Gas (mcf)	849852683.74
2013	Gas	Unprocessed (Wet) Gas (mcf)	333762379.78000003
2013	NGL	Gas Plant Products (gal)	1942896063.09
2013	Oil	Condensate (bbl)	43376507.699999996
2013	Oil	Drip or Scrubber Condensate (bbl)	549078.63
2013	Gas	Flash Gas (mcf)	1363852.55
2013	Gas	Fuel Gas (mcf)	13564126.22
2013	Gas	Gas Lost - Flared or Vented (mcf)	643530.72
2013	Oil	Inlet Scrubber (bbl)	256588.79
2013	Oil	Other Liquid Hydrocarbons (bbl)	6481.36
