Year	Company	Type	Government Reported	Company Reported	Variance Dollars	Variance Percent
2013	Peabody Energy Corporation	AML Fees	48492478	48532180	-39702	0.08
2013	Peabody Energy Corporation	OSMRE Civil Penalties	2760	2760	0	0
2013	Peabody Energy Corporation	Corporate Income Tax	0	did not report	N/A	N/A
2013	QEP Resources, Inc.	Royalties	95653947	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Rents	463665	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Bonus	23710	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Other Revenue	-329129	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Offshore Inspection Fee	0	did not participate	N/A	N/A
2013	QEP Resources, Inc.	ONRR Civil Penalties	0	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Permit Fees	1967395	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Renewables	0	did not participate	N/A	N/A
2013	QEP Resources, Inc.	AML Fees	0	did not participate	N/A	N/A
2013	QEP Resources, Inc.	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2013	QEP Resources, Inc.	Corporate Income Tax	0	did not participate	N/A	N/A
2013	Repsol E&P USA Inc.	Royalties	43988033	43988033	0	0
2013	Repsol E&P USA Inc.	Rents	5699607	5699607	0	0
2013	Repsol E&P USA Inc.	Bonus	611351	611351	0	0
2013	Repsol E&P USA Inc.	Other Revenue	0	0	0	0
2013	Repsol E&P USA Inc.	Offshore Inspection Fee	0	0	0	0
2013	Repsol E&P USA Inc.	ONRR Civil Penalties	0	0	0	0
2013	Repsol E&P USA Inc.	Bonus & 1st Year Rental	0	0	0	0
2013	Repsol E&P USA Inc.	Permit Fees	0	0	0	0
2013	Repsol E&P USA Inc.	Renewables	0	0	0	0
2013	Repsol E&P USA Inc.	AML Fees	0	0	0	0
2013	Repsol E&P USA Inc.	OSMRE Civil Penalties	0	0	0	0
2013	Repsol E&P USA Inc.	Corporate Income Tax	0	N/A	N/A	N/A
2013	SandRidge Energy, Inc.	Royalties	132997664	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Rents	261311	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Bonus	458360	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Other Revenue	-2277445	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Offshore Inspection Fee	2805399	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	ONRR Civil Penalties	780300	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Permit Fees	13000	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Renewables	0	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	AML Fees	0	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2013	SandRidge Energy, Inc.	Corporate Income Tax	0	did not participate	N/A	N/A
2013	Shell E&P Company	Royalties	737334054	737334054	0	0
2013	Shell E&P Company	Rents	26648489	26570830	77659	0.29
2013	Shell E&P Company	Bonus	142229840	142619480	-389640	0.27
2013	Shell E&P Company	Other Revenue	615584	608954	6630	1.08
2013	Shell E&P Company	Offshore Inspection Fee	3742000	3742000	0	0
2013	Shell E&P Company	ONRR Civil Penalties	0	0	0	0
2013	Shell E&P Company	Bonus & 1st Year Rental	673069	661319	11750	1.75
2013	Shell E&P Company	Permit Fees	22247	19537	2710	12.18
2013	Shell E&P Company	Renewables	0	0	0	0
2013	Shell E&P Company	AML Fees	0	0	0	0
2013	Shell E&P Company	OSMRE Civil Penalties	0	0	0	0
2013	Shell E&P Company	Corporate Income Tax	-66297360	-60000000	-6297360	9.5
2013	Statoil Gulf of Mexico	Royalties	92607958	86991402	5616556	6.06
2013	Statoil Gulf of Mexico	Rents	10173404	10007698	165706	1.63
2013	Statoil Gulf of Mexico	Bonus	106091454	106091454	0	0
2013	Statoil Gulf of Mexico	Other Revenue	-385042	-389316	4274	1.11
2013	Statoil Gulf of Mexico	Offshore Inspection Fee	152500	152500	0	0
2013	Statoil Gulf of Mexico	ONRR Civil Penalties	0	0	0	0
2013	Statoil Gulf of Mexico	Bonus & 1st Year Rental	0	0	0	0
2013	Statoil Gulf of Mexico	Permit Fees	104335	104335	0	0
2013	Statoil Gulf of Mexico	Renewables	0	0	0	0
2013	Statoil Gulf of Mexico	AML Fees	0	0	0	0
2013	Statoil Gulf of Mexico	OSMRE Civil Penalties	0	0	0	0
2013	Statoil Gulf of Mexico	Corporate Income Tax	0	0	0	0
2013	Stone Energy Corporation	Royalties	124046998	124046998	0	0
2013	Stone Energy Corporation	Rents	3862272	3862032	240	0.01
2013	Stone Energy Corporation	Bonus	17802096	17802096	0	0
2013	Stone Energy Corporation	Other Revenue	2525739	2525739	0	0
2013	Stone Energy Corporation	Offshore Inspection Fee	2051200	2051200	0	0
2013	Stone Energy Corporation	ONRR Civil Penalties	35000	35000	0	0
2013	Stone Energy Corporation	Bonus & 1st Year Rental	0	0	0	0
2013	Stone Energy Corporation	Permit Fees	3315	1780	1535	46.3
2013	Stone Energy Corporation	Renewables	0	0	0	0
2013	Stone Energy Corporation	AML Fees	0	0	0	0
2013	Stone Energy Corporation	OSMRE Civil Penalties	0	0	0	0
2013	Stone Energy Corporation	Corporate Income Tax	N/A	-15102744	NaN	N/A
2013	Talos Energy LLC	Royalties	65725741	did not participate	N/A	N/A
2013	Talos Energy LLC	Rents	1664388	did not participate	N/A	N/A
2013	Talos Energy LLC	Bonus	0	did not participate	N/A	N/A
2013	Talos Energy LLC	Other Revenue	-882726	did not participate	N/A	N/A
2013	Talos Energy LLC	Offshore Inspection Fee	1185000	did not participate	N/A	N/A
2013	Talos Energy LLC	ONRR Civil Penalties	75000	did not participate	N/A	N/A
2013	Talos Energy LLC	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2013	Talos Energy LLC	Permit Fees	0	did not participate	N/A	N/A
2013	Talos Energy LLC	Renewables	0	did not participate	N/A	N/A
2013	Talos Energy LLC	AML Fees	0	did not participate	N/A	N/A
2013	Talos Energy LLC	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2013	Talos Energy LLC	Corporate Income Tax	0	did not participate	N/A	N/A
2013	Ultra Resources Inc.	Royalties	101631395	100592803	1038592	1.02
2013	Ultra Resources Inc.	Rents	8699	8021	678	7.79
2013	Ultra Resources Inc.	Bonus	0	0	0	0
2013	Ultra Resources Inc.	Other Revenue	671847	677785	-5938	0.88
2013	Ultra Resources Inc.	Offshore Inspection Fee	0	0	0	0
2013	Ultra Resources Inc.	ONRR Civil Penalties	0	0	0	0
2013	Ultra Resources Inc.	Bonus & 1st Year Rental	0	0	0	0
2013	Ultra Resources Inc.	Permit Fees	1079450	1072950	6500	0.6
2013	Ultra Resources Inc.	Renewables	0	0	0	0
2013	Ultra Resources Inc.	AML Fees	0	0	0	0
2013	Ultra Resources Inc.	OSMRE Civil Penalties	0	0	0	0
2013	Ultra Resources Inc.	Corporate Income Tax	N/A	7500000	NaN	N/A
2013	Venari Offshore LLC	Royalties	0	0	0	0
2013	Venari Offshore LLC	Rents	633600	633600	0	0
2013	Venari Offshore LLC	Bonus	67811424	67811424	0	0
2013	Venari Offshore LLC	Other Revenue	0	0	0	0
2013	Venari Offshore LLC	Offshore Inspection Fee	0	0	0	0
2013	Venari Offshore LLC	ONRR Civil Penalties	0	0	0	0
2013	Venari Offshore LLC	Bonus & 1st Year Rental	0	0	0	0
2013	Venari Offshore LLC	Permit Fees	0	0	0	0
2013	Venari Offshore LLC	Renewables	0	0	0	0
2013	Venari Offshore LLC	AML Fees	0	0	0	0
2013	Venari Offshore LLC	OSMRE Civil Penalties	0	0	0	0
2013	Venari Offshore LLC	Corporate Income Tax	0	N/A	N/A	N/A
2013	W&T Offshore, Inc.	Royalties	112117802	112117802	0	0
2013	W&T Offshore, Inc.	Rents	2923574	2923574	0	0
2013	W&T Offshore, Inc.	Bonus	392000	392000	0	0
2013	W&T Offshore, Inc.	Other Revenue	1765934	1765934	0	0
2013	W&T Offshore, Inc.	Offshore Inspection Fee	651500	651500	0	0
2013	W&T Offshore, Inc.	ONRR Civil Penalties	210000	210000	0	0
2013	W&T Offshore, Inc.	Bonus & 1st Year Rental	0	0	0	0
2013	W&T Offshore, Inc.	Permit Fees	0	0	0	0
2013	W&T Offshore, Inc.	Renewables	0	0	0	0
2013	W&T Offshore, Inc.	AML Fees	0	0	0	0
2013	W&T Offshore, Inc.	OSMRE Civil Penalties	0	0	0	0
2013	W&T Offshore, Inc.	Corporate Income Tax	56125879	56125879	0	0
2013	Walter Oil & Gas Corporation	Royalties	84708541	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Rents	1061006	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Bonus	2822500	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Other Revenue	-3386358	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Offshore Inspection Fee	581400	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	ONRR Civil Penalties	0	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Permit Fees	0	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Renewables	0	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	AML Fees	0	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2013	Walter Oil & Gas Corporation	Corporate Income Tax	0	did not participate	N/A	N/A
2013	WPX Energy, Inc.	Royalties	88077827	88116556	-38729	0.04
2013	WPX Energy, Inc.	Rents	154045	123452	30593	19.86
2013	WPX Energy, Inc.	Bonus	0	0	0	0
2013	WPX Energy, Inc.	Other Revenue	1183618	1214994	-31376	2.65
2013	WPX Energy, Inc.	Offshore Inspection Fee	0	0	0	0
2013	WPX Energy, Inc.	ONRR Civil Penalties	0	214	-214	100
2013	WPX Energy, Inc.	Bonus & 1st Year Rental	0	0	0	0
2013	WPX Energy, Inc.	Permit Fees	1600395	1599000	1395	0.09
2013	WPX Energy, Inc.	Renewables	0	0	0	0
2013	WPX Energy, Inc.	AML Fees	0	0	0	0
2013	WPX Energy, Inc.	OSMRE Civil Penalties	0	0	0	0
2013	WPX Energy, Inc.	Corporate Income Tax	N/A	-27500000	NaN	N/A
