CY	State/Offshore Region	Offshore Area	Revenue Type	Commodity	 Product 	 Royalty/Revenue 
2009	Gulf of Mexico	Alamin Can	Royalties	Oil	 Condensate 	 $ 17,853.85 
2009	Gulf of Mexico	Alamin Can	Royalties	Oil	 Oil 	 $ 14,115,073.80 
2009	Gulf of Mexico	Amukta Pass	Rents	Oil and Gas		 $ 1,065,697.50 
2009	Gulf of Mexico	Anderson	Other Roy Vals	Oil & Gas		 $ 4.61 
2009	Gulf of Mexico	Anderson	Royalties	Gas	 Flash Gas 	 $ 0.50 
2009	Gulf of Mexico	Anderson	Royalties	Gas	 Processed (Residue) Gas 	 $ 65.22 
2009	Gulf of Mexico	Anderson	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 35.76 
2009	Gulf of Mexico	Anderson	Royalties	NGL	 Gas Plant Products 	 $ 11.68 
2009	Gulf of Mexico	Anderson	Royalties	Oil	 Condensate 	 $ 14.68 
2009	Gulf of Mexico	Atwater Valley	Bonus	Oil and Gas		 $ 9,924,826.00 
2009	Gulf of Mexico	Atwater Valley	Other Revenues	Oil & Gas		 $ 34,560.00 
2009	Gulf of Mexico	Atwater Valley	Other Roy Vals	Oil	 Oil 	 $ (383,301.79)
2009	Gulf of Mexico	Atwater Valley	Other Roy Vals	Oil & Gas		 $ (2,060,468.04)
2009	Gulf of Mexico	Atwater Valley	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Atwater Valley	Other Roy Vols	Oil	 Condensate 	 $ -   
2009	Gulf of Mexico	Atwater Valley	Rents	Oil and Gas		 $ 11,148,480.00 
2009	Gulf of Mexico	Atwater Valley	Royalties	Gas	 Processed (Residue) Gas 	 $ 1,158,232.77 
2009	Gulf of Mexico	Atwater Valley	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 3,032,758.66 
2009	Gulf of Mexico	Atwater Valley	Royalties	NGL	 Gas Plant Products 	 $ 729,062.10 
2009	Gulf of Mexico	Atwater Valley	Royalties	Oil	 Condensate 	 $ 39,111.03 
2009	Gulf of Mexico	Atwater Valley	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 40,102.22 
2009	Gulf of Mexico	Atwater Valley	Royalties	Oil	 Oil 	 $ 37,372,718.52 
2009	Gulf of Mexico	Bay Marchand	Other Roy Vals	Gas	 Fuel Gas 	 $ 60.39 
2009	Gulf of Mexico	Bay Marchand	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 1,883.54 
2009	Gulf of Mexico	Bay Marchand	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ 11.88 
2009	Gulf of Mexico	Bay Marchand	Other Roy Vals	NGL	 Gas Plant Products 	 $ 64.62 
2009	Gulf of Mexico	Bay Marchand	Other Roy Vals	Oil	 Condensate 	 $ 7,284.55 
2009	Gulf of Mexico	Bay Marchand	Other Roy Vals	Oil	 Oil 	 $ 189,699.27 
2009	Gulf of Mexico	Bay Marchand	Other Roy Vals	Oil & Gas		 $ (4,549.98)
2009	Gulf of Mexico	Bay Marchand	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	Bay Marchand	Rents	Oil and Gas		 $ (84.00)
2009	Gulf of Mexico	Bay Marchand	Royalties	Gas	 Fuel Gas 	 $ 10,710.23 
2009	Gulf of Mexico	Bay Marchand	Royalties	Gas	 Processed (Residue) Gas 	 $ 53,227.10 
2009	Gulf of Mexico	Bay Marchand	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 50,029.87 
2009	Gulf of Mexico	Bay Marchand	Royalties	NGL	 Gas Plant Products 	 $ (43,582.51)
2009	Gulf of Mexico	Bay Marchand	Royalties	Oil	 Condensate 	 $ (13,343.98)
2009	Gulf of Mexico	Bay Marchand	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 0.36 
2009	Gulf of Mexico	Bay Marchand	Royalties	Oil	 Oil 	 $ 4,495,160.97 
2009	Gulf of Mexico	Bossier	Other Roy Vals	Oil	 Oil 	 $ 335.70 
2009	Gulf of Mexico	Bossier	Other Roy Vals	Oil & Gas		 $ 12,000.00 
2009	Gulf of Mexico	Bossier	Royalties	Gas	 Processed (Residue) Gas 	 $ 42,575.41 
2009	Gulf of Mexico	Bossier	Royalties	NGL	 Gas Plant Products 	 $ 1,252.42 
2009	Gulf of Mexico	Bossier	Royalties	Oil	 Oil 	 $ 154,069.29 
2009	Gulf of Mexico	Brazos Area	Bonus	Oil and Gas		 $ 1,141,036.00 
2009	Gulf of Mexico	Brazos Area	Other Revenues	Oil & Gas		 $ 66,951.98 
2009	Gulf of Mexico	Brazos Area	Other Roy Vals	Oil & Gas		 $ (313,806.16)
2009	Gulf of Mexico	Brazos Area	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Brazos Area	Rents	Oil and Gas		 $ 848,915.00 
2009	Gulf of Mexico	Brazos Area	Royalties	Gas	 Flash Gas 	 $ 1,620.61 
2009	Gulf of Mexico	Brazos Area	Royalties	Gas	 Processed (Residue) Gas 	 $ 3,057,023.65 
2009	Gulf of Mexico	Brazos Area	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 3,326,881.45 
2009	Gulf of Mexico	Brazos Area	Royalties	NGL	 Gas Plant Products 	 $ 179,075.76 
2009	Gulf of Mexico	Brazos Area	Royalties	Oil	 Condensate 	 $ 184,461.36 
2009	Gulf of Mexico	Brazos Area	Royalties	Oil	 Oil 	 $ (4,676.42)
2009	Gulf of Mexico	Brazos S Ad	Bonus	Oil and Gas		 $ 2,500,000.00 
2009	Gulf of Mexico	Brazos S Ad	Other Revenues	Oil & Gas		 $ 34,448.50 
2009	Gulf of Mexico	Brazos S Ad	Other Roy Vals	Oil & Gas		 $ 245,835.72 
2009	Gulf of Mexico	Brazos S Ad	Rents	Oil and Gas		 $ 432,000.00 
2009	Gulf of Mexico	Brazos S Ad	Royalties	Gas	 Flash Gas 	 $ 4,855.87 
2009	Gulf of Mexico	Brazos S Ad	Royalties	Gas	 Processed (Residue) Gas 	 $ 12,946,260.04 
2009	Gulf of Mexico	Brazos S Ad	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 1,813,894.57 
2009	Gulf of Mexico	Brazos S Ad	Royalties	NGL	 Gas Plant Products 	 $ (212,864.52)
2009	Gulf of Mexico	Brazos S Ad	Royalties	Oil	 Condensate 	 $ 184,874.83 
2009	Gulf of Mexico	Brazos S Ad	Royalties	Oil	 Oil 	 $ 230,915.18 
2009	Gulf of Mexico	Breton Sound	Bonus	Oil and Gas		 $ 132,100.00 
2009	Gulf of Mexico	Breton Sound	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Breton Sound	Other Roy Vals	Oil	 Condensate 	 $ (739.46)
2009	Gulf of Mexico	Breton Sound	Other Roy Vals	Oil	 Oil 	 $ (1,978.01)
2009	Gulf of Mexico	Breton Sound	Other Roy Vals	Oil & Gas		 $ (128,079.00)
2009	Gulf of Mexico	Breton Sound	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	Breton Sound	Rents	Oil and Gas		 $ 96,112.79 
2009	Gulf of Mexico	Breton Sound	Royalties	Gas	 Fuel Gas 	 $ 1,035.28 
2009	Gulf of Mexico	Breton Sound	Royalties	Gas	 Processed (Residue) Gas 	 $ 1,560,227.46 
2009	Gulf of Mexico	Breton Sound	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 512,092.74 
2009	Gulf of Mexico	Breton Sound	Royalties	NGL	 Gas Plant Products 	 $ (4,445.56)
2009	Gulf of Mexico	Breton Sound	Royalties	Oil	 Condensate 	 $ 551,549.70 
2009	Gulf of Mexico	Breton Sound	Royalties	Oil	 Oil 	 $ 4,486,489.42 
2009	Gulf of Mexico	Chand E	Rents	Oil and Gas		 $ 93,750.00 
2009	Gulf of Mexico	Chandeleur	Bonus	Oil and Gas		 $ 125,000.00 
2009	Gulf of Mexico	Chandeleur	Other Roy Vals	Oil & Gas		 $ (20,000.00)
2009	Gulf of Mexico	Chandeleur	Rents	Oil and Gas		 $ 78,370.00 
2009	Gulf of Mexico	Chandeleur	Royalties	Gas	 Processed (Residue) Gas 	 $ 7,777.73 
2009	Gulf of Mexico	Chandeleur	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 2,649,592.69 
2009	Gulf of Mexico	Chandeleur	Royalties	Oil	 Condensate 	 $ 3,339.12 
2009	Gulf of Mexico	Desoto Can	Bonus	Oil and Gas		 $ 4,990,320.00 
2009	Gulf of Mexico	Desoto Can	Other Roy Vals	Oil & Gas		 $ (3,371,600.00)
2009	Gulf of Mexico	Desoto Can	Rents	Oil and Gas		 $ 10,759,472.41 
2009	Gulf of Mexico	Desoto Can	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 49,197,645.77 
2009	Gulf of Mexico	Desoto Can	Royalties	Oil	 Condensate 	 $ 210,927.59 
2009	Gulf of Mexico	Desoto Can	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 771.90 
2009	Gulf of Mexico	Destin Dome	Rents	Oil and Gas		 $ 34,560.00 
2009	Gulf of Mexico	E Cameron S	Bonus	Oil and Gas		 $ 758,660.00 
2009	Gulf of Mexico	E Cameron S	Other Revenues	Oil & Gas		 $ 43,260.71 
2009	Gulf of Mexico	E Cameron S	Other Roy Vals	Oil	 Condensate 	 $ (34.53)
2009	Gulf of Mexico	E Cameron S	Other Roy Vals	Oil	 Oil 	 $ (63,793.22)
2009	Gulf of Mexico	E Cameron S	Other Roy Vals	Oil & Gas		 $ (92,525.06)
2009	Gulf of Mexico	E Cameron S	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	E Cameron S	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	E Cameron S	Rents	Oil and Gas		 $ 654,076.25 
2009	Gulf of Mexico	E Cameron S	Royalties	Gas	 Flash Gas 	 $ 26,098.70 
2009	Gulf of Mexico	E Cameron S	Royalties	Gas	 Processed (Residue) Gas 	 $ (12,698,103.65)
2009	Gulf of Mexico	E Cameron S	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 18,158,243.46 
2009	Gulf of Mexico	E Cameron S	Royalties	NGL	 Gas Plant Products 	 $ (75,973.39)
2009	Gulf of Mexico	E Cameron S	Royalties	Oil	 Condensate 	 $ 778,584.86 
2009	Gulf of Mexico	E Cameron S	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 7.11 
2009	Gulf of Mexico	E Cameron S	Royalties	Oil	 Oil 	 $ 22,791,655.12 
2009	Gulf of Mexico	East Breaks	Bonus	Oil and Gas		 $ 31,951,476.20 
2009	Gulf of Mexico	East Breaks	Other Revenues	Oil & Gas		 $ 40,366.51 
2009	Gulf of Mexico	East Breaks	Other Roy Vals	Oil	 Oil 	 $ 271,706.71 
2009	Gulf of Mexico	East Breaks	Other Roy Vals	Oil & Gas		 $ (3,230,334.92)
2009	Gulf of Mexico	East Breaks	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2009	Gulf of Mexico	East Breaks	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2009	Gulf of Mexico	East Breaks	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	East Breaks	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2009	Gulf of Mexico	East Breaks	Other Roy Vols	Oil	 Condensate 	 $ -   
2009	Gulf of Mexico	East Breaks	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2009	Gulf of Mexico	East Breaks	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	East Breaks	Rents	Oil and Gas		 $ 19,112,788.00 
2009	Gulf of Mexico	East Breaks	Royalties	Gas	 Flash Gas 	 $ (8,348.96)
2009	Gulf of Mexico	East Breaks	Royalties	Gas	 Processed (Residue) Gas 	 $ 12,866,106.84 
2009	Gulf of Mexico	East Breaks	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (213,178,288.69)
2009	Gulf of Mexico	East Breaks	Royalties	NGL	 Gas Plant Products 	 $ 97,707.46 
2009	Gulf of Mexico	East Breaks	Royalties	Oil	 Condensate 	 $ (17,070,046.96)
2009	Gulf of Mexico	East Breaks	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 191,546.42 
2009	Gulf of Mexico	East Breaks	Royalties	Oil	 Oil 	 $ (4,723,036.44)
2009	Gulf of Mexico	East Cameron	Bonus	Oil and Gas		 $ 1,163,226.00 
2009	Gulf of Mexico	East Cameron	Other Revenues	Oil & Gas		 $ 67,347.40 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Flash Gas 	 $ 7.80 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Fuel Gas 	 $ 47.17 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Gas Lost - Flared or Vented 	 $ 0.10 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ 6,725.73 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	NGL	 Gas Plant Products 	 $ 74.45 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	Oil	 Condensate 	 $ 1,752.07 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	Oil	 Oil 	 $ 1,885.54 
2009	Gulf of Mexico	East Cameron	Other Roy Vals	Oil & Gas		 $ (2,025,630.43)
2009	Gulf of Mexico	East Cameron	Rents	Oil and Gas		 $ 1,454,125.00 
2009	Gulf of Mexico	East Cameron	Royalties	Gas	 Flash Gas 	 $ 4,877.12 
2009	Gulf of Mexico	East Cameron	Royalties	Gas	 Fuel Gas 	 $ 8,169.68 
2009	Gulf of Mexico	East Cameron	Royalties	Gas	 Gas Lost - Flared or Vented 	 $ 17.12 
2009	Gulf of Mexico	East Cameron	Royalties	Gas	 Processed (Residue) Gas 	 $ 8,196,305.55 
2009	Gulf of Mexico	East Cameron	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 5,309,994.84 
2009	Gulf of Mexico	East Cameron	Royalties	NGL	 Gas Plant Products 	 $ 596,313.63 
2009	Gulf of Mexico	East Cameron	Royalties	Oil	 Condensate 	 $ 768,426.93 
2009	Gulf of Mexico	East Cameron	Royalties	Oil	 Drip or Scrubber Condensate 	 $ (2,335.43)
2009	Gulf of Mexico	East Cameron	Royalties	Oil	 Oil 	 $ 1,654,566.60 
2009	Gulf of Mexico	Eugene I	Bonus	Oil and Gas		 $ 1,206,795.00 
2009	Gulf of Mexico	Eugene I	Other Revenues	Oil & Gas		 $ 113,208.73 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Fuel Gas 	 $ 1,158.91 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Gas Lost - Flared or Vented 	 $ 40.72 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 3,384.35 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ 1,498.01 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	NGL	 Gas Plant Products 	 $ 35.26 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Oil	 Condensate 	 $ 32,632.04 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ -   
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Oil	 Oil 	 $ 197,009.12 
2009	Gulf of Mexico	Eugene I	Other Roy Vals	Oil & Gas		 $ 3,745,338.34 
2009	Gulf of Mexico	Eugene I	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2009	Gulf of Mexico	Eugene I	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2009	Gulf of Mexico	Eugene I	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Eugene I	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2009	Gulf of Mexico	Eugene I	Other Roy Vols	Oil	 Condensate 	 $ -   
2009	Gulf of Mexico	Eugene I	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2009	Gulf of Mexico	Eugene I	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	Eugene I	Rents	Oil and Gas		 $ 1,472,183.50 
2009	Gulf of Mexico	Eugene I	Royalties	Gas	 Flash Gas 	 $ 193,363.89 
2009	Gulf of Mexico	Eugene I	Royalties	Gas	 Fuel Gas 	 $ 103,326.89 
2009	Gulf of Mexico	Eugene I	Royalties	Gas	 Gas Lost - Flared or Vented 	 $ 8,164.71 
2009	Gulf of Mexico	Eugene I	Royalties	Gas	 Processed (Residue) Gas 	 $ 68,255,090.87 
2009	Gulf of Mexico	Eugene I	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (1,903,135.49)
2009	Gulf of Mexico	Eugene I	Royalties	NGL	 Gas Plant Products 	 $ 5,549,711.42 
2009	Gulf of Mexico	Eugene I	Royalties	Oil	 Condensate 	 $ 13,598,661.32 
2009	Gulf of Mexico	Eugene I	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 363,916.35 
2009	Gulf of Mexico	Eugene I	Royalties	Oil	 Inlet Scrubber 	 $ 24,518.32 
2009	Gulf of Mexico	Eugene I	Royalties	Oil	 Oil 	 $ 55,264,345.70 
2009	Gulf of Mexico	Eugene So	Bonus	Oil and Gas		 $ 147,555.00 
2009	Gulf of Mexico	Eugene So	Other Revenues	Oil & Gas		 $ 80,249.93 
2009	Gulf of Mexico	Eugene So	Other Roy Vals	Oil	 Condensate 	 $ 3,996.43 
2009	Gulf of Mexico	Eugene So	Other Roy Vals	Oil	 Oil 	 $ 76,768.48 
2009	Gulf of Mexico	Eugene So	Other Roy Vals	Oil & Gas		 $ 448,332.66 
2009	Gulf of Mexico	Eugene So	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	Eugene So	Rents	Oil and Gas		 $ 570,178.25 
2009	Gulf of Mexico	Eugene So	Royalties	Gas	 Flash Gas 	 $ 104,567.61 
2009	Gulf of Mexico	Eugene So	Royalties	Gas	 Processed (Residue) Gas 	 $ 10,073,095.25 
2009	Gulf of Mexico	Eugene So	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (947,751.92)
2009	Gulf of Mexico	Eugene So	Royalties	NGL	 Gas Plant Products 	 $ 991,523.68 
2009	Gulf of Mexico	Eugene So	Royalties	Oil	 Condensate 	 $ 3,007,622.39 
2009	Gulf of Mexico	Eugene So	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 176,089.76 
2009	Gulf of Mexico	Eugene So	Royalties	Oil	 Inlet Scrubber 	 $ 91.97 
2009	Gulf of Mexico	Eugene So	Royalties	Oil	 Oil 	 $ 18,660,338.53 
2009	Gulf of Mexico	Ewing Bank	Bonus	Oil and Gas		 $ 4,022,403.00 
2009	Gulf of Mexico	Ewing Bank	Other Revenues	Oil & Gas		 $ 34,853.47 
2009	Gulf of Mexico	Ewing Bank	Other Roy Vals	Oil	 Condensate 	 $ 10,805.16 
2009	Gulf of Mexico	Ewing Bank	Other Roy Vals	Oil	 Oil 	 $ (2,799,971.67)
2009	Gulf of Mexico	Ewing Bank	Other Roy Vals	Oil & Gas		 $ (414,988.84)
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Condensate 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Inlet Scrubber 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Rents	Oil and Gas		 $ 1,376,290.00 
2009	Gulf of Mexico	Ewing Bank	Royalties	Gas	 Flash Gas 	 $ (1,974.36)
2009	Gulf of Mexico	Ewing Bank	Royalties	Gas	 Processed (Residue) Gas 	 $ 5,536,584.53 
2009	Gulf of Mexico	Ewing Bank	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ (10,245,986.77)
2009	Gulf of Mexico	Ewing Bank	Royalties	NGL	 Gas Plant Products 	 $ 930,892.80 
2009	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Condensate 	 $ (676,052.04)
2009	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 8,449.26 
2009	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Inlet Scrubber 	 $ -   
2009	Gulf of Mexico	Ewing Bank	Royalties	Oil	 Oil 	 $ 46,467,320.58 
2009	Gulf of Mexico	Fl Mid Grd	Rents	Oil and Gas		 $ 86,636.70 
2009	Gulf of Mexico	Gal So Ad	Bonus	Oil and Gas		 $ 165,210.00 
2009	Gulf of Mexico	Gal So Ad	Rents	Oil and Gas		 $ 112,320.00 
2009	Gulf of Mexico	Galveston	Bonus	Oil and Gas		 $ 5,943,990.00 
2009	Gulf of Mexico	Galveston	Other Revenues	Oil & Gas		 $ 23,965.12 
2009	Gulf of Mexico	Galveston	Other Roy Vals	Oil & Gas		 $ (679,517.38)
2009	Gulf of Mexico	Galveston	Rents	Oil and Gas		 $ 849,841.25 
2009	Gulf of Mexico	Galveston	Royalties	Gas	 Flash Gas 	 $ 33,044.50 
2009	Gulf of Mexico	Galveston	Royalties	Gas	 Processed (Residue) Gas 	 $ 11,117,464.90 
2009	Gulf of Mexico	Galveston	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 7,157,979.30 
2009	Gulf of Mexico	Galveston	Royalties	NGL	 Gas Plant Products 	 $ 417,739.14 
2009	Gulf of Mexico	Galveston	Royalties	Oil	 Condensate 	 $ 1,199,119.52 
2009	Gulf of Mexico	Galveston	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 357.02 
2009	Gulf of Mexico	Galveston	Royalties	Oil	 Oil 	 $ 7,416,014.13 
2009	Gulf of Mexico	Garden Banks	Bonus	Oil and Gas		 $ 117,006,629.00 
2009	Gulf of Mexico	Garden Banks	Other Revenues	Oil & Gas		 $ (1,132,467.34)
2009	Gulf of Mexico	Garden Banks	Other Roy Vals	Oil	 Condensate 	 $ (18,000.17)
2009	Gulf of Mexico	Garden Banks	Other Roy Vals	Oil	 Oil 	 $ 3,048,057.01 
2009	Gulf of Mexico	Garden Banks	Other Roy Vals	Oil & Gas		 $ 4,021,494.29 
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	Gas	 Flash Gas 	 $ -   
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Condensate 	 $ -   
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Drip or Scrubber Condensate 	 $ -   
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Inlet Scrubber 	 $ -   
2009	Gulf of Mexico	Garden Banks	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	Garden Banks	Rents	Oil and Gas		 $ 26,089,277.50 
2009	Gulf of Mexico	Garden Banks	Royalties	Gas	 Flash Gas 	 $ 108,249.66 
2009	Gulf of Mexico	Garden Banks	Royalties	Gas	 Processed (Residue) Gas 	 $ 22,968,820.94 
2009	Gulf of Mexico	Garden Banks	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 5,592,021.49 
2009	Gulf of Mexico	Garden Banks	Royalties	NGL	 Gas Plant Products 	 $ 11,039,488.77 
2009	Gulf of Mexico	Garden Banks	Royalties	Oil	 Condensate 	 $ 70,245,455.38 
2009	Gulf of Mexico	Garden Banks	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 1,445,214.80 
2009	Gulf of Mexico	Garden Banks	Royalties	Oil	 Inlet Scrubber 	 $ 24,790.41 
2009	Gulf of Mexico	Garden Banks	Royalties	Oil	 Oil 	 $ 133,472,709.02 
2009	Gulf of Mexico	Grand Isle	Bonus	Oil and Gas		 $ 156,680.00 
2009	Gulf of Mexico	Grand Isle	Other Revenues	Oil & Gas		 $ 331.70 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Fuel Gas 	 $ 43.94 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Processed (Residue) Gas 	 $ 23,773.20 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	Gas	 Unprocessed (Wet) Gas 	 $ 9,214.93 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	NGL	 Gas Plant Products 	 $ 2,496.63 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil	 Condensate 	 $ 81,663.35 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil	 Drip or Scrubber Condensate 	 $ 18.45 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil	 Oil 	 $ 358,375.98 
2009	Gulf of Mexico	Grand Isle	Other Roy Vals	Oil & Gas		 $ (690,135.48)
2009	Gulf of Mexico	Grand Isle	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Grand Isle	Other Roy Vols	Oil	 Oil 	 $ -   
2009	Gulf of Mexico	Grand Isle	Rents	Oil and Gas		 $ 401,980.50 
2009	Gulf of Mexico	Grand Isle	Royalties	Gas	 Flash Gas 	 $ 20,514.96 
2009	Gulf of Mexico	Grand Isle	Royalties	Gas	 Fuel Gas 	 $ 1,118,104.83 
2009	Gulf of Mexico	Grand Isle	Royalties	Gas	 Processed (Residue) Gas 	 $ 7,361,891.01 
2009	Gulf of Mexico	Grand Isle	Royalties	Gas	 Unprocessed (Wet) Gas 	 $ 4,770,619.56 
2009	Gulf of Mexico	Grand Isle	Royalties	NGL	 Gas Plant Products 	 $ 496,641.53 
2009	Gulf of Mexico	Grand Isle	Royalties	Oil	 Condensate 	 $ 3,943,231.36 
2009	Gulf of Mexico	Grand Isle	Royalties	Oil	 Drip or Scrubber Condensate 	 $ 17,512.48 
2009	Gulf of Mexico	Grand Isle	Royalties	Oil	 Inlet Scrubber 	 $ 4,245.55 
2009	Gulf of Mexico	Grand Isle	Royalties	Oil	 Oil 	 $ 20,435,335.88 
2009	Gulf of Mexico	Grand Isle S	Other Revenues	Oil & Gas		 $ 9,667.19 
2009	Gulf of Mexico	Grand Isle S	Other Roy Vals	Oil	 Condensate 	 $ 101,325.24 
2009	Gulf of Mexico	Grand Isle S	Other Roy Vals	Oil	 Oil 	 $ 7,054.55 
2009	Gulf of Mexico	Grand Isle S	Other Roy Vals	Oil & Gas		 $ (212,778.13)
2009	Gulf of Mexico	Grand Isle S	Other Roy Vols	Gas	 Processed (Residue) Gas 	 $ -   
2009	Gulf of Mexico	Grand Isle S	Other Roy Vols	Gas	 Unprocessed (Wet) Gas 	 $ -   
2009	Gulf of Mexico	Grand Isle S	Other Roy Vols	NGL	 Gas Plant Products 	 $ -   
2009	Gulf of Mexico	Grand Isle S	Rents	Oil and Gas		 $ 141,875.00 
