CY	Onshore/Offshore	County Code	St	County	Revenue Type	Commodity	Product	Royalty/Revenue
2006	Onshore	15129	KS	Morton	Royalties	Gas	Gas Plant Products	 $ 176,540.68 
2006	Onshore	15129	KS	Morton	Royalties	Gas	Processed (Residue) Gas	 $ 344,978.45 
2006	Onshore	15129	KS	Morton	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,043,428.18 
2006	Onshore	15129	KS	Morton	Royalties	Oil	Condensate	 $ 695.85 
2006	Onshore	15129	KS	Morton	Royalties	Oil	Oil	 $ 3,513,674.37 
2006	Onshore	15175	KS	Seward	Other Revenues	Oil & Gas		 $ 10.27 
2006	Onshore	15175	KS	Seward	Other Roy Vals	Oil & Gas		 $ 79.29 
2006	Onshore	15175	KS	Seward	Royalties	Gas	Gas Plant Products	 $ 7,253.65 
2006	Onshore	15175	KS	Seward	Royalties	Gas	Processed (Residue) Gas	 $ 24,453.48 
2006	Onshore	15175	KS	Seward	Royalties	Gas	Unprocessed (Wet) Gas	 $ 84,585.31 
2006	Onshore	15175	KS	Seward	Royalties	Oil	Drip or Scrubber Condensate	 $ (24.48)
2006	Onshore	15175	KS	Seward	Royalties	Oil	Oil	 $ 1,031.29 
2006	Onshore	15175	KS	Seward	Royalties	Other	Helium	 $ (57.39)
2006	Onshore	15187	KS	Stanton	Other Roy Vals	Oil & Gas		 $ (825.23)
2006	Onshore	15187	KS	Stanton	Royalties	Gas	Gas Plant Products	 $ 5,710.85 
2006	Onshore	15187	KS	Stanton	Royalties	Gas	Processed (Residue) Gas	 $ 6,554.50 
2006	Onshore	15187	KS	Stanton	Royalties	Gas	Unprocessed (Wet) Gas	 $ 187.70 
2006	Onshore	15189	KS	Stevens	Other Revenues	Oil & Gas		 $ 36.54 
2006	Onshore	15189	KS	Stevens	Other Roy Vals	Oil & Gas		 $ 1,433.71 
2006	Onshore	15189	KS	Stevens	Royalties	Gas	Gas Plant Products	 $ 11,428.20 
2006	Onshore	15189	KS	Stevens	Royalties	Gas	Processed (Residue) Gas	 $ 22,556.15 
2006	Onshore	15189	KS	Stevens	Royalties	Gas	Unprocessed (Wet) Gas	 $ 251,978.27 
2006	Onshore	15195	KS	Trego	Royalties	Oil	Oil	 $ 16,379.88 
2006	Onshore	16051	KY	Clay	Royalties	Gas	Unprocessed (Wet) Gas	 $ 52,005.43 
2006	Onshore	16071	KY	Floyd	Royalties	Gas	Unprocessed (Wet) Gas	 $ 12,494.04 
2006	Onshore	16095	KY	Harlan	Other Revenues	Coal		 $ 8,033.88 
2006	Onshore	16101	KY	Henderson	Royalties	Oil	Oil	 $ 4,606.36 
2006	Onshore	16127	KY	Lawrence	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,173.52 
2006	Onshore	16131	KY	Leslie	Other Revenues	Coal		 $ 11,966.12 
2006	Onshore	16131	KY	Leslie	Other Revenues	Oil & Gas		 $ 574.94 
2006	Onshore	16131	KY	Leslie	Royalties	Gas	Unprocessed (Wet) Gas	 $ 36,702.99 
2006	Onshore	16131	KY	Leslie	Royalties	Oil	Oil	 $ 1,395.72 
2006	Onshore	16147	KY	Mccreary	Other Revenues	Oil & Gas		 $ 2,314.69 
2006	Onshore	16147	KY	Mccreary	Royalties	Gas	Unprocessed (Wet) Gas	 $ 784.24 
2006	Onshore	16163	KY	Meade	Other Revenues	Oil & Gas		 $ 14,671.69 
2006	Onshore	16163	KY	Meade	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,428.24 
2006	Onshore	16189	KY	Owsley	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,214.97 
2006	Onshore	16195	KY	Pike	Other Revenues	Oil & Gas		 $ 190.20 
2006	Onshore	16195	KY	Pike	Royalties	Gas	Unprocessed (Wet) Gas	 $ 22,032.56 
2006	Onshore	16235	KY	Whitley	Other Revenues	Oil & Gas		 $ 2,950.47 
2006	Onshore	16235	KY	Whitley	Royalties	Gas	Unprocessed (Wet) Gas	 $ 49,599.90 
2006	Onshore	17011	LA	Beauregard	Royalties	Gas	Gas Plant Products	 $ (11.10)
2006	Onshore	17011	LA	Beauregard	Royalties	Gas	Processed (Residue) Gas	 $ (32.01)
2006	Onshore	17011	LA	Beauregard	Royalties	Gas	Unprocessed (Wet) Gas	 $ 101.24 
2006	Onshore	17011	LA	Beauregard	Royalties	Oil	Oil	 $ 65.09 
2006	Onshore	17013	LA	Bienville	Other Roy Vals	Oil & Gas		 $ 518.78 
2006	Onshore	17013	LA	Bienville	Royalties	Gas	Processed (Residue) Gas	 $ 7,870.27 
2006	Onshore	17013	LA	Bienville	Royalties	Gas	Unprocessed (Wet) Gas	 $ 18,113.56 
2006	Onshore	17013	LA	Bienville	Royalties	Oil	Condensate	 $ 25.46 
2006	Onshore	17015	LA	Bossier	Other Roy Vals	Oil & Gas		 $ (700,000.00)
2006	Onshore	17015	LA	Bossier	Royalties	Gas	Gas Plant Products	 $ 1,172,960.26 
2006	Onshore	17015	LA	Bossier	Royalties	Gas	Processed (Residue) Gas	 $ 10,654,853.53 
2006	Onshore	17015	LA	Bossier	Royalties	Gas	Unprocessed (Wet) Gas	 $ 22,793,772.30 
2006	Onshore	17015	LA	Bossier	Royalties	Oil	Condensate	 $ 549,697.29 
2006	Onshore	17015	LA	Bossier	Royalties	Oil	Oil	 $ 627,488.92 
2006	Onshore	17017	LA	Caddo	Royalties	Gas	Processed (Residue) Gas	 $ 1,215.44 
2006	Onshore	17017	LA	Caddo	Royalties	Gas	Unprocessed (Wet) Gas	 $ 72,135.10 
2006	Onshore	17017	LA	Caddo	Royalties	Oil	Condensate	 $ 249.55 
2006	Onshore	17017	LA	Caddo	Royalties	Oil	Oil	 $ 81,002.34 
2006	Onshore	17021	LA	Caldwell	Royalties	Gas	Unprocessed (Wet) Gas	 $ 696.98 
2006	Onshore	17023	LA	Cameron	Other Roy Vals	Oil & Gas		 $ (800.00)
2006	Onshore	17023	LA	Cameron	Royalties	Gas	Gas Plant Products	 $ 407.98 
2006	Onshore	17023	LA	Cameron	Royalties	Gas	Processed (Residue) Gas	 $ 2,342.97 
2006	Onshore	17023	LA	Cameron	Royalties	Oil	Oil	 $ 444.33 
2006	Onshore	17027	LA	Claiborne	Other Roy Vals	Oil & Gas		 $ 3,300.00 
2006	Onshore	17027	LA	Claiborne	Royalties	Gas	Gas Plant Products	 $ 56,855.91 
2006	Onshore	17027	LA	Claiborne	Royalties	Gas	Processed (Residue) Gas	 $ 136,060.58 
2006	Onshore	17027	LA	Claiborne	Royalties	Gas	Unprocessed (Wet) Gas	 $ 34,222.82 
2006	Onshore	17027	LA	Claiborne	Royalties	Oil	Condensate	 $ 105,105.11 
2006	Onshore	17027	LA	Claiborne	Royalties	Oil	Drip or Scrubber Condensate	 $ 577.58 
2006	Onshore	17027	LA	Claiborne	Royalties	Oil	Oil	 $ 70,838.46 
2006	Onshore	17031	LA	De Soto	Royalties	Gas	Processed (Residue) Gas	 $ -   
2006	Onshore	17031	LA	De Soto	Royalties	Gas	Unprocessed (Wet) Gas	 $ 13,267.60 
2006	Onshore	17031	LA	De Soto	Royalties	Oil	Condensate	 $ -   
2006	Onshore	17033	LA	E Btn Rouge	Other Roy Vals	Oil & Gas		 $ (14,258.50)
2006	Onshore	17033	LA	E Btn Rouge	Royalties	Gas	Processed (Residue) Gas	 $ 71,639.81 
2006	Onshore	17033	LA	E Btn Rouge	Royalties	Gas	Unprocessed (Wet) Gas	 $ 0.03 
2006	Onshore	17033	LA	E Btn Rouge	Royalties	Oil	Condensate	 $ 44,660.73 
2006	Onshore	17049	LA	Jackson	Royalties	Gas	Processed (Residue) Gas	 $ 406.44 
2006	Onshore	17051	LA	Jefferson	Royalties	Oil	Oil	 $ 95,335.72 
2006	Onshore	17057	LA	Lafourche	Royalties	Gas	Unprocessed (Wet) Gas	 $ (92.25)
2006	Onshore	17057	LA	Lafourche	Royalties	Oil	Oil	 $ 6,288.16 
2006	Onshore	17059	LA	La Salle	Royalties	Gas	Unprocessed (Wet) Gas	 $ 18.31 
2006	Onshore	17059	LA	La Salle	Royalties	Oil	Oil	 $ 3,067.61 
2006	Onshore	17061	LA	Lincoln	Royalties	Gas	Gas Plant Products	 $ 365.11 
2006	Onshore	17061	LA	Lincoln	Royalties	Gas	Processed (Residue) Gas	 $ 805.24 
2006	Onshore	17061	LA	Lincoln	Royalties	Gas	Unprocessed (Wet) Gas	 $ 323.10 
2006	Onshore	17061	LA	Lincoln	Royalties	Oil	Drip or Scrubber Condensate	 $ 94.36 
2006	Onshore	17067	LA	Morehouse	Royalties	Gas	Unprocessed (Wet) Gas	 $ 973.39 
2006	Onshore	17073	LA	Ouachita	Royalties	Gas	Unprocessed (Wet) Gas	 $ 542.58 
2006	Onshore	17075	LA	Plaquemines	Other Revenues	Oil & Gas		 $ 84.10 
2006	Onshore	17075	LA	Plaquemines	Other Roy Vals	Oil & Gas		 $ (855.00)
2006	Onshore	17075	LA	Plaquemines	Royalties	Gas	Gas Plant Products	 $ (38.82)
2006	Onshore	17075	LA	Plaquemines	Royalties	Gas	Processed (Residue) Gas	 $ 64,251.37 
2006	Onshore	17075	LA	Plaquemines	Royalties	Gas	Unprocessed (Wet) Gas	 $ 813.46 
2006	Onshore	17075	LA	Plaquemines	Royalties	Oil	Condensate	 $ 368.82 
2006	Onshore	17075	LA	Plaquemines	Royalties	Oil	Drip or Scrubber Condensate	 $ 113.37 
2006	Onshore	17075	LA	Plaquemines	Royalties	Oil	Oil	 $ 1,286,681.54 
2006	Onshore	17079	LA	Rapides	Other Revenues	Oil & Gas		 $ 15,619.58 
2006	Onshore	17079	LA	Rapides	Royalties	Gas	Gas Plant Products	 $ (628.26)
2006	Onshore	17079	LA	Rapides	Royalties	Gas	Processed (Residue) Gas	 $ (11,129.60)
2006	Onshore	17079	LA	Rapides	Royalties	Gas	Unprocessed (Wet) Gas	 $ 68,584.80 
2006	Onshore	17079	LA	Rapides	Royalties	Oil	Oil	 $ 150,876.45 
2006	Onshore	17099	LA	St Martin	Royalties	Gas	Unprocessed (Wet) Gas	 $ 39,286.33 
2006	Onshore	17099	LA	St Martin	Royalties	Oil	Condensate	 $ 59.88 
2006	Onshore	17099	LA	St Martin	Royalties	Oil	Oil	 $ 69,158.12 
2006	Onshore	17109	LA	Terrebonne	Royalties	Gas	Unprocessed (Wet) Gas	 $ 351.78 
2006	Onshore	17111	LA	Union	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,531.22 
2006	Onshore	17111	LA	Union	Royalties	Oil	Oil	 $ (102.54)
2006	Onshore	17113	LA	Vermilion	Royalties	Gas	Unprocessed (Wet) Gas	 $ 397.39 
2006	Onshore	17113	LA	Vermilion	Royalties	Oil	Condensate	 $ 10.77 
2006	Onshore	17113	LA	Vermilion	Royalties	Oil	Oil	 $ 79,119.58 
2006	Onshore	17115	LA	Vernon	Other Revenues	Oil & Gas		 $ 1,961.18 
2006	Onshore	17115	LA	Vernon	Other Roy Vals	Oil & Gas		 $ (330.00)
2006	Onshore	17115	LA	Vernon	Royalties	Gas	Gas Plant Products	 $ (4,248.59)
2006	Onshore	17115	LA	Vernon	Royalties	Gas	Processed (Residue) Gas	 $ (2,781.62)
2006	Onshore	17115	LA	Vernon	Royalties	Gas	Unprocessed (Wet) Gas	 $ 52,609.68 
2006	Onshore	17115	LA	Vernon	Royalties	Oil	Oil	 $ 112,077.42 
2006	Onshore	17119	LA	Webster	Other Roy Vals	Oil & Gas		 $ (1,100.00)
2006	Onshore	17119	LA	Webster	Royalties	Gas	Gas Plant Products	 $ 4,038.89 
2006	Onshore	17119	LA	Webster	Royalties	Gas	Processed (Residue) Gas	 $ 36,700.69 
2006	Onshore	17119	LA	Webster	Royalties	Gas	Unprocessed (Wet) Gas	 $ 13,673.26 
2006	Onshore	17119	LA	Webster	Royalties	Oil	Condensate	 $ 2,523.46 
2006	Onshore	17119	LA	Webster	Royalties	Oil	Oil	 $ 20,030.66 
2006	Onshore	17127	LA	Winn	Royalties	Gas	Processed (Residue) Gas	 $ 54,454.27 
2006	Onshore	17127	LA	Winn	Royalties	Oil	Condensate	 $ 13,722.49 
2006	Onshore	17719	LA	West Delta	Royalties	Oil	Drip or Scrubber Condensate	 $ 0.00 
2006	Onshore	17721	LA	South Pass	Royalties	Oil	Condensate	 $ 0.29 
2006	Onshore	17721	LA	South Pass	Royalties	Oil	Drip or Scrubber Condensate	 $ 0.33 
2006	Onshore	19023	MD	Garrett	Other Revenues	Oil & Gas		 $ 7,159.59 
2006	Onshore	21001	MI	Alcona	Royalties	Gas	Processed (Residue) Gas	 $ 15,322.39 
2006	Onshore	21005	MI	Allegan	Royalties	Oil	Oil	 $ (105.51)
2006	Onshore	21035	MI	Clare	Other Revenues	Oil & Gas		 $ 654.46 
2006	Onshore	21035	MI	Clare	Other Roy Vals	Oil & Gas		 $ 3,950.00 
2006	Onshore	21035	MI	Clare	Royalties	Gas	Unprocessed (Wet) Gas	 $ 82,032.04 
2006	Onshore	21035	MI	Clare	Royalties	Oil	Oil	 $ 12,152.75 
2006	Onshore	21039	MI	Crawford	Royalties	Gas	Processed (Residue) Gas	 $ 16,792.83 
2006	Onshore	21039	MI	Crawford	Royalties	Gas	Unprocessed (Wet) Gas	 $ 35,614.56 
2006	Onshore	21055	MI	Grand Trvse	Royalties	Gas	Gas Plant Products	 $ 9,475.33 
2006	Onshore	21079	MI	Kalkaska	Royalties	Gas	Gas Plant Products	 $ 11,647.30 
2006	Onshore	21079	MI	Kalkaska	Royalties	Gas	Processed (Residue) Gas	 $ 19,854.96 
2006	Onshore	21079	MI	Kalkaska	Royalties	Oil	Oil	 $ 59,223.18 
2006	Onshore	21085	MI	Lake	Royalties	Gas	Gas Plant Products	 $ 14,172.38 
2006	Onshore	21085	MI	Lake	Royalties	Gas	Processed (Residue) Gas	 $ 197,776.67 
2006	Onshore	21085	MI	Lake	Royalties	Oil	Oil	 $ 2,542.24 
2006	Onshore	21119	MI	Montmorency	Other Roy Vals	Oil & Gas		 $ (5,710.00)
2006	Onshore	21119	MI	Montmorency	Royalties	Gas	Processed (Residue) Gas	 $ 73,492.44 
2006	Onshore	21119	MI	Montmorency	Royalties	Gas	Unprocessed (Wet) Gas	 $ 597,606.13 
2006	Onshore	21129	MI	Ogemaw	Royalties	Gas	Gas Plant Products	 $ 2,781.44 
2006	Onshore	21129	MI	Ogemaw	Royalties	Gas	Processed (Residue) Gas	 $ 31,930.13 
2006	Onshore	21129	MI	Ogemaw	Royalties	Gas	Unprocessed (Wet) Gas	 $ -   
2006	Onshore	21129	MI	Ogemaw	Royalties	Oil	Oil	 $ 3,347.21 
2006	Onshore	21135	MI	Oscoda	Other Revenues	Oil & Gas		 $ 999.00 
2006	Onshore	21135	MI	Oscoda	Royalties	Gas	Gas Plant Products	 $ 66,728.90 
2006	Onshore	21135	MI	Oscoda	Royalties	Gas	Processed (Residue) Gas	 $ 999,426.36 
2006	Onshore	21135	MI	Oscoda	Royalties	Gas	Unprocessed (Wet) Gas	 $ 17,323.71 
2006	Onshore	21135	MI	Oscoda	Royalties	Oil	Oil	 $ 90,986.74 
2006	Onshore	21137	MI	Otsego	Royalties	Gas	Unprocessed (Wet) Gas	 $ 15,500.16 
2006	Onshore	21143	MI	Roscommon	Royalties	Gas	Gas Plant Products	 $ (1,901.60)
2006	Onshore	21143	MI	Roscommon	Royalties	Gas	Processed (Residue) Gas	 $ 21,362.38 
2006	Onshore	21143	MI	Roscommon	Royalties	Oil	Oil	 $ 46,485.28 
2006	Onshore	22075	MN	Lake	Other Revenues	Copper		 $ 25,654.85 
2006	Onshore	22075	MN	Lake	Other Revenues	Hardrock		 $ 22,550.00 
2006	Onshore	22137	MN	St Louis	Other Revenues	Copper		 $ 455.15 
2006	Onshore	23001	MS	Adams	Royalties	Oil	Oil	 $ 99,179.47 
2006	Onshore	23017	MS	Chickasaw	Other Revenues	Oil & Gas		 $ 908.00 
2006	Onshore	23017	MS	Chickasaw	Royalties	Gas	Unprocessed (Wet) Gas	 $ 46,787.70 
2006	Onshore	23023	MS	Clarke	Royalties	Oil	Oil	 $ 51.37 
2006	Onshore	23031	MS	Covington	Royalties	Gas	Unprocessed (Wet) Gas	 $ 244.48 
2006	Onshore	23031	MS	Covington	Royalties	Oil	Oil	 $ 2,019.56 
2006	Onshore	23031	MS	Covington	Royalties	Oil & Gas		 $ (0.09)
2006	Onshore	23035	MS	Forrest	Royalties	Gas	Processed (Residue) Gas	 $ (47.07)
2006	Onshore	23035	MS	Forrest	Royalties	Gas	Unprocessed (Wet) Gas	 $ 158,875.17 
2006	Onshore	23035	MS	Forrest	Royalties	Oil	Condensate	 $ 31,005.15 
2006	Onshore	23035	MS	Forrest	Royalties	Oil	Oil	 $ 419.10 
2006	Onshore	23037	MS	Franklin	Other Roy Vals	Oil & Gas		 $ (8,556.79)
2006	Onshore	23037	MS	Franklin	Royalties	Oil	Oil	 $ 631,570.37 
2006	Onshore	23045	MS	Hancock	Royalties	Oil	Oil	 $ 119.74 
2006	Onshore	23061	MS	Jasper	Royalties	Gas	Unprocessed (Wet) Gas	 $ 12,313.54 
2006	Onshore	23061	MS	Jasper	Royalties	Oil	Condensate	 $ 75.42 
2006	Onshore	23065	MS	Jeffer Davis	Royalties	Gas	Unprocessed (Wet) Gas	 $ 10,977.22 
2006	Onshore	23065	MS	Jeffer Davis	Royalties	Oil	Condensate	 $ 12.37 
2006	Onshore	23065	MS	Jeffer Davis	Royalties	Oil	Oil	 $ 1,419.68 
2006	Onshore	23067	MS	Jones	Other Roy Vals	Oil & Gas		 $ (578.00)
2006	Onshore	23067	MS	Jones	Royalties	Gas	Unprocessed (Wet) Gas	 $ 10,131.93 
2006	Onshore	23067	MS	Jones	Royalties	Oil	Condensate	 $ 9,482.53 
2006	Onshore	23073	MS	Lamar	Royalties	Oil	Oil	 $ 27,082.89 
2006	Onshore	23077	MS	Lawrence	Royalties	Gas	Unprocessed (Wet) Gas	 $ 792.43 
2006	Onshore	23077	MS	Lawrence	Royalties	Oil	Condensate	 $ 105.92 
2006	Onshore	23087	MS	Lowndes	Royalties	Gas	Unprocessed (Wet) Gas	 $ 92,453.72 
2006	Onshore	23087	MS	Lowndes	Royalties	Oil	Condensate	 $ 3,622.95 
2006	Onshore	23089	MS	Madison	Other Revenues	Oil & Gas		 $ 461.00 
2006	Onshore	23095	MS	Monroe	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,243.44 
2006	Onshore	23109	MS	Pearl River	Royalties	Gas	Unprocessed (Wet) Gas	 $ (24,075.97)
2006	Onshore	23109	MS	Pearl River	Royalties	Oil	Oil	 $ 23,719.03 
2006	Onshore	23111	MS	Perry	Other Revenues	Oil & Gas		 $ 122.00 
2006	Onshore	23111	MS	Perry	Royalties	Gas	Unprocessed (Wet) Gas	 $ 6.12 
2006	Onshore	23111	MS	Perry	Royalties	Oil	Oil	 $ 703,444.38 
2006	Onshore	23123	MS	Scott	Royalties	Oil	Oil	 $ 76,396.56 
2006	Onshore	23131	MS	Stone	Royalties	Gas	Unprocessed (Wet) Gas	 $ 109,574.22 
2006	Onshore	23131	MS	Stone	Royalties	Oil & Gas		 $ (143.72)
2006	Onshore	23153	MS	Wayne	Royalties	Oil	Oil	 $ 362,387.58 
2006	Onshore	23157	MS	Wilkinson	Royalties	Gas	Processed (Residue) Gas	 $ 4,857.29 
2006	Onshore	23157	MS	Wilkinson	Royalties	Oil	Oil	 $ 37,051.74 
2006	Onshore	24055	MO	Crawford	Royalties	Solids	Copper	 $ (83.19)
2006	Onshore	24065	MO	Dent	Royalties	Solids	Copper	 $ 2,720.96 
2006	Onshore	24093	MO	Iron	Royalties	Solids	Copper	 $ (15,878.37)
2006	Onshore	24179	MO	Reynolds	Royalties	Solids	Copper	 $ 2,720.97 
2006	Onshore	24221	MO	Washington	Royalties	Solids	Copper	 $ (128.71)
2006	Onshore	25001	MT	Beaverhead	Other Revenues	Phosphate		 $ 12,681.00 
2006	Onshore	25003	MT	Big Horn	Other Revenues	Oil & Gas		 $ 17,924.00 
2006	Onshore	25003	MT	Big Horn	Royalties	Gas	Coal Bed Methane	 $ 2,730,708.37 
2006	Onshore	25003	MT	Big Horn	Royalties	Solids	Coal	 $ (10.14)
2006	Onshore	25005	MT	Blaine	Other Revenues	Oil & Gas		 $ 43,786.17 
2006	Onshore	25005	MT	Blaine	Other Roy Vals	Oil & Gas		 $ 34,800.94 
2006	Onshore	25005	MT	Blaine	Royalties	Gas	Fuel Gas	 $ 409.98 
2006	Onshore	25005	MT	Blaine	Royalties	Gas	Processed (Residue) Gas	 $ 187,103.55 
2006	Onshore	25005	MT	Blaine	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,071,278.87 
2006	Onshore	25005	MT	Blaine	Royalties	Oil	Oil	 $ 216,197.81 
2006	Onshore	25009	MT	Carbon	Other Revenues	Oil & Gas		 $ 45,330.42 
2006	Onshore	25009	MT	Carbon	Other Roy Vals	Oil & Gas		 $ 63,241.83 
2006	Onshore	25009	MT	Carbon	Royalties	Gas	Gas Plant Products	 $ 178,732.56 
2006	Onshore	25009	MT	Carbon	Royalties	Gas	Processed (Residue) Gas	 $ 12,742.09 
2006	Onshore	25009	MT	Carbon	Royalties	Gas	Unprocessed (Wet) Gas	 $ 102,181.06 
2006	Onshore	25009	MT	Carbon	Royalties	Oil	Oil	 $ 1,553,049.27 
2006	Onshore	25009	MT	Carbon	Royalties	Other	Sulfur	 $ 2,321.49 
2006	Onshore	25011	MT	Carter	Other Revenues	Oil & Gas		 $ 32,727.00 
2006	Onshore	25011	MT	Carter	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,633.51 
2006	Onshore	25011	MT	Carter	Royalties	Oil	Oil	 $ 3,229.66 
2006	Onshore	25015	MT	Chouteau	Other Revenues	Oil & Gas		 $ 15,972.08 
2006	Onshore	25015	MT	Chouteau	Other Roy Vals	Oil & Gas		 $ (9,871.51)
2006	Onshore	25015	MT	Chouteau	Royalties	Gas	Fuel Gas	 $ 177.40 
2006	Onshore	25015	MT	Chouteau	Royalties	Gas	Unprocessed (Wet) Gas	 $ 203,452.63 
2006	Onshore	25017	MT	Custer	Royalties	Gas	Unprocessed (Wet) Gas	 $ 18,972.83 
2006	Onshore	25021	MT	Dawson	Other Revenues	Oil & Gas		 $ 500.00 
2006	Onshore	25021	MT	Dawson	Royalties	Gas	Gas Plant Products	 $ 747.96 
2006	Onshore	25021	MT	Dawson	Royalties	Gas	Processed (Residue) Gas	 $ 431.93 
2006	Onshore	25021	MT	Dawson	Royalties	Oil	Oil	 $ 2,335,438.44 
2006	Onshore	25025	MT	Fallon	Other Revenues	Oil & Gas		 $ 132,870.56 
2006	Onshore	25025	MT	Fallon	Other Roy Vals	Oil & Gas		 $ 211,319.43 
2006	Onshore	25025	MT	Fallon	Royalties	Gas	Gas Plant Products	 $ 158,956.77 
2006	Onshore	25025	MT	Fallon	Royalties	Gas	Processed (Residue) Gas	 $ 113,237.71 
2006	Onshore	25025	MT	Fallon	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,244,138.40 
2006	Onshore	25025	MT	Fallon	Royalties	Oil	Drip or Scrubber Condensate	 $ 970.18 
2006	Onshore	25025	MT	Fallon	Royalties	Oil	Oil	 $ 12,401,504.62 
2006	Onshore	25025	MT	Fallon	Royalties	Oil & Gas		 $ (141.85)
2006	Onshore	25027	MT	Fergus	Other Revenues	Oil & Gas		 $ 4,905.00 
2006	Onshore	25027	MT	Fergus	Other Roy Vals	Oil & Gas		 $ (4,666.00)
2006	Onshore	25027	MT	Fergus	Royalties	Gas	Unprocessed (Wet) Gas	 $ 98,304.45 
2006	Onshore	25033	MT	Garfield	Royalties	Oil	Oil	 $ 7,985.89 
2006	Onshore	25035	MT	Glacier	Other Revenues	Oil & Gas		 $ 681.98 
2006	Onshore	25035	MT	Glacier	Royalties	Gas	Gas Plant Products	 $ 1,080.22 
2006	Onshore	25035	MT	Glacier	Royalties	Gas	Processed (Residue) Gas	 $ 4,697.85 
2006	Onshore	25035	MT	Glacier	Royalties	Gas	Unprocessed (Wet) Gas	 $ 13,878.48 
2006	Onshore	25035	MT	Glacier	Royalties	Oil	Oil	 $ 20,387.93 
2006	Onshore	25041	MT	Hill	Other Revenues	Oil & Gas		 $ 1,489.00 
2006	Onshore	25041	MT	Hill	Other Roy Vals	Oil & Gas		 $ (19,612.00)
2006	Onshore	25041	MT	Hill	Royalties	Gas	Fuel Gas	 $ 226.10 
2006	Onshore	25041	MT	Hill	Royalties	Gas	Processed (Residue) Gas	 $ 473.49 
2006	Onshore	25041	MT	Hill	Royalties	Gas	Unprocessed (Wet) Gas	 $ 371,029.42 
2006	Onshore	25051	MT	Liberty	Other Revenues	Oil & Gas		 $ 4,063.38 
2006	Onshore	25051	MT	Liberty	Royalties	Gas	Unprocessed (Wet) Gas	 $ 119,391.32 
2006	Onshore	25051	MT	Liberty	Royalties	Oil	Oil	 $ 26,618.19 
2006	Onshore	25065	MT	Musselshell	Other Revenues	Oil & Gas		 $ 243.00 
2006	Onshore	25065	MT	Musselshell	Royalties	Oil	Oil	 $ 23,326.48 
2006	Onshore	25069	MT	Petroleum	Royalties	Oil	Oil	 $ 8,362.09 
2006	Onshore	25071	MT	Phillips	Other Revenues	Oil	Oil	 $ (2.50)
2006	Onshore	25071	MT	Phillips	Other Revenues	Oil & Gas		 $ 6,589.84 
2006	Onshore	25071	MT	Phillips	Other Roy Vals	Oil & Gas		 $ 36,525.00 
2006	Onshore	25071	MT	Phillips	Royalties	Gas	Unprocessed (Wet) Gas	 $ 7,389,566.29 
2006	Onshore	25073	MT	Pondera	Other Revenues	Oil & Gas		 $ 4,007.49 
2006	Onshore	25073	MT	Pondera	Other Roy Vals	Oil & Gas		 $ 11.53 
2006	Onshore	25073	MT	Pondera	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,082.30 
2006	Onshore	25075	MT	Powder River	Other Revenues	Oil & Gas		 $ 1,072.00 
2006	Onshore	25075	MT	Powder River	Royalties	Gas	Unprocessed (Wet) Gas	 $ 6,419.02 
2006	Onshore	25075	MT	Powder River	Royalties	Oil	Oil	 $ 280,790.49 
2006	Onshore	25079	MT	Prairie	Royalties	Gas	Gas Plant Products	 $ 9,620.14 
2006	Onshore	25079	MT	Prairie	Royalties	Gas	Processed (Residue) Gas	 $ 5,312.54 
2006	Onshore	25079	MT	Prairie	Royalties	Oil	Oil	 $ 641,932.55 
2006	Onshore	25083	MT	Richland	Other Revenues	Oil & Gas		 $ 960.00 
2006	Onshore	25083	MT	Richland	Other Roy Vals	Oil & Gas		 $ 1,150.00 
2006	Onshore	25083	MT	Richland	Royalties	Gas	Gas Plant Products	 $ 2,838.63 
2006	Onshore	25083	MT	Richland	Royalties	Gas	Processed (Residue) Gas	 $ 56,752.93 
2006	Onshore	25083	MT	Richland	Royalties	Gas	Unprocessed (Wet) Gas	 $ 119,777.79 
2006	Onshore	25083	MT	Richland	Royalties	Oil	Condensate	 $ 126,841.06 
2006	Onshore	25083	MT	Richland	Royalties	Oil	Drip or Scrubber Condensate	 $ 18.46 
2006	Onshore	25083	MT	Richland	Royalties	Oil	Oil	 $ 1,858,824.95 
2006	Onshore	25085	MT	Roosevelt	Other Revenues	Oil & Gas		 $ 4.00 
2006	Onshore	25085	MT	Roosevelt	Other Roy Vals	Oil & Gas		 $ 58.65 
2006	Onshore	25085	MT	Roosevelt	Royalties	Gas	Gas Plant Products	 $ 274.08 
2006	Onshore	25085	MT	Roosevelt	Royalties	Gas	Processed (Residue) Gas	 $ 335.02 
2006	Onshore	25085	MT	Roosevelt	Royalties	Gas	Unprocessed (Wet) Gas	 $ 5,688.88 
2006	Onshore	25085	MT	Roosevelt	Royalties	Oil	Drip or Scrubber Condensate	 $ 26.41 
