Land Category	Calendar Year	Ofshore Region	Planning Area	Offshore Area	Protraction	Volume Type	Commodity	Product	 Sales Volumes 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Gas	Flash Gas (mcf)	  49,527.99 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Gas	Fuel Gas (mcf)	  72,151.60 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Gas	Processed (Residue) Gas (mcf)	  325,581,593.71 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  64,501,999.36 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	NGL	Gas Plant Products (gal)	  539,633,110.96 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Oil	Condensate (bbl)	  3,474,387.69 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  86,919.07 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Oil	Inlet Scrubber (bbl)	  4,993.06 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalty	Oil	Oil (bbl)	  135,123,594.00 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalty	Gas	Processed (Residue) Gas (mcf)	  33,045,261.79 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  29,067,417.42 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalty	NGL	Gas Plant Products (gal)	  26,068,950.68 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalty	Oil	Condensate (bbl)	  1,669.26 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalty	Oil	Oil (bbl)	  141.66 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalty	Oil	Other Liquid Hydrocarbons (bbl)	  6,962.95 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalty	Other Products	Sulfur (lton)	  1,490.39 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Flash Gas (mcf)	  381.30 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Processed (Residue) Gas (mcf)	  1,904,104.72 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  648,178.43 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalty	NGL	Gas Plant Products (gal)	  3,067,703.45 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Oil	Condensate (bbl)	  30.00 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Oil	Oil (bbl)	  129,016.35 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Gas	Flash Gas (mcf)	  93,327.76 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Gas	Fuel Gas (mcf)	  956,188.00 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  6,852.00 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Gas	Processed (Residue) Gas (mcf)	  45,168,898.88 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  16,081,202.97 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	NGL	Gas Plant Products (gal)	  33,381,890.47 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Oil	Condensate (bbl)	  1,064,781.72 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  9,449.24 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Oil	Inlet Scrubber (bbl)	  390.29 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalty	Oil	Oil (bbl)	  9,186,339.27 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	Gas	Flash Gas (mcf)	  33,914.19 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	Gas	Processed (Residue) Gas (mcf)	  14,390,021.81 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  2,332,719.63 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	NGL	Gas Plant Products (gal)	  13,809,670.91 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	Oil	Condensate (bbl)	  518,140.25 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  12,114.44 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	Oil	Inlet Scrubber (bbl)	  20.63 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalty	Oil	Oil (bbl)	  2,541,159.67 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Gas	Flash Gas (mcf)	  10,641.86 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Gas	Fuel Gas (mcf)	  967,318.15 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Gas	Processed (Residue) Gas (mcf)	  80,563,259.79 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,851,041.54 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	NGL	Gas Plant Products (gal)	  113,418,010.49 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Oil	Condensate (bbl)	  1,566,859.90 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  70,667.83 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Oil	Inlet Scrubber (bbl)	  15.86 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalty	Oil	Oil (bbl)	  5,111,799.77 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Gas	Flash Gas (mcf)	  10,249.78 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Gas	Fuel Gas (mcf)	  -   
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Gas	Processed (Residue) Gas (mcf)	  14,711,071.70 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,164,824.78 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	NGL	Gas Plant Products (gal)	  11,669,177.55 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Oil	Condensate (bbl)	  397,345.90 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  3,129.89 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Oil	Inlet Scrubber (bbl)	  5.71 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Oil	Oil (bbl)	  4,526,718.84 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Gas	Fuel Gas (mcf)	  41,754.89 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Gas	Processed (Residue) Gas (mcf)	  4,018,483.98 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1,257,990.89 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	NGL	Gas Plant Products (gal)	  5,243,783.77 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Oil	Condensate (bbl)	  518.76 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  4.00 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Oil	Inlet Scrubber (bbl)	  151.75 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Oil	Oil (bbl)	  2,845,089.75 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Gas	Fuel Gas (mcf)	  176,131.75 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Gas	Processed (Residue) Gas (mcf)	  4,062,898.21 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  8,059,474.72 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	NGL	Gas Plant Products (gal)	  7,101,785.68 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Oil	Condensate (bbl)	  70,480.65 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  413.09 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Oil	Inlet Scrubber (bbl)	  194.68 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Oil	Oil (bbl)	  2,123,674.06 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Flash Gas (mcf)	  64,720.72 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Fuel Gas (mcf)	  334,694.14 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  143.00 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Processed (Residue) Gas (mcf)	  16,441,316.59 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  7,578,428.63 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	NGL	Gas Plant Products (gal)	  17,894,024.21 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Condensate (bbl)	  277,991.50 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  11,987.75 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Inlet Scrubber (bbl)	  148.73 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Oil (bbl)	  2,118,188.38 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Flash Gas (mcf)	  171,293.59 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Fuel Gas (mcf)	  796,571.94 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  3,828.98 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Processed (Residue) Gas (mcf)	  61,644,572.94 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  13,571,940.10 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	NGL	Gas Plant Products (gal)	  63,082,023.98 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Condensate (bbl)	  1,061,025.85 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  74,954.50 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Inlet Scrubber (bbl)	  0.24 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Oil (bbl)	  13,715,006.67 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Gas	Flash Gas (mcf)	  84,697.04 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Gas	Processed (Residue) Gas (mcf)	  9,872,996.03 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  5,602,119.23 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	NGL	Gas Plant Products (gal)	  9,706,714.25 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Oil	Condensate (bbl)	  380,059.70 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  11,947.02 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Oil	Oil (bbl)	  2,084,358.25 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Flash Gas (mcf)	  21,338.34 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Fuel Gas (mcf)	  421,534.80 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Processed (Residue) Gas (mcf)	  38,182,359.53 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  19,484,225.81 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	NGL	Gas Plant Products (gal)	  25,622,000.58 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Oil	Condensate (bbl)	  811,012.62 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  2,820.34 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Oil	Inlet Scrubber (bbl)	  2.28 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Oil	Oil (bbl)	  2,002,673.93 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Gas	Flash Gas (mcf)	  1,019.22 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Gas	Processed (Residue) Gas (mcf)	  10,392,532.15 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,058,938.34 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	NGL	Gas Plant Products (gal)	  8,649,046.06 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Oil	Condensate (bbl)	  753,856.71 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,175.12 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Oil	Inlet Scrubber (bbl)	  42.19 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Oil	Oil (bbl)	  2,667,587.66 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Gas	Processed (Residue) Gas (mcf)	  87,107,954.94 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  8,742,049.62 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	NGL	Gas Plant Products (gal)	  155,189,127.62 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Oil	Condensate (bbl)	  383,239.27 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  43,311.51 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Oil	Oil (bbl)	  20,349,777.89 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Flash Gas (mcf)	  89,038.82 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Fuel Gas (mcf)	  540,655.00 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Processed (Residue) Gas (mcf)	  93,824,753.63 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  39,590,987.22 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	NGL	Gas Plant Products (gal)	  80,186,645.06 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Oil	Condensate (bbl)	  1,431,743.23 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  20,674.42 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Oil	Oil (bbl)	  1,057,539.61 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Gas	Flash Gas (mcf)	  69,139.13 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Gas	Processed (Residue) Gas (mcf)	  11,774,994.90 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  14,256,590.61 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	NGL	Gas Plant Products (gal)	  4,819,909.99 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Oil	Condensate (bbl)	  385,437.85 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  382.59 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Oil	Oil (bbl)	  545,347.74 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Gas	Flash Gas (mcf)	  8,519.22 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Gas	Processed (Residue) Gas (mcf)	  7,272,101.74 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  17,956,592.12 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	NGL	Gas Plant Products (gal)	  6,338,739.06 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Oil	Condensate (bbl)	  102,843.69 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  867.01 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Oil	Oil (bbl)	  40,750.74 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Flash Gas (mcf)	  8,405.56 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Fuel Gas (mcf)	  2,701,536.62 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  (0.00)
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Processed (Residue) Gas (mcf)	  30,561,092.46 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  12,842,158.50 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	NGL	Gas Plant Products (gal)	  23,642,784.10 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Condensate (bbl)	  676,733.70 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  11,849.17 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Inlet Scrubber (bbl)	  809.63 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Oil (bbl)	  9,346,333.02 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Gas	Processed (Residue) Gas (mcf)	  1,760,607.87 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  722,208.60 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	NGL	Gas Plant Products (gal)	  1,403,892.66 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Condensate (bbl)	  74,242.35 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  403.39 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Inlet Scrubber (bbl)	  347.90 
Federal Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Oil (bbl)	  692,281.40 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  11,030,370.26 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Oil	Condensate (bbl)	  3,468.94 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  76,552,827.65 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Oil	Condensate (bbl)	  18,638.08 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  179.47 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Oil	Oil (bbl)	  1,890.75 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	Lloyd Ridge	NG16-02	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  49,341,488.72 
Federal Offshore	2008	Gulf of Mexico	Eastern Gulf of Mexico	Lloyd Ridge	NG16-02	Royalty	Oil	Condensate (bbl)	  14,350.91 
