Land Category	Calendar Year	Ofshore Region	Planning Area	Offshore Area	Protraction	Volume Type	Commodity	Product	 Sales Volumes 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  10,620,092.29 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	NGL	Gas Plant Products (gal)	  16,388,813.72 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Oil	Condensate (bbl)	  122,652.50 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  238.05 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Oil	Oil (bbl)	  1,438,542.09 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Gas	Flash Gas (mcf)	  14.00 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Gas	Processed (Residue) Gas (mcf)	  83,540.04 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  315,299.00 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	NGL	Gas Plant Products (gal)	  137,071.84 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Oil	Condensate (bbl)	  492.21 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  0.08 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Flash Gas (mcf)	  210,077.77 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  7,922.00 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Processed (Residue) Gas (mcf)	  151,778,151.26 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  54,540,528.88 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	NGL	Gas Plant Products (gal)	  252,924,662.82 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Condensate (bbl)	  5,392,538.47 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  192,991.56 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Inlet Scrubber (bbl)	  4,468.68 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Oil (bbl)	  38,050,808.22 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Flash Gas (mcf)	  4,620.00 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Processed (Residue) Gas (mcf)	  15,501,978.66 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  955,220.38 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	NGL	Gas Plant Products (gal)	  18,870,762.38 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Oil	Condensate (bbl)	  190,721.75 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Oil	Oil (bbl)	  20,632.79 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Flash Gas (mcf)	  3,789.03 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Processed (Residue) Gas (mcf)	  42,977,796.36 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,928,024.75 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	NGL	Gas Plant Products (gal)	  33,262,334.00 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Oil	Condensate (bbl)	  58,433.86 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  17.49 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Oil	Oil (bbl)	  727,282.22 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Gas	Flash Gas (mcf)	  6,916.40 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Gas	Processed (Residue) Gas (mcf)	  45,144,838.98 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  3,930,481.26 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	NGL	Gas Plant Products (gal)	  50,020,070.09 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Oil	Condensate (bbl)	  1,193,362.28 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,968.25 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalty	Oil	Oil (bbl)	  5,008,500.46 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Gas	Flash Gas (mcf)	  198,006.56 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Gas	Processed (Residue) Gas (mcf)	  70,581,976.86 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  16,037,357.85 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	NGL	Gas Plant Products (gal)	  52,046,646.83 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Oil	Condensate (bbl)	  82,136.51 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalty	Oil	Oil (bbl)	  934,557.50 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Gas	Flash Gas (mcf)	  24,548.25 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Gas	Processed (Residue) Gas (mcf)	  12,995,642.72 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  36,800,551.90 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	NGL	Gas Plant Products (gal)	  438,655.00 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Oil	Condensate (bbl)	  139,977.31 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalty	Oil	Oil (bbl)	  21,116.35 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Gas	Flash Gas (mcf)	  205.03 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Gas	Processed (Residue) Gas (mcf)	  187,013.95 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  12,441,253.16 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	NGL	Gas Plant Products (gal)	  229,017.00 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Oil	Condensate (bbl)	  18,656.46 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalty	Oil	Oil (bbl)	  485,633.65 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Gas	Flash Gas (mcf)	  1,446.11 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  3,058,841.87 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalty	Oil	Condensate (bbl)	  9,059.29 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area	TX2	Royalty	Gas	Flash Gas (mcf)	  29.65 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area	TX2	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  2,451,146.40 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area	TX2	Royalty	Oil	Condensate (bbl)	  220.56 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Royalty	Gas	Flash Gas (mcf)	  1,593.77 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  17,138,064.91 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Royalty	Oil	Condensate (bbl)	  7,047.16 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Flash Gas (mcf)	  0.08 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Processed (Residue) Gas (mcf)	  1,352.21 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  1.26 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	NGL	Gas Plant Products (gal)	  1,889.52 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalty	Oil	Condensate (bbl)	  20.46 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Gas	Flash Gas (mcf)	  365.92 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Gas	Processed (Residue) Gas (mcf)	  4,325,965.23 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  7,126.74 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	NGL	Gas Plant Products (gal)	  6,007,461.88 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Royalty	Oil	Condensate (bbl)	  70,064.52 
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	South Padre Island Area	TX1	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  8,718,795.00 
Federal Offshore	2006	Gulf of Mexico				Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  (0.06)
Federal Offshore	2006	Pacific	Southern California			Royalty	Gas	Fuel Gas (mcf)	  49,283.00 
Federal Offshore	2006	Pacific	Southern California			Royalty	Gas	Processed (Residue) Gas (mcf)	  23,096,629.50 
Federal Offshore	2006	Pacific	Southern California			Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,047,049.66 
Federal Offshore	2006	Pacific	Southern California			Royalty	NGL	Gas Plant Products (gal)	  9,399,398.14 
Federal Offshore	2006	Pacific	Southern California			Royalty	Oil	Condensate (bbl)	  29,551.08 
Federal Offshore	2006	Pacific	Southern California			Royalty	Oil	Drip or Scrubber Condensate (bbl)	  52,934.84 
Federal Offshore	2006	Pacific	Southern California			Royalty	Oil	Oil (bbl)	  26,247,777.08 
Federal Offshore	2006	Pacific	Southern California			Royalty	Other Products	Sulfur (lton)	  4,616.92 
Federal Offshore	2007	Alaska	Beaufort Sea			Royalty	Oil	Oil (bbl)	  2,475,705.54 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  23,922,514.25 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Oil	Condensate (bbl)	  5,547.34 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalty	Oil	Oil (bbl)	  15,392.92 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Fuel Gas (mcf)	  31,706.48 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  4,721.96 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Processed (Residue) Gas (mcf)	  312,177.91 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  308,546.99 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	NGL	Gas Plant Products (gal)	  480,790.50 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Oil	Condensate (bbl)	  68,166.10 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  0.72 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalty	Oil	Oil (bbl)	  2,774,344.35 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Gas	Fuel Gas (mcf)	  161.53 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Gas	Processed (Residue) Gas (mcf)	  901,147.64 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  2,137,973.93 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalty	Oil	Oil (bbl)	  504,654.43 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalty	Gas	Processed (Residue) Gas (mcf)	  6,497.47 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  3,823,263.69 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalty	Oil	Condensate (bbl)	  480.76 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalty	Oil	Oil (bbl)	  162.79 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Flash Gas (mcf)	  107,664.44 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Fuel Gas (mcf)	  10,274.80 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Processed (Residue) Gas (mcf)	  24,018,783.03 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  33,830,823.60 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	NGL	Gas Plant Products (gal)	  18,450,759.87 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Oil	Condensate (bbl)	  682,274.64 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,025.98 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalty	Oil	Oil (bbl)	  427,168.32 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Gas	Flash Gas (mcf)	  27,856.02 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Gas	Processed (Residue) Gas (mcf)	  26,067,727.19 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  21,236,779.90 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	NGL	Gas Plant Products (gal)	  9,151,981.82 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Oil	Condensate (bbl)	  877,007.91 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  834.14 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalty	Oil	Oil (bbl)	  3,353,308.93 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Flash Gas (mcf)	  332,883.23 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Fuel Gas (mcf)	  924,091.17 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  27,074.05 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Processed (Residue) Gas (mcf)	  99,931,109.97 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  19,952,409.13 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	NGL	Gas Plant Products (gal)	  90,535,406.41 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Condensate (bbl)	  1,922,065.64 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  42,677.98 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Inlet Scrubber (bbl)	  197.02 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Oil (bbl)	  6,680,526.77 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalty	Oil	Other Liquid Hydrocarbons (bbl)	  1,503.65 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Gas	Flash Gas (mcf)	  251,656.13 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Gas	Processed (Residue) Gas (mcf)	  48,164,471.66 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  18,168,074.27 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	NGL	Gas Plant Products (gal)	  59,466,044.65 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Condensate (bbl)	  1,717,956.14 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  12,888.40 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Inlet Scrubber (bbl)	  112.82 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalty	Oil	Oil (bbl)	  6,638,495.49 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Gas	Flash Gas (mcf)	  10,393.76 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Gas	Processed (Residue) Gas (mcf)	  11,382,037.17 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  5,978,779.34 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	NGL	Gas Plant Products (gal)	  17,652,221.42 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Condensate (bbl)	  596,045.79 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  32,054.20 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Oil (bbl)	  9,616,623.28 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalty	Oil	Other Liquid Hydrocarbons (bbl)	  537.06 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Flash Gas (mcf)	  20,203.11 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Fuel Gas (mcf)	  2,797,818.22 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  2,912.62 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Processed (Residue) Gas (mcf)	  18,033,609.56 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  13,357,726.45 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	NGL	Gas Plant Products (gal)	  17,611,925.32 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Condensate (bbl)	  1,446,496.64 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  4,615.61 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Inlet Scrubber (bbl)	  923.95 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalty	Oil	Oil (bbl)	  9,527,025.03 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Gas	Flash Gas (mcf)	  20,133.10 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Gas	Processed (Residue) Gas (mcf)	  2,979,521.57 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,417,425.27 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	NGL	Gas Plant Products (gal)	  3,979,653.23 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Oil	Condensate (bbl)	  217,362.67 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  7,208.20 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalty	Oil	Oil (bbl)	  500,011.39 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Gas	Flash Gas (mcf)	  5,700.47 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Gas	Processed (Residue) Gas (mcf)	  111,062,495.29 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  14,539,188.38 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	NGL	Gas Plant Products (gal)	  331,943,472.31 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Oil	Condensate (bbl)	  480,708.06 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  234,809.45 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Oil	Inlet Scrubber (bbl)	  85.70 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalty	Oil	Oil (bbl)	  85,268,343.63 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalty	Gas	Fuel Gas (mcf)	  924,377.12 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalty	Gas	Processed (Residue) Gas (mcf)	  40,579,055.41 
Federal Offshore	2007	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  14,079,963.28 
