Year	Commodity	Type	Revenue
2013	Muriate Of Potash-Granular	Royalties	4507770.64
2013	Muriate Of Potash-Standard	Royalties	1672238.86
2013	Potash	Royalties	4547958.20
2013	Sylvite-Raw Ore	Royalties	1513.19
2013	Clay	Other Revenues	942.00
2013	Clay	Rents	314.00
2013	Clay	Royalties	4144.61
2013	Magnesium Chloride Brine	Royalties	53547.59
2013	Gilsonite	Other Revenues	4191.00
2013	Gilsonite	Rents	1826.50
2013	Gilsonite	Royalties	2895810.09
2013	Limestone	Royalties	60702.52
2013	Purge Liquor	Royalties	195962.63
2013	Sodium Sesquicarbonate	Royalties	1083657.47
2013	Sulfide	Royalties	462235.38
2013	Trona Ore	Royalties	719916.39
2004	Oil & Gas	Other Revenue	2247315.35
2004	Other	Royalties	35092.63
2004	Sulfur	Other Revenue	22221.06
2005	Oil & Gas	Other Revenue	90658.75
2005	Sulfur	Other Revenue	10547.43
2005	Other	Royalties	36348.37
2006	Oil & Gas	Other Revenue	-42731162.22
2006	Sulfur	Other Revenue	10838.00
2006	Other	Royalties	19483.59
2007	Oil & Gas	Other Revenue	19323918.82
2007	Sulfur	Other Revenue	11624.84
2007	Other	Royalties	36495.88
2008	Oil & Gas	Other Revenue	-18084593.87
2008	Sulfur	Other Revenue	12709.04
2008	Other	Royalties	275571.38
2009	Wind	Rents	68319.68
2009	Oil & Gas	Other Revenue	17757311.23
2009	Sulfur	Other Revenue	12631.84
2009	Other	Royalties	22142.46
2010	Wind	Rents	139517.76
2010	Oil & Gas	Other Revenue	68853425.75
2010	Sulfur	Other Revenue	12551.32
2010	Other	Royalties	3241.84
2011	Wind	Rents	135247.84
2011	Oil & Gas	Other Revenue	35873969.08
2011	Sulfur	Other Revenue	12670.72
2011	Other	Royalties	67361.68
2012	Wind	Rents	128842.84
2012	Oil & Gas	Other Revenue	30062165.32
2012	Sulfur	Other Revenue	12429.60
2012	Other	Royalties	53820.89
2013	Wind	Bonus	4713568.50
2013	Wind	Rents	1106665.92
2013	Oil & Gas	Other Revenue	21169828.69
2013	Sulfur	Other Revenue	11186.00
2013	Other	Royalties	24566.34
