Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Coal Supply Region	Production (short tons)	Average Employees	Labor Hours
2014	1202226	Collie Pond Co	Indiana	Vigo	Temporarily closed	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Collie Coal Co Inc	10026 N Knightsville Clay, Brazil, IN 47834		Illinois Basin	4,325	5	3,582
2014	1202407	West 61	Indiana	Warrick	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	United Minerals Co Llc	P.O. Box 400, Huntingburg, IN 47542		Illinois Basin	1,345,630	97	288,784
2014	1202428	Liberty Mine	Indiana	Warrick	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Vigo Coal Operating Company In	528 Main St. Ste 202, Evansville, IN 47708		Illinois Basin	1,221,067	81	218,927
2014	1202441	Wild Boar Mine	Indiana	Warrick	Active	Surface	Operating Subsidiary	Mine only	Peabody Wild Boar Mining, Llc	566 Dickeyville Rd., Lynnville, IN 47619		Illinois Basin	2,195,014	132	330,100
2014	1202445	Addcar System 40 Hwm Ser # Lv2	Indiana	Warrick	Active	Surface	Indepedent Producer Operator	Mine only	Ugm Addcar Systems Llc	No. 1 Hwm Drive, Ashland, KY 40112		Illinois Basin	412,507	15	34,480
2014	1401626	Garland Mine	Kansas	Bourbon	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Phoenix Mining Company	310 S. Scraper, Vinita, OK 74301		Interior	16,793	6	13,497
2014	1401631	Lucky Strike Mine	Kansas	Linn	Active	Surface	Indepedent Producer Operator	Mine only	Continental Coal, Inc.	10801 Mastin  Suite 920, Overland Park, KS 66210		Interior	49,573	4	3,706
2014	1505358	Viall Tipple	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	Straight Creek Coal Mining, In	P.O. Box 117, Stoney Fork, KY 40988		Appalachia Central	0	2	3,118
2014	1505358	Viall Tipple	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	Straight Creek Coal Mining, In	P.O. Box 117, Stoney Fork, KY 40988		Appalachia Central	0	1	3,117
2014	1509876	Tipple #3	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	Middlesboro Mining Operations	P.O. Box 1727, Middlesboro, KY 40965		Appalachia Central	0	10	22,464
2014	1509876	Tipple #3	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	Middlesboro Mining Operations	P.O. Box 1727, Middlesboro, KY 40965		Appalachia Central	0	18	39,937
2014	1510212	P-3 Hignite	Kentucky (East)	Bell	Active	Underground	Operating Subsidiary	Preparation Plant	Revelation Energy, Llc	6340 West Cumberland Ave, Middlesboro, KY 40965		Appalachia Central	0	15	30,250
2014	1511055	Middlesboro Tipple	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	Premium Processing Co., Inc.	700 N 19th Street, Middlesboro, KY 40965		Appalachia Central	0	7	13,805
2014	1511055	Middlesboro Tipple	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	Premium Processing Co., Inc.	700 N 19th Street, Middlesboro, KY 40965		Appalachia Central	0	1	1,883
2014	1517792	#2	Kentucky (East)	Bell	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Kincaid Enterprises Inc	700 N 19th Street, Middlesboro, KY 40977		Appalachia Central	36,166	10	25,164
2014	1517901	M B Brittain Prep Plant	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	Straight Creek Coal Mining, In	P.O. Box 117, Stoney Fork, KY 40988		Appalachia Central	0	11	25,275
2014	1517901	M B Brittain Prep Plant	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	Straight Creek Coal Mining, In	P.O. Box 117, Stoney Fork, KY 40988		Appalachia Central	0	4	10,324
