Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Coal Supply Region	Production (short tons)	Average Employees	Labor Hours
2014	1519511	Lewis Creek	Kentucky (West)	Ohio	Active	Surface	Indepedent Producer Operator	Mine only	Armstrong Coal Co., Inc.	407 Brown Road, Madisonville, KY 42431		Illinois Basin	948,513	65	132,550
2014	1519535	Kronos Mine	Kentucky (West)	Ohio	Active	Underground	Indepedent Producer Operator	Mine only	Armstrong Coal Company, Inc.	Mantanzas Road, Centertown, KY 42323		Illinois Basin	2,515,011	279	694,554
2014	1519555	N.A.A.M. No. 21	Kentucky (West)	Ohio	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	North American Auger Mining, I	P.O. Box 199, Conesville, OH 43811		Illinois Basin	4,279	4	931
2014	1519669	Lewis Creek Underground Mine	Kentucky (West)	Ohio	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Armstrong Coal Company, Inc.	407 Brown Road, Madisonville, KY 42431		Illinois Basin	637,949	98	243,141
2014	1519683	P.Ridge Mine-South Pit	Kentucky (West)	Ohio	Active	Surface	Indepedent Producer Operator	Mine only	Western Kentucky Minerals, Inc	P.O. Box 155, Philpot, KY 42366		Illinois Basin	139,205	14	37,869
2014	1503627	#20 Strip Job	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Pine Branch Mining Llc	3228 Summit Square Place, Suit, Lexington, KY 40509		Appalachia Central	546,528	44	115,556
2014	1505245	Hoyt Tipple	Kentucky (East)	Perry	Temporarily closed	Surface	Indepedent Producer Operator	Preparation Plant	Pine Branch Mining Llc	3228 Summit Square Place, Suit, Lexington,, KY 40509		Appalachia Central	0	11	8,019
2014	1505485	Preparation Plant	Kentucky (East)	Perry	Active	Surface	Contractor	Preparation Plant	Perry County Coal Llc	1845 S. Ky Hwy 15, Hazard, KY 41701		Appalachia Central	0	15	35,628
2014	1505485	Preparation Plant	Kentucky (East)	Perry	Active	Underground	Contractor	Preparation Plant	Perry County Coal Llc	1845 S. Ky Hwy 15, Hazard, KY 41701		Appalachia Central	0	66	151,890
2014	1509636	#77	Kentucky (East)	Perry	Active	Underground	Indepedent Producer Operator	Mine only	Blue Diamond Coal Company	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	232,786	52	116,354
2014	1513495	Kentucky River Loading	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Preparation Plant	Pine Branch Mining Llc	3228 Summit Square Place, Suit, Lexington, KY 40509		Appalachia Central	0	21	59,631
2014	1516353	No. 64 Plant	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Preparation Plant	Blue Diamond Coal Co.	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	0	9	18,529
2014	1516353	No. 64 Plant	Kentucky (East)	Perry	Active	Underground	Indepedent Producer Operator	Preparation Plant	Blue Diamond Coal Co.	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	0	20	43,235
2014	1516520	76  Plant	Kentucky (East)	Perry	Active	Underground	Indepedent Producer Operator	Preparation Plant	Blue Diamond Coal Company	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	0	28	59,673
2014	1516883	Combs Branch Job	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Pine Branch Mining Llc	3228 Summit Square Place, Suit, Lexington, KY 40509		Appalachia Central	1,152,280	81	237,620
2014	1517478	No. 75	Kentucky (East)	Perry	Active	Underground	Indepedent Producer Operator	Mine only	Blue Diamond Coal Company	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	310,510	61	132,180
2014	1518048	Rowdy Gap Mine	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Pine Branch Mining Llc	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	9,142	13	4,804
2014	1518526	Jakes Branch Job	Kentucky (East)	Perry	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Pine Branch Mining Llc	3228 Summit Square Place, Suit, Lexington, KY 40509		Appalachia Central	267,950	28	86,691
2014	1518565	E4-1	Kentucky (East)	Perry	Active	Underground	Indepedent Producer Operator	Mine only	Perry County Coal Llc	1845 South Ky Hwy 15, Hazard, KY 41701		Appalachia Central	549,238	113	267,935
2014	1518613	Tip Top Mine	Kentucky (East)	Perry	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Pine Branch Mining Llc	3228 Summit Square Place, Suit, Lexington, KY 40509		Appalachia Central	4,410	3	2,075
2014	1518769	S-17 Cumberland	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc.	P.O. Box 109, Appalachia, VA 24216		Appalachia Central	110,329	14	36,728
2014	1518781	Chavies Job #7	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	B & W Resources, Inc.	P.O. Box 249, Stanville, KY 41659		Appalachia Central	257,295	34	80,838
2014	1518966	East Mac & Nellie	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Pine Branch Mining Llc	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	1,433,646	99	283,502
2014	1519015	E4-2	Kentucky (East)	Perry	Active	Underground	Indepedent Producer Operator	Mine only	Perry County Coal Llc	1845 S Ky Hwy 15, Hazard, KY 41701		Appalachia Central	922,458	162	398,745
2014	1519068	Frasure Creek Mine  #8	Kentucky (East)	Perry	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Frasure Creek Mining, Llc.	P.O. Box 100, Ary, KY 41712		Appalachia Central	12,215	8	15,643
2014	1519255	Montgomery Creek	Kentucky (East)	Perry	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Blue Diamond Mining, Llc	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	266,699	34	87,873
2014	1519419	Noble Mine #2	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Noble Construction	P.O. Box 83, Bulan, KY 41722		Appalachia Central	16,123	5	5,440
2014	1519504	Newberry #15	Kentucky (East)	Perry	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	B&w Resources Inc.	300 Liperote Way, London, KY 40741		Appalachia Central	25,860	18	10,183
2014	1519542	Bear Branch Mine	Kentucky (East)	Perry	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Locust Grove, Inc.	P.O. Box 958, Hazard, KY 41702		Appalachia Central	223,665	17	36,568
2014	1519598	Poundmill Mine No 90	Kentucky (East)	Perry	Active	Underground	Indepedent Producer Operator	Mine only	Blue Diamond Coal Company	1021 Tori Drive, Hazard, KY 41701		Appalachia Central	279,320	42	90,433
2014	1519638	"Ben's Branch Mine"	Kentucky (East)	Perry	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Locust Grove, Inc.	P.O. Box 958, Hazard, KY 41702		Appalachia Central	69,554	5	11,271
2014	1519728	Gregory Branch Mine	Kentucky (East)	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Locust Grove, Inc.	P.O. Box 958, Hazard, KY 41702		Appalachia Central	191,282	22	27,101
2014	1519732	Fourseam Mine	Kentucky (East)	Perry	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Locust Grove, Inc.	P.O. Box 958, Hazard, KY 41702		Appalachia Central	134,749	10	21,245
2014	1506733	Coal Essence Prep Plant	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Preparation Plant	Coal Essence Prep Plant Llc	P.O. Box 2140, Pikeville, KY 41502		Appalachia Central	0	13	37,741
2014	1509724	#1 Prep Plant	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Preparation Plant	Sidney Coal Company Inc	P.O. Box 299, Sidney, KY 41564		Appalachia Central	0	24	64,870
2014	1510445	Bevins Branch Preparation Plan	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Preparation Plant	Mccoy Elkhorn Coal Co.	1148 Longfork Road, Kimper, KY 41539		Appalachia Central	0	6	14,058
2014	1510445	Bevins Branch Preparation Plan	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Preparation Plant	Mccoy Elkhorn Coal Co.	1148 Longfork Road, Kimper, KY 41539		Appalachia Central	0	4	8,257
2014	1511483	Cci Slones Branch Terminal Llc	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Preparation Plant	Cci Slones Branch Terminal Llc	811 Main Street   Suite 3500, Houston, TX 77002		Appalachia Central	0	4	5,655
2014	1511483	Cci Slones Branch Terminal Llc	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Preparation Plant	Cci Slones Branch Terminal Llc	811 Main Street   Suite 3500, Houston, TX 77002		Appalachia Central	0	1	1,414
2014	1512896	Jamboree Loadout	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Preparation Plant	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502		Appalachia Central	0	3	10,114
2014	1513193	Phelps Coal Tipple (T-2)	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Preparation Plant	Revelation Energy Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	0	9	27,118
2014	1514468	Rob Fork Processing	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Preparation Plant	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502		Appalachia Central	0	4	13,048
2014	1515215	# 5	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Bee B & B, Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	57,239	24	45,342
2014	1516470	Burke Branch Tipple	Kentucky (East)	Pike	Active	Surface	Contractor	Preparation Plant	Premier Elkhorn Coal Company,	6920 Ky Highway 610 W, Jenkins, KY 41537		Appalachia Central	0	28	73,657
2014	1516470	Burke Branch Tipple	Kentucky (East)	Pike	Active	Underground	Contractor	Preparation Plant	Premier Elkhorn Coal Company,	6920 Ky Highway 610 W, Jenkins, KY 41537		Appalachia Central	0	28	73,658
2014	1516734	Clintwood Elkhorn Ii	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Preparation Plant	Clintwood Elkhorn Mining Llc	23956 Hwy. 194 E., Feds Creek, KY 41524		Appalachia Central	0	7	16,812
2014	1516734	Clintwood Elkhorn Ii	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Preparation Plant	Clintwood Elkhorn Mining Llc	23956 Hwy. 194 E., Feds Creek, KY 41524		Appalachia Central	0	49	123,292
2014	1517659	Three Mile Mine #1	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502		Appalachia Central	115,698	24	37,407
2014	1517733	Preparation Plant	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Preparation Plant	Mc Mining Llc	4126 State Highway 194 W, Pilgrim, KY 41501		Appalachia Central	0	26	60,189
2014	1517941	No 2	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Apex Energy Inc	P.O. Box 2100, Pikeville, KY 41502		Appalachia Central	271,043	40	101,329
2014	1517979	Mine No. 8	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	Woodman Three Mine, Inc.	2412 Feds Creek Road, Steele, KY 41566		Appalachia Central	61,765	13	30,391
2014	1518015	Bent Mtn	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	302 S Jefferson St Ste 400, Roanoke, VA 24011		Appalachia Central	29,768	25	42,714
2014	1518029	No 2	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	C W Augering Inc	P.O. Box 2100, Pikeville, KY 41502		Appalachia Central	52,358	8	21,193
2014	1518040	No. 6	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Apex Energy Inc	P.O. Box 2100, Pikeville, KY 41502		Appalachia Central	439,960	61	159,073
2014	1518280	S-1 Hunts Branch	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Revelation Energy Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	427,381	39	119,777
2014	1518363	Bevins Branch Surface Mine	Kentucky (East)	Pike	Active, men working, not producing	Surface	Operating Subsidiary	Mine only	Kentucky Fuel Corporation	818 North Eisenhower Drive, Beckley, WV 25801		Appalachia Central	263,537	72	157,902
2014	1518369	Black Pearl Mining Inc No 3	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Black Pearl Mining Inc	290 Big Shelby Creek, Jenkins, KY 41537		Appalachia Central	14,449	10	9,511
2014	1518381	Taylor Fork Energy	Kentucky (East)	Pike	Active, men working, not producing	Underground	Operating Subsidiary	Mine only	Sidney Coal Company Inc	P.O. Box 299, Sidney, KY 41564		Appalachia Central	336,616	67	145,795
2014	1518454	Auger Mine No 29	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	B & H Coal Co Inc	P.O. Box 221, Jackson, KY 41339		Appalachia Central	11,879	3	1,506
2014	1518570	Bevins Branch #1	Kentucky (East)	Pike	Temporarily closed	Surface	Operating Subsidiary	Mine only	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502		Appalachia Central	113,556	18	47,219
2014	1518608	Salem #2	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	302 South Jefferson St., Roanoke, VA 24011		Appalachia Central	11,167	3	2,264
2014	1518626	No. 1	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Black Ridge Mining Inc.	P.O. Box 3970, Pikeville, KY 41502		Appalachia Central	1,503	4	2,836
2014	1518713	No 009	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	C W Augering Inc	24044 State Hwy 194 East, Fedscreek, KY 41524		Appalachia Central	43,434	7	20,759
2014	1518721	Mine #23	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Mccoy Elkhorn Coal Co.	1148 Long Fork Road, Kimper, KY 41539		Appalachia Central	26,450	23	43,111
2014	1518775	Mine #15	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Mccoy Elkhorn Coal Co.	1148 Longfork Rd, Kimper, KY 41539		Appalachia Central	72,408	29	55,333
2014	1518823	Job #42	Kentucky (East)	Pike	Permanently abandoned	Surface	Operating Subsidiary	Mine only	Premier Elkhorn Coal Company,	6920 Hwy. 610 West, Myra, KY 41537		Appalachia Central	112,545	16	39,663
2014	1518911	Mine #28	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502		Appalachia Central	147,558	28	65,787
2014	1518943	Mine No 5	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	Falcon Coal Corporation	P.O. Box 1247, Wise, VA 24293		Appalachia Central	98,118	16	37,815
2014	1518946	Job #49	Kentucky (East)	Pike	Active	Surface	Contractor	Mine only	Premier Elkhorn Coal Company,	6920 Highway 610 W, Myra, KY 41537		Appalachia Central	284,720	60	152,588
2014	1518952	No 2	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Jmeg Mine, Llc	631 Brawley School Road, Mooresville, NC 28117		Appalachia Central	809	6	5,146
2014	1519039	Coal Hollow Mine	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Williams Bros. Coal Co., Inc.	258 Cantrell Road, Mouth Card, KY 41548		Appalachia Central	55,559	17	21,795
2014	1519094	Center Creek Mine	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	C S & S Coal Corporation	P.O. Box 1247, Wise, VA 24293		Appalachia Central	88,483	17	43,950
2014	1519097	Process Energy	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Sidney Coal Company, Inc.	P.O. Box 299, Sidney, KY 41564		Appalachia Central	843,034	128	292,622
2014	1519145	No 8	Kentucky (East)	Pike	Active, men working, not producing	Surface	Operating Subsidiary	Mine only	Apex Energy Inc	P.O. Box 2100, Pikeville, KY 41502		Appalachia Central	101,060	15	40,455
2014	1519153	#1 Mine	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Dynasty Mining Inc.	1368 Powells Creek, Pikeville, KY 41501		Appalachia Central	49,909	15	34,201
2014	1519167	S-10	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	291,571	26	73,763
2014	1519180	M3 Energy	Kentucky (East)	Pike	Active, men working, not producing	Underground	Operating Subsidiary	Mine only	Sidney Coal Company, Inc.	P.O. Box 299, Sidney, KY 41564		Appalachia Central	321,076	54	117,177
2014	1519188	#4	Kentucky (East)	Pike	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Bee, B & B, Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	80,081	35	73,912
2014	1519196	#1	Kentucky (East)	Pike	Temporarily closed	Underground	Indepedent Producer Operator	Mine only	Freedom Coal, Inc.	P.O. Box 249, Stanville, KY 41659		Appalachia Central	32,862	15	19,784
2014	1519199	S-4 Calloway North	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	45,396	13	37,913
2014	1519208	# 4	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	Inspiration Resources Inc.	P.O. Box 431, Hardy, KY 41531		Appalachia Central	73,693	14	27,440
2014	1519280	No 4	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	Cavalier Mineral Inc	17339 River Drive Suite B, Vansant, VA 24656		Appalachia Central	120,852	28	54,535
2014	1519322	Ghm #25	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Green Hill Mining Inc	P.O. Box 760, London, KY 40743		Appalachia Central	9,635	2	1,441
2014	1519325	Mine No. 7	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Clas Coal Company Inc.	P.O. Box 643, Elkhorn City, KY 41522		Appalachia Central	98,256	37	85,813
2014	1519371	# 9	Kentucky (East)	Pike	Active	Surface	Contractor	Mine only	Pia Company, Inc.	P.O. Box 249, Stanville, KY 41659		Appalachia Central	191,392	18	34,771
2014	1519396	Persimmon #1	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Clintwood Elkhorn Mining Llc	23956 State  Highway 194e, Feds Creek, KY 41524		Appalachia Central	48,216	8	16,110
2014	1519433	Eagle 2	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	Jet Coal Company Inc	P.O. Box 276, Virgie, KY 41572		Appalachia Central	130,502	23	51,261
2014	1519461	Bear Branch	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Liberty Management, L.L.C.	P.O. Box 2619, Pikeville, KY 41502		Appalachia Central	2,488	4	934
2014	1519475	Beech Creek Surface Mine	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	818 North Eisenhour Drive, Beckley, WV 25801		Appalachia Central	148,741	42	83,296
2014	1519501	Mine No 11	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Hubble Mining Co Llc	P.O. Box 392, Pikeville, KY 41502		Appalachia Central	257,504	71	154,591
2014	1519515	Mine #4	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Excel Mining, Llc.	4126 State Hwy, Pikeville, KY 41501		Appalachia Central	1,620,458	232	567,702
2014	1519534	Eagle 3	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	New Jet Llc	P.O. Box 276, Virgie, KY 41572		Appalachia Central	267,277	50	103,286
2014	1519541	7-E	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Dags Branch Coal Co, Inc.	P.O. Box 159, Fedscreek, KY 41524		Appalachia Central	42,087	15	29,515
2014	1519544	No 9	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Apex Energy, Inc.	P.O. Box 2100, Pikeville, KY 41502		Appalachia Central	104,745	13	40,005
2014	1519604	Beaver Mine No. 1	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Mill Branch Processing, Inc.	P.O. Box 100, Ashcamp, KY 41512		Appalachia Central	20,164	10	11,500
2014	1519622	Job 51	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Premier Elkhorn Coal Company,	6920 Hwy. 610 West, Myra, KY 41537		Appalachia Central	321,132	42	106,841
2014	1519689	No 24	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Cw Augering Inc	24044 State Highway  194, Fedscreek, KY 41524		Appalachia Central	69,755	6	16,421
2014	1519701	Big Shoal #1	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Highwall Mining, Llc	P.O. Box 2303, Pikeville, KY 41501		Appalachia Central	24,346	3	3,714
2014	1519710	E-2 Hurricane	Kentucky (East)	Pike	Temporarily closed	Underground	Indepedent Producer Operator	Mine only	Cheyenne Mining, Inc.	P.O. Box 1500, Pikeville, KY 41502		Appalachia Central	16,641	16	7,883
2014	1519711	Pegs Branch #2	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Mountain Reclamation And Const	P.O. Box 1091, Phelps, KY 41553		Appalachia Central	49,336	16	18,397
2014	1519712	#2	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Dynasty Mining Inc	1386 Powells Creek Rd, Pikeville, KY 41501		Appalachia Central	46,200	7	12,518
2014	1519721	Job # 57	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Premier Elkhorn Coal Company,	6920 Hwy. 610 West, Myra, KY 41537		Appalachia Central	123,372	15	37,674
2014	1519722	No. 11 Allen Branch Job	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Apex Energy, Inc.	7567 Upper Johns Creek Rd., Phelps, KY 41553		Appalachia Central	179,741	21	49,256
2014	1519729	No 42a	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Augustus Augering & Contractin	229 Kelly Branch Road, Salyersville, KY 41465		Appalachia Central	6,985	3	960
2014	1519735	Highwall Miner #2	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Jrc Mining, Inc	P.O. Box 952, Hyden, KY 41749		Appalachia Central	192,590	14	37,273
2014	1519758	Addcar #2	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	302 South Jefferson St, Roanoke, VA 24011		Appalachia Central	53,794	18	10,377
2014	1519760	Job #58	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Premier Elkhorn Coal Company,	6920 Highway 610 W, Myra, KY 41537		Appalachia Central	11,522	10	9,803
2014	4407293	H-3	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc.	P.O. Box 249, Stanville, KY 41659		Appalachia Central	289,065	7	16,939
2014	4407312	H-6	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	111,085	9	13,638
2014	4609058	Salem #1	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	3371 Mills Street, North Bend, OH 45052		Appalachia Central	4,677	2	425
2014	1518843	Line Creek No. 1	Kentucky (East)	Rockcastle	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Jamieson Construction Co.	30 Jamieson Lane, London, KY 40744		Appalachia Central	44,336	6	10,183
2014	1502709	Highland 9 Mine	Kentucky (West)	Union	Active, men working, not producing	Underground	Operating Subsidiary	Mine only	Highland Mining Company Llc	530 French Rd, Waverly, KY 42462	United Mine Workers Of America	Illinois Basin	2,732,081	402	1,017,455
2014	1503178	River View Facilities	Kentucky (West)	Union	Active	Underground	Operating Subsidiary	Preparation Plant	River View Coal Llc	835 Sr 1179, Waverly, KY 42462		Illinois Basin	0	50	129,843
2014	1511012	Camp 9 Prep Plant	Kentucky (West)	Union	Active, men working, not producing	Underground	Operating Subsidiary	Preparation Plant	Heritage Coal Company Llc	530 French Road, Waverly, KY 42462	United Mine Workers Of America	Illinois Basin	0	39	86,371
2014	1518335	Rough Creek Mine	Kentucky (West)	Union	Active, men working, not producing	Underground	Operating Subsidiary	Mine and Preparation Plant	Rough Creek Mining, Llc	P.O. Box 165, Sturgis, KY 42459		Illinois Basin	905,537	171	438,512
2014	1519374	River View Mine	Kentucky (West)	Union	Active	Underground	Operating Subsidiary	Mine only	River View Coal Llc	835 Sr 1179, Waverly, KY 42462		Illinois Basin	9,340,286	580	1,471,568
2014	1518547	Onton #9	Kentucky (West)	Webster	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Sebree Mining Llc	3603 St Rt 370 E, Sebree, KY 42455		Illinois Basin	2,420,881	305	811,296
2014	1519599	Wynn/Diamond Mine	Kentucky (West)	Webster	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Winn Energy Llc	8390 Hwy 140 West, Calhoun, KY 42327		Illinois Basin	39,257	3	5,745
2014	1509938	Gatliff Tipple	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Preparation Plant	Alden Resources Llc	332 W Cumberland Pkwy #100, Corbin, KY 40701		Appalachia Central	0	28	65,423
2014	1509938	Gatliff Tipple	Kentucky (East)	Whitley	Active	Underground	Indepedent Producer Operator	Preparation Plant	Alden Resources Llc	332 W Cumberland Pkwy #100, Corbin, KY 40701		Appalachia Central	0	22	51,403
2014	1517871	Ghm #40	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Green Hill Mining Inc	P.O. Box 760, London, KY 40743		Appalachia Central	19,684	2	2,082
2014	1518466	F-M #4	Kentucky (East)	Whitley	Active	Underground	Contractor	Mine only	F-M Coal Corp	P.O. Box 1733, Corbin, KY 40702		Appalachia Central	124,836	21	54,630
2014	1518716	Hatfield Gap Surface Mine	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Mountainside Coal Co	7692 S. Hwy 25w, Williamsburg, KY 40769		Appalachia Central	153,744	39	96,101
2014	1518819	Shm-35 (Hatfield Gap)	Kentucky (East)	Whitley	Active	Surface	Contractor	Mine only	Contract Highwall Mining Llc	P.O. Box 249, Stanville, KY 41659		Appalachia Central	58,650	8	10,078
2014	1519508	Morgan  Hollow Mine #1	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Alden Resources Llc	332 W. Cumberland Gap Pkwy, Su, Corbin, KY 40701		Appalachia Central	9,815	14	15,692
2014	1519594	Job #2	Kentucky (East)	Whitley	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Fraziernantz Llc	239 Ellen Lane, Gray, KY 40734		Appalachia Central	5,957	4	1,233
2014	1519596	Lick Fork Mine #1	Kentucky (East)	Whitley	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Alden Resources Llc	332 W Cumberland Gap Parkway, Corbin, KY 40701		Appalachia Central	15,966	12	23,635
2014	1519614	Maple Creek Mine #1	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Alden Resources, Llc	332 W. Cumberland Gap Pkw., Corbin, KY 40701		Appalachia Central	59,110	29	73,254
2014	1519663	Ghm #56	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Green Hill Mining Inc	6109 S. Us Hwy 25, Corbin, KY 40701		Appalachia Central	18,196	2	3,652
