Year	State	County	FIPS	Jobs	Total	Share
2004	WY		56000	20192	248051	0.0814
2004	WY	Albany County	56001	25	16786	0.0015
2004	WY	Big Horn County	56003	863	4363	0.1978
2004	WY	Campbell County	56005	6233	21365	0.2917
2004	WY	Carbon County	56007	174	6331	0.0275
2004	WY	Converse County	56009	609	4520	0.1347
2004	WY	Crook County	56011	202	2063	0.0979
2004	WY	Fremont County	56013	420	14703	0.0286
2004	WY	Hot Springs County	56017	110	1870	0.0588
2004	WY	Johnson County	56019	179	3046	0.0588
2004	WY	Laramie County	56021	73	39593	0.0018
2004	WY	Lincoln County	56023	607	5929	0.1024
2004	WY	Natrona County	56025	3006	35265	0.0852
2004	WY	Park County	56029	385	12714	0.0303
2004	WY	Sheridan County	56033	211	11852	0.0178
2004	WY	Sublette County	56035	583	3110	0.1875
2004	WY	Uinta County	56041	593	8630	0.0687
2004	WY	Washakie County	56043	213	3699	0.0576
2004	WY	Weston County	56045	178	2164	0.0823
2005	WY		56000	22657	254418	0.0891
2005	WY	Albany County	56001	15	15302	0.0010
2005	WY	Big Horn County	56003	979	4456	0.2197
2005	WY	Campbell County	56005	6765	23138	0.2924
2005	WY	Converse County	56009	692	4719	0.1466
2005	WY	Crook County	56011	254	2135	0.1190
2005	WY	Fremont County	56013	497	15117	0.0329
2005	WY	Hot Springs County	56017	133	1875	0.0709
2005	WY	Johnson County	56019	210	3189	0.0659
2005	WY	Laramie County	56021	77	40516	0.0019
2005	WY	Lincoln County	56023	620	5864	0.1057
2005	WY	Natrona County	56025	3554	36492	0.0974
2005	WY	Park County	56029	408	12889	0.0317
2005	WY	Sheridan County	56033	282	12139	0.0232
2005	WY	Sublette County	56035	680	3600	0.1889
2005	WY	Sweetwater County	56037	4803	21850	0.2198
2005	WY	Teton County	56039	4	17251	0.0002
2005	WY	Uinta County	56041	687	8860	0.0775
2005	WY	Washakie County	56043	223	3827	0.0583
2005	WY	Weston County	56045	206	2214	0.0930
2006	WY		56000	26502	266894	0.0993
2006	WY	Big Horn County	56003	1117	4653	0.2401
2006	WY	Campbell County	56005	7673	25611	0.2996
2006	WY	Carbon County	56007	221	7109	0.0311
2006	WY	Converse County	56009	749	4787	0.1565
2006	WY	Crook County	56011	289	2289	0.1263
2006	WY	Fremont County	56013	632	15468	0.0409
2006	WY	Hot Springs County	56017	143	1940	0.0737
2006	WY	Johnson County	56019	279	3344	0.0834
2006	WY	Laramie County	56021	87	41681	0.0021
2006	WY	Lincoln County	56023	672	6342	0.1060
2006	WY	Natrona County	56025	4170	38298	0.1089
2006	WY	Park County	56029	444	13094	0.0339
2006	WY	Sheridan County	56033	474	12847	0.0369
2006	WY	Sublette County	56035	946	4266	0.2218
2006	WY	Sweetwater County	56037	5542	23889	0.2320
2006	WY	Teton County	56039	19	17943	0.0011
2006	WY	Uinta County	56041	803	9386	0.0856
2006	WY	Washakie County	56043	232	3858	0.0601
2006	WY	Weston County	56045	187	2165	0.0864
2007	WY		56000	27346	277721	0.0985
2007	WY	Albany County	56001	17	15376	0.0011
2007	WY	Big Horn County	56003	669	4245	0.1576
2007	WY	Campbell County	56005	7726	27261	0.2834
2007	WY	Carbon County	56007	250	7695	0.0325
2007	WY	Converse County	56009	796	4972	0.1601
2007	WY	Crook County	56011	307	2337	0.1314
2007	WY	Fremont County	56013	761	16127	0.0472
2007	WY	Hot Springs County	56017	168	2014	0.0834
2007	WY	Johnson County	56019	321	3438	0.0934
2007	WY	Laramie County	56021	87	42997	0.0020
2007	WY	Lincoln County	56023	679	7220	0.0940
2007	WY	Natrona County	56025	3653	39206	0.0932
2007	WY	Park County	56029	505	13361	0.0378
2007	WY	Sheridan County	56033	530	13374	0.0396
2007	WY	Sublette County	56035	1570	5190	0.3025
2007	WY	Sweetwater County	56037	5583	24757	0.2255
2007	WY	Uinta County	56041	924	9714	0.0951
2007	WY	Washakie County	56043	238	3965	0.0600
2007	WY	Weston County	56045	259	2295	0.1129
2008	WY		56000	29267	286333	0.1022
2008	WY	Albany County	56001	22	15603	0.0014
2008	WY	Big Horn County	56003	727	4291	0.1694
2008	WY	Campbell County	56005	8254	29116	0.2835
2008	WY	Carbon County	56007	455	7698	0.0591
2008	WY	Converse County	56009	882	5412	0.1630
2008	WY	Crook County	56011	304	2348	0.1295
2008	WY	Fremont County	56013	822	16643	0.0494
