Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	FL	Okaloosa	12091	Oil & Gas		Rents	8080.5
2004	FL	Santa Rosa	12113	Oil	Oil	Royalties	1935.55
2004	FL		12	Phosphate		Other Revenues	2248
2004	FL		12	Phosphate		Rents	-884
2004	FL		12	Phosphate Raw Ore	Phosphate Raw Ore	Royalties	-0.02
2005	FL	Okaloosa	12091	Oil & Gas		Rents	5053.5
2005	FL		12	Phosphate		Rents	122
2005	FL		12	Phosphate Raw Ore	Phosphate Raw Ore	Royalties	837228.4
2006	FL	Okaloosa	12091	Oil & Gas		Rents	12116.5
2006	FL		12	Phosphate Raw Ore	Phosphate Raw Ore	Royalties	1398.1
2007	FL	Okaloosa	12091	Oil & Gas		Rents	9089.5
2007	FL		12	Phosphate		Rents	884
2008	FL	Okaloosa	12091	Oil & Gas		Rents	10774
2008	FL		12	Phosphate		Other Revenues	-197
2008	FL		12	Phosphate		Rents	115
2008	FL		12	Phosphate Concentrate	Phosphate Concentrate	Royalties	1570.27
2009	FL	Okaloosa	12091	Oil & Gas		Rents	-8397
2009	FL		12	Phosphate		Other Revenues	9242
2009	FL		12	Phosphate		Other Revenues	1768
2009	FL		12	Phosphate		Rents	-1647
2010	FL	Okaloosa	12091	Oil & Gas		Rents	3200
2010	FL		12	Phosphate		Other Revenues	1768
2010	FL		12	Phosphate Raw Ore	Phosphate Raw Ore	Royalties	90567.06
2011	FL	Okaloosa	12091	Oil & Gas		Rents	3200
2011	FL		12	Phosphate		Other Revenues	1768
2011	FL		12	Phosphate Raw Ore	Phosphate Raw Ore	Royalties	521357.53
2012	FL	Okaloosa	12091	Oil & Gas		Rents	3200
2012	FL		12	Phosphate		Other Revenues	1366
2012	FL		12	Phosphate Raw Ore	Phosphate Raw Ore	Royalties	2169985.21
2013	FL		12	Phosphate		Other Revenues	989
2013	FL		12	Phosphate Raw Ore	Phosphate Raw Ore	Royalties	285731.37
