Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	MO		29	Hardrock		Other Revenues	167074.98
2004	MO		29	Hardrock		Rents	10677.7
2004	MO		29	Copper Concentrate	Copper Concentrate	Royalties	33259.1
2004	MO		29	Lead Concentrate	Lead Concentrate	Royalties	715383.01
2004	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	62744.17
2005	MO		29	Hardrock		Other Revenues	21375
2005	MO		29	Hardrock		Rents	155
2005	MO		29	Copper Concentrate	Copper Concentrate	Royalties	495341.78
2005	MO		29	Lead Concentrate	Lead Concentrate	Royalties	3604181.92
2005	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	1005243.5
2006	MO		29	Hardrock		Other Revenues	21297
2006	MO		29	Hardrock		Rents	9741
2006	MO		29	Copper	Copper	Royalties	-10648.35
2006	MO		29	Copper Concentrate	Copper Concentrate	Royalties	1370471.55
2006	MO		29	Lead Concentrate	Lead Concentrate	Royalties	5887501.15
2006	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	3100687.25
2007	MO		29	Hardrock		Other Revenues	12303
2007	MO		29	Hardrock		Other Revenues	4473
2007	MO		29	Hardrock		Rents	3415.5
2007	MO		29	Copper Concentrate	Copper Concentrate	Royalties	1084225.75
2007	MO		29	Lead Concentrate	Lead Concentrate	Royalties	12989839.07
2007	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	3687687.9
2008	MO		29	Hardrock		Other Revenues	16157
2008	MO		29	Hardrock		Other Revenues	-5812
2008	MO		29	Hardrock		Rents	-27641.6
2008	MO		29	Copper Concentrate	Copper Concentrate	Royalties	1055500.8
2008	MO		29	Lead Concentrate	Lead Concentrate	Royalties	11420842.35
2008	MO		29	Lead Concentrate	Lead Concentrate	Royalties	31949
2008	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	1652714.4
2009	MO		29	Hardrock		Other Revenues	12303
2009	MO		29	Hardrock		Rents	700
2009	MO		29	Copper Concentrate	Copper Concentrate	Royalties	448324.5
2009	MO		29	Lead Concentrate	Lead Concentrate	Royalties	7641660.5
2009	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	1216949.7
2010	MO	St Charles	29183	Oil & Gas		Other Revenues	7037.2
2010	MO		29	Hardrock		Other Revenues	12303
2010	MO		29	Hardrock		Rents	700
2010	MO		29	Copper Concentrate	Copper Concentrate	Royalties	518826.8
2010	MO		29	Lead Concentrate	Lead Concentrate	Royalties	10773530.65
2010	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	1964638.25
2011	MO		29	Hardrock		Other Revenues	12303
2011	MO		29	Hardrock		Rents	740
2011	MO		29	Copper Concentrate	Copper Concentrate	Royalties	1283873.5
2011	MO		29	Lead Concentrate	Lead Concentrate	Royalties	11376686.35
2011	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	2174729.25
2012	MO		29	Hardrock		Other Revenues	16197
2012	MO		29	Hardrock		Rents	700
2012	MO		29	Copper Concentrate	Copper Concentrate	Royalties	1588286.15
2012	MO		29	Lead Concentrate	Lead Concentrate	Royalties	8484118.4
2012	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	1447210
2013	MO		29	Hardrock		Other Revenues	16197
2013	MO		29	Hardrock		Rents	700
2013	MO		29	Copper Concentrate	Copper Concentrate	Royalties	1316533.35
2013	MO		29	Lead Concentrate	Lead Concentrate	Royalties	7230573.82
2013	MO		29	Lead Concentrate	Lead Concentrate	Royalties	100063
2013	MO		29	Zinc Concentrate	Zinc Concentrate	Royalties	699078.75
