Year	State	FIPS	Commodity	type	Revenue
2004	CA	06013	Oil & Gas	Other Roy Vals	55
2004	CA	06013	Gas	Royalties	204.59
2004	CA	06013	Gas	Royalties	1860.9
2004	CA	06019	Oil & Gas	Other Revenues	606.13
2004	CA	06019	Gas	Royalties	8204.93
2004	CA	06019	Gas	Royalties	52197.8
2004	CA	06019	Gas	Royalties	221952.28
2004	CA	06019	Oil	Royalties	122746.65
2004	CA	06021	Gas	Royalties	4094.69
2004	CA	06025	Geothermal	Other Roy Vals	7584696.97
2004	CA	06025	Geothermal	Royalties	31447
2004	CA	06025	Geothermal	Royalties	992.16
2004	CA	06027	Geothermal	Royalties	3546438.88
2004	CA	06029	Oil & Gas	Other Revenues	3367.91
2004	CA	06029	Oil & Gas	Other Roy Vals	2203.8
2004	CA	06029	Gas	Royalties	1800
2004	CA	06029	Gas	Royalties	27496.56
2004	CA	06029	Gas	Royalties	337635.34
2004	CA	06029	Gas	Royalties	51394.87
2004	CA	06029	Oil	Royalties	11773.43
2004	CA	06029	Oil	Royalties	110.93
2004	CA	06029	Oil	Royalties	9950396.26
2004	CA	06030	Oil & Gas	Other Revenues	3367.91
2004	CA	06030	Oil & Gas	Other Roy Vals	2203.8
2004	CA	06030	Gas	Royalties	1800
2004	CA	06030	Gas	Royalties	27496.56
2004	CA	06030	Gas	Royalties	337635.34
2004	CA	06030	Gas	Royalties	65903.2
2004	CA	06030	Oil	Royalties	11773.43
2004	CA	06030	Oil	Royalties	110.93
2004	CA	06030	Oil	Royalties	10098301.54
2004	CA	06031	Oil & Gas	Other Revenues	2265.34
2004	CA	06031	Gas	Royalties	10229.69
2004	CA	06031	Gas	Royalties	65595.09
2004	CA	06031	Oil	Royalties	82145.15
2004	CA	06033	Geothermal	Royalties	2689982.36
2004	CA	06035	Geothermal	Royalties	39865.28
2004	CA	06037	Oil & Gas	Other Revenues	20125.43
2004	CA	06037	Gas	Royalties	5329.59
2004	CA	06037	Gas	Royalties	328.58
2004	CA	06037	Gas	Royalties	35825.15
2004	CA	06037	Oil	Royalties	70646.03
2004	CA	06037	Oil	Royalties	1761039.64
2004	CA	06051	Geothermal	Other Revenues	8320
2004	CA	06051	Geothermal	Other Roy Vals	-100000
2004	CA	06051	Geothermal	Royalties	186978.74
2004	CA	06053	Oil	Royalties	7516.59
2004	CA	06069	Oil & Gas	Other Revenues	40.3
2004	CA	06069	Oil	Royalties	876.24
2004	CA	06071	Sodium	Royalties	31693.82
2004	CA	06071	Sodium	Royalties	-328.08
2004	CA	06071	Sodium	Royalties	260287.46
2004	CA	06071	Solids	Royalties	-18463.04
2004	CA	06071	Solids	Royalties	635.38
2004	CA	06071	Solids	Royalties	-3086.3
2004	CA	06071	Solids	Royalties	-16152.59
2004	CA	06071	Solids	Royalties	-52.69
2004	CA	06077	Gas	Royalties	2675.8
2004	CA	06079	Oil & Gas	Other Revenues	1233.35
2004	CA	06079	Oil & Gas	Other Roy Vals	6215
2004	CA	06079	Oil	Royalties	49085.67
2004	CA	06083	Gas	Royalties	543.04
2004	CA	06083	Gas	Royalties	175231.44
2004	CA	06083	Oil	Royalties	307299.77
2004	CA	06095	Gas	Royalties	2537068.52
2004	CA	06095	Oil	Royalties	8286.97
2004	CA	06097	Geothermal	Royalties	3366259.11
2004	CA	06111	Oil & Gas	Other Revenues	511.37
2004	CA	06111	Gas	Royalties	2753.81
2004	CA	06111	Gas	Royalties	21730.54
2004	CA	06111	Gas	Royalties	83660.82
2004	CA	06111	Gas	Royalties	227364.05
2004	CA	06111	Oil	Royalties	2033.36
2004	CA	06111	Oil	Royalties	730299.01
2005	CA	06013	Oil & Gas	Other Roy Vals	1800
2005	CA	06013	Gas	Royalties	11629.39
2005	CA	06013	Oil	Royalties	161.51
2005	CA	06013	Oil	Royalties	-16.82
2005	CA	06019	Oil & Gas	Other Revenues	911.59
2005	CA	06019	Oil & Gas	Other Roy Vals	50
2005	CA	06019	Gas	Royalties	10019.96
2005	CA	06019	Gas	Royalties	78707.86
2005	CA	06019	Gas	Royalties	284409.85
2005	CA	06019	Oil	Royalties	3927.35
2005	CA	06019	Oil	Royalties	163668.79
2005	CA	06021	Oil & Gas	Other Roy Vals	185
2005	CA	06021	Gas	Royalties	5695.92
2005	CA	06025	Geothermal	Royalties	298307
2005	CA	06025	Geothermal	Royalties	835.92
2005	CA	06027	Geothermal	Royalties	-223827.03
2005	CA	06029	Oil & Gas	Other Revenues	6049.81
2005	CA	06029	Oil & Gas	Other Roy Vals	-27650
2005	CA	06029	Gas	Royalties	1950
2005	CA	06029	Gas	Royalties	13470.76
2005	CA	06029	Gas	Royalties	119583.64
2005	CA	06029	Gas	Royalties	296184.43
2005	CA	06029	Oil	Royalties	13431.37
2005	CA	06029	Oil	Royalties	34.56
2005	CA	06029	Oil	Royalties	511.82
2005	CA	06029	Oil	Royalties	13985619.75
2005	CA	06030	Oil & Gas	Other Revenues	6049.81
2005	CA	06030	Oil & Gas	Other Roy Vals	-27650
2005	CA	06030	Gas	Royalties	1950
2005	CA	06030	Gas	Royalties	13470.76
2005	CA	06030	Gas	Royalties	119583.64
2005	CA	06030	Gas	Royalties	313452.11
2005	CA	06030	Oil	Royalties	13431.37
2005	CA	06030	Oil	Royalties	34.56
2005	CA	06030	Oil	Royalties	511.82
2005	CA	06030	Oil	Royalties	14123906.41
2005	CA	06031	Oil & Gas	Other Revenues	2858.98
2005	CA	06031	Gas	Royalties	13620.95
2005	CA	06031	Gas	Royalties	107341.23
2005	CA	06031	Oil	Royalties	149612.91
2005	CA	06033	Geothermal	Royalties	3145789.76
2005	CA	06035	Geothermal	Royalties	64200.46
2005	CA	06037	Oil & Gas	Other Revenues	120
2005	CA	06037	Gas	Royalties	15345.46
2005	CA	06037	Gas	Royalties	420.08
2005	CA	06037	Gas	Royalties	47093.96
2005	CA	06037	Oil	Royalties	69621.38
2005	CA	06037	Oil	Royalties	1903981.45
2005	CA	06051	Geothermal	Other Revenues	1600
2005	CA	06051	Geothermal	Royalties	94198.39
2005	CA	06053	Oil	Royalties	9497.31
2005	CA	06069	Oil	Royalties	1600.3
2005	CA	06071	Sodium	Other Revenues	34456.54
2005	CA	06071	Potassium	Royalties	-153841.45
2005	CA	06071	Sodium	Royalties	-22060.76
2005	CA	06071	Sodium	Royalties	-573105.73
2005	CA	06071	Solids	Royalties	-36675.32
2005	CA	06071	Solids	Royalties	224.12
2005	CA	06071	Solids	Royalties	-857.77
2005	CA	06071	Solids	Royalties	7900.72
2005	CA	06071	Solids	Royalties	28436.93
2005	CA	06071	Solids	Royalties	-333.85
2005	CA	06077	Oil & Gas	Other Roy Vals	70
