Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	OH	Athens	39009	Oil & Gas		Rents	1850
2004	OH	Athens	39009	Gas	Unprocessed (Wet) Gas	Royalties	10437.63
2004	OH	Athens	39009	Oil	Oil	Royalties	686.11
2004	OH	Gallia	39053	Oil & Gas		Bonus	238
2004	OH	Gallia	39053	Oil & Gas		Rents	357
2004	OH	Hocking	39073	Oil & Gas		Other Revenues	3069.18
2004	OH	Hocking	39073	Oil & Gas		Rents	3229.07
2004	OH	Hocking	39073	Gas	Unprocessed (Wet) Gas	Royalties	4255.29
2004	OH	Hocking	39073	Oil	Oil	Royalties	40187.15
2004	OH	Lawrence	39087	Oil & Gas		Bonus	3116
2004	OH	Lawrence	39087	Oil & Gas		Other Revenues	121.34
2004	OH	Lawrence	39087	Oil & Gas		Other Royalties	800
2004	OH	Lawrence	39087	Oil & Gas		Rents	4674
2004	OH	Lawrence	39087	Gas	Processed (Residue) Gas	Royalties	11657.03
2004	OH	Lawrence	39087	Gas	Unprocessed (Wet) Gas	Royalties	8785.71
2004	OH	Licking	39089	Oil	Oil	Royalties	911
2004	OH	Mahoning	39099	Gas	Unprocessed (Wet) Gas	Royalties	56866.45
2004	OH	Mahoning	39099	Oil	Oil	Royalties	3330.72
2004	OH	Monroe	39111	Oil & Gas		Bonus	6194
2004	OH	Monroe	39111	Oil & Gas		Rents	1059
2004	OH	Monroe	39111	Gas	Unprocessed (Wet) Gas	Royalties	-597.56
2004	OH	Monroe	39111	Oil	Oil	Royalties	13913.72
2004	OH	Muskingum	39119	Oil	Oil	Royalties	133.67
2004	OH	Perry	39127	Gas	Unprocessed (Wet) Gas	Royalties	718.55
2004	OH	Perry	39127	Oil	Oil	Royalties	3599.38
2004	OH	Portage	39133	Gas	Unprocessed (Wet) Gas	Royalties	148734.46
2004	OH	Portage	39133	Oil	Oil	Royalties	16854.47
2004	OH	Ross	39141	Oil & Gas		Rents	7938.93
2004	OH	Stark	39151	Oil & Gas		Rents	535
2004	OH	Stark	39151	Gas	Unprocessed (Wet) Gas	Royalties	23037.68
2004	OH	Stark	39151	Oil	Oil	Royalties	123.45
2004	OH	Trumbull	39155	Oil & Gas		Rents	675
2004	OH	Trumbull	39155	Gas	Unprocessed (Wet) Gas	Royalties	133391.29
2004	OH	Trumbull	39155	Oil	Oil	Royalties	3896.85
2004	OH	Tuscarawas	39157	Oil & Gas		Rents	3.5
2004	OH	Vinton	39163	Oil & Gas		Rents	1680
2004	OH	Washington	39167	Oil & Gas		Bonus	19597
2004	OH	Washington	39167	Oil & Gas		Rents	5313
2004	OH	Washington	39167	Gas	Unprocessed (Wet) Gas	Royalties	22504.87
2004	OH	Washington	39167	Oil	Oil	Royalties	12294.69
2005	OH	Athens	39009	Gas	Unprocessed (Wet) Gas	Royalties	8282.24
2005	OH	Athens	39009	Oil	Oil	Royalties	3458.88
2005	OH	Gallia	39053	Oil & Gas		Rents	178.5
2005	OH	Hocking	39073	Oil & Gas		Rents	2107.04
2005	OH	Hocking	39073	Gas	Unprocessed (Wet) Gas	Royalties	2166.1
2005	OH	Hocking	39073	Oil	Oil	Royalties	22125.82
2005	OH	Lawrence	39087	Oil & Gas		Rents	2337
2005	OH	Lawrence	39087	Gas	Processed (Residue) Gas	Royalties	7378.74
2005	OH	Lawrence	39087	Gas	Unprocessed (Wet) Gas	Royalties	11414.59
2005	OH	Mahoning	39099	Gas	Unprocessed (Wet) Gas	Royalties	59151.78
2005	OH	Mahoning	39099	Oil	Oil	Royalties	4322.91
2005	OH	Monroe	39111	Oil & Gas		Rents	241.74
2005	OH	Monroe	39111	Gas	Unprocessed (Wet) Gas	Royalties	22039.25
2005	OH	Monroe	39111	Oil	Oil	Royalties	17447.69
2005	OH	Muskingum	39119	Gas	Unprocessed (Wet) Gas	Royalties	4797.73
2005	OH	Muskingum	39119	Oil	Oil	Royalties	273.27
2005	OH	Perry	39127	Oil & Gas		Rents	82.5
2005	OH	Perry	39127	Gas	Unprocessed (Wet) Gas	Royalties	2571.99
2005	OH	Perry	39127	Oil	Oil	Royalties	18307.34
2005	OH	Portage	39133	Gas	Unprocessed (Wet) Gas	Royalties	189830.34
2005	OH	Portage	39133	Oil	Oil	Royalties	19239.02
2005	OH	Ross	39141	Oil & Gas		Rents	3969.46
2005	OH	Stark	39151	Gas	Unprocessed (Wet) Gas	Royalties	28805.53
2005	OH	Stark	39151	Oil	Oil	Royalties	227.84
2005	OH	Trumbull	39155	Oil & Gas		Rents	900
2005	OH	Trumbull	39155	Gas	Unprocessed (Wet) Gas	Royalties	144354.75
2005	OH	Trumbull	39155	Oil	Oil	Royalties	4483.97
2005	OH	Tuscarawas	39157	Oil & Gas		Rents	2
2005	OH	Vinton	39163	Oil & Gas		Rents	1680
2005	OH	Washington	39167	Oil & Gas		Other Revenues	4.03
2005	OH	Washington	39167	Oil & Gas		Other Royalties	775
2005	OH	Washington	39167	Oil & Gas		Rents	1491
2005	OH	Washington	39167	Gas	Unprocessed (Wet) Gas	Royalties	61297.45
2005	OH	Washington	39167	Oil	Oil	Royalties	34656.24
2006	OH	Athens	39009	Gas	Unprocessed (Wet) Gas	Royalties	18449.01
2006	OH	Athens	39009	Oil	Oil	Royalties	6110.72
2006	OH	Gallia	39053	Oil & Gas		Rents	178.5
2006	OH	Hocking	39073	Oil & Gas		Rents	325.5
2006	OH	Hocking	39073	Gas	Unprocessed (Wet) Gas	Royalties	1767.55
2006	OH	Hocking	39073	Oil	Oil	Royalties	31295
2006	OH	Lawrence	39087	Oil & Gas		Rents	2337
2006	OH	Lawrence	39087	Gas	Processed (Residue) Gas	Royalties	6177.74
2006	OH	Lawrence	39087	Gas	Unprocessed (Wet) Gas	Royalties	10653.94
2006	OH	Mahoning	39099	Oil & Gas		Other Royalties	4082.49
2006	OH	Mahoning	39099	Gas	Unprocessed (Wet) Gas	Royalties	79412.05
2006	OH	Mahoning	39099	Oil	Oil	Royalties	28596.31
