Year	State	County	FIPS	Jobs	Total	Share
2004	NE		31000	1339	882263	0.0015
2004	NE	Buffalo County	31019	72	24327	0.0030
2004	NE	Cass County	31025	108	4879	0.0221
2004	NE	Cedar County	31027	11	2593	0.0042
2004	NE	Cheyenne County	31033	18	5537	0.0033
2004	NE	Hitchcock County	31087	30	739	0.0406
2004	NE	Holt County	31089	13	4142	0.0031
2004	NE	Keith County	31101	5	3451	0.0014
2004	NE	Kimball County	31105	57	1619	0.0352
2004	NE	Lancaster County	31109	15	151299	0.0001
2004	NE	Madison County	31119	8	22790	0.0004
2004	NE	Red Willow County	31145	40	5138	0.0078
2004	NE	Scotts Bluff County	31157	18	16708	0.0011
2005	NE		31000	1366	892397	0.0015
2005	NE	Buffalo County	31019	65	24916	0.0026
2005	NE	Cass County	31025	138	4973	0.0277
2005	NE	Cedar County	31027	11	2561	0.0043
2005	NE	Cheyenne County	31033	25	5857	0.0043
2005	NE	Dodge County	31053	9	16305	0.0006
2005	NE	Hitchcock County	31087	32	765	0.0418
2005	NE	Holt County	31089	14	4163	0.0034
2005	NE	Kimball County	31105	61	1600	0.0381
2005	NE	Lancaster County	31109	15	153025	0.0001
2005	NE	Madison County	31119	15	22681	0.0007
2005	NE	Red Willow County	31145	36	5096	0.0071
2005	NE	Scotts Bluff County	31157	16	16678	0.0010
2006	NE		31000	1312	902383	0.0015
2006	NE	Buffalo County	31019	58	25722	0.0023
2006	NE	Cedar County	31027	10	2544	0.0039
2006	NE	Cheyenne County	31033	19	5853	0.0032
2006	NE	Hitchcock County	31087	33	768	0.0430
2006	NE	Holt County	31089	15	4154	0.0036
2006	NE	Kimball County	31105	54	1511	0.0357
2006	NE	Lancaster County	31109	12	154030	0.0001
2006	NE	Red Willow County	31145	38	5111	0.0074
2007	NE		31000	961	916580	0.0010
2007	NE	Buffalo County	31019	46	26186	0.0018
2007	NE	Cass County	31025	143	4956	0.0289
2007	NE	Cedar County	31027	10	2509	0.0040
2007	NE	Cheyenne County	31033	9	5925	0.0015
2007	NE	Dodge County	31053	10	16725	0.0006
2007	NE	Douglas County	31055	34	317477	0.0001
2007	NE	Hall County	31079	23	33167	0.0007
2007	NE	Hitchcock County	31087	35	771	0.0454
2007	NE	Holt County	31089	18	4226	0.0043
2007	NE	Kimball County	31105	72	1477	0.0487
2007	NE	Lancaster County	31109	12	156829	0.0001
2007	NE	Red Willow County	31145	38	5097	0.0075
2007	NE	Scotts Bluff County	31157	14	17308	0.0008
2008	NE		31000	976	922929	0.0011
2008	NE	Buffalo County	31019	51	25772	0.0020
2008	NE	Cass County	31025	139	4880	0.0285
2008	NE	Cedar County	31027	10	2570	0.0039
2008	NE	Cheyenne County	31033	5	5905	0.0008
2008	NE	Dodge County	31053	10	16788	0.0006
2008	NE	Douglas County	31055	50	321116	0.0002
2008	NE	Hall County	31079	24	33876	0.0007
2008	NE	Hitchcock County	31087	37	774	0.0478
2008	NE	Holt County	31089	15	4303	0.0035
2008	NE	Howard County	31093	13	1407	0.0092
2008	NE	Kimball County	31105	64	1442	0.0444
2008	NE	Red Willow County	31145	48	5185	0.0093
2009	NE		31000	907	901470	0.0010
2009	NE	Buffalo County	31019	46	24940	0.0018
2009	NE	Cass County	31025	134	4896	0.0274
