Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	NV	Churchill	32001	Geothermal		Bonus	56707.57
2004	NV	Churchill	32001	Geothermal		Other Revenues	-1128.14
2004	NV	Churchill	32001	Geothermal		Rents	314103.84
2004	NV	Churchill	32001	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons	Royalties	4414
2004	NV	Churchill	32001	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	Royalties	2299616.2
2004	NV	Clark	32003	Oil & Gas		Rents	8052
2004	NV	Clark	32003	Sand & Gravel		Rents	-320
2004	NV	Elko	32007	Oil & Gas		Bonus	11365.88
2004	NV	Elko	32007	Geothermal		Rents	11956
2004	NV	Elko	32007	Oil & Gas		Rents	489194.71
2004	NV	Esmeralda	32009	Geothermal		Other Revenues	4754
2004	NV	Esmeralda	32009	Geothermal		Rents	38006
2004	NV	Esmeralda	32009	Potassium		Rents	1160
2004	NV	Eureka	32011	Oil & Gas		Bonus	26672
2004	NV	Eureka	32011	Geothermal		Rents	1447
2004	NV	Eureka	32011	Oil & Gas		Rents	506183.74
2004	NV	Eureka	32011	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	Royalties	6783.17
2004	NV	Eureka	32011	Oil (bbl)	Oil	Royalties	217547.64
2004	NV	Humboldt	32013	Geothermal		Rents	7953
2004	NV	Lander	32015	Geothermal		Rents	29332
2004	NV	Lander	32015	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	Royalties	-1862010.59
2004	NV	Lincoln	32017	Oil & Gas		Rents	74807.31
2004	NV	Mineral	32021	Oil & Gas		Rents	16665.76
2004	NV	Nye	32023	Oil & Gas		Bonus	346549
2004	NV	Nye	32023	Oil & Gas		Other Revenues	3312.4
2004	NV	Nye	32023	Oil & Gas		Other Royalties	-36.87
2004	NV	Nye	32023	Geothermal		Rents	33432
2004	NV	Nye	32023	Oil & Gas		Rents	871267.22
2004	NV	Nye	32023	Oil (bbl)	Oil	Royalties	1447863.27
2004	NV	Pershing	32027	Geothermal		Rents	67756.16
2004	NV	Pershing	32027	Oil & Gas		Rents	7602
2004	NV	Washoe	32031	Geothermal		Bonus	4188.37
2004	NV	Washoe	32031	Geothermal		Other Revenues	2540
2004	NV	Washoe	32031	Geothermal		Rents	50115
2004	NV	Washoe	32031	Geothermal	Geothermal - Electrical Generation, Kilowatt Hours	Royalties	29536.22
2004	NV	White Pine	32033	Oil & Gas		Bonus	68700.12
2004	NV	White Pine	32033	Geothermal		Rents	3738
2004	NV	White Pine	32033	Oil & Gas		Rents	487699.31
2005	NV	Churchill	32001	Geothermal		Other Revenues	41.74
2005	NV	Churchill	32001	Geothermal		Other Royalties	-22709
2005	NV	Churchill	32001	Geothermal		Rents	360740.56
2005	NV	Churchill	32001	Sodium		Rents	-19836
2005	NV	Churchill	32001	Geothermal	Geothermal - Direct Utilization, Hundreds of Gallons	Royalties	3872
