Year	State	County	FIPS	Jobs	Total	Share
2004	MT		30000	6093	403432	0.0151
2004	MT	Big Horn County	30003	359	4147	0.0866
2004	MT	Carbon County	30009	27	2554	0.0106
2004	MT	Fallon County	30025	118	1120	0.1054
2004	MT	Flathead County	30029	190	35690	0.0053
2004	MT	Gallatin County	30031	38	39568	0.0010
2004	MT	Glacier County	30035	119	4359	0.0273
2004	MT	Hill County	30041	76	6427	0.0118
2004	MT	Lake County	30047	25	8283	0.0030
2004	MT	Lincoln County	30053	74	5253	0.0141
2004	MT	Madison County	30057	14	2100	0.0067
2004	MT	Missoula County	30063	18	52299	0.0003
2004	MT	Musselshell County	30065	81	991	0.0817
2004	MT	Park County	30067	6	5518	0.0011
2004	MT	Pondera County	30073	14	1777	0.0079
2004	MT	Ravalli County	30081	10	10617	0.0009
2004	MT	Richland County	30083	219	4119	0.0532
2004	MT	Rosebud County	30087	532	4546	0.1170
2004	MT	Sanders County	30089	34	3087	0.0110
2004	MT	Valley County	30105	24	2735	0.0088
2004	MT	Yellowstone County	30111	318	70535	0.0045
2005	MT		30000	6741	413460	0.0163
2005	MT	Big Horn County	30003	386	4444	0.0869
2005	MT	Carbon County	30009	32	2594	0.0123
2005	MT	Flathead County	30029	213	37603	0.0057
2005	MT	Gallatin County	30031	74	42102	0.0018
2005	MT	Glacier County	30035	116	4426	0.0262
2005	MT	Hill County	30041	85	6381	0.0133
2005	MT	Lake County	30047	29	8356	0.0035
2005	MT	Madison County	30057	26	2386	0.0109
2005	MT	Missoula County	30063	21	53016	0.0004
2005	MT	Musselshell County	30065	94	1000	0.0940
2005	MT	Park County	30067	11	5688	0.0019
2005	MT	Pondera County	30073	16	1845	0.0087
2005	MT	Richland County	30083	326	4380	0.0744
2005	MT	Rosebud County	30087	524	4264	0.1229
2005	MT	Sanders County	30089	54	3083	0.0175
2005	MT	Valley County	30105	35	2692	0.0130
2005	MT	Yellowstone County	30111	362	72563	0.0050
2006	MT		30000	7296	426182	0.0171
