Year	Region	Area	Commodity	Product	Type	Revenue	Count
2013	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Royalties	163771.59	10
2004	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	1812.37	7
2005	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	26726.46	2
2006	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	16883.04	3
2008	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	12944.28	7
2009	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	22400.40	7
2010	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	7615.69	7
2012	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Other Royalties	1226.83	7
2013	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Other Royalties	809.70	8
2013	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	14429.49	10
2004	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Royalties	201082.34	5
2005	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	4507.75	6
2006	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	3191.23	6
2007	Gulf	Central Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	2328.03	6
2013	Gulf	Central Gulf of Mexico	Oil	 Inlet Scrubber 	Other Royalties	0.15	4
2006	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Other Royalties	1189.26	2
2006	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Royalties	25137.91	4
2007	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	102865.80	5
2008	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	73394.68	4
2011	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	30383.40	2
2005	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Royalties	294137.47	5
2004	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Other Royalties	370.94	1
2004	Gulf	Central Gulf of Mexico	Oil	 Inlet Scrubber 	Other Royalties	138.83	5
2004	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	17437.70	4
2005	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Other Royalties	181.08	2
2005	Gulf	Central Gulf of Mexico	Oil	 Inlet Scrubber 	Other Royalties	61.85	3
2006	Gulf	Central Gulf of Mexico	Oil	 Inlet Scrubber 	Other Royalties	18.94	1
2006	Gulf	Central Gulf of Mexico	Oil & Gas		Royalties	-3.76	2
2007	Gulf	Central Gulf of Mexico	Oil	 Fuel Oil 	Royalties	19.67	1
2012	Gulf	Central Gulf of Mexico	Oil	 Inlet Scrubber 	Other Royalties	862.79	4
2011	Gulf	Central Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Other Royalties	400.70	4
2012	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	55280.38	3
2005	Gulf	Central Gulf of Mexico	Other	 Geothermal - Commercially Demineralized H2O 	Royalties	175.17	1
2005	Gulf	Central Gulf of Mexico	Other	 Geothermal - Direct Utilization, Other 	Royalties	6.86	1
2010	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	6066.16	3
2007	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Other Royalties	11.76	1
2004	Gulf	Western Gulf of Mexico	Oil & Gas		Bonus	169928999.00	19
2004	Gulf	Western Gulf of Mexico	Oil & Gas		Rents	91562264.50	23
2005	Gulf	Western Gulf of Mexico	Oil & Gas		Rents	80054499.50	21
2006	Gulf	Western Gulf of Mexico	Oil & Gas		Bonus	615392739.00	21
2006	Gulf	Western Gulf of Mexico	Oil & Gas		Rents	110387832.71	21
2013	Gulf	Western Gulf of Mexico	Oil & Gas		Bonus	233906420.00	10
2004	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	630911.06	12
2004	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	-192685.63	4
2004	Gulf	Western Gulf of Mexico	Gas	 Flash Gas 	Royalties	-290608.58	13
2004	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	1228428.18	9
2004	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	113681261.79	12
2005	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	138484.84	12
2005	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	1704690.42	4
2005	Gulf	Western Gulf of Mexico	Oil & Gas		Other Royalties	3926747.51	14
2005	Gulf	Western Gulf of Mexico	Gas	 Flash Gas 	Royalties	368853.67	13
2005	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	2532487.77	8
2005	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	287272539.34	13
2006	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	1119627.47	13
2006	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	6109837.64	4
2006	Gulf	Western Gulf of Mexico	Gas	 Flash Gas 	Royalties	374888.92	14
2006	Gulf	Western Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	241418535.71	18
2006	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	2624519.02	9
2006	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	522145490.35	12
2007	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	696419.26	12
2007	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	4882269.99	4
2007	Gulf	Western Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	179408771.04	18
2007	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	1776532.23	6
2007	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	393785720.38	12
2008	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	425642.51	11
2008	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	5731961.45	7
2008	Gulf	Western Gulf of Mexico	Gas	 Flash Gas 	Royalties	886024.34	13
2008	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	2302170.09	8
2008	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	443172652.31	13
2009	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	-277985.01	11
2009	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	3661916.78	7
2009	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	1634592.68	5
2009	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	188643013.65	13
2010	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	-4088045.11	8
2010	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	-18038.74	4
2010	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	-225807.72	7
2010	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	1107169.68	6
2010	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	240955915.05	13
2011	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	326366.48	10
2011	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	1099566.93	7
2011	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	2420598.85	4
2011	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	286511722.63	13
2012	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	352502.22	10
2012	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	3964.19	6
2012	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	-107279.53	7
2012	Gulf	Western Gulf of Mexico	Gas	 Flash Gas 	Royalties	-67861.00	15
2012	Gulf	Western Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	14594060.77	16
2012	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	-2802035.99	6
2012	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	306430574.87	14
2013	Gulf	Western Gulf of Mexico	Oil & Gas		Other Revenues	174033.51	7
2013	Gulf	Western Gulf of Mexico	NGL	 Gas Plant Products 	Other Royalties	-6604.26	5
2013	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	156148.94	5
2013	Gulf	Western Gulf of Mexico	Oil	 Oil 	Other Royalties	181130.02	8
2013	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	2046771.22	6
2013	Gulf	Western Gulf of Mexico	Oil	 Oil 	Royalties	311357216.91	13
2004	Gulf	Western Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	234.56	1
2005	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	29699.70	1
2005	Gulf	Western Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	950.19	1
2006	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	7369.44	3
2006	Gulf	Western Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Royalties	8213.00	1
2006	Gulf	Western Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	1027.10	1
2007	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	445767.32	2
2007	Gulf	Western Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	746.99	1
2008	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	51359.85	4
2008	Gulf	Western Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	1311.54	1
2009	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	-18082.68	2
2009	Gulf	Western Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	24790.41	1
2010	Gulf	Western Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	53136.54	1
2011	Gulf	Central Gulf of Mexico	Oil & Gas		Bonus	36751111.00	4
2011	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	9863.60	5
2011	Gulf	Western Gulf of Mexico	Gas	 Flash Gas 	Royalties	1662113.44	12
2012	Gulf	Western Gulf of Mexico	NGL	 Gas Plant Products 	Other Royalties	690909.72	4
2013	Gulf	Western Gulf of Mexico	Oil	 Fuel Oil 	Other Royalties	-73792.85	1
2013	Gulf	Western Gulf of Mexico	Gas	 Flash Gas 	Royalties	123793.53	11
2013	Gulf	Western Gulf of Mexico	Gas	 Gas Lost - Flared or Vented 	Royalties	3796.57	1
2013	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	441.97	1
2004	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	6527035.22	8
2005	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	6407477.71	9
2007	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	6081576.99	9
2007	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	19558260.14	4
2008	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	3239483.00	4
2008	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	141171289.54	4
2008	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	591002.87	3
2009	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	91620991.12	4
2009	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	414091.13	3
2010	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	-20870862.16	4
2010	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	367915.08	3
2011	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	-1516719.12	4
2011	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	51965046.88	4
2011	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	300874.00	3
2012	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Revenues	247058.92	3
2012	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	12891525.95	4
2012	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	71331.24	3
2013	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	129455.47	3
2005	Gulf	Eastern Gulf of Mexico	Oil & Gas		Bonus	6501059.00	2
2006	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	5239051.91	6
2007	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Revenues	51840.00	2
2007	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	5269617.00	3
2008	Gulf	Eastern Gulf of Mexico	Oil & Gas		Bonus	64713213.00	2
2008	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	7247395.31	6
2009	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	-2860100.00	3
2009	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	4133862.51	7
2010	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	-1609225.50	3
2010	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	6081889.60	7
2011	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Revenues	43200.00	1
2011	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	5585508.97	7
2012	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	5945421.54	6
2013	Gulf	Eastern Gulf of Mexico	Oil & Gas		Rents	3385930.62	7
2013	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	9055356.81	3
2004	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	38081.61	1
2005	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	19016.05	1
2006	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	10351.98	1
2007	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	2769.25	1
2008	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	64822.26	1
2009	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	14421.62	1
2009	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	11264.60	1
2010	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	-15320.74	1
2011	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	2761.30	1
2012	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	2312.94	1
2013	Gulf	Central Gulf of Mexico	Oil	 Other Liquid Hydrocarbons 	Royalties	27765.41	1
2013	Gulf	Central Gulf of Mexico	Other	 Sulfur 	Royalties	1463.19	1
2004	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	399000.00	2
2004	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	23696606.93	2
2004	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	748791.05	2
2005	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	-363000.00	2
2005	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	1106986.10	2
2005	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	252248.44	1
2006	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	-47000.00	2
2006	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	-737146.86	2
2006	Gulf	Eastern Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Royalties	351199.89	1
2007	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	228813.09	2
2008	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	1618626.57	2
2009	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	311619.64	1
2010	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	-261284.43	1
2011	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	-39016.91	1
2012	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	-216433.33	2
2012	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	2365.38	1
2013	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Royalties	-325230.38	2
2013	Gulf	Eastern Gulf of Mexico	Gas	 Processed (Residue) Gas 	Royalties	5960.35	1
2010	Gulf	Eastern Gulf of Mexico	Oil & Gas		Bonus	-3335504.99	2
2011	Gulf	Central Gulf of Mexico	Gas	 Coal Bed Methane 	Royalties	350.23	1
2012	Gulf	Central Gulf of Mexico	Gas	 Coal Bed Methane 	Royalties	-89.94	1
2013	Gulf	Central Gulf of Mexico	Gas	 Coal Bed Methane 	Royalties	-260.29	1
2004	Gulf	Eastern Gulf of Mexico	Oil & Gas		Bonus	8376765.00	1
2004	Gulf	Eastern Gulf of Mexico	Gas	 Flash Gas 	Royalties	5387.48	1
2004	Gulf	Eastern Gulf of Mexico	NGL	 Gas Plant Products 	Royalties	113124.27	1
2004	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	5227.72	1
2005	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Revenues	17280.00	1
2005	Gulf	Eastern Gulf of Mexico	Gas	 Flash Gas 	Royalties	1461.34	1
2005	Gulf	Eastern Gulf of Mexico	NGL	 Gas Plant Products 	Royalties	7886.65	1
2005	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	95469.07	1
2005	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	460.64	1
2005	Gulf	Eastern Gulf of Mexico	Oil	 Inlet Scrubber 	Royalties	3.74	1
2006	Gulf	Eastern Gulf of Mexico	NGL	 Gas Plant Products 	Royalties	-2712.45	1
2006	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	1657.05	1
2006	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	80.17	1
2007	Gulf	Eastern Gulf of Mexico	NGL	 Gas Plant Products 	Royalties	-1383.33	1
2007	Gulf	Eastern Gulf of Mexico	Oil	 Condensate 	Royalties	-895.73	1
2007	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	-36.82	1
2008	Gulf	Eastern Gulf of Mexico	NGL	 Gas Plant Products 	Royalties	-1278.34	1
2008	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	-15.34	1
2008	Gulf	Eastern Gulf of Mexico	Oil	 Oil 	Royalties	43404.03	1
2009	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	771.90	1
2010	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Revenues	17280.00	1
2011	Gulf	Eastern Gulf of Mexico	Oil	 Oil 	Other Royalties	4989.28	1
2011	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	15649.92	1
2011	Gulf	Eastern Gulf of Mexico	Oil	 Oil 	Royalties	215525.20	1
2012	Gulf	Eastern Gulf of Mexico	Oil	 Oil 	Other Royalties	959.06	1
2012	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	11030.51	1
2012	Gulf	Eastern Gulf of Mexico	Oil	 Oil 	Royalties	511.90	1
2013	Gulf	Eastern Gulf of Mexico	Oil & Gas		Other Revenues	110863.46	1
2013	Gulf	Eastern Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Royalties	-22850.44	1
2010	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	230.89	1
2012	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	-75.31	1
2013	Gulf	Western Gulf of Mexico	Gas	 Processed (Residue) Gas 	Other Royalties	9550.10	3
2004	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	9077.09	2
2011	Gulf	Western Gulf of Mexico	NGL	 Gas Plant Products 	Other Royalties	34181.25	3
2005	Gulf	Western Gulf of Mexico	Oil	 Condensate 	Other Royalties	5045.05	1
2006	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	17735.50	1
2007	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	28081.78	1
2008	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	32693.30	1
2009	Gulf	Western Gulf of Mexico	Gas	 Fuel Gas 	Royalties	926.09	1
2012	Gulf	Western Gulf of Mexico	Oil	 Drip or Scrubber Condensate 	Other Royalties	-63.34	1
2013	Gulf	Western Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Other Royalties	-6079.66	2
2007	Gulf	Western Gulf of Mexico	Gas	 Unprocessed (Wet) Gas 	Other Royalties	-132.25	1
2008	Gulf	Western Gulf of Mexico	Gas	 Coal Bed Methane 	Royalties	1946.69	1
2009	Gulf	Western Gulf of Mexico	Gas	 Coal Bed Methane 	Royalties	-6396.86	1
2010	Gulf	Western Gulf of Mexico	Gas	 Coal Bed Methane 	Royalties	4450.17	1
2004	Alaska	Beaufort Sea	Oil & Gas		Bonus	8034909.00	1
2004	Alaska	Beaufort Sea	Oil & Gas		Rents	1092381.00	1
2004	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	29343329.28	1
2004	Gulf		Oil & Gas		Other Royalties	0.01	1
2004	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-28132646.40	1
2004	Pacific	Southern California	Oil & Gas		Other Revenues	93803.38	1
2004	Pacific	Southern California	Oil	 Oil 	Other Royalties	-8334737.47	1
2004	Pacific	Southern California	Oil & Gas		Other Royalties	8480874.29	1
2004	Pacific	Southern California	Oil & Gas		Rents	-49972.00	1
2004	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	9594.09	1
2004	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	24305598.93	1
2004	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	2730927.60	1
2004	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	1474229.94	1
2004	Pacific	Southern California	Oil	 Condensate 	Royalties	70639.92	1
2004	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	357236.66	1
2004	Pacific	Southern California	Oil	 Oil 	Royalties	134768873.71	1
2004	Pacific	Southern California	Other	 Sulfur 	Royalties	14209.63	1
2005	Alaska	Beaufort Sea	Oil & Gas		Bonus	46509729.00	1
2005	Alaska	Beaufort Sea	Oil & Gas		Rents	1878656.75	1
2005	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	34471667.71	1
2005	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-19340329.42	1
2005	Pacific	Southern California	Oil & Gas		Other Revenues	102618.90	1
2005	Pacific	Southern California	Oil	 Oil 	Other Royalties	-3338166.79	1
2005	Pacific	Southern California	Oil & Gas		Other Royalties	-1115859.42	1
2005	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	68265.52	1
2005	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	27101400.58	1
2005	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	4267606.84	1
2005	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	1654526.93	1
2005	Pacific	Southern California	Oil	 Condensate 	Royalties	44197.16	1
2005	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	490425.05	1
2005	Pacific	Southern California	Oil	 Oil 	Royalties	180746696.72	1
2005	Pacific	Southern California	Other	 Sulfur 	Royalties	14340.49	1
2006	Alaska	Beaufort Sea	Oil & Gas		Rents	1877683.25	1
2006	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	40580284.16	1
2006	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-10622983.51	1
2006	Pacific	Southern California	Oil & Gas		Other Revenues	77740.13	1
2006	Pacific	Southern California	Oil	 Oil 	Other Royalties	-105925.47	1
2006	Pacific	Southern California	Oil & Gas		Other Royalties	-53406.48	1
2006	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	67294.55	1
2006	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	27891147.40	1
2006	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	3827328.13	1
2006	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	841056.77	1
2006	Pacific	Southern California	Oil	 Condensate 	Royalties	203866.35	1
2006	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	582110.26	1
2006	Pacific	Southern California	Oil	 Oil 	Royalties	216731837.26	1
2006	Pacific	Southern California	Other	 Sulfur 	Royalties	6303.03	1
2007	Alaska	Beaufort Sea	Oil & Gas		Bonus	41980133.00	1
2007	Alaska	Beaufort Sea	Oil & Gas		Rents	2743548.00	1
2007	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	25711421.67	1
2007	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-15241002.97	1
2007	Pacific	Southern California	Oil & Gas		Other Revenues	69732.88	1
2007	Pacific	Southern California	Oil	 Oil 	Other Royalties	-49344.35	1
2007	Pacific	Southern California	Oil & Gas		Other Royalties	-166492.29	1
2007	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	13809.79	1
2007	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	24977899.92	1
2007	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	5270597.29	1
2007	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	968529.43	1
2007	Pacific	Southern California	Oil	 Condensate 	Royalties	238010.41	1
2007	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	327893.51	1
2007	Pacific	Southern California	Oil	 Oil 	Royalties	230106207.90	1
2007	Pacific	Southern California	Other	 Sulfur 	Royalties	32787.47	1
2008	Alaska	Beaufort Sea	Oil & Gas		Rents	2685036.50	1
2008	Alaska	Beaufort Sea	Oil	 Oil 	Royalties	79810964.75	1
2008	Alaska	Chukchi Sea	Oil & Gas		Bonus	2662059483.00	1
2008	Alaska	Chukchi Sea	Oil & Gas		Rents	2790705.00	1
2008	Gulf		Gas	 Unprocessed (Wet) Gas 	Royalties	-15053958.12	1
2008	Pacific	Southern California	Oil & Gas		Other Revenues	11750.56	1
2008	Pacific	Southern California	Oil	 Oil 	Other Royalties	-64374.81	1
2008	Pacific	Southern California	Oil & Gas		Other Royalties	-2474919.67	1
2008	Pacific	Southern California	Oil & Gas		Rents	18432.00	1
2008	Pacific	Southern California	Gas	 Fuel Gas 	Royalties	12351.73	1
2008	Pacific	Southern California	Gas	 Gas Lost - Flared or Vented 	Royalties	7468.53	1
2008	Pacific	Southern California	Gas	 Processed (Residue) Gas 	Royalties	26568267.83	1
2008	Pacific	Southern California	Gas	 Unprocessed (Wet) Gas 	Royalties	6139099.89	1
2008	Pacific	Southern California	NGL	 Gas Plant Products 	Royalties	1750016.85	1
2008	Pacific	Southern California	Oil	 Condensate 	Royalties	362432.51	1
2008	Pacific	Southern California	Oil	 Drip or Scrubber Condensate 	Royalties	328484.21	1
