Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	SC		45	Hardrock		Rents	408
2005	SC		45	Hardrock		Rents	1110
2006	SC		45	Hardrock		Rents	1110
2008	SC		45	Hardrock		Rents	2220
2009	SC		45	Hardrock		Other Revenues	3330
2009	SC		45	Hardrock		Rents	2220
2009	SC		45	Gold Placer	Gold Placer	Royalties	101.16
2010	SC		45	Hardrock		Other Revenues	3330
2010	SC		45	Gold Placer	Gold Placer	Royalties	22.6
2011	SC		45	Hardrock		Other Revenues	3307.4
2011	SC		45	Hardrock		Rents	93
2012	SC		45	Hardrock		Other Revenues	6626.26
2012	SC		45	Hardrock		Rents	-1110
2013	SC		45	Hardrock		Rents	1110
