Year	State	County	FIPS	Resource	Revenue
2004	SD	Butte	46019	oilgas	26652.50
2004	SD	Custer	46033	oilgas	2002.00
2004	SD	Douglas	46043	oilgas	1180.15
2004	SD	Fall River	46047	oilgas	119867.49
2004	SD	Harding	46063	oilgas	768805.50
2005	SD	Butte	46019	oilgas	34528.00
2005	SD	Custer	46033	oilgas	2002.00
2005	SD	Douglas	46043	oilgas	2700.78
2005	SD	Fall River	46047	oilgas	227779.76
2005	SD	Harding	46063	oilgas	1114291.67
2005	SD	Stanley	46117	oilgas	99181.00
2006	SD	Butte	46019	oilgas	31502.00
2006	SD	Custer	46033	oilgas	2002.00
2006	SD	Douglas	46043	oilgas	3057.24
2006	SD	Fall River	46047	oilgas	138296.94
2006	SD	Harding	46063	oilgas	1404919.10
2006	SD	Stanley	46117	oilgas	76723.50
2007	SD	Butte	46019	oilgas	59305.00
2007	SD	Custer	46033	oilgas	2002.00
2007	SD	Douglas	46043	oilgas	3228.53
2007	SD	Fall River	46047	oilgas	98509.05
2007	SD	Harding	46063	oilgas	1934719.36
2007	SD	Stanley	46117	oilgas	27583.50
2008	SD	Butte	46019	oilgas	45545.00
2008	SD	Douglas	46043	oilgas	5122.39
2008	SD	Fall River	46047	oilgas	193078.68
2008	SD	Harding	46063	oilgas	2346191.26
2008	SD	Stanley	46117	oilgas	7596.00
2009	SD	Butte	46019	oilgas	48633.00
2009	SD	Douglas	46043	oilgas	1818.88
2009	SD	Fall River	46047	oilgas	104011.43
2009	SD	Harding	46063	oilgas	1476902.00
2009	SD	Meade	46093	oilgas	41721.50
2009	SD	Stanley	46117	oilgas	5029.50
2010	SD	Butte	46019	oilgas	26523.00
2010	SD	Douglas	46043	oilgas	2261.42
2010	SD	Fall River	46047	oilgas	150004.42
2010	SD	Harding	46063	oilgas	1346292.74
2010	SD	Meade	46093	oilgas	8908.50
2010	SD	Stanley	46117	oilgas	5029.50
2011	SD	Butte	46019	oilgas	22683.00
2011	SD	Douglas	46043	oilgas	3800.77
2011	SD	Fall River	46047	oilgas	281723.56
2011	SD	Harding	46063	oilgas	2184992.51
2011	SD	Stanley	46117	oilgas	6706.00
2012	SD	Butte	46019	oilgas	3362.00
2012	SD	Douglas	46043	oilgas	6174.76
2012	SD	Fall River	46047	oilgas	1127583.23
2012	SD	Harding	46063	oilgas	2452859.00
2012	SD	Meade	46093	oilgas	-8908.50
2012	SD	Stanley	46117	oilgas	6706.00
2013	SD	Butte	46019	oilgas	3362.00
2013	SD	Douglas	46043	oilgas	5159.34
2013	SD	Fall River	46047	oilgas	790053.69
2013	SD	Harding	46063	oilgas	1971945.13
2013	SD	Meade	46093	oilgas	1484.00
2013	SD	Stanley	46117	oilgas	6706.00
