Land Category	FY	St	County Name	FIPS	Revenue Type	Mineral Lease Type	Commodity	Product	Total
Fed Onshore	2012	MT	Mccone	30055	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,503,089.00
Fed Onshore	2012	MT	Mccone	30055	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$29,458.50
Fed Onshore	2012	MT	Musselshell	30065	Bonus	Coal	Coal		$10,650,000.00
Fed Onshore	2012	MT	Musselshell	30065	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,102.50
Fed Onshore	2012	MT	Musselshell	30065	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,550.28
Fed Onshore	2012	MT	Musselshell	30065	Rents	Coal	Coal		$8,040.00
Fed Onshore	2012	MT	Musselshell	30065	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$64,668.37
Fed Onshore	2012	MT	Musselshell	30065	Royalties	Oil & Gas	Oil	Oil	$28,497.85
Fed Onshore	2012	MT	Park	30067	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$240.00
Fed Onshore	2012	MT	Petroleum	30069	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$254.25
Fed Onshore	2012	MT	Petroleum	30069	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($179,788.49)
Fed Onshore	2012	MT	Petroleum	30069	Rents	Hardrock	Hardrock		$20.00
Fed Onshore	2012	MT	Petroleum	30069	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$104,616.95
Fed Onshore	2012	MT	Petroleum	30069	Royalties	Oil & Gas	Oil	Oil	$326,866.52
Fed Onshore	2012	MT	Phillips	30071	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$54,672.25
Fed Onshore	2012	MT	Phillips	30071	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($8,479.13)
Fed Onshore	2012	MT	Phillips	30071	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$379,648.68
Fed Onshore	2012	MT	Phillips	30071	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,334,737.32
Fed Onshore	2012	MT	Pondera	30073	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$12,100.52
Fed Onshore	2012	MT	Pondera	30073	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$45,783.63
Fed Onshore	2012	MT	Pondera	30073	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$815.85
Fed Onshore	2012	MT	Powder River	30075	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$8,625.40
Fed Onshore	2012	MT	Powder River	30075	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$351,567.50
Fed Onshore	2012	MT	Powder River	30075	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,159.12
Fed Onshore	2012	MT	Powder River	30075	Royalties	Oil & Gas	Oil	Oil	$2,635,158.70
Fed Onshore	2012	MT	Prairie	30079	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$99,003.00
Fed Onshore	2012	MT	Prairie	30079	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($5,567.19)
Fed Onshore	2012	MT	Prairie	30079	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$49,447.05
Fed Onshore	2012	MT	Prairie	30079	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$455.55
Fed Onshore	2012	MT	Prairie	30079	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$4,035.91
Fed Onshore	2012	MT	Prairie	30079	Royalties	Oil & Gas	NGL	Gas Plant Products	$4,879.67
Fed Onshore	2012	MT	Prairie	30079	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$626.58
Fed Onshore	2012	MT	Prairie	30079	Royalties	Oil & Gas	Oil	Oil	$707,965.40
Fed Onshore	2012	MT	Richland	30083	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,314,925.00
Fed Onshore	2012	MT	Richland	30083	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,796.99
Fed Onshore	2012	MT	Richland	30083	Rents	Coal	Coal		$1,320.00
Fed Onshore	2012	MT	Richland	30083	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$115,930.05
Fed Onshore	2012	MT	Richland	30083	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$267.63
Fed Onshore	2012	MT	Richland	30083	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$5,815.98
Fed Onshore	2012	MT	Richland	30083	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$81,960.82
Fed Onshore	2012	MT	Richland	30083	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,241.00
Fed Onshore	2012	MT	Richland	30083	Royalties	Oil & Gas	Oil	Oil	$2,023,756.75
Fed Onshore	2012	MT	Roosevelt	30085	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$186,216.00
Fed Onshore	2012	MT	Roosevelt	30085	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,360.70
Fed Onshore	2012	MT	Roosevelt	30085	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$23,664.58
Fed Onshore	2012	MT	Roosevelt	30085	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$4,756.50
Fed Onshore	2012	MT	Roosevelt	30085	Royalties	Oil & Gas	NGL	Gas Plant Products	$472.91
Fed Onshore	2012	MT	Roosevelt	30085	Royalties	Oil & Gas	Oil	Oil	$187,764.66
Fed Onshore	2012	MT	Rosebud	30087	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$10,400.00
Fed Onshore	2012	MT	Rosebud	30087	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$16,160.48
Fed Onshore	2012	MT	Rosebud	30087	Rents	Coal	Coal		$40,940.84
Fed Onshore	2012	MT	Rosebud	30087	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$133,976.00
Fed Onshore	2012	MT	Rosebud	30087	Royalties	Coal	Coal	Coal	$12,091,580.74
Fed Onshore	2012	MT	Rosebud	30087	Royalties	Oil & Gas	Oil	Condensate	$1,951.14
Fed Onshore	2012	MT	Rosebud	30087	Royalties	Oil & Gas	Oil	Oil	$165,539.27
Fed Onshore	2012	MT	Sheridan	30091	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$278,890.00
Fed Onshore	2012	MT	Sheridan	30091	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$128.89
Fed Onshore	2012	MT	Sheridan	30091	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$20,576.42
Fed Onshore	2012	MT	Sheridan	30091	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,786.50
Fed Onshore	2012	MT	Sheridan	30091	Royalties	Oil & Gas	Oil	Oil	$207,859.32
Fed Onshore	2012	MT	Stillwater	30095	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$640.00
Fed Onshore	2012	MT	Stillwater	30095	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,480.98
Fed Onshore	2012	MT	Stillwater	30095	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$16,085.50
Fed Onshore	2012	MT	Stillwater	30095	Royalties	Oil & Gas	Oil	Oil	$38,211.52
Fed Onshore	2012	MT	Sweet Grass	30097	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$240.00
Fed Onshore	2012	MT	Sweet Grass	30097	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$7,694.00
Fed Onshore	2012	MT	Teton	30099	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$1.40
Fed Onshore	2012	MT	Teton	30099	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,694.37
Fed Onshore	2012	MT	Toole	30101	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$31,521.28
Fed Onshore	2012	MT	Toole	30101	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$11,015.00
Fed Onshore	2012	MT	Toole	30101	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$47,184.30
Fed Onshore	2012	MT	Toole	30101	Royalties	Oil & Gas	Oil	Oil	$374,986.35
Fed Onshore	2012	MT	Treasure	30103	Rents	Coal	Coal		$2,760.16
Fed Onshore	2012	MT	Treasure	30103	Royalties	Coal	Coal	Coal	$3,176,457.62
Fed Onshore	2012	MT	Valley	30105	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($211.08)
Fed Onshore	2012	MT	Valley	30105	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$36,423.08
Fed Onshore	2012	MT	Valley	30105	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$138,727.27
Fed Onshore	2012	MT	Wheatland	30107	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$195.42
Fed Onshore	2012	MT	Wheatland	30107	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,566.00
Fed Onshore	2012	MT	Wibaux	30109	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$5,200.00
Fed Onshore	2012	MT	Wibaux	30109	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$51.88
Fed Onshore	2012	MT	Wibaux	30109	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$25,099.00
Fed Onshore	2012	MT	Wibaux	30109	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$3,329.65
Fed Onshore	2012	MT	Wibaux	30109	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$45,575.84
Fed Onshore	2012	MT	Wibaux	30109	Royalties	Oil & Gas	NGL	Gas Plant Products	$34,295.12
Fed Onshore	2012	MT	Wibaux	30109	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$4,650.78
Fed Onshore	2012	MT	Wibaux	30109	Royalties	Oil & Gas	Oil	Oil	$2,975,827.13
Fed Onshore	2012	MT	Yellowstone	30111	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$4,473.50
Fed Onshore	2012	NC	Clay	37043	Other Revenues	Hardrock	Hardrock		$474.00
Fed Onshore	2012	NC	Clay	37043	Rents	Hardrock	Hardrock		$158.00
Fed Onshore	2012	ND	Billings	38007	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$13,797,200.00
Fed Onshore	2012	ND	Billings	38007	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$809,771.25
Fed Onshore	2012	ND	Billings	38007	Rents	Hardrock	Hardrock		$1,363.00
Fed Onshore	2012	ND	Billings	38007	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$218,741.50
Fed Onshore	2012	ND	Billings	38007	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$167,120.02
Fed Onshore	2012	ND	Billings	38007	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$487,595.36
Fed Onshore	2012	ND	Billings	38007	Royalties	Oil & Gas	NGL	Gas Plant Products	$547,709.34
Fed Onshore	2012	ND	Billings	38007	Royalties	Oil & Gas	Oil	Condensate	$3,954.94
Fed Onshore	2012	ND	Billings	38007	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$5,216.99
Fed Onshore	2012	ND	Billings	38007	Royalties	Oil & Gas	Oil	Oil	$20,487,199.94
Fed Onshore	2012	ND	Bottineau	38009	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$2,400.00
Fed Onshore	2012	ND	Bottineau	38009	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$541.21
Fed Onshore	2012	ND	Bottineau	38009	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$3,660.00
Fed Onshore	2012	ND	Bottineau	38009	Royalties	Oil & Gas	Oil	Oil	$302,200.42
Fed Onshore	2012	ND	Bowman	38011	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$362,619.37
Fed Onshore	2012	ND	Bowman	38011	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$23,239.00
Fed Onshore	2012	ND	Bowman	38011	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$13,888.57
Fed Onshore	2012	ND	Bowman	38011	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$393,860.34
Fed Onshore	2012	ND	Bowman	38011	Royalties	Oil & Gas	NGL	Gas Plant Products	$113,100.02
Fed Onshore	2012	ND	Bowman	38011	Royalties	Oil & Gas	Oil	Oil	$15,706,695.52
Fed Onshore	2012	ND	Burke	38013	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$88,000.00
Fed Onshore	2012	ND	Burke	38013	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,260.04
Fed Onshore	2012	ND	Burke	38013	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$3,730.50
Fed Onshore	2012	ND	Burke	38013	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$362.81
Fed Onshore	2012	ND	Burke	38013	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,646.45
Fed Onshore	2012	ND	Burke	38013	Royalties	Oil & Gas	NGL	Gas Plant Products	$483.51
Fed Onshore	2012	ND	Burke	38013	Royalties	Oil & Gas	Oil	Condensate	$188.29
Fed Onshore	2012	ND	Burke	38013	Royalties	Oil & Gas	Oil	Oil	$126,093.49
Fed Onshore	2012	ND	Divide	38023	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$556,380.00
Fed Onshore	2012	ND	Divide	38023	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$12,612.22
Fed Onshore	2012	ND	Divide	38023	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$8,986.50
Fed Onshore	2012	ND	Divide	38023	Royalties	Oil & Gas	Oil	Oil	$195,370.32
Fed Onshore	2012	ND	Dunn	38025	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,834,130.00
Fed Onshore	2012	ND	Dunn	38025	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$772,883.90
Fed Onshore	2012	ND	Dunn	38025	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$25,153.50
Fed Onshore	2012	ND	Dunn	38025	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$19,674.73
Fed Onshore	2012	ND	Dunn	38025	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$602,996.68
Fed Onshore	2012	ND	Dunn	38025	Royalties	Oil & Gas	NGL	Gas Plant Products	$24,693.37
Fed Onshore	2012	ND	Dunn	38025	Royalties	Oil & Gas	Oil	Oil	$10,539,066.57
Fed Onshore	2012	ND	Golden Valle	38033	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$2,589,300.00
Fed Onshore	2012	ND	Golden Valle	38033	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$221,678.05
Fed Onshore	2012	ND	Golden Valle	38033	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$97,259.68
Fed Onshore	2012	ND	Golden Valle	38033	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$38,869.06
Fed Onshore	2012	ND	Golden Valle	38033	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$63,307.90
Fed Onshore	2012	ND	Golden Valle	38033	Royalties	Oil & Gas	NGL	Gas Plant Products	$134,993.10
Fed Onshore	2012	ND	Golden Valle	38033	Royalties	Oil & Gas	Oil	Oil	$4,645,195.70
Fed Onshore	2012	ND	Mckenzie	38053	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$19,899,854.00
Fed Onshore	2012	ND	Mckenzie	38053	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$1,513,745.24
Fed Onshore	2012	ND	Mckenzie	38053	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$461,745.81
Fed Onshore	2012	ND	Mckenzie	38053	Royalties	Oil & Gas	Gas	Nitrogen	$1,214.09
Fed Onshore	2012	ND	Mckenzie	38053	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$315,618.25
Fed Onshore	2012	ND	Mckenzie	38053	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,218,969.26
Fed Onshore	2012	ND	Mckenzie	38053	Royalties	Oil & Gas	NGL	Gas Plant Products	$531,875.43
Fed Onshore	2012	ND	Mckenzie	38053	Royalties	Oil & Gas	Oil	Condensate	$2,031.34
Fed Onshore	2012	ND	Mckenzie	38053	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$2,168.77
Fed Onshore	2012	ND	Mckenzie	38053	Royalties	Oil & Gas	Oil	Oil	$47,047,520.39
Fed Onshore	2012	ND	Mclean	38055	Rents	Coal	Coal		$597.00
Fed Onshore	2012	ND	Mclean	38055	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,688.00
Fed Onshore	2012	ND	Mercer	38057	Rents	Coal	Coal		$26,586.67
Fed Onshore	2012	ND	Mercer	38057	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,424.00
Fed Onshore	2012	ND	Mercer	38057	Royalties	Coal	Coal	Coal	$908,546.71
Fed Onshore	2012	ND	Mountrail	38061	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$723,425.00
Fed Onshore	2012	ND	Mountrail	38061	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($69,669.39)
Fed Onshore	2012	ND	Mountrail	38061	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$35,360.00
Fed Onshore	2012	ND	Mountrail	38061	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$40,578.64
Fed Onshore	2012	ND	Mountrail	38061	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$608,761.43
Fed Onshore	2012	ND	Mountrail	38061	Royalties	Oil & Gas	NGL	Gas Plant Products	$289,659.07
Fed Onshore	2012	ND	Mountrail	38061	Royalties	Oil & Gas	Oil	Condensate	$16,684.71
Fed Onshore	2012	ND	Mountrail	38061	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$37,086.72
Fed Onshore	2012	ND	Mountrail	38061	Royalties	Oil & Gas	Oil	Oil	$25,646,057.92
Fed Onshore	2012	ND	Oliver	38065	Rents	Coal	Coal		$6,248.33
Fed Onshore	2012	ND	Oliver	38065	Royalties	Coal	Coal	Coal	$505,831.27
Fed Onshore	2012	ND	Renville	38075	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$53,250.00
Fed Onshore	2012	ND	Renville	38075	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$823.35
Fed Onshore	2012	ND	Renville	38075	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$3,034.00
Fed Onshore	2012	ND	Renville	38075	Royalties	Oil & Gas	Oil	Oil	$251,008.24
Fed Onshore	2012	ND	Slope	38087	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$3,272,040.00
Fed Onshore	2012	ND	Slope	38087	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,397.02
Fed Onshore	2012	ND	Slope	38087	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$155,331.00
Fed Onshore	2012	ND	Slope	38087	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$5,635.35
Fed Onshore	2012	ND	Slope	38087	Royalties	Oil & Gas	Oil	Oil	$1,137,627.31
Fed Onshore	2012	ND	Stark	38089	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$251,760.00
Fed Onshore	2012	ND	Stark	38089	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,818.26
Fed Onshore	2012	ND	Stark	38089	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,965.50
Fed Onshore	2012	ND	Stark	38089	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$561.29
Fed Onshore	2012	ND	Stark	38089	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$22,475.37
Fed Onshore	2012	ND	Stark	38089	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,537.20
Fed Onshore	2012	ND	Stark	38089	Royalties	Oil & Gas	Oil	Oil	$494,902.41
Fed Onshore	2012	ND	Ward	38101	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$2,800.00
Fed Onshore	2012	ND	Ward	38101	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$0.14
Fed Onshore	2012	ND	Ward	38101	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$3,765.00
Fed Onshore	2012	ND	Williams	38105	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$4,833,280.00
Fed Onshore	2012	ND	Williams	38105	Other Revenues	Coal	Coal		$147.01
Fed Onshore	2012	ND	Williams	38105	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$14,606.53
Fed Onshore	2012	ND	Williams	38105	Rents	Coal	Coal		$960.00
Fed Onshore	2012	ND	Williams	38105	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$23,983.48
Fed Onshore	2012	ND	Williams	38105	Royalties	Coal	Coal	Leonardite	$20,998.81
Fed Onshore	2012	ND	Williams	38105	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$22,379.46
Fed Onshore	2012	ND	Williams	38105	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$23,563.69
Fed Onshore	2012	ND	Williams	38105	Royalties	Oil & Gas	NGL	Gas Plant Products	$37,263.82
Fed Onshore	2012	ND	Williams	38105	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$42.69
Fed Onshore	2012	ND	Williams	38105	Royalties	Oil & Gas	Oil	Oil	$1,264,675.42
Fed Onshore	2012	NE	Banner	31007	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$160.00
Fed Onshore	2012	NE	Cheyenne	31033	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$27,985.03
Fed Onshore	2012	NE	Cheyenne	31033	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		($1,961.72)
Fed Onshore	2012	NE	Cheyenne	31033	Royalties	Oil & Gas	Oil	Oil	$217,834.00
Fed Onshore	2012	NE	Deuel	31049	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$4,401.36
Fed Onshore	2012	NE	Deuel	31049	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$1,857.34
Fed Onshore	2012	NE	Dundy	31057	Royalties	Oil & Gas	Oil	Oil	$4,304.47
Fed Onshore	2012	NE	Hitchcock	31087	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($0.38)
Fed Onshore	2012	NE	Hitchcock	31087	Royalties	Oil & Gas	Oil	Oil	$44,384.75
Fed Onshore	2012	NE	Kimball	31105	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$7,238.00
Fed Onshore	2012	NE	Kimball	31105	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,085.00
Fed Onshore	2012	NE	Kimball	31105	Royalties	Oil & Gas	Oil	Oil	$2,189.34
Fed Onshore	2012	NE	Red Willow	31145	Royalties	Oil & Gas	Oil	Oil	$331.18
Fed Onshore	2012	NM	Bernalillo	35001	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$0.71
Fed Onshore	2012	NM	Bernalillo	35001	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$12,506.77
Fed Onshore	2012	NM	Bernalillo	35001	Royalties	Oil & Gas	Oil	Oil	$86,794.40
Fed Onshore	2012	NM	Catron	35003	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,933.14
Fed Onshore	2012	NM	Catron	35003	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$274,177.50
Fed Onshore	2012	NM	Chaves	35005	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$200,000.00
Fed Onshore	2012	NM	Chaves	35005	Other Revenues	Oil & Gas	Gas		($0.01)
Fed Onshore	2012	NM	Chaves	35005	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($9,204.01)
Fed Onshore	2012	NM	Chaves	35005	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$351,476.64
Fed Onshore	2012	NM	Chaves	35005	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$88,800.55
Fed Onshore	2012	NM	Chaves	35005	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,766,798.04
Fed Onshore	2012	NM	Chaves	35005	Royalties	Oil & Gas	NGL	Gas Plant Products	$204,344.71
Fed Onshore	2012	NM	Chaves	35005	Royalties	Oil & Gas	Oil	Oil	$7,518,122.25
Fed Onshore	2012	NM	Colfax	35007	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($504.40)
Fed Onshore	2012	NM	Colfax	35007	Royalties	Oil & Gas	Gas	Coal Bed Methane	$26,263.54
Fed Onshore	2012	NM	Curry	35009	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,554.00
Fed Onshore	2012	NM	De Baca	35011	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$12,418.00
Fed Onshore	2012	NM	Dona Ana	35013	Other Revenues	Geothermal	Geothermal		$2,892.23
Fed Onshore	2012	NM	Dona Ana	35013	Other Revenues	Geothermal	Geothermal		($1,602.89)
Fed Onshore	2012	NM	Dona Ana	35013	Rents	Geothermal	Geothermal		$4,480.00
Fed Onshore	2012	NM	Dona Ana	35013	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$57,903.00
Fed Onshore	2012	NM	Eddy	35015	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$2,907,150.00
Fed Onshore	2012	NM	Eddy	35015	Bonus	Potassium	Potassium		$42,560.00
Fed Onshore	2012	NM	Eddy	35015	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,366,358.39
Fed Onshore	2012	NM	Eddy	35015	Other Revenues	Potassium	Potassium		$335,542.62
Fed Onshore	2012	NM	Eddy	35015	Other Revenues	Sodium	Sodium		($11,520.00)
Fed Onshore	2012	NM	Eddy	35015	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$534,305.45
Fed Onshore	2012	NM	Eddy	35015	Rents	Potassium	Potassium		$55,574.33
Fed Onshore	2012	NM	Eddy	35015	Rents	Sodium	Sodium		($840.00)
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$44,293.62
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$7,407,848.73
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$63,699,910.13
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	NGL	Gas Plant Products	$11,874,781.19
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	Oil	Condensate	$16,767,989.17
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$113,641.25
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	Oil	Oil	$269,766,897.45
Fed Onshore	2012	NM	Eddy	35015	Royalties	Oil & Gas	Sulfur	Sulfur	($0.16)
Fed Onshore	2012	NM	Eddy	35015	Royalties	Potassium	Potassium	Langbeinite	$10,331,402.36
Fed Onshore	2012	NM	Eddy	35015	Royalties	Potassium	Potassium	Muriate Of Potash-Granular	$7,889,406.82
Fed Onshore	2012	NM	Eddy	35015	Royalties	Potassium	Potassium	Muriate Of Potash-Standard	$2,299,046.19
Fed Onshore	2012	NM	Eddy	35015	Royalties	Potassium	Potassium	Potash	$5,439,866.89
Fed Onshore	2012	NM	Eddy	35015	Royalties	Potassium	Sodium	Salt	$285,628.82
Fed Onshore	2012	NM	Eddy	35015	Royalties	Potassium	Potassium	Sylvite-Raw Ore	$2,041.78
