CY	Land Category	St	Revenue Type	Commodity	Total
2011	Fed Onshore	TX	Royalties	NGL	-1341168.25
2011	Fed Onshore	TX	Royalties	Oil	3424993.05
2011	Fed Onshore	UT	Bonus	Coal	1004920
2011	Fed Onshore	UT	Bonus	Oil & Gas (Non-Royalty)	-830576.5
2011	Fed Onshore	UT	Bonus	Potassium	20962776.73
2011	Fed Onshore	UT	Other Revenues	Clay	462
2011	Fed Onshore	UT	Other Revenues	Coal	209491.23
2011	Fed Onshore	UT	Other Revenues	Geothermal	5632.86
2011	Fed Onshore	UT	Other Revenues	Gilsonite	12501
2011	Fed Onshore	UT	Other Revenues	Oil & Gas (Non-Royalty)	3115594.33
2011	Fed Onshore	UT	Other Revenues	Phosphate	24942
2011	Fed Onshore	UT	Other Revenues	Potassium	-688
2011	Fed Onshore	UT	Rents	Clay	314
2011	Fed Onshore	UT	Rents	Coal	275160.87
2011	Fed Onshore	UT	Rents	Geothermal	423582
2011	Fed Onshore	UT	Rents	Gilsonite	-2256.5
2011	Fed Onshore	UT	Rents	Oil & Gas (Non-Royalty)	4290121.16
2011	Fed Onshore	UT	Rents	Potassium	54205.25
2011	Fed Onshore	UT	Rents	Tar Sands	7732
2011	Fed Onshore	UT	Royalties	Clay	2873
2011	Fed Onshore	UT	Royalties	CO2	85845.87
2011	Fed Onshore	UT	Royalties	Coal	18175579.66
2011	Fed Onshore	UT	Royalties	Gas	116760681.6
2011	Fed Onshore	UT	Royalties	Geothermal	282013.73
2011	Fed Onshore	UT	Royalties	Gilsonite	2565260.78
2011	Fed Onshore	UT	Royalties	NGL	28667995.94
2011	Fed Onshore	UT	Royalties	Oil	107273692.1
2011	Fed Onshore	UT	Royalties	Potassium	360840.49
2011	Fed Onshore	UT	Royalties	Sodium	2121.81
2011	Fed Onshore	VA	Other Revenues	Oil & Gas (Non-Royalty)	14272.43
2011	Fed Onshore	VA	Rents	Hardrock	-355
2011	Fed Onshore	VA	Rents	Oil & Gas (Non-Royalty)	17229.5
2011	Fed Onshore	VA	Royalties	Gas	77643.02
2011	Fed Onshore	VA	Royalties	Hardrock	107276.22
2011	Fed Onshore	WA	Other Revenues	Oil & Gas (Non-Royalty)	-14.77
2011	Fed Onshore	WA	Rents	Coal	1566
2011	Fed Onshore	WA	Rents	Geothermal	8437
2011	Fed Onshore	WA	Rents	Oil & Gas (Non-Royalty)	341587
2011	Fed Onshore	WV	Other Revenues	Oil & Gas (Non-Royalty)	261611.27
2011	Fed Onshore	WV	Rents	Oil & Gas (Non-Royalty)	98072.51
2011	Fed Onshore	WV	Royalties	Gas	384501.84
2011	Fed Onshore	WV	Royalties	Oil	174.44
2011	Fed Onshore	WY	Bonus	Coal	166546954.4
2011	Fed Onshore	WY	Bonus	Oil & Gas (Non-Royalty)	69365969.99
2011	Fed Onshore	WY	Other Revenues	Coal	3195923.36
2011	Fed Onshore	WY	Other Revenues	Gas	20742.29
2011	Fed Onshore	WY	Other Revenues	Oil	2.94
2011	Fed Onshore	WY	Other Revenues	Oil & Gas (Non-Royalty)	4612719.33
2011	Fed Onshore	WY	Other Revenues	Sodium	368150.74
2011	Fed Onshore	WY	Rents	Coal	561426.4
2011	Fed Onshore	WY	Rents	Gas	-121.16
2011	Fed Onshore	WY	Rents	Oil & Gas (Non-Royalty)	12979775.91
2011	Fed Onshore	WY	Rents	Sodium	14836.15
2011	Fed Onshore	WY	Royalties	CO2	297723.3
2011	Fed Onshore	WY	Royalties	Coal	632606166.1
2011	Fed Onshore	WY	Royalties	Gas	688204858.2
2011	Fed Onshore	WY	Royalties	NGL	58722047.01
2011	Fed Onshore	WY	Royalties	Oil	311317005
2011	Fed Onshore	WY	Royalties	Sodium	17606498.35
2011	Fed Onshore	WY	Royalties	Sulfur	1504169.2
2012	Fed Onshore	AK	Bonus	Oil & Gas (Non-Royalty)	4811477
2012	Fed Onshore	AK	Other Revenues	Gas	-27045.21
2012	Fed Onshore	AK	Other Revenues	Oil & Gas (Non-Royalty)	-696314.21
2012	Fed Onshore	AK	Rents	Oil & Gas (Non-Royalty)	4725702.34
2012	Fed Onshore	AK	Royalties	Gas	9269479.65
2012	Fed Onshore	AK	Royalties	Oil	1869022.8
2012	Fed Onshore	AL	Bonus	Oil & Gas (Non-Royalty)	892908
2012	Fed Onshore	AL	Other Revenues	Hardrock	123
2012	Fed Onshore	AL	Other Revenues	Oil & Gas (Non-Royalty)	-205.31
2012	Fed Onshore	AL	Rents	Coal	13494
2012	Fed Onshore	AL	Rents	Oil & Gas (Non-Royalty)	122185
2012	Fed Onshore	AL	Royalties	Coal	7465883.97
2012	Fed Onshore	AL	Royalties	Gas	168973.01
2012	Fed Onshore	AL	Royalties	NGL	8109.01
2012	Fed Onshore	AL	Royalties	Oil	352107.76
2012	Fed Onshore	AL	Royalties	Sulfur	4340.13
2012	Fed Onshore	AR	Bonus	Oil & Gas (Non-Royalty)	-50038
2012	Fed Onshore	AR	Other Revenues	Hardrock	1411.7
2012	Fed Onshore	AR	Other Revenues	Oil & Gas (Non-Royalty)	93137.45
2012	Fed Onshore	AR	Rents	Hardrock	-80
2012	Fed Onshore	AR	Rents	Oil & Gas (Non-Royalty)	839875.5
2012	Fed Onshore	AR	Royalties	Gas	4394576.41
2012	Fed Onshore	AR	Royalties	Hardrock	7.7
2012	Fed Onshore	AR	Royalties	Oil	-119.4
2012	Fed Onshore	AZ	Other Revenues	Geothermal	6288.09
2012	Fed Onshore	AZ	Other Revenues	Sodium	-109
2012	Fed Onshore	AZ	Rents	Geothermal	2084
2012	Fed Onshore	AZ	Rents	Oil & Gas (Non-Royalty)	11164
2012	Fed Onshore	AZ	Rents	Potassium	-3268
2012	Fed Onshore	AZ	Rents	Sodium	-55
2012	Fed Onshore	AZ	Royalties	Sodium	8517.61
2012	Fed Onshore	CA	Bonus	Oil & Gas (Non-Royalty)	2370980
2012	Fed Onshore	CA	Bonus	Sodium	-480
2012	Fed Onshore	CA	Other Revenues	Geothermal	28334.01
2012	Fed Onshore	CA	Other Revenues	Oil & Gas (Non-Royalty)	1214337.47
2012	Fed Onshore	CA	Other Revenues	Sodium	17225.73
2012	Fed Onshore	CA	Rents	Geothermal	76193
2012	Fed Onshore	CA	Rents	Oil & Gas (Non-Royalty)	345417.5
2012	Fed Onshore	CA	Rents	Sodium	6279.49
2012	Fed Onshore	CA	Royalties	Gas	5516574.48
2012	Fed Onshore	CA	Royalties	Geothermal	8294797.02
2012	Fed Onshore	CA	Royalties	NGL	2811602.82
2012	Fed Onshore	CA	Royalties	Oil	185541652.2
2012	Fed Onshore	CA	Royalties	Sodium	8628462.65
2012	Fed Onshore	CO	Bonus	Coal	1076164
2012	Fed Onshore	CO	Bonus	Oil & Gas (Non-Royalty)	9823472
2012	Fed Onshore	CO	Other Revenues	Coal	298560.52
2012	Fed Onshore	CO	Other Revenues	Oil & Gas (Non-Royalty)	4976319.85
2012	Fed Onshore	CO	Other Revenues	Sodium	22695.6
2012	Fed Onshore	CO	Rents	Coal	174007.5
2012	Fed Onshore	CO	Rents	Geothermal	1600
2012	Fed Onshore	CO	Rents	Oil & Gas (Non-Royalty)	5129922.1
2012	Fed Onshore	CO	Rents	Sodium	5694
2012	Fed Onshore	CO	Royalties	CO2	55968275.78
2012	Fed Onshore	CO	Royalties	Coal	57685023.81
2012	Fed Onshore	CO	Royalties	Gas	102987105.4
2012	Fed Onshore	CO	Royalties	Helium	61.46
2012	Fed Onshore	CO	Royalties	NGL	30267971.36
2012	Fed Onshore	CO	Royalties	Oil	43007217.84
2012	Fed Onshore	CO	Royalties	Sodium	1036468.72
2012	Fed Onshore	FL	Other Revenues	Phosphate	1732
2012	Fed Onshore	FL	Rents	Oil & Gas (Non-Royalty)	3200
2012	Fed Onshore	FL	Royalties	Phosphate	1418325.4
2012	Fed Onshore	ID	Bonus	Geothermal	49764
2012	Fed Onshore	ID	Bonus	Phosphate	799997.74
2012	Fed Onshore	ID	Other Revenues	Hardrock	126
2012	Fed Onshore	ID	Other Revenues	Phosphate	120037.14
2012	Fed Onshore	ID	Rents	Geothermal	222162
2012	Fed Onshore	ID	Rents	Hardrock	165
2012	Fed Onshore	ID	Rents	Oil & Gas (Non-Royalty)	14718
2012	Fed Onshore	ID	Rents	Phosphate	3738.5
2012	Fed Onshore	ID	Royalties	Hardrock	796.8
2012	Fed Onshore	ID	Royalties	Phosphate	8863128.57
2012	Fed Onshore	IL	Royalties	Oil	321761.94
2012	Fed Onshore	IN	Rents	Oil & Gas (Non-Royalty)	17667
2012	Fed Onshore	IN	Royalties	Oil	26475.35
2012	Fed Onshore	KS	Other Revenues	Oil & Gas (Non-Royalty)	-52540.86
2012	Fed Onshore	KS	Rents	Oil & Gas (Non-Royalty)	46189
2012	Fed Onshore	KS	Royalties	Gas	1932946.66
2012	Fed Onshore	KS	Royalties	Helium	13.21
2012	Fed Onshore	KS	Royalties	NGL	898707.16
2012	Fed Onshore	KS	Royalties	Oil	2942209.72
2012	Fed Onshore	KY	Bonus	Coal	9450
2012	Fed Onshore	KY	Other Revenues	Coal	281.08
2012	Fed Onshore	KY	Other Revenues	Oil & Gas (Non-Royalty)	167453.54
2012	Fed Onshore	KY	Rents	Coal	15327
2012	Fed Onshore	KY	Rents	Oil & Gas (Non-Royalty)	5942
2012	Fed Onshore	KY	Royalties	Coal	1545809.05
2012	Fed Onshore	KY	Royalties	Gas	94758.2
2012	Fed Onshore	KY	Royalties	NGL	2431.09
2012	Fed Onshore	KY	Royalties	Oil	166106.4
2012	Fed Onshore	LA	Bonus	Oil & Gas (Non-Royalty)	8579873
2012	Fed Onshore	LA	Other Revenues	Oil	30.52
2012	Fed Onshore	LA	Other Revenues	Oil & Gas (Non-Royalty)	655400.78
2012	Fed Onshore	LA	Rents	Oil & Gas (Non-Royalty)	388118
2012	Fed Onshore	LA	Royalties	Gas	9000845.33
2012	Fed Onshore	LA	Royalties	NGL	1282896.03
2012	Fed Onshore	LA	Royalties	Oil	3832592.36
2012	Fed Onshore	MD	Other Revenues	Oil & Gas (Non-Royalty)	7214.05
2012	Fed Onshore	MD	Rents	Oil & Gas (Non-Royalty)	496
2012	Fed Onshore	MI	Other Revenues	NGL	1985.3
2012	Fed Onshore	MI	Other Revenues	Oil & Gas (Non-Royalty)	21964.8
2012	Fed Onshore	MI	Rents	Hardrock	923
2012	Fed Onshore	MI	Rents	Oil & Gas (Non-Royalty)	97813
2012	Fed Onshore	MI	Royalties	Gas	1024189.15
2012	Fed Onshore	MI	Royalties	NGL	-97423.41
2012	Fed Onshore	MI	Royalties	Oil	388534.5
2012	Fed Onshore	MN	Bonus	Hardrock	30
2012	Fed Onshore	MN	Other Revenues	Hardrock	48693.62
2012	Fed Onshore	MN	Rents	Hardrock	-829
2012	Fed Onshore	MO	Other Revenues	Hardrock	16197
2012	Fed Onshore	MO	Other Revenues	Oil & Gas (Non-Royalty)	7877.2
2012	Fed Onshore	MO	Rents	Hardrock	700
2012	Fed Onshore	MO	Royalties	Hardrock	11869927.96
2012	Fed Onshore	MS	Bonus	Oil & Gas (Non-Royalty)	5836827
2012	Fed Onshore	MS	Other Revenues	Oil & Gas (Non-Royalty)	127540.94
2012	Fed Onshore	MS	Rents	Oil & Gas (Non-Royalty)	876415.86
2012	Fed Onshore	MS	Royalties	Gas	181087.48
2012	Fed Onshore	MS	Royalties	Oil	3438605.42
2012	Fed Onshore	MT	Bonus	Coal	14630440
2012	Fed Onshore	MT	Bonus	Oil & Gas (Non-Royalty)	4304545.75
2012	Fed Onshore	MT	Other Revenues	Oil & Gas (Non-Royalty)	306111.61
2012	Fed Onshore	MT	Other Revenues	Phosphate	4241.45
2012	Fed Onshore	MT	Rents	Coal	112056
2012	Fed Onshore	MT	Rents	Hardrock	71.5
2012	Fed Onshore	MT	Rents	Oil & Gas (Non-Royalty)	2298308.39
2012	Fed Onshore	MT	Rents	Phosphate	1409
2012	Fed Onshore	MT	Royalties	Coal	44508350.67
2012	Fed Onshore	MT	Royalties	Gas	4926539.87
2012	Fed Onshore	MT	Royalties	NGL	297123.56
2012	Fed Onshore	MT	Royalties	Oil	27471367.9
2012	Fed Onshore	MT	Royalties	Sulfur	3181.06
2012	Fed Onshore	NC	Other Revenues	Hardrock	474
2012	Fed Onshore	NC	Rents	Hardrock	158
2012	Fed Onshore	ND	Bonus	Oil & Gas (Non-Royalty)	47903819
2012	Fed Onshore	ND	Other Revenues	Coal	147.01
2012	Fed Onshore	ND	Other Revenues	Oil & Gas (Non-Royalty)	3649087.19
2012	Fed Onshore	ND	Rents	Coal	34392
2012	Fed Onshore	ND	Rents	Hardrock	1363
2012	Fed Onshore	ND	Rents	Oil & Gas (Non-Royalty)	1071067.47
2012	Fed Onshore	ND	Royalties	Coal	1435376.79
2012	Fed Onshore	ND	Royalties	Gas	5050078.75
2012	Fed Onshore	ND	Royalties	NGL	1681314.86
2012	Fed Onshore	ND	Royalties	Oil	127910988.1
2012	Fed Onshore	NE	Bonus	Oil & Gas (Non-Royalty)	7238
2012	Fed Onshore	NE	Other Revenues	Oil & Gas (Non-Royalty)	32386.01
2012	Fed Onshore	NE	Rents	Oil & Gas (Non-Royalty)	-716.72
2012	Fed Onshore	NE	Royalties	Gas	1857.34
2012	Fed Onshore	NE	Royalties	Oil	269043.74
2012	Fed Onshore	NM	Bonus	Oil & Gas (Non-Royalty)	55289780
2012	Fed Onshore	NM	Bonus	Potassium	42560
2012	Fed Onshore	NM	Other Revenues	Coal	195068.85
2012	Fed Onshore	NM	Other Revenues	Gas	-0.01
2012	Fed Onshore	NM	Other Revenues	Geothermal	1289.34
2012	Fed Onshore	NM	Other Revenues	Oil & Gas (Non-Royalty)	18756287.88
2012	Fed Onshore	NM	Other Revenues	Potassium	401582.62
2012	Fed Onshore	NM	Other Revenues	Sodium	-10680
2012	Fed Onshore	NM	Rents	Coal	76341
2012	Fed Onshore	NM	Rents	Geothermal	17625
2012	Fed Onshore	NM	Rents	Oil & Gas (Non-Royalty)	2393508.1
2012	Fed Onshore	NM	Rents	Potassium	102944.5
2012	Fed Onshore	NM	Rents	Sodium	-600
2012	Fed Onshore	NM	Royalties	CO2	1338850.91
2012	Fed Onshore	NM	Royalties	Coal	12410163.16
2012	Fed Onshore	NM	Royalties	Gas	277224114.3
2012	Fed Onshore	NM	Royalties	NGL	143818739.2
2012	Fed Onshore	NM	Royalties	Oil	432946092.2
2012	Fed Onshore	NM	Royalties	Potassium	25961764.04
2012	Fed Onshore	NM	Royalties	Sodium	285628.82
2012	Fed Onshore	NM	Royalties	Sulfur	-0.16
2012	Fed Onshore	NV	Bonus	Geothermal	44325
2012	Fed Onshore	NV	Bonus	Oil & Gas (Non-Royalty)	4768631.49
2012	Fed Onshore	NV	Other Revenues	Geothermal	272497.91
2012	Fed Onshore	NV	Other Revenues	Oil & Gas (Non-Royalty)	-1215.06
2012	Fed Onshore	NV	Rents	Geothermal	1942907
2012	Fed Onshore	NV	Rents	Oil & Gas (Non-Royalty)	6563469.5
2012	Fed Onshore	NV	Royalties	Geothermal	3329860.5
2012	Fed Onshore	NV	Royalties	Oil	4194433.66
2012	Fed Onshore	NY	Other Revenues	Oil & Gas (Non-Royalty)	165.29
2012	Fed Onshore	NY	Royalties	Gas	14079.74
2012	Fed Onshore	OH	Other Revenues	Oil & Gas (Non-Royalty)	21002.71
2012	Fed Onshore	OH	Rents	Oil & Gas (Non-Royalty)	82488
2012	Fed Onshore	OH	Royalties	Gas	228920.5
2012	Fed Onshore	OH	Royalties	Oil	309314.87
2012	Fed Onshore	OK	Bonus	Oil & Gas (Non-Royalty)	5453100
2012	Fed Onshore	OK	Other Revenues	Coal	219.18
2012	Fed Onshore	OK	Other Revenues	Oil & Gas (Non-Royalty)	669981.04
2012	Fed Onshore	OK	Rents	Coal	45693
2012	Fed Onshore	OK	Rents	Oil & Gas (Non-Royalty)	336893.89
2012	Fed Onshore	OK	Royalties	Coal	803257.53
2012	Fed Onshore	OK	Royalties	Gas	5230415.98
2012	Fed Onshore	OK	Royalties	NGL	1456707.42
2012	Fed Onshore	OK	Royalties	Oil	2813265.9
2012	Fed Onshore	OR	Other Revenues	Geothermal	37776
2012	Fed Onshore	OR	Rents	Geothermal	255932
2012	Fed Onshore	OR	Rents	Oil & Gas (Non-Royalty)	442232.5
2012	Fed Onshore	PA	Other Revenues	Oil & Gas (Non-Royalty)	22494.71
2012	Fed Onshore	PA	Royalties	Gas	57433.84
2012	Fed Onshore	PA	Royalties	Oil	50052.37
2012	Fed Onshore	SC	Other Revenues	Hardrock	6626.26
2012	Fed Onshore	SC	Rents	Hardrock	-1063.5
2012	Fed Onshore	SD	Bonus	Oil & Gas (Non-Royalty)	1572884
2012	Fed Onshore	SD	Other Revenues	Oil & Gas (Non-Royalty)	9525.89
2012	Fed Onshore	SD	Rents	Oil & Gas (Non-Royalty)	178866
2012	Fed Onshore	SD	Royalties	Gas	53248.21
2012	Fed Onshore	SD	Royalties	Oil	2022574.32
2012	Fed Onshore	TX	Bonus	Oil & Gas (Non-Royalty)	240137
2012	Fed Onshore	TX	Other Revenues	Oil & Gas (Non-Royalty)	-273935.22
2012	Fed Onshore	TX	Rents	Oil & Gas (Non-Royalty)	412774.92
2012	Fed Onshore	TX	Royalties	Gas	15050008.6
2012	Fed Onshore	TX	Royalties	NGL	433750.35
2012	Fed Onshore	TX	Royalties	Oil	4735815.37
2012	Fed Onshore	UT	Bonus	Coal	530320
2012	Fed Onshore	UT	Bonus	Oil & Gas (Non-Royalty)	50204297
2012	Fed Onshore	UT	Other Revenues	Clay	462
2012	Fed Onshore	UT	Other Revenues	Coal	45713.19
2012	Fed Onshore	UT	Other Revenues	Geothermal	5467.51
2012	Fed Onshore	UT	Other Revenues	Gilsonite	7222.27
2012	Fed Onshore	UT	Other Revenues	Oil & Gas (Non-Royalty)	-1509694.11
2012	Fed Onshore	UT	Other Revenues	Phosphate	24942
2012	Fed Onshore	UT	Other Revenues	Potassium	-688
2012	Fed Onshore	UT	Rents	Clay	-6
2012	Fed Onshore	UT	Rents	Coal	263411.48
2012	Fed Onshore	UT	Rents	Geothermal	400393
2012	Fed Onshore	UT	Rents	Gilsonite	-1829
2012	Fed Onshore	UT	Rents	Oil & Gas (Non-Royalty)	4908992.96
2012	Fed Onshore	UT	Rents	Phosphate	-14948
2012	Fed Onshore	UT	Rents	Potassium	83822.5
2012	Fed Onshore	UT	Royalties	Clay	5114.56
2012	Fed Onshore	UT	Royalties	CO2	65245.99
2012	Fed Onshore	UT	Royalties	Coal	35984972.74
2012	Fed Onshore	UT	Royalties	Gas	90186155.71
2012	Fed Onshore	UT	Royalties	Geothermal	290849.42
2012	Fed Onshore	UT	Royalties	Gilsonite	3008976.67
2012	Fed Onshore	UT	Royalties	NGL	33563440.22
2012	Fed Onshore	UT	Royalties	Oil	112866462.1
2012	Fed Onshore	UT	Royalties	Potassium	326470.68
2012	Fed Onshore	UT	Royalties	Sodium	3370.29
2012	Fed Onshore	VA	Bonus	Oil & Gas (Non-Royalty)	11572
2012	Fed Onshore	VA	Other Revenues	Hardrock	1065
2012	Fed Onshore	VA	Other Revenues	Oil & Gas (Non-Royalty)	2958.11
2012	Fed Onshore	VA	Rents	Hardrock	355
2012	Fed Onshore	VA	Rents	Oil & Gas (Non-Royalty)	18807.5
2012	Fed Onshore	VA	Royalties	Gas	-80585.25
2012	Fed Onshore	VA	Royalties	Hardrock	140748.22
2012	Fed Onshore	WA	Rents	Coal	1566
2012	Fed Onshore	WA	Rents	Geothermal	8437
2012	Fed Onshore	WA	Rents	Oil & Gas (Non-Royalty)	9555.5
2012	Fed Onshore	WV	Other Revenues	Oil & Gas (Non-Royalty)	330596.69
2012	Fed Onshore	WV	Rents	Oil & Gas (Non-Royalty)	95562.76
2012	Fed Onshore	WV	Royalties	Gas	328068.51
2012	Fed Onshore	WV	Royalties	Oil	0.62
2012	Fed Onshore	WY	Bonus	Coal	544353360.4
2012	Fed Onshore	WY	Bonus	Oil & Gas (Non-Royalty)	81113360
2012	Fed Onshore	WY	Other Revenues	Coal	3124241.24
2012	Fed Onshore	WY	Other Revenues	Oil & Gas (Non-Royalty)	-6071511.96
2012	Fed Onshore	WY	Other Revenues	Sodium	14641.21
2012	Fed Onshore	WY	Rents	Coal	617080.43
2012	Fed Onshore	WY	Rents	Oil & Gas (Non-Royalty)	13114926.56
2012	Fed Onshore	WY	Rents	Sodium	-10770
2012	Fed Onshore	WY	Royalties	CO2	566054.12
2012	Fed Onshore	WY	Royalties	Coal	637488980.7
2012	Fed Onshore	WY	Royalties	Gas	443354151.8
2012	Fed Onshore	WY	Royalties	NGL	81947212.06
2012	Fed Onshore	WY	Royalties	Oil	317642020
2012	Fed Onshore	WY	Royalties	Sodium	38292622.03
2012	Fed Onshore	WY	Royalties	Sulfur	2134474.51
2013	Fed Onshore	AK	Bonus	Oil & Gas (Non-Royalty)	1058899
2013	Fed Onshore	AK	Other Revenues	Gas	8304.17
2013	Fed Onshore	AK	Other Revenues	Oil & Gas (Non-Royalty)	17552.22
2013	Fed Onshore	AK	Rents	Geothermal	7680
2013	Fed Onshore	AK	Rents	Oil & Gas (Non-Royalty)	5307051.5
2013	Fed Onshore	AK	Royalties	Gas	8159508.68
2013	Fed Onshore	AK	Royalties	Oil	5864772.62
2013	Fed Onshore	AL	Other Revenues	Hardrock	-615
2013	Fed Onshore	AL	Other Revenues	Oil & Gas (Non-Royalty)	-859.38
2013	Fed Onshore	AL	Rents	Coal	13494
2013	Fed Onshore	AL	Rents	Oil & Gas (Non-Royalty)	133227
2013	Fed Onshore	AL	Royalties	Coal	4011825.84
2013	Fed Onshore	AL	Royalties	Gas	187336.14
2013	Fed Onshore	AL	Royalties	NGL	4269.31
2013	Fed Onshore	AL	Royalties	Oil	332595.41
2013	Fed Onshore	AL	Royalties	Sulfur	3100.63
2013	Fed Onshore	AR	Other Revenues	Hardrock	1558.31
2013	Fed Onshore	AR	Other Revenues	Oil & Gas (Non-Royalty)	-90042.33
2013	Fed Onshore	AR	Rents	Hardrock	-220
2013	Fed Onshore	AR	Rents	Oil & Gas (Non-Royalty)	689571.5
2013	Fed Onshore	AR	Royalties	Gas	4592717.71
2013	Fed Onshore	AR	Royalties	Hardrock	8.6
2013	Fed Onshore	AR	Royalties	Oil	15.64
2013	Fed Onshore	AZ	Bonus	Oil & Gas (Non-Royalty)	24436
2013	Fed Onshore	AZ	Other Revenues	Sodium	12
2013	Fed Onshore	AZ	Rents	Oil & Gas (Non-Royalty)	47207
2013	Fed Onshore	AZ	Rents	Sodium	20
2013	Fed Onshore	AZ	Royalties	Sodium	4224.65
2013	Fed Onshore	CA	Bonus	Oil & Gas (Non-Royalty)	1032062
2013	Fed Onshore	CA	Other Revenues	Geothermal	17552.46
2013	Fed Onshore	CA	Other Revenues	Oil & Gas (Non-Royalty)	-62228.4
2013	Fed Onshore	CA	Other Revenues	Sodium	3805.58
2013	Fed Onshore	CA	Rents	Geothermal	155480
2013	Fed Onshore	CA	Rents	Hardrock	105
2013	Fed Onshore	CA	Rents	Oil & Gas (Non-Royalty)	278264.5
2013	Fed Onshore	CA	Rents	Sodium	12396.5
2013	Fed Onshore	CA	Royalties	Gas	2937165.05
2013	Fed Onshore	CA	Royalties	Geothermal	9137444.74
2013	Fed Onshore	CA	Royalties	NGL	1607509.52
2013	Fed Onshore	CA	Royalties	Oil	184925258.3
2013	Fed Onshore	CA	Royalties	Sodium	9083415.93
2013	Fed Onshore	CO	Bonus	Coal	2487321.35
2013	Fed Onshore	CO	Bonus	Geothermal	16708
2013	Fed Onshore	CO	Bonus	Oil & Gas (Non-Royalty)	3124233.5
2013	Fed Onshore	CO	Other Revenues	Coal	767582.15
2013	Fed Onshore	CO	Other Revenues	Oil & Gas (Non-Royalty)	4057429.71
2013	Fed Onshore	CO	Other Revenues	Sodium	29319
2013	Fed Onshore	CO	Rents	Coal	40034.78
2013	Fed Onshore	CO	Rents	Geothermal	44970
2013	Fed Onshore	CO	Rents	Oil & Gas (Non-Royalty)	4200857.22
2013	Fed Onshore	CO	Rents	Potassium	8720
2013	Fed Onshore	CO	Rents	Sodium	-11841
2013	Fed Onshore	CO	Royalties	CO2	58520397.19
2013	Fed Onshore	CO	Royalties	Coal	26878866.14
2013	Fed Onshore	CO	Royalties	Gas	101552579.6
2013	Fed Onshore	CO	Royalties	Helium	64.33
2013	Fed Onshore	CO	Royalties	NGL	44176244.43
2013	Fed Onshore	CO	Royalties	Oil	48022536.22
2013	Fed Onshore	CO	Royalties	Sodium	918671.04
2013	Fed Onshore	FL	Other Revenues	Phosphate	989
2013	Fed Onshore	FL	Royalties	Phosphate	1055233.12
2013	Fed Onshore	ID	Other Revenues	Phosphate	114981
2013	Fed Onshore	ID	Rents	Geothermal	154402
2013	Fed Onshore	ID	Rents	Hardrock	-148
2013	Fed Onshore	ID	Rents	Oil & Gas (Non-Royalty)	14718
2013	Fed Onshore	ID	Rents	Phosphate	360.5
2013	Fed Onshore	ID	Royalties	Hardrock	368.72
2013	Fed Onshore	ID	Royalties	Phosphate	9927290.36
2013	Fed Onshore	IL	Other Revenues	Oil & Gas (Non-Royalty)	273
2013	Fed Onshore	IL	Royalties	Oil	297987.43
2013	Fed Onshore	IN	Other Revenues	Oil & Gas (Non-Royalty)	6197.27
2013	Fed Onshore	IN	Rents	Oil & Gas (Non-Royalty)	12591
2013	Fed Onshore	IN	Royalties	Oil	26914.91
2013	Fed Onshore	KS	Bonus	Oil & Gas (Non-Royalty)	24000
2013	Fed Onshore	KS	Other Revenues	Gas	-1.01
2013	Fed Onshore	KS	Other Revenues	Oil & Gas (Non-Royalty)	-1628.66
2013	Fed Onshore	KS	Rents	Oil & Gas (Non-Royalty)	42413
2013	Fed Onshore	KS	Royalties	Gas	2350423.21
2013	Fed Onshore	KS	Royalties	Helium	-2.41
2013	Fed Onshore	KS	Royalties	NGL	666010.54
2013	Fed Onshore	KS	Royalties	Oil	2653436.53
2013	Fed Onshore	KY	Other Revenues	Coal	3987.94
2013	Fed Onshore	KY	Other Revenues	Oil & Gas (Non-Royalty)	-65276.28
2013	Fed Onshore	KY	Rents	Coal	17433
2013	Fed Onshore	KY	Rents	Oil & Gas (Non-Royalty)	5942
2013	Fed Onshore	KY	Royalties	Coal	1780536.23
2013	Fed Onshore	KY	Royalties	Gas	49960.33
2013	Fed Onshore	KY	Royalties	NGL	-0.04
2013	Fed Onshore	KY	Royalties	Oil	153487.23
2013	Fed Onshore	LA	Bonus	Oil & Gas (Non-Royalty)	24989.72
2013	Fed Onshore	LA	Other Revenues	Oil	-5.74
2013	Fed Onshore	LA	Other Revenues	Oil & Gas (Non-Royalty)	485442.71
2013	Fed Onshore	LA	Rents	Oil & Gas (Non-Royalty)	379841.03
2013	Fed Onshore	LA	Royalties	Gas	8667030.83
2013	Fed Onshore	LA	Royalties	NGL	960895.17
2013	Fed Onshore	LA	Royalties	Oil	4851613.97
2013	Fed Onshore	MD	Other Revenues	Oil & Gas (Non-Royalty)	11765.5
2013	Fed Onshore	MD	Rents	Oil & Gas (Non-Royalty)	496
2013	Fed Onshore	MI	Bonus	Oil & Gas (Non-Royalty)	277614
2013	Fed Onshore	MI	Other Revenues	Oil & Gas (Non-Royalty)	8788.1
2013	Fed Onshore	MI	Rents	Oil & Gas (Non-Royalty)	123106.33
2013	Fed Onshore	MI	Royalties	Gas	656847.81
2013	Fed Onshore	MI	Royalties	NGL	59533.28
2013	Fed Onshore	MI	Royalties	Oil	353282.61
2013	Fed Onshore	MN	Other Revenues	Hardrock	48660
2013	Fed Onshore	MN	Rents	Hardrock	25635
2013	Fed Onshore	MO	Other Revenues	Hardrock	16197
2013	Fed Onshore	MO	Other Revenues	Oil & Gas (Non-Royalty)	7037.2
