CY	Land Category	St	Revenue Type	Commodity	Total
2010	Fed Onshore	CO	Rents	Coal	195963
2010	Fed Onshore	CO	Rents	Oil & Gas (Non-Royalty)	5692859.32
2010	Fed Onshore	CO	Rents	Sodium	-1320
2010	Fed Onshore	CO	Royalties	CO2	41327310.06
2010	Fed Onshore	CO	Royalties	Coal	55054176.77
2010	Fed Onshore	CO	Royalties	Gas	124675203.9
2010	Fed Onshore	CO	Royalties	NGL	9931503.03
2010	Fed Onshore	CO	Royalties	Oil	32125017.21
2010	Fed Onshore	CO	Royalties	Sodium	349118.12
2010	Fed Onshore	FL	Other Revenues	Phosphate	1768
2010	Fed Onshore	FL	Rents	Oil & Gas (Non-Royalty)	3200
2010	Fed Onshore	FL	Royalties	Phosphate	90567.06
2010	Fed Onshore	ID	Bonus	Geothermal	21188
2010	Fed Onshore	ID	Bonus	Phosphate	6892
2010	Fed Onshore	ID	Other Revenues	Hardrock	120
2010	Fed Onshore	ID	Other Revenues	Phosphate	122373.22
2010	Fed Onshore	ID	Rents	Geothermal	75928
2010	Fed Onshore	ID	Rents	Hardrock	99
2010	Fed Onshore	ID	Rents	Oil & Gas (Non-Royalty)	10078.5
2010	Fed Onshore	ID	Rents	Phosphate	-6450
2010	Fed Onshore	ID	Royalties	Phosphate	8060520.53
2010	Fed Onshore	IL	Other Revenues	Oil & Gas (Non-Royalty)	9990.63
2010	Fed Onshore	IL	Royalties	Oil	341057.98
2010	Fed Onshore	IN	Rents	Oil & Gas (Non-Royalty)	32814
2010	Fed Onshore	IN	Royalties	Oil	33894.55
2010	Fed Onshore	KS	Bonus	Oil & Gas (Non-Royalty)	6324
2010	Fed Onshore	KS	Other Revenues	Oil & Gas (Non-Royalty)	164052.52
2010	Fed Onshore	KS	Rents	Oil & Gas (Non-Royalty)	73657.5
2010	Fed Onshore	KS	Royalties	Gas	3420080.88
2010	Fed Onshore	KS	Royalties	NGL	627558.01
2010	Fed Onshore	KS	Royalties	Oil	2087754.38
2010	Fed Onshore	KY	Bonus	Coal	9450
2010	Fed Onshore	KY	Other Revenues	Coal	20258.29
2010	Fed Onshore	KY	Other Revenues	Oil & Gas (Non-Royalty)	33665.24
2010	Fed Onshore	KY	Rents	Coal	19371
2010	Fed Onshore	KY	Rents	Oil & Gas (Non-Royalty)	1772.5
2010	Fed Onshore	KY	Royalties	Coal	234390.86
2010	Fed Onshore	KY	Royalties	Gas	85758.7
2010	Fed Onshore	KY	Royalties	NGL	6662.22
2010	Fed Onshore	KY	Royalties	Oil	215415.46
2010	Fed Onshore	LA	Bonus	Oil & Gas (Non-Royalty)	37348329
2010	Fed Onshore	LA	Other Revenues	Oil & Gas (Non-Royalty)	-76516.37
2010	Fed Onshore	LA	Rents	Oil & Gas (Non-Royalty)	104036
2010	Fed Onshore	LA	Royalties	Gas	7730013.43
2010	Fed Onshore	LA	Royalties	NGL	7929448.12
2010	Fed Onshore	LA	Royalties	Oil	2948011.81
2010	Fed Onshore	MD	Other Revenues	Oil & Gas (Non-Royalty)	9380.63
2010	Fed Onshore	MD	Rents	Oil & Gas (Non-Royalty)	496
2010	Fed Onshore	MI	Bonus	Oil & Gas (Non-Royalty)	978
2010	Fed Onshore	MI	Other Revenues	Oil & Gas (Non-Royalty)	-20441.74
2010	Fed Onshore	MI	Rents	Oil & Gas (Non-Royalty)	88016.67
2010	Fed Onshore	MI	Royalties	Gas	1187422.9
2010	Fed Onshore	MI	Royalties	NGL	179427.18
2010	Fed Onshore	MI	Royalties	Oil	255300.56
2010	Fed Onshore	MN	Other Revenues	Hardrock	48660
2010	Fed Onshore	MN	Rents	Hardrock	1549.5
2010	Fed Onshore	MO	Other Revenues	Hardrock	12303
2010	Fed Onshore	MO	Other Revenues	Oil & Gas (Non-Royalty)	7877.2
2010	Fed Onshore	MO	Rents	Hardrock	130
2010	Fed Onshore	MO	Royalties	Hardrock	13102373.69
2010	Fed Onshore	MS	Bonus	Oil & Gas (Non-Royalty)	30210
2010	Fed Onshore	MS	Other Revenues	Oil & Gas (Non-Royalty)	22499.97
2010	Fed Onshore	MS	Rents	Oil & Gas (Non-Royalty)	349825
2010	Fed Onshore	MS	Royalties	Gas	340138.68
2010	Fed Onshore	MS	Royalties	Oil	1983417.06
2010	Fed Onshore	MT	Bonus	Coal	7870440
2010	Fed Onshore	MT	Bonus	Oil & Gas (Non-Royalty)	3314612.75
2010	Fed Onshore	MT	Other Revenues	Coal	1386319.73
2010	Fed Onshore	MT	Other Revenues	Oil & Gas (Non-Royalty)	785932.71
2010	Fed Onshore	MT	Other Revenues	Phosphate	4291.81
2010	Fed Onshore	MT	Rents	Coal	137805
2010	Fed Onshore	MT	Rents	Hardrock	136.5
2010	Fed Onshore	MT	Rents	Oil & Gas (Non-Royalty)	2728906.11
2010	Fed Onshore	MT	Rents	Phosphate	-1409
2010	Fed Onshore	MT	Royalties	Coal	41674660.47
2010	Fed Onshore	MT	Royalties	Gas	10721194.96
2010	Fed Onshore	MT	Royalties	NGL	344058.36
2010	Fed Onshore	MT	Royalties	Oil	23657401.66
2010	Fed Onshore	MT	Royalties	Sulfur	-6606.94
2010	Fed Onshore	ND	Bonus	Coal	153080
2010	Fed Onshore	ND	Bonus	Oil & Gas (Non-Royalty)	45803718
2010	Fed Onshore	ND	Other Revenues	Coal	-10326.4
2010	Fed Onshore	ND	Other Revenues	Oil & Gas (Non-Royalty)	990596.22
2010	Fed Onshore	ND	Rents	Coal	34812
2010	Fed Onshore	ND	Rents	Hardrock	8407.5
2010	Fed Onshore	ND	Rents	Oil & Gas (Non-Royalty)	1036958.88
2010	Fed Onshore	ND	Royalties	Coal	68356.71
2010	Fed Onshore	ND	Royalties	Gas	3972160.12
2010	Fed Onshore	ND	Royalties	NGL	882291.35
2010	Fed Onshore	ND	Royalties	Oil	61919289.6
2010	Fed Onshore	ND	Royalties	Sulfur	0.01
2010	Fed Onshore	NE	Other Revenues	Oil & Gas (Non-Royalty)	-139035.69
2010	Fed Onshore	NE	Rents	Oil & Gas (Non-Royalty)	698
2010	Fed Onshore	NE	Royalties	Gas	232556.6
2010	Fed Onshore	NE	Royalties	Oil	322998.93
2010	Fed Onshore	NM	Bonus	Oil & Gas (Non-Royalty)	18966004
2010	Fed Onshore	NM	Other Revenues	Coal	65852.38
2010	Fed Onshore	NM	Other Revenues	Gas	276.24
2010	Fed Onshore	NM	Other Revenues	Geothermal	5616.12
2010	Fed Onshore	NM	Other Revenues	Oil & Gas (Non-Royalty)	9717674.94
2010	Fed Onshore	NM	Other Revenues	Potassium	183049.57
2010	Fed Onshore	NM	Other Revenues	Sodium	5880
2010	Fed Onshore	NM	Rents	Coal	76311
2010	Fed Onshore	NM	Rents	Geothermal	640
2010	Fed Onshore	NM	Rents	Oil & Gas (Non-Royalty)	2909058.47
2010	Fed Onshore	NM	Rents	Potassium	-113663
2010	Fed Onshore	NM	Rents	Sodium	-600
2010	Fed Onshore	NM	Royalties	CO2	1550830.38
2010	Fed Onshore	NM	Royalties	Coal	6778284.3
2010	Fed Onshore	NM	Royalties	Gas	370373167.5
2010	Fed Onshore	NM	Royalties	NGL	107646357.7
2010	Fed Onshore	NM	Royalties	Oil	266990908.5
2010	Fed Onshore	NM	Royalties	Potassium	18767077.55
2010	Fed Onshore	NM	Royalties	Sodium	193630.04
2010	Fed Onshore	NV	Bonus	Geothermal	10721102
2010	Fed Onshore	NV	Bonus	Oil & Gas (Non-Royalty)	706165.25
2010	Fed Onshore	NV	Other Revenues	Geothermal	472920.74
2010	Fed Onshore	NV	Other Revenues	Oil & Gas (Non-Royalty)	4131.64
2010	Fed Onshore	NV	Other Revenues	Potassium	7456.5
2010	Fed Onshore	NV	Rents	Geothermal	2692716.01
2010	Fed Onshore	NV	Rents	Oil & Gas (Non-Royalty)	6229562
2010	Fed Onshore	NV	Rents	Potassium	538
2010	Fed Onshore	NV	Royalties	Geothermal	2138902.88
2010	Fed Onshore	NV	Royalties	Oil	3492596.93
2010	Fed Onshore	NY	Other Revenues	Oil & Gas (Non-Royalty)	8.47
2010	Fed Onshore	NY	Royalties	Gas	6720.25
2010	Fed Onshore	OH	Bonus	Oil & Gas (Non-Royalty)	162925.5
2010	Fed Onshore	OH	Other Revenues	Oil & Gas (Non-Royalty)	18220.29
2010	Fed Onshore	OH	Rents	Oil & Gas (Non-Royalty)	19539.5
2010	Fed Onshore	OH	Royalties	Coal	3372.86
2010	Fed Onshore	OH	Royalties	Gas	333787.29
2010	Fed Onshore	OH	Royalties	Oil	228612.6
2010	Fed Onshore	OK	Bonus	Coal	158197.75
2010	Fed Onshore	OK	Bonus	Oil & Gas (Non-Royalty)	216901
2010	Fed Onshore	OK	Other Revenues	Asphalt	479.5
2010	Fed Onshore	OK	Other Revenues	Coal	68860.58
2010	Fed Onshore	OK	Other Revenues	Oil & Gas (Non-Royalty)	93338.45
2010	Fed Onshore	OK	Rents	Asphalt	-479.5
2010	Fed Onshore	OK	Rents	Coal	36540
2010	Fed Onshore	OK	Rents	Oil & Gas (Non-Royalty)	336349.82
2010	Fed Onshore	OK	Royalties	Coal	647562.83
2010	Fed Onshore	OK	Royalties	Gas	7217408.93
2010	Fed Onshore	OK	Royalties	NGL	244094.03
2010	Fed Onshore	OK	Royalties	Oil	1208713.23
2010	Fed Onshore	OR	Other Revenues	Geothermal	18352.88
2010	Fed Onshore	OR	Rents	Geothermal	282552.01
2010	Fed Onshore	OR	Rents	Oil & Gas (Non-Royalty)	394178.5
2010	Fed Onshore	PA	Other Revenues	Oil & Gas (Non-Royalty)	45578.57
2010	Fed Onshore	PA	Royalties	Gas	122181.11
2010	Fed Onshore	PA	Royalties	Oil	92945.21
2010	Fed Onshore	SC	Other Revenues	Hardrock	6782.25
2010	Fed Onshore	SC	Rents	Hardrock	1641.72
2010	Fed Onshore	SC	Royalties	Hardrock	41.2
2010	Fed Onshore	SD	Other Revenues	Oil & Gas (Non-Royalty)	6041.79
2010	Fed Onshore	SD	Rents	Oil & Gas (Non-Royalty)	141720.5
2010	Fed Onshore	SD	Royalties	Gas	146180.66
2010	Fed Onshore	SD	Royalties	Oil	1272377.95
2010	Fed Onshore	TX	Bonus	Oil & Gas (Non-Royalty)	48836765
2010	Fed Onshore	TX	Other Revenues	Oil & Gas (Non-Royalty)	-167698.02
2010	Fed Onshore	TX	Rents	Oil & Gas (Non-Royalty)	591952.83
2010	Fed Onshore	TX	Royalties	Gas	9984908.59
2010	Fed Onshore	TX	Royalties	NGL	722197.87
2010	Fed Onshore	TX	Royalties	Oil	3344260.06
2010	Fed Onshore	UT	Bonus	Coal	663440
2010	Fed Onshore	UT	Bonus	Geothermal	413534
2010	Fed Onshore	UT	Bonus	Gilsonite	1500
2010	Fed Onshore	UT	Bonus	Oil & Gas (Non-Royalty)	10633411
2010	Fed Onshore	UT	Other Revenues	Clay	462
2010	Fed Onshore	UT	Other Revenues	Coal	-229919.17
2010	Fed Onshore	UT	Other Revenues	Geothermal	1.71
2010	Fed Onshore	UT	Other Revenues	Gilsonite	8369.55
2010	Fed Onshore	UT	Other Revenues	Oil & Gas (Non-Royalty)	7077786.31
2010	Fed Onshore	UT	Other Revenues	Phosphate	27148
2010	Fed Onshore	UT	Other Revenues	Potassium	-698
2010	Fed Onshore	UT	Rents	Clay	154
2010	Fed Onshore	UT	Rents	Coal	230778.69
2010	Fed Onshore	UT	Rents	Geothermal	397494
2010	Fed Onshore	UT	Rents	Gilsonite	2049
2010	Fed Onshore	UT	Rents	Hardrock	641
2010	Fed Onshore	UT	Rents	Limestone	40
2010	Fed Onshore	UT	Rents	Oil & Gas (Non-Royalty)	5261364.48
2010	Fed Onshore	UT	Rents	Phosphate	5268
2010	Fed Onshore	UT	Rents	Potassium	24904
2010	Fed Onshore	UT	Rents	Tar Sands	7732
2010	Fed Onshore	UT	Royalties	Clay	1772.66
2010	Fed Onshore	UT	Royalties	CO2	74615.64
2010	Fed Onshore	UT	Royalties	Coal	28332371.79
2010	Fed Onshore	UT	Royalties	Gas	132263281
2010	Fed Onshore	UT	Royalties	Geothermal	284107.7
2010	Fed Onshore	UT	Royalties	Gilsonite	1346684.16
2010	Fed Onshore	UT	Royalties	NGL	18435396.24
2010	Fed Onshore	UT	Royalties	Oil	95036586.67
2010	Fed Onshore	UT	Royalties	Potassium	272272.79
2010	Fed Onshore	UT	Royalties	Sodium	2582.52
2010	Fed Onshore	VA	Other Revenues	Hardrock	1065
2010	Fed Onshore	VA	Other Revenues	Oil & Gas (Non-Royalty)	-10181.72
2010	Fed Onshore	VA	Rents	Hardrock	355
2010	Fed Onshore	VA	Rents	Oil & Gas (Non-Royalty)	26870
2010	Fed Onshore	VA	Royalties	Gas	7340.45
2010	Fed Onshore	VA	Royalties	Hardrock	121508.1
2010	Fed Onshore	WA	Other Revenues	Oil & Gas (Non-Royalty)	19.71
2010	Fed Onshore	WA	Rents	Coal	1566
2010	Fed Onshore	WA	Rents	Oil & Gas (Non-Royalty)	604207.5
2010	Fed Onshore	WV	Other Revenues	Oil & Gas (Non-Royalty)	400386.14
2010	Fed Onshore	WV	Rents	Oil & Gas (Non-Royalty)	95293.96
2010	Fed Onshore	WV	Royalties	Gas	486893.41
2010	Fed Onshore	WY	Bonus	Coal	96758008.8
2010	Fed Onshore	WY	Bonus	Oil & Gas (Non-Royalty)	28776318
2010	Fed Onshore	WY	Other Revenues	Coal	2336683.43
2010	Fed Onshore	WY	Other Revenues	Oil & Gas (Non-Royalty)	51047367.44
2010	Fed Onshore	WY	Other Revenues	Sodium	165185.38
2010	Fed Onshore	WY	Rents	Coal	521004.66
2010	Fed Onshore	WY	Rents	Oil & Gas (Non-Royalty)	12927313.42
2010	Fed Onshore	WY	Rents	Sodium	25441.15
2010	Fed Onshore	WY	Royalties	CO2	-177435.48
2010	Fed Onshore	WY	Royalties	Coal	598346192.6
2010	Fed Onshore	WY	Royalties	Gas	744888563.9
2010	Fed Onshore	WY	Royalties	NGL	63492751.43
2010	Fed Onshore	WY	Royalties	Oil	257276698.3
2010	Fed Onshore	WY	Royalties	Sodium	15427795.1
2010	Fed Onshore	WY	Royalties	Sulfur	260581.64
2011	Fed Onshore	AK	Bonus	Oil & Gas (Non-Royalty)	663377.92
2011	Fed Onshore	AK	Other Revenues	Gas	-43508.14
2011	Fed Onshore	AK	Other Revenues	Oil & Gas (Non-Royalty)	184289.03
2011	Fed Onshore	AK	Rents	Oil & Gas (Non-Royalty)	5213880.94
2011	Fed Onshore	AK	Royalties	Gas	11399763.19
2011	Fed Onshore	AK	Royalties	Oil	1995146.58
2011	Fed Onshore	AL	Bonus	Oil & Gas (Non-Royalty)	577250.75
2011	Fed Onshore	AL	Other Revenues	Oil & Gas (Non-Royalty)	-14506.34
2011	Fed Onshore	AL	Rents	Coal	13494
2011	Fed Onshore	AL	Rents	Oil & Gas (Non-Royalty)	94814
2011	Fed Onshore	AL	Royalties	Coal	8884913.91
2011	Fed Onshore	AL	Royalties	Gas	273876.84
2011	Fed Onshore	AL	Royalties	NGL	6215.98
2011	Fed Onshore	AL	Royalties	Oil	368186.81
2011	Fed Onshore	AL	Royalties	Sulfur	3762.13
2011	Fed Onshore	AR	Bonus	Oil & Gas (Non-Royalty)	1836269
2011	Fed Onshore	AR	Other Revenues	Hardrock	1237.15
2011	Fed Onshore	AR	Other Revenues	Oil & Gas (Non-Royalty)	-94506.71
2011	Fed Onshore	AR	Rents	Hardrock	57
2011	Fed Onshore	AR	Rents	Oil & Gas (Non-Royalty)	1246977.28
2011	Fed Onshore	AR	Royalties	Gas	7084929.16
2011	Fed Onshore	AR	Royalties	Hardrock	16.85
2011	Fed Onshore	AR	Royalties	Oil	75.92
2011	Fed Onshore	AZ	Other Revenues	Geothermal	32.13
2011	Fed Onshore	AZ	Other Revenues	Sodium	12
2011	Fed Onshore	AZ	Rents	Geothermal	2084
2011	Fed Onshore	AZ	Rents	Oil & Gas (Non-Royalty)	20804
2011	Fed Onshore	AZ	Rents	Sodium	4
2011	Fed Onshore	AZ	Royalties	Sodium	1819.36
2011	Fed Onshore	CA	Bonus	Oil & Gas (Non-Royalty)	5618428
2011	Fed Onshore	CA	Bonus	Sodium	120
2011	Fed Onshore	CA	Other Revenues	Geothermal	126296.18
2011	Fed Onshore	CA	Other Revenues	Oil & Gas (Non-Royalty)	250621.17
2011	Fed Onshore	CA	Other Revenues	Sodium	18849.58
2011	Fed Onshore	CA	Rents	Geothermal	216872
2011	Fed Onshore	CA	Rents	Oil & Gas (Non-Royalty)	340172.8
2011	Fed Onshore	CA	Rents	Sodium	15745.78
2011	Fed Onshore	CA	Royalties	Gas	3624290.54
2011	Fed Onshore	CA	Royalties	Geothermal	8380789.38
2011	Fed Onshore	CA	Royalties	NGL	312487.99
2011	Fed Onshore	CA	Royalties	Oil	158814013.6
2011	Fed Onshore	CA	Royalties	Sodium	3334686.56
2011	Fed Onshore	CO	Bonus	Coal	3696320
2011	Fed Onshore	CO	Bonus	Geothermal	29600
2011	Fed Onshore	CO	Bonus	Oil & Gas (Non-Royalty)	867972
2011	Fed Onshore	CO	Other Revenues	Coal	290376.91
2011	Fed Onshore	CO	Other Revenues	NGL	156525.92
2011	Fed Onshore	CO	Other Revenues	Oil & Gas (Non-Royalty)	3958455.51
2011	Fed Onshore	CO	Other Revenues	Sodium	60399
2011	Fed Onshore	CO	Rents	Coal	220025
2011	Fed Onshore	CO	Rents	Geothermal	1600
2011	Fed Onshore	CO	Rents	Oil & Gas (Non-Royalty)	5063289.65
2011	Fed Onshore	CO	Rents	Sodium	13051
2011	Fed Onshore	CO	Royalties	CO2	50032387.13
2011	Fed Onshore	CO	Royalties	Coal	59491204.81
2011	Fed Onshore	CO	Royalties	Gas	136079181.5
2011	Fed Onshore	CO	Royalties	Helium	45.31
2011	Fed Onshore	CO	Royalties	NGL	22304827.14
2011	Fed Onshore	CO	Royalties	Oil	40859720.71
2011	Fed Onshore	CO	Royalties	Sodium	411731.48
2011	Fed Onshore	FL	Other Revenues	Phosphate	1951
2011	Fed Onshore	FL	Rents	Oil & Gas (Non-Royalty)	3200
2011	Fed Onshore	FL	Royalties	Phosphate	503515.59
2011	Fed Onshore	ID	Bonus	Geothermal	3700
2011	Fed Onshore	ID	Bonus	Phosphate	755824
2011	Fed Onshore	ID	Other Revenues	Geothermal	2181
2011	Fed Onshore	ID	Other Revenues	Hardrock	126
2011	Fed Onshore	ID	Other Revenues	Phosphate	118401
2011	Fed Onshore	ID	Rents	Geothermal	93062
2011	Fed Onshore	ID	Rents	Hardrock	15
2011	Fed Onshore	ID	Rents	Oil & Gas (Non-Royalty)	14884.5
2011	Fed Onshore	ID	Rents	Phosphate	1977
2011	Fed Onshore	ID	Royalties	Hardrock	620
2011	Fed Onshore	ID	Royalties	Phosphate	8502624.6
2011	Fed Onshore	IL	Other Revenues	Hardrock	3647.56
2011	Fed Onshore	IL	Royalties	Oil	283630.47
2011	Fed Onshore	IN	Rents	Oil & Gas (Non-Royalty)	17667
2011	Fed Onshore	IN	Royalties	Oil	23621.8
2011	Fed Onshore	KS	Bonus	Oil & Gas (Non-Royalty)	2495
2011	Fed Onshore	KS	Other Revenues	Oil & Gas (Non-Royalty)	465556.83
2011	Fed Onshore	KS	Rents	Oil & Gas (Non-Royalty)	45286
2011	Fed Onshore	KS	Royalties	Gas	2720925.15
2011	Fed Onshore	KS	Royalties	Helium	23.17
2011	Fed Onshore	KS	Royalties	NGL	991442.94
2011	Fed Onshore	KS	Royalties	Oil	3774942.18
2011	Fed Onshore	KY	Bonus	Oil & Gas (Non-Royalty)	7672
2011	Fed Onshore	KY	Other Revenues	Oil & Gas (Non-Royalty)	25402.06
2011	Fed Onshore	KY	Rents	Coal	10026
2011	Fed Onshore	KY	Rents	Oil & Gas (Non-Royalty)	5942
2011	Fed Onshore	KY	Royalties	Coal	1191961.58
2011	Fed Onshore	KY	Royalties	Gas	91215.28
2011	Fed Onshore	KY	Royalties	NGL	6090.17
2011	Fed Onshore	KY	Royalties	Oil	139818.47
2011	Fed Onshore	LA	Bonus	Oil & Gas (Non-Royalty)	5827562
2011	Fed Onshore	LA	Other Revenues	Oil & Gas (Non-Royalty)	1159963.45
2011	Fed Onshore	LA	Rents	Oil & Gas (Non-Royalty)	174907.5
2011	Fed Onshore	LA	Royalties	Gas	9270171.96
2011	Fed Onshore	LA	Royalties	NGL	2155605.68
2011	Fed Onshore	LA	Royalties	Oil	4241108.04
2011	Fed Onshore	MD	Other Revenues	Oil & Gas (Non-Royalty)	11038.04
2011	Fed Onshore	MD	Rents	Oil & Gas (Non-Royalty)	496
2011	Fed Onshore	MI	Bonus	Oil & Gas (Non-Royalty)	103080
2011	Fed Onshore	MI	Other Revenues	Oil & Gas (Non-Royalty)	43155.82
2011	Fed Onshore	MI	Rents	Hardrock	923
2011	Fed Onshore	MI	Rents	Oil & Gas (Non-Royalty)	98281.83
2011	Fed Onshore	MI	Royalties	Gas	898722.8
2011	Fed Onshore	MI	Royalties	NGL	79563.85
2011	Fed Onshore	MI	Royalties	Oil	319603.97
2011	Fed Onshore	MN	Other Revenues	Hardrock	48660
2011	Fed Onshore	MN	Rents	Hardrock	-3745.5
2011	Fed Onshore	MO	Other Revenues	Hardrock	12303
2011	Fed Onshore	MO	Other Revenues	Oil & Gas (Non-Royalty)	7877.2
2011	Fed Onshore	MO	Rents	Hardrock	740
2011	Fed Onshore	MO	Royalties	Hardrock	15379956.83
2011	Fed Onshore	MS	Bonus	Oil & Gas (Non-Royalty)	544710.5
2011	Fed Onshore	MS	Other Revenues	Oil & Gas (Non-Royalty)	7852.25
2011	Fed Onshore	MS	Rents	Oil & Gas (Non-Royalty)	466120
2011	Fed Onshore	MS	Royalties	Gas	404917.68
2011	Fed Onshore	MS	Royalties	Oil	3452753.27
2011	Fed Onshore	MT	Bonus	Coal	3980440
2011	Fed Onshore	MT	Bonus	Oil & Gas (Non-Royalty)	5274512.5
2011	Fed Onshore	MT	Other Revenues	Coal	1425502.89
2011	Fed Onshore	MT	Other Revenues	Oil & Gas (Non-Royalty)	894842.35
2011	Fed Onshore	MT	Other Revenues	Phosphate	4227
2011	Fed Onshore	MT	Rents	Coal	176113
2011	Fed Onshore	MT	Rents	Hardrock	204.5
2011	Fed Onshore	MT	Rents	Oil & Gas (Non-Royalty)	2513579.71
2011	Fed Onshore	MT	Rents	Phosphate	1409
2011	Fed Onshore	MT	Royalties	Coal	43866920.49
2011	Fed Onshore	MT	Royalties	Gas	7894526.39
2011	Fed Onshore	MT	Royalties	NGL	439774.37
2011	Fed Onshore	MT	Royalties	Oil	26519534.54
2011	Fed Onshore	MT	Royalties	Sulfur	11084.66
2011	Fed Onshore	NC	Other Revenues	Hardrock	474
2011	Fed Onshore	NC	Rents	Hardrock	158
2011	Fed Onshore	ND	Bonus	Coal	6400
2011	Fed Onshore	ND	Bonus	Oil & Gas (Non-Royalty)	96220411
2011	Fed Onshore	ND	Other Revenues	Oil & Gas (Non-Royalty)	2338553.7
2011	Fed Onshore	ND	Rents	Coal	33912
2011	Fed Onshore	ND	Rents	Oil & Gas (Non-Royalty)	1042447.12
2011	Fed Onshore	ND	Royalties	Coal	733540.46
2011	Fed Onshore	ND	Royalties	Gas	4078680.12
2011	Fed Onshore	ND	Royalties	NGL	1451570.67
2011	Fed Onshore	ND	Royalties	Oil	94735607.26
2011	Fed Onshore	NE	Other Revenues	Oil & Gas (Non-Royalty)	42145.59
2011	Fed Onshore	NE	Rents	Oil & Gas (Non-Royalty)	578
2011	Fed Onshore	NE	Royalties	Oil	355182.19
2011	Fed Onshore	NM	Bonus	Oil & Gas (Non-Royalty)	26211865
2011	Fed Onshore	NM	Other Revenues	Coal	86527.16
2011	Fed Onshore	NM	Other Revenues	Gas	149.76
2011	Fed Onshore	NM	Other Revenues	Geothermal	-3879.88
2011	Fed Onshore	NM	Other Revenues	Oil & Gas (Non-Royalty)	11040407.31
2011	Fed Onshore	NM	Other Revenues	Potassium	294704.82
2011	Fed Onshore	NM	Other Revenues	Sodium	5742.19
2011	Fed Onshore	NM	Rents	Coal	87999
2011	Fed Onshore	NM	Rents	Geothermal	38155
2011	Fed Onshore	NM	Rents	Oil & Gas (Non-Royalty)	2584736.79
2011	Fed Onshore	NM	Rents	Potassium	-13211.5
2011	Fed Onshore	NM	Rents	Sodium	1365.6
2011	Fed Onshore	NM	Royalties	CO2	1329547.33
2011	Fed Onshore	NM	Royalties	Coal	8197784.47
2011	Fed Onshore	NM	Royalties	Gas	348501622.8
2011	Fed Onshore	NM	Royalties	NGL	139599266.6
2011	Fed Onshore	NM	Royalties	Oil	345101737.8
2011	Fed Onshore	NM	Royalties	Potassium	18972801.83
2011	Fed Onshore	NM	Royalties	Sodium	210596.27
2011	Fed Onshore	NM	Royalties	Sulfur	65189.6
2011	Fed Onshore	NV	Bonus	Geothermal	360632
2011	Fed Onshore	NV	Bonus	Oil & Gas (Non-Royalty)	900416
2011	Fed Onshore	NV	Other Revenues	Geothermal	58138.38
2011	Fed Onshore	NV	Other Revenues	Oil & Gas (Non-Royalty)	13936.72
2011	Fed Onshore	NV	Other Revenues	Potassium	7503
2011	Fed Onshore	NV	Rents	Geothermal	2297385.01
2011	Fed Onshore	NV	Rents	Oil & Gas (Non-Royalty)	6036800.05
2011	Fed Onshore	NV	Rents	Potassium	2501
2011	Fed Onshore	NV	Royalties	Geothermal	3548175.43
2011	Fed Onshore	NV	Royalties	Oil	4076107.22
2011	Fed Onshore	NY	Other Revenues	Oil & Gas (Non-Royalty)	198.75
2011	Fed Onshore	NY	Royalties	Gas	11746.77
2011	Fed Onshore	OH	Bonus	Oil & Gas (Non-Royalty)	-82
2011	Fed Onshore	OH	Other Revenues	Oil & Gas (Non-Royalty)	19193.84
2011	Fed Onshore	OH	Rents	Oil & Gas (Non-Royalty)	19355
2011	Fed Onshore	OH	Royalties	Gas	314210.59
2011	Fed Onshore	OH	Royalties	Oil	233897.94
2011	Fed Onshore	OK	Bonus	Oil & Gas (Non-Royalty)	3960710
2011	Fed Onshore	OK	Other Revenues	Coal	218.77
2011	Fed Onshore	OK	Other Revenues	Oil & Gas (Non-Royalty)	75462.02
2011	Fed Onshore	OK	Rents	Coal	32853
2011	Fed Onshore	OK	Rents	Oil & Gas (Non-Royalty)	346070.5
2011	Fed Onshore	OK	Royalties	Coal	1043157.56
2011	Fed Onshore	OK	Royalties	Gas	6651609.64
2011	Fed Onshore	OK	Royalties	NGL	378719.32
2011	Fed Onshore	OK	Royalties	Oil	1851774.63
2011	Fed Onshore	OR	Other Revenues	Geothermal	30899.05
2011	Fed Onshore	OR	Rents	Geothermal	267368
2011	Fed Onshore	OR	Rents	Oil & Gas (Non-Royalty)	493799
2011	Fed Onshore	PA	Other Revenues	Oil & Gas (Non-Royalty)	11469.08
2011	Fed Onshore	PA	Royalties	Gas	60633.25
2011	Fed Onshore	PA	Royalties	Oil	33576.57
2011	Fed Onshore	SC	Other Revenues	Hardrock	3370.7
2011	Fed Onshore	SC	Rents	Hardrock	46.5
2011	Fed Onshore	SD	Bonus	Oil & Gas (Non-Royalty)	84196
2011	Fed Onshore	SD	Other Revenues	Oil & Gas (Non-Royalty)	17440.25
2011	Fed Onshore	SD	Rents	Oil & Gas (Non-Royalty)	115954
2011	Fed Onshore	SD	Royalties	Gas	98817.57
2011	Fed Onshore	SD	Royalties	Oil	1687288.8
2011	Fed Onshore	TN	Other Revenues	Oil & Gas (Non-Royalty)	132
2011	Fed Onshore	TX	Bonus	Oil & Gas (Non-Royalty)	16222666
2011	Fed Onshore	TX	Other Revenues	Oil & Gas (Non-Royalty)	1113194.71
2011	Fed Onshore	TX	Rents	Oil & Gas (Non-Royalty)	438173.47
2011	Fed Onshore	TX	Royalties	Gas	15304074.39
