Land Category	FY	Offshore Region	Offshore Planning Area	BOEM Block Name	BOEM Protraction	Revenue Type	Mineral Lease Type	Commodity	Product	Total
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($275,059.56)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($213,426.31)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($104,515.70)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($3.75)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($0.01)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$247.47
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area, East Addition	LA11A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$12,632.50
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$13,787.45
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$15,231.06
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$49,146.69
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$130,303.93
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$169,635.49
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$377,197.24
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$415,837.52
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$462,708.92
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$493,909.37
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$784,037.67
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,412,692.29
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$5,151,216.33
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Other Revenues	Sulfur	Sulfur		$10,838.57
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$783.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$42,065.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area, East Addition	LA11A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$75,000.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$87,500.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$90,363.37
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$151,043.75
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$167,705.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$170,071.25
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$274,850.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$347,320.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$352,372.50
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$367,767.50
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$388,310.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$533,241.25
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$539,937.50
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	(Unnamed)	NG15-09	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$561,600.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$670,524.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$777,167.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Lund	NG16-04	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$800,640.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Amery Terrace	NG15-09	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$826,486.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$932,520.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$984,947.25
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,186,809.75
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,267,061.25
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,339,343.25
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,396,410.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,454,792.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,529,525.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,636,922.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,762,808.75
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$1,876,103.75
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,059,405.50
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,069,591.50
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,143,552.37
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,284,025.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,291,985.75
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,925,024.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$12,349,440.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Walker Ridge	NG15-06	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$20,417,360.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$20,905,115.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$28,758,920.25
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Gas	Flash Gas	($610,537.13)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Gas	Flash Gas	($10,546.50)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Flash Gas	$817.66
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Flash Gas	$2,811.40
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Gas	Flash Gas	$2,955.38
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Gas	Flash Gas	$3,006.26
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Gas	Flash Gas	$4,561.22
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Gas	Flash Gas	$7,619.74
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Gas	Flash Gas	$8,922.32
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Gas	Flash Gas	$19,192.06
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Flash Gas	$23,204.70
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Flash Gas	$24,411.68
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Gas	Flash Gas	$29,267.34
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Gas	Flash Gas	$37,873.58
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Gas	Flash Gas	$38,429.10
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Flash Gas	$66,621.75
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Gas	Flash Gas	$69,418.81
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Gas	Flash Gas	$79,718.86
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Flash Gas	$106,089.06
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Gas	Flash Gas	$122,863.49
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Gas	Flash Gas	$185,877.48
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Flash Gas	$209,465.74
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Gas	Flash Gas	$306,631.91
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Gas	Flash Gas	$313,962.89
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Gas	Flash Gas	$495,124.67
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Gas	Fuel Gas	($80,531.51)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Gas	Fuel Gas	($2,172.83)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Gas	Fuel Gas	$165.35
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	Gas	Fuel Gas	$179.46
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Fuel Gas	$581.24
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Gas	Fuel Gas	$1,360.90
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Gas	Fuel Gas	$17,963.68
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Gas	Fuel Gas	$61,953.91
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Fuel Gas	$67,976.24
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Fuel Gas	$174,713.88
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Gas	Fuel Gas	$177,937.42
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Gas	Fuel Gas	$220,854.18
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Gas	Fuel Gas	$227,448.84
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Fuel Gas	$445,628.23
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Gas	Fuel Gas	$471,220.97
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Fuel Gas	$627,395.47
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Fuel Gas	$853,811.29
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Fuel Gas	$1,630,642.82
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	($14,399.84)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$1,232.07
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$7,546.46
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Gas Lost - Flared or Vented	$57,353.08
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$3,829.26
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$58,432.46
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$1,196,992.05
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$2,355,722.15
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$2,739,330.70
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$4,716,385.88
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$6,969,649.24
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$7,820,644.29
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$9,717,367.59
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$11,230,258.45
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$11,848,020.64
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$13,620,240.17
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$13,875,392.79
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$16,596,126.32
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$17,113,920.45
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$19,087,243.58
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$20,970,402.82
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$22,757,558.69
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$23,411,961.10
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$31,680,994.53
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$31,997,246.39
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$32,520,751.38
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$37,338,229.65
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$42,372,470.44
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$43,400,796.94
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$46,438,205.31
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$48,498,813.90
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$58,012,182.24
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$71,790,722.95
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$105,257,520.23
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$138,234,736.49
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$149,495,061.35
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$172,129,212.13
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$258,265,358.04
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	($64,197.65)
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$133,284.93
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area, East Addition	LA11A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$162,988.60
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,719,303.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,726,106.31
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$3,626,661.45
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$5,700,112.49
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$6,233,748.89
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,210,025.56
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,674,298.00
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,721,708.92
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$7,743,303.11
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$8,376,120.02
Fed Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$8,771,415.05
