year	volume	commodity	region	series_id	units
2009	33.664	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2008	18.8846	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2007	15.99393	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2006	21.88468	Other biomass	NM	ELEC.GEN.WAS-NM-99.A	thousand megawatthours
2015	1703.09368	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2014	1668.76794	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2013	1674.04138	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2012	1660.35052	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2011	1619.1490099999999	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2010	1671.0895600000001	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2009	1664.81626	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2008	1512.8602799999999	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2007	1449.3464399999998	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2006	1419.44121	Other biomass	NY	ELEC.GEN.WAS-NY-99.A	thousand megawatthours
2015	494.23416	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2014	519.9312499999999	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2013	410.2942	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2012	302.34184000000005	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2011	375.21328	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2010	195.30953	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2009	131.49094000000002	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2008	120.48177	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2007	86.84452000000002	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2006	91.7403	Other biomass	NC	ELEC.GEN.WAS-NC-99.A	thousand megawatthours
2015	7.58416	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2014	2.6519999999999997	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2013	5.481000000000001	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2012	5.543	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2011	9.862000000000002	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2010	12.387	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2009	11.572000000000001	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2008	12.927	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2007	13.507	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2006	3.5443800000000003	Other biomass	ND	ELEC.GEN.WAS-ND-99.A	thousand megawatthours
2015	475.20865	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2014	470.881	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2013	474.46613999999994	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2012	365.61271	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2011	331.75557	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2010	275.85498000000007	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2009	209.61064	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2008	190.17476999999997	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2007	21.017080000000004	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2006	34.121430000000004	Other biomass	OH	ELEC.GEN.WAS-OH-99.A	thousand megawatthours
2015	96.45016000000001	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2014	91.65057999999999	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2013	125.59768000000001	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2012	94.12241999999999	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2011	87.24201000000001	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2010	97.04342000000001	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2009	163.01022	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2008	169.61845	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2007	3.72086	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2006	0	Other biomass	OK	ELEC.GEN.WAS-OK-99.A	thousand megawatthours
2015	349.02702	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2014	348.09549	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2013	293.88836999999995	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2012	231.58682000000002	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2011	222.255	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2010	204.93193000000002	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2009	128.33239000000003	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2008	130.74746	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2007	138.73342	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2006	98.97659	Other biomass	OR	ELEC.GEN.WAS-OR-99.A	thousand megawatthours
2015	2001.32583	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2014	1904.2241999999999	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2013	1846.84016	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2012	1764.72818	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2011	1653.44584	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2010	1708.35602	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2009	1579.33625	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2008	1416.2006900000001	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2007	1456.61089	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2006	1428.70826	Other biomass	PA	ELEC.GEN.WAS-PA-99.A	thousand megawatthours
2015	211.00701	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2014	206.69439	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2013	48.132380000000005	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2012	100.515	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2011	127.405	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2010	136.94899999999998	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2009	144.6	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2008	158.407	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2007	154.757	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2006	148.91299999999998	Other biomass	RI	ELEC.GEN.WAS-RI-99.A	thousand megawatthours
2015	188.9665	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2014	194.05870000000002	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2013	212.89628000000002	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2012	202.52	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2011	141.094	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2010	130.997	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2009	137.25404	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2008	119.75865	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2007	100.60247999999999	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2006	106.05306	Other biomass	SC	ELEC.GEN.WAS-SC-99.A	thousand megawatthours
2015	0	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2014	0	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2013	0	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2012	0	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2011	0	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2010	0	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2009	5.77483	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2008	1.6645100000000002	Other biomass	SD	ELEC.GEN.WAS-SD-99.A	thousand megawatthours
2015	89.25932999999999	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2014	89.56738	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2013	85.03336	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2012	62.20609	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2011	36.17987	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2010	33.12342	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2009	36.30003	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2008	35.89996	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2007	52.47963	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2006	58.182500000000005	Other biomass	TN	ELEC.GEN.WAS-TN-99.A	thousand megawatthours
2015	734.0101099999999	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2014	733.45375	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2013	730.2295700000001	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2012	700.2747900000002	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2011	678.12672	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2010	545.13641	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2009	429.0754	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2008	438.47342	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2007	367.06512999999995	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2006	255.70077999999998	Other biomass	TX	ELEC.GEN.WAS-TX-99.A	thousand megawatthours
2015	71.54167000000001	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2014	72.53017	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2013	70.92624	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2012	59.55594	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2011	58.00684	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2010	56.33808	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2009	47.87814	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2008	23.685419999999997	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2007	31.03048	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2006	14.86804	Other biomass	UT	ELEC.GEN.WAS-UT-99.A	thousand megawatthours
2015	23.82343	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2014	23.488999999999997	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2013	25.698	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2012	25.646	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2011	25.447999999999997	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2010	25.081	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2009	24.19	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2008	0	Other biomass	VT	ELEC.GEN.WAS-VT-99.A	thousand megawatthours
2015	1071.07163	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2014	1097.01068	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2013	959.7247900000001	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2012	922.6538700000001	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2011	789.63783	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2010	815.3446399999999	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2009	709.2033500000001	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2008	782.1717600000001	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2007	773.24499	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2006	678.40757	Other biomass	VA	ELEC.GEN.WAS-VA-99.A	thousand megawatthours
2015	288.78691999999995	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2014	313.07967	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2013	283.90352999999993	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2012	238.98899000000003	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2011	168.87175	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2010	196.36965999999998	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2009	167.02284000000003	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2008	167.88098000000002	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2007	176.35056	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2006	184.01362999999998	Other biomass	WA	ELEC.GEN.WAS-WA-99.A	thousand megawatthours
2015	4.692779999999999	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2014	4.61504	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2013	3.9989999999999997	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2012	10.54	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2011	9.190999999999999	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2010	0	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2009	-0.1486	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2008	0	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2007	0	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2006	0.29634000000000005	Other biomass	WV	ELEC.GEN.WAS-WV-99.A	thousand megawatthours
2015	548.7154800000001	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2014	542.31495	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2013	484.34022000000004	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2012	516.72603	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2011	545.41283	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2010	507.85976000000005	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2009	519.17424	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2008	491.75416	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2007	435.15566000000007	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
2006	390.38430999999997	Other biomass	WI	ELEC.GEN.WAS-WI-99.A	thousand megawatthours
