Year	State	FIPS	Commodity	type	Revenue
2004	TX	48005	Oil & Gas	Other Revenues	1500
2004	TX	48037	Oil	Royalties	49473.11
2004	TX	48041	Gas	Royalties	150.33
2004	TX	48041	Gas	Royalties	353.4
2004	TX	48041	Oil	Royalties	5604.22
2004	TX	48071	Oil	Royalties	12090.92
2004	TX	48121	Oil & Gas	Other Roy Vals	875
2004	TX	48121	Gas	Royalties	4582.46
2004	TX	48161	Oil & Gas	Other Roy Vals	1300
2004	TX	48161	Gas	Royalties	79200.89
2004	TX	48161	Oil	Royalties	260.2
2004	TX	48167	Gas	Royalties	231.55
2004	TX	48167	Gas	Royalties	305568.83
2004	TX	48167	Oil	Royalties	57934.51
2004	TX	48167	Oil	Royalties	818125.47
2004	TX	48179	Oil	Royalties	1807.32
2004	TX	48181	Oil & Gas	Other Roy Vals	-2000
2004	TX	48181	Gas	Royalties	1357.32
2004	TX	48181	Gas	Royalties	4119.93
2004	TX	48181	Gas	Royalties	206.62
2004	TX	48181	Oil	Royalties	34.59
2004	TX	48181	Oil	Royalties	13975.43
2004	TX	48211	Oil & Gas	Other Roy Vals	-1283.34
2004	TX	48211	Gas	Royalties	9631.58
2004	TX	48215	Gas	Royalties	86565.44
2004	TX	48215	Oil	Royalties	2606.48
2004	TX	48225	Oil & Gas	Other Roy Vals	12700
2004	TX	48225	Oil	Royalties	486319.26
2004	TX	48239	Gas	Royalties	2488.39
2004	TX	48239	Oil	Royalties	13.46
2004	TX	48241	Oil & Gas	Other Revenues	-1552.5
2004	TX	48241	Gas	Royalties	-2583.75
2004	TX	48241	Oil	Royalties	377.74
2004	TX	48253	Gas	Royalties	-42.76
2004	TX	48253	Gas	Royalties	358.16
2004	TX	48253	Oil	Royalties	1656.93
2004	TX	48287	Gas	Royalties	220.25
2004	TX	48287	Gas	Royalties	216.55
2004	TX	48287	Gas	Royalties	48999.3
2004	TX	48287	Oil	Royalties	15396.52
2004	TX	48297	Gas	Royalties	148104.19
2004	TX	48297	Oil	Royalties	3831.99
2004	TX	48351	Gas	Royalties	153.79
2004	TX	48351	Oil	Royalties	264.49
2004	TX	48357	Gas	Royalties	988.39
2004	TX	48367	Oil & Gas	Other Revenues	628
2004	TX	48367	Gas	Royalties	13166.16
2004	TX	48367	Oil	Royalties	863.77
2004	TX	48403	Oil & Gas	Other Revenues	-3484.17
2004	TX	48403	Gas	Royalties	3153.21
2004	TX	48403	Gas	Royalties	5171.09
2004	TX	48403	Oil	Royalties	3816.65
2004	TX	48403	Oil	Royalties	19666.02
