Year	State	FIPS	Commodity	type	Revenue
2006	MS	28023	Oil	Royalties	51.37
2006	MS	28031	Gas	Royalties	244.48
2006	MS	28031	Oil	Royalties	2019.56
2006	MS	28031	Oil & Gas	Royalties	-0.09
2006	MS	28035	Gas	Royalties	-47.07
2006	MS	28035	Gas	Royalties	158875.17
2006	MS	28035	Oil	Royalties	31005.15
2006	MS	28035	Oil	Royalties	419.1
2006	MS	28037	Oil & Gas	Other Roy Vals	-8556.79
2006	MS	28037	Oil	Royalties	631570.37
2006	MS	28045	Oil	Royalties	119.74
2006	MS	28061	Gas	Royalties	12313.54
2006	MS	28061	Oil	Royalties	75.42
2006	MS	28065	Gas	Royalties	10977.22
2006	MS	28065	Oil	Royalties	12.37
2006	MS	28065	Oil	Royalties	1419.68
2006	MS	28067	Oil & Gas	Other Roy Vals	-578
2006	MS	28067	Gas	Royalties	10131.93
2006	MS	28067	Oil	Royalties	9482.53
2006	MS	28073	Oil	Royalties	27082.89
2006	MS	28077	Gas	Royalties	792.43
2006	MS	28077	Oil	Royalties	105.92
2006	MS	28087	Gas	Royalties	92453.72
2006	MS	28087	Oil	Royalties	3622.95
2006	MS	28089	Oil & Gas	Other Revenues	461
2006	MS	28095	Gas	Royalties	2243.44
2006	MS	28109	Gas	Royalties	-24075.97
2006	MS	28109	Oil	Royalties	23719.03
2006	MS	28111	Oil & Gas	Other Revenues	122
2006	MS	28111	Gas	Royalties	6.12
2006	MS	28111	Oil	Royalties	703444.38
2006	MS	28123	Oil	Royalties	76396.56
2006	MS	28131	Gas	Royalties	109574.22
2006	MS	28131	Oil & Gas	Royalties	-143.72
2006	MS	28153	Oil	Royalties	362387.58
2006	MS	28157	Gas	Royalties	4857.29
2006	MS	28157	Oil	Royalties	37051.74
2007	MS	28001	Oil	Royalties	88452.82
2007	MS	28017	Oil & Gas	Other Revenues	1281.48
2007	MS	28017	Gas	Royalties	56318.62
2007	MS	28023	Oil	Royalties	69.14
2007	MS	28031	Gas	Royalties	304.52
2007	MS	28031	Oil	Royalties	3236.18
2007	MS	28035	Gas	Royalties	23351.86
2007	MS	28035	Gas	Royalties	10296.08
2007	MS	28035	Oil	Royalties	6592.99
2007	MS	28037	Oil	Royalties	707212.96
2007	MS	28061	Gas	Royalties	15215.96
2007	MS	28061	Oil	Royalties	119.11
2007	MS	28065	Oil & Gas	Other Roy Vals	-900
2007	MS	28065	Gas	Royalties	6929.97
2007	MS	28065	Oil	Royalties	625.22
2007	MS	28067	Gas	Royalties	4532.76
2007	MS	28067	Oil	Royalties	11578.99
2007	MS	28067	Oil	Royalties	-1226.93
2007	MS	28073	Oil	Royalties	25699.5
2007	MS	28077	Gas	Royalties	77.45
2007	MS	28077	Oil	Royalties	7.74
2007	MS	28087	Gas	Royalties	77467.94
2007	MS	28087	Oil	Royalties	4337.37
2007	MS	28089	Oil & Gas	Other Revenues	944
2007	MS	28095	Gas	Royalties	1920.16
2007	MS	28109	Oil	Royalties	49608.66
2007	MS	28111	Oil & Gas	Other Revenues	122
2007	MS	28111	Oil & Gas	Other Roy Vals	6238
2007	MS	28111	Oil	Royalties	753015.22
2007	MS	28123	Oil	Royalties	75959.77
2007	MS	28131	Gas	Royalties	38088.51
2007	MS	28153	Oil	Royalties	422044.3
2007	MS	28157	Gas	Royalties	24081.08
2007	MS	28157	Oil	Royalties	71014.88
2008	MS	28001	Oil	Royalties	103057.77
2008	MS	28017	Gas	Royalties	68055.66
2008	MS	28023	Oil	Royalties	1492.4
2008	MS	28031	Gas	Royalties	436.98
2008	MS	28031	Oil	Royalties	4399.7
2008	MS	28035	Gas	Royalties	103911.38
2008	MS	28035	Oil	Royalties	1794.88
2008	MS	28035	Oil	Royalties	1321.61
2008	MS	28037	Oil & Gas	Other Roy Vals	10312.48
2008	MS	28037	Oil	Royalties	1123560.28
2008	MS	28061	Gas	Royalties	37222.62
2008	MS	28061	Oil	Royalties	702.28
2008	MS	28065	Oil & Gas	Other Roy Vals	453.11
2008	MS	28065	Gas	Royalties	4884.79
2008	MS	28065	Oil	Royalties	-3.32
2008	MS	28065	Oil	Royalties	1789.09
2008	MS	28067	Gas	Royalties	1376.46
2008	MS	28067	Oil	Royalties	7033.4
2008	MS	28067	Oil	Royalties	1613.73
2008	MS	28073	Oil	Royalties	15673.76
2008	MS	28077	Oil & Gas	Other Roy Vals	100
2008	MS	28077	Gas	Royalties	18.62
2008	MS	28077	Oil	Royalties	12.6
2008	MS	28087	Gas	Royalties	90701.07
2008	MS	28087	Oil	Royalties	5599.05
2008	MS	28089	Oil & Gas	Other Revenues	483
2008	MS	28095	Gas	Royalties	1830.81
2008	MS	28109	Oil & Gas	Other Roy Vals	397.45
2008	MS	28109	Oil	Royalties	42164.5
2008	MS	28111	Gas	Royalties	-0.91
2008	MS	28111	Oil	Royalties	695622.81
2008	MS	28123	Oil & Gas	Other Roy Vals	33273.56
2008	MS	28123	Oil	Royalties	99864.02
2008	MS	28129	Oil	Royalties	20230.81
2008	MS	28131	Gas	Royalties	79701.41
2008	MS	28153	Oil & Gas	Other Roy Vals	7387.4
2008	MS	28153	Oil	Royalties	549996.54
2008	MS	28157	Gas	Royalties	23844.84
2008	MS	28157	Oil	Royalties	88330.06
2009	MS	28001	Oil	Royalties	53221.89
2009	MS	28017	Gas	Royalties	21591.53
2009	MS	28023	Oil	Royalties	253.29
2009	MS	28031	Gas	Royalties	157
2009	MS	28031	Oil	Royalties	2716.5
2009	MS	28035	Gas	Royalties	36595.67
2009	MS	28035	Oil	Royalties	59635.8
2009	MS	28035	Oil	Royalties	399.26
2009	MS	28037	Oil	Royalties	577327.51
2009	MS	28061	Gas	Royalties	8509.04
2009	MS	28061	Oil	Royalties	181.61
2009	MS	28065	Oil & Gas	Other Roy Vals	-300
2009	MS	28065	Gas	Royalties	3464.75
2009	MS	28065	Oil	Royalties	13.88
2009	MS	28065	Oil	Royalties	843.11
2009	MS	28067	Gas	Royalties	3114.78
2009	MS	28067	Oil	Royalties	11760.88
2009	MS	28073	Oil	Royalties	2081.88
2009	MS	28077	Oil & Gas	Other Roy Vals	-99.76
2009	MS	28077	Gas	Royalties	145825.46
2009	MS	28077	Oil	Royalties	7222.83
2009	MS	28087	Gas	Royalties	46875.09
2009	MS	28087	Oil	Royalties	3195.19
2009	MS	28089	Oil & Gas	Other Revenues	483
2009	MS	28095	Gas	Royalties	1083.83
2009	MS	28109	Gas	Royalties	52589.33
2009	MS	28109	Oil	Royalties	36550.35
2009	MS	28109	Oil	Royalties	22149.99
2009	MS	28111	Oil & Gas	Other Roy Vals	-250
2009	MS	28111	Oil	Royalties	290508.16
2009	MS	28123	Oil	Royalties	40850.88
2009	MS	28129	Oil & Gas	Other Revenues	2630
2009	MS	28129	Oil	Royalties	1512.81
2009	MS	28131	Gas	Royalties	29355.47
2009	MS	28153	Oil	Royalties	375894.36
2009	MS	28157	Gas	Royalties	12558.34
2009	MS	28157	Oil	Royalties	26178.29
2010	MS	28001	Oil	Royalties	43932.95
2010	MS	28017	Gas	Royalties	15800.05
2010	MS	28023	Oil	Royalties	543.37
2010	MS	28031	Gas	Royalties	129.5
2010	MS	28031	Oil	Royalties	3448.02
2010	MS	28035	Gas	Royalties	64075.91
2010	MS	28035	Oil	Royalties	75410.73
2010	MS	28035	Oil	Royalties	3657.64
2010	MS	28037	Oil	Royalties	679313.61
2010	MS	28061	Gas	Royalties	6321.15
2010	MS	28061	Oil	Royalties	186.95
2010	MS	28065	Gas	Royalties	2952.24
2010	MS	28065	Oil	Royalties	29.67
2010	MS	28065	Oil	Royalties	1113.18
2010	MS	28067	Oil & Gas	Other Roy Vals	78.9
2010	MS	28067	Gas	Royalties	5998.54
2010	MS	28067	Oil	Royalties	15730.12
2010	MS	28077	Oil & Gas	Other Roy Vals	-0.24
2010	MS	28077	Gas	Royalties	39754.33
2010	MS	28077	Oil	Royalties	2596.04
2010	MS	28087	Oil & Gas	Other Revenues	154.03
2010	MS	28087	Oil & Gas	Other Roy Vals	76.32
2010	MS	28087	Gas	Royalties	48172.29
2010	MS	28087	Oil	Royalties	4663.36
2010	MS	28089	Oil & Gas	Other Revenues	483
2010	MS	28095	Gas	Royalties	144.81
2010	MS	28109	Gas	Royalties	148546.51
2010	MS	28109	Oil	Royalties	62701.99
2010	MS	28109	Oil	Royalties	23173.58
2010	MS	28111	Oil & Gas	Other Roy Vals	5500
2010	MS	28111	Oil	Royalties	544035.78
2010	MS	28123	Oil	Royalties	1475.51
2010	MS	28129	Oil & Gas	Other Revenues	1117.19
2010	MS	28129	Oil & Gas	Other Roy Vals	0.42
2010	MS	28131	Oil & Gas	Other Roy Vals	81.93
2010	MS	28131	Gas	Royalties	26829.84
2010	MS	28153	Oil	Royalties	500323.39
2010	MS	28157	Oil	Royalties	51626.45
2011	MS	28001	Oil	Royalties	28222.92
2011	MS	28017	Gas	Royalties	7856.81
2011	MS	28023	Oil	Royalties	54.2
2011	MS	28031	Gas	Royalties	149.26
2011	MS	28031	Oil	Royalties	5126.32
2011	MS	28035	Gas	Royalties	15020.48
2011	MS	28035	Gas	Royalties	138905.48
2011	MS	28035	Oil	Royalties	27433.2
2011	MS	28035	Oil	Royalties	72649.25
2011	MS	28037	Oil & Gas	Other Roy Vals	3.4
2011	MS	28037	Oil	Royalties	948346.02
2011	MS	28061	Gas	Royalties	4731.34
2011	MS	28061	Oil	Royalties	158.82
2011	MS	28065	Gas	Royalties	2563.26
2011	MS	28065	Oil	Royalties	13.54
2011	MS	28065	Oil	Royalties	1455.59
2011	MS	28067	Gas	Royalties	5721.2
2011	MS	28067	Oil	Royalties	9464.04
2011	MS	28067	Oil	Royalties	11082.85
2011	MS	28073	Oil	Royalties	327685.24
2011	MS	28077	Gas	Royalties	19892.66
2011	MS	28077	Oil	Royalties	1666.62
2011	MS	28087	Gas	Royalties	35652.74
2011	MS	28087	Oil	Royalties	3149.91
2011	MS	28089	Oil & Gas	Other Revenues	483
2011	MS	28095	Gas	Royalties	39.75
2011	MS	28109	Gas	Royalties	120706.05
2011	MS	28109	Gas	Royalties	29583.74
2011	MS	28109	Oil	Royalties	92573.21
2011	MS	28109	Oil	Royalties	46392.91
2011	MS	28111	Oil & Gas	Other Roy Vals	-2088
2011	MS	28111	Oil	Royalties	1515777.12
2011	MS	28123	Oil	Royalties	10580.39
2011	MS	28131	Gas	Royalties	-2314.12
2011	MS	28153	Oil	Royalties	517529.25
2011	MS	28157	Oil & Gas	Other Roy Vals	787.37
2011	MS	28157	Oil	Royalties	48845.3
2012	MS	28001	Oil	Royalties	46049.87
2012	MS	28017	Gas	Royalties	3817.09
2012	MS	28023	Oil	Royalties	208.07
2012	MS	28031	Gas	Royalties	78.38
2012	MS	28031	Oil	Royalties	6038.76
2012	MS	28035	Oil & Gas	Other Roy Vals	0.01
2012	MS	28035	Gas	Royalties	12761.37
2012	MS	28035	Gas	Royalties	18027.59
2012	MS	28035	Oil	Royalties	30180.67
2012	MS	28035	Oil	Royalties	106175.94
2012	MS	28037	Oil	Royalties	1033259.71
2012	MS	28061	Gas	Royalties	2646.14
2012	MS	28061	Oil	Royalties	68.56
2012	MS	28065	Gas	Royalties	1362.58
2012	MS	28065	Oil	Royalties	1.43
2012	MS	28065	Oil	Royalties	1310.82
2012	MS	28067	Gas	Royalties	3079.49
2012	MS	28067	Oil	Royalties	18323.43
2012	MS	28073	Oil	Royalties	583650.49
2012	MS	28077	Gas	Royalties	3241.79
2012	MS	28077	Oil	Royalties	295.71
2012	MS	28087	Gas	Royalties	14113.79
2012	MS	28087	Gas	Royalties	5108.97
2012	MS	28087	Oil	Royalties	1174.45
2012	MS	28087	Oil	Royalties	3905.26
2012	MS	28089	Oil & Gas	Other Revenues	483
2012	MS	28109	Gas	Royalties	111629.97
2012	MS	28109	Oil	Royalties	96795.03
2012	MS	28109	Oil	Royalties	53457.58
2012	MS	28111	Oil & Gas	Other Roy Vals	-2400
2012	MS	28111	Oil	Royalties	1229475.57
2012	MS	28131	Gas	Royalties	15100.32
2012	MS	28153	Oil	Royalties	525595.01
2012	MS	28157	Oil	Royalties	63161.62
2013	MS	28001	Oil	Royalties	37629.61
2013	MS	28017	Gas	Royalties	8889.56
2013	MS	28023	Oil	Royalties	566.19
2013	MS	28031	Gas	Royalties	76.78
2013	MS	28031	Oil	Royalties	5460.92
2013	MS	28035	Gas	Royalties	3463.01
2013	MS	28035	Gas	Royalties	13923.64
2013	MS	28035	Oil	Royalties	-1967.34
2013	MS	28035	Oil	Royalties	50075.49
2013	MS	28037	Oil	Royalties	1060696.95
2013	MS	28061	Gas	Royalties	2673.88
2013	MS	28061	Oil	Royalties	19.11
2013	MS	28065	Gas	Royalties	23358.96
2013	MS	28065	Gas	Royalties	1528.86
2013	MS	28065	Oil	Royalties	565.79
2013	MS	28065	Oil	Royalties	1285.65
2013	MS	28067	Gas	Royalties	3723.25
2013	MS	28067	Oil	Royalties	15796.91
2013	MS	28073	Oil	Royalties	1134142.31
2013	MS	28077	Gas	Royalties	113036.25
2013	MS	28077	Oil	Royalties	17346.33
2013	MS	28087	Gas	Royalties	25077.41
2013	MS	28087	Oil	Royalties	1579.1
2013	MS	28089	Oil & Gas	Other Revenues	483
2013	MS	28109	Gas	Royalties	58498.72
2013	MS	28109	Gas	Royalties	8817.13
2013	MS	28109	Oil	Royalties	36182.38
2013	MS	28109	Oil	Royalties	38596.14
2013	MS	28111	Oil & Gas	Other Roy Vals	-4200
2013	MS	28111	Oil	Royalties	1830894.52
2013	MS	28129	Oil	Royalties	17097.32
2013	MS	28131	Gas	Royalties	11152.86
2013	MS	28153	Oil	Royalties	456996.26
2013	MS	28157	Oil	Royalties	56277.64
