Year	State	County	FIPS	Resource	Revenue
2009	IN	Crawford	18025	oilgas	700.14
2009	IN	Gibson	18051	oilgas	40118.71
2009	IN	Perry	18123	oilgas	116037.86
2010	IN	Crawford	18025	oilgas	600.12
2010	IN	Gibson	18051	oilgas	34814.78
2010	IN	Perry	18123	oilgas	44078.88
2011	IN	Gibson	18051	oilgas	20846.36
2011	IN	Perry	18123	oilgas	5802.00
2012	IN	Crawford	18025	oilgas	300.06
2012	IN	Gibson	18051	oilgas	30714.95
2012	IN	Perry	18123	oilgas	17366.94
2013	IN	Crawford	18025	oilgas	300.06
2013	IN	Gibson	18051	oilgas	30857.92
2013	IN	Perry	18123	oilgas	12532.94
