Year	State	County	FIPS	Commodity	type	Revenue
2004	MT	Big Horn	30003	Oil & Gas	Other Revenues	24523.09
2004	MT	Big Horn	30003	Coal	Other Roy Vals	75000
2004	MT	Big Horn	30003	Coal	Royalties	-671286.55
2004	MT	Big Horn	30003	Gas	Royalties	1140176.17
2004	MT	Blaine	30005	Oil & Gas	Other Revenues	56382.43
2004	MT	Blaine	30005	Oil & Gas	Other Roy Vals	61289.99
2004	MT	Blaine	30005	Gas	Royalties	320.2
2004	MT	Blaine	30005	Gas	Royalties	10587.25
2004	MT	Blaine	30005	Gas	Royalties	1511982.1
2004	MT	Blaine	30005	Oil	Royalties	151414.32
2004	MT	Carbon	30009	Oil & Gas	Other Revenues	23023.78
2004	MT	Carbon	30009	Oil & Gas	Other Roy Vals	5875
2004	MT	Carbon	30009	Gas	Royalties	84931.92
2004	MT	Carbon	30009	Gas	Royalties	17002.6
2004	MT	Carbon	30009	Gas	Royalties	78102.23
2004	MT	Carbon	30009	Oil	Royalties	1755.19
2004	MT	Carbon	30009	Oil	Royalties	1065912.25
2004	MT	Carbon	30009	Other	Royalties	986.36
2004	MT	Carter	30011	Oil & Gas	Other Revenues	20534
2004	MT	Carter	30011	Oil	Royalties	1790.26
2004	MT	Chouteau	30015	Oil & Gas	Other Revenues	17309.93
2004	MT	Chouteau	30015	Oil & Gas	Other Roy Vals	17328.95
2004	MT	Chouteau	30015	Gas	Royalties	439.87
2004	MT	Chouteau	30015	Gas	Royalties	218659.51
2004	MT	Custer	30017	Gas	Royalties	26114.53
2004	MT	Dawson	30021	Oil & Gas	Other Roy Vals	-6044.19
2004	MT	Dawson	30021	Gas	Royalties	1062.05
2004	MT	Dawson	30021	Gas	Royalties	20.43
2004	MT	Dawson	30021	Oil	Royalties	1340791.72
2004	MT	Fallon	30025	Oil & Gas	Other Revenues	88863.33
2004	MT	Fallon	30025	Gas	Royalties	108676.13
2004	MT	Fallon	30025	Gas	Royalties	66147.84
2004	MT	Fallon	30025	Gas	Royalties	2434019.43
2004	MT	Fallon	30025	Oil	Royalties	-2616.07
2004	MT	Fallon	30025	Oil	Royalties	2591.03
2004	MT	Fallon	30025	Oil	Royalties	7930447.01
2004	MT	Fergus	30027	Oil & Gas	Other Revenues	6201
2004	MT	Fergus	30027	Gas	Royalties	3678.07
2004	MT	Garfield	30033	Oil	Royalties	2111.23
2004	MT	Glacier	30035	Oil & Gas	Other Revenues	844.37
2004	MT	Glacier	30035	Gas	Royalties	743.65
2004	MT	Glacier	30035	Gas	Royalties	3789.24
2004	MT	Glacier	30035	Gas	Royalties	10523.5
2004	MT	Glacier	30035	Oil	Royalties	10028.96
2004	MT	Hill	30041	Oil & Gas	Other Revenues	2198.65
2004	MT	Hill	30041	Oil & Gas	Other Roy Vals	13302.68
2004	MT	Hill	30041	Gas	Royalties	235.74
2004	MT	Hill	30041	Gas	Royalties	181400.08
2004	MT	Liberty	30051	Oil & Gas	Other Revenues	1362.89
2004	MT	Liberty	30051	Oil & Gas	Other Roy Vals	-500
2004	MT	Liberty	30051	Gas	Royalties	129314.19
2004	MT	Liberty	30051	Oil	Royalties	-18.59
2004	MT	Liberty	30051	Oil	Royalties	11366.01
2004	MT	Musselshell	30065	Oil & Gas	Other Revenues	1714
2004	MT	Musselshell	30065	Oil	Royalties	11428.31
2004	MT	Petroleum	30069	Oil	Royalties	2186.82
2004	MT	Phillips	30071	Oil & Gas	Other Revenues	8897.62
2004	MT	Phillips	30071	Oil & Gas	Other Roy Vals	-37386.7
2004	MT	Phillips	30071	Gas	Royalties	5944477.94
2004	MT	Pondera	30073	Oil & Gas	Other Revenues	4164.25
2004	MT	Pondera	30073	Gas	Royalties	3001.87
2004	MT	Powder River	30075	Oil & Gas	Other Revenues	605
2004	MT	Powder River	30075	Gas	Royalties	6714.21
2004	MT	Powder River	30075	Oil	Royalties	202357.55
2004	MT	Prairie	30079	Gas	Royalties	5683.65
2004	MT	Prairie	30079	Gas	Royalties	210.26
2004	MT	Prairie	30079	Oil	Royalties	567367.75
2004	MT	Richland	30083	Oil & Gas	Other Roy Vals	23118.57
2004	MT	Richland	30083	Gas	Royalties	1651.46
2004	MT	Richland	30083	Gas	Royalties	10469.48
2004	MT	Richland	30083	Gas	Royalties	74813.93
2004	MT	Richland	30083	Oil	Royalties	169467.15
2004	MT	Richland	30083	Oil	Royalties	42.84
2004	MT	Richland	30083	Oil	Royalties	842873.87
2004	MT	Roosevelt	30085	Oil & Gas	Other Revenues	3
2004	MT	Roosevelt	30085	Oil & Gas	Other Roy Vals	1421.5
2004	MT	Roosevelt	30085	Gas	Royalties	464.44
2004	MT	Roosevelt	30085	Gas	Royalties	708.76
2004	MT	Roosevelt	30085	Gas	Royalties	1936.34
2004	MT	Roosevelt	30085	Oil	Royalties	58.93
2004	MT	Roosevelt	30085	Oil	Royalties	59743.15
2004	MT	Rosebud	30087	Oil	Royalties	4278.61
2004	MT	Rosebud	30087	Oil	Royalties	53217.97
2004	MT	Sheridan	30091	Oil & Gas	Other Revenues	127
2004	MT	Sheridan	30091	Oil & Gas	Other Roy Vals	26
2004	MT	Sheridan	30091	Gas	Royalties	13.89
2004	MT	Sheridan	30091	Gas	Royalties	21.38
2004	MT	Sheridan	30091	Gas	Royalties	5374.55
2004	MT	Sheridan	30091	Oil	Royalties	2.21
2004	MT	Sheridan	30091	Oil	Royalties	171614.71
2004	MT	Toole	30101	Oil & Gas	Other Revenues	12523.56
2004	MT	Toole	30101	Oil & Gas	Other Roy Vals	-425
2004	MT	Toole	30101	Gas	Royalties	103515.49
2004	MT	Toole	30101	Oil	Royalties	42275.47
2004	MT	Valley	30105	Oil & Gas	Other Revenues	534.65
2004	MT	Valley	30105	Oil & Gas	Other Roy Vals	-302.89
2004	MT	Valley	30105	Gas	Royalties	260315.88
2004	MT	Wheatland	30107	Oil & Gas	Other Revenues	240
2004	MT	Wibaux	30109	Gas	Royalties	33584.35
2004	MT	Wibaux	30109	Gas	Royalties	1304.46
2004	MT	Wibaux	30109	Gas	Royalties	93172
2004	MT	Wibaux	30109	Oil	Royalties	1571011.2
2004	MT	Yellowstone	30111	Oil & Gas	Other Revenues	160.39
2004	MT	Yellowstone	30111	Oil	Royalties	1382.51
2005	MT	Big Horn	30003	Oil & Gas	Other Revenues	37397.42
2005	MT	Big Horn	30003	Coal	Other Roy Vals	1875000
2005	MT	Big Horn	30003	Gas	Royalties	2931795.47
2005	MT	Big Horn	30003	Gas	Royalties	758.47
2005	MT	Blaine	30005	Oil & Gas	Other Revenues	44739.21
2005	MT	Blaine	30005	Oil & Gas	Other Roy Vals	40250.44
2005	MT	Blaine	30005	Gas	Royalties	340.33
2005	MT	Blaine	30005	Gas	Royalties	56770.54
2005	MT	Blaine	30005	Gas	Royalties	1994289.08
2005	MT	Blaine	30005	Oil	Royalties	185844.25
2005	MT	Carbon	30009	Oil & Gas	Other Revenues	24956.73
2005	MT	Carbon	30009	Oil & Gas	Other Roy Vals	2054.05
2005	MT	Carbon	30009	Gas	Royalties	105215.58
2005	MT	Carbon	30009	Gas	Royalties	26014.57
2005	MT	Carbon	30009	Gas	Royalties	119172.59
