Fiscal Year,Land Category,Land Class,State,County,FIPS Code,Offshore Region,Product, Volume 
2011,Onshore,Federal,MT,Blaine County,30005,,Gas (mcf)," 2,928,949 "
2011,Onshore,Federal,MT,Carbon County,30009,,Oil (bbl)," 448,683 "
2011,Onshore,Federal,MT,Carbon County,30009,,Gas (mcf)," 1,525,337 "
2011,Onshore,Federal,MT,Carter County,30011,,Gas (mcf)," 42,551 "
2011,Onshore,Federal,MT,Carter County,30011,,Oil (bbl)," 87,010 "
2011,Onshore,Federal,MT,Chouteau County,30015,,Gas (mcf)," 214,799 "
2011,Onshore,Federal,MT,Custer County,30017,,Gas (mcf)," 25,533 "
2011,Onshore,Federal,MT,Dawson County,30021,,Gas (mcf)," 16,481 "
2011,Onshore,Federal,MT,Dawson County,30021,,Oil (bbl)," 192,688 "
2011,Onshore,Federal,MT,Fallon County,30025,,Oil (bbl)," 1,778,865 "
2011,Onshore,Federal,MT,Fallon County,30025,,Gas (mcf)," 7,848,656 "
2011,Onshore,Federal,MT,Fergus County,30027,,Gas (mcf)," 26,833 "
2011,Onshore,Federal,MT,Garfield County,30033,,Oil (bbl)," 2,168 "
2011,Onshore,Federal,MT,Glacier County,30035,,Oil (bbl)," 4,546 "
2011,Onshore,Federal,MT,Glacier County,30035,,Gas (mcf)," 8,824 "
2011,Onshore,Federal,MT,Hill County,30041,,Gas (mcf)," 312,396 "
2011,Onshore,Federal,MT,Liberty County,30051,,Oil (bbl)," 9,698 "
2011,Onshore,Federal,MT,Liberty County,30051,,Gas (mcf)," 81,031 "
2011,Onshore,Federal,MT,Musselshell County,30065,,Oil (bbl)," 5,904 "
2011,Onshore,Federal,MT,Petroleum County,30069,,Oil (bbl)," 11,011 "
2011,Onshore,Federal,MT,Phillips County,30071,,Gas (mcf)," 7,615,081 "
2011,Onshore,Federal,MT,Pondera County,30073,,Gas (mcf)," 4,364 "
2011,Onshore,Federal,MT,Powder River County,30075,,Gas (mcf)," 7,322 "
2011,Onshore,Federal,MT,Powder River County,30075,,Oil (bbl)," 63,205 "
2011,Onshore,Federal,MT,Prairie County,30079,,Gas (mcf)," 37,499 "
2011,Onshore,Federal,MT,Prairie County,30079,,Oil (bbl)," 140,318 "
2011,Onshore,Federal,MT,Richland County,30083,,Gas (mcf)," 234,501 "
2011,Onshore,Federal,MT,Richland County,30083,,Oil (bbl)," 255,199 "
2011,Onshore,Federal,MT,Roosevelt County,30085,,Gas (mcf)," 4,940 "
2011,Onshore,Federal,MT,Roosevelt County,30085,,Oil (bbl)," 7,281 "
2011,Onshore,Federal,MT,Rosebud County,30087,,Gas (mcf), 573 
2011,Onshore,Federal,MT,Rosebud County,30087,,Oil (bbl)," 18,161 "
2011,Onshore,Federal,MT,Rosebud County,30087,,Coal (tons)," 4,858,345 "
2011,Onshore,Federal,MT,Sheridan County,30091,,Gas (mcf)," 16,699 "
2011,Onshore,Federal,MT,Sheridan County,30091,,Oil (bbl)," 25,415 "
2011,Onshore,Federal,MT,Stillwater County,30095,,Gas (mcf), 125 
2011,Onshore,Federal,MT,Stillwater County,30095,,Oil (bbl)," 10,929 "
2011,Onshore,Federal,MT,Toole County,30101,,Oil (bbl)," 42,823 "
2011,Onshore,Federal,MT,Toole County,30101,,Gas (mcf)," 234,313 "
2011,Onshore,Federal,MT,Treasure County,30103,,Coal (tons)," 1,122,552 "
2011,Onshore,Federal,MT,Valley County,30105,,Gas (mcf)," 1,810,473 "
2011,Onshore,Federal,MT,Wibaux County,30109,,Oil (bbl)," 124,744 "
2011,Onshore,Federal,MT,Wibaux County,30109,,Gas (mcf)," 142,346 "
2011,Onshore,Federal,MT,Yellowstone County,30111,,Oil (bbl), 65 
2011,Onshore,Federal,ND,Billings County,38007,,Gas (mcf)," 1,453,374 "
2011,Onshore,Federal,ND,Billings County,38007,,Oil (bbl)," 1,906,980 "
2011,Onshore,Federal,ND,Bottineau County,38009,,Gas (mcf)," 1,246 "
2011,Onshore,Federal,ND,Bottineau County,38009,,Oil (bbl)," 33,624 "
2011,Onshore,Federal,ND,Bowman County,38011,,Oil (bbl)," 1,230,154 "
2011,Onshore,Federal,ND,Bowman County,38011,,Gas (mcf)," 2,173,935 "
2011,Onshore,Federal,ND,Burke County,38013,,Oil (bbl)," 10,239 "
2011,Onshore,Federal,ND,Burke County,38013,,Gas (mcf)," 37,011 "
2011,Onshore,Federal,ND,Divide County,38023,,Gas (mcf)," 11,741 "
2011,Onshore,Federal,ND,Divide County,38023,,Oil (bbl)," 22,888 "
2011,Onshore,Federal,ND,Dunn County,38025,,Oil (bbl)," 980,349 "
2011,Onshore,Federal,ND,Dunn County,38025,,Gas (mcf)," 983,402 "
2011,Onshore,Federal,ND,Golden Valley County,38033,,Gas (mcf)," 279,437 "
2011,Onshore,Federal,ND,Golden Valley County,38033,,Oil (bbl)," 390,358 "
2011,Onshore,Federal,ND,McKenzie County,38053,,Oil (bbl)," 3,845,688 "
2011,Onshore,Federal,ND,McKenzie County,38053,,Gas (mcf)," 5,441,948 "
2011,Onshore,Federal,ND,Mercer County,38057,,Coal (tons)," 1,201,604 "
2011,Onshore,Federal,ND,Mountrail County,38061,,Gas (mcf)," 1,327,320 "
2011,Onshore,Federal,ND,Mountrail County,38061,,Oil (bbl)," 2,292,948 "
2011,Onshore,Federal,ND,Oliver County,38065,,Coal (tons)," 940,059 "
2011,Onshore,Federal,ND,Renville County,38075,,Gas (mcf)," 7,105 "
2011,Onshore,Federal,ND,Renville County,38075,,Oil (bbl)," 31,356 "
2011,Onshore,Federal,ND,Slope County,38087,,Oil (bbl)," 454,618 "
2011,Onshore,Federal,ND,Slope County,38087,,Gas (mcf)," 517,870 "
2011,Onshore,Federal,ND,Stark County,38089,,Gas (mcf)," 11,257 "
2011,Onshore,Federal,ND,Stark County,38089,,Oil (bbl)," 19,843 "
2011,Onshore,Federal,ND,Williams County,38105,,Leonardite (tons)," 9,264 "
2011,Onshore,Federal,ND,Williams County,38105,,Oil (bbl)," 174,591 "
2011,Onshore,Federal,ND,Williams County,38105,,Gas (mcf)," 279,126 "
2011,Onshore,Federal,NE,Cheyenne County,31033,,Gas (mcf)," 1,458 "
2011,Onshore,Federal,NE,Cheyenne County,31033,,Oil (bbl)," 29,001 "
2011,Onshore,Federal,NE,Dundy County,31057,,Oil (bbl), 417 
2011,Onshore,Federal,NE,Hitchcock County,31087,,Oil (bbl)," 4,231 "
2011,Onshore,Federal,NE,Kimball County,31105,,Gas (mcf), 17 
2011,Onshore,Federal,NE,Kimball County,31105,,Oil (bbl)," 1,903 "
2011,Onshore,Federal,NE,Red Willow County,31145,,Oil (bbl), 1 
2011,Onshore,Federal,NM,Bernalillo County,35001,,Oil (bbl)," 7,738 "
2011,Onshore,Federal,NM,Bernalillo County,35001,,Gas (mcf)," 20,679 "
2011,Onshore,Federal,NM,Chaves County,35005,,Oil (bbl)," 671,074 "
2011,Onshore,Federal,NM,Chaves County,35005,,Gas (mcf)," 9,461,937 "
2011,Onshore,Federal,NM,Colfax County,35007,,Gas (mcf)," 269,433 "
2011,Onshore,Federal,NM,Dona Ana County,35013,,"Geothermal - Direct Use, Millions of Gallons"," 8,366,400 "
2011,Onshore,Federal,NM,Eddy County,35015,,Muriate Of Potash-Standard (tons)," 153,286 "
2011,Onshore,Federal,NM,Eddy County,35015,,Potash (tons)," 350,499 "
2011,Onshore,Federal,NM,Eddy County,35015,,Salt (tons)," 433,259 "
2011,Onshore,Federal,NM,Eddy County,35015,,Muriate Of Potash-Granular (tons)," 458,241 "
2011,Onshore,Federal,NM,Eddy County,35015,,Sylvite-Raw Ore (tons)," 631,073 "
2011,Onshore,Federal,NM,Eddy County,35015,,Langbeinite (tons)," 755,484 "
2011,Onshore,Federal,NM,Eddy County,35015,,Oil (bbl)," 20,491,984 "
2011,Onshore,Federal,NM,Eddy County,35015,,Gas (mcf)," 126,317,681 "
2011,Onshore,Federal,NM,Harding County,35021,,Gas (mcf)," 4,147,147 "
2011,Onshore,Federal,NM,Lea County,35025,,Brine Barrels (bbl)," 2,000 "
2011,Onshore,Federal,NM,Lea County,35025,,Oil (bbl)," 10,481,140 "
2011,Onshore,Federal,NM,Lea County,35025,,Gas (mcf)," 50,806,792 "
2011,Onshore,Federal,NM,McKinley County,35031,,Oil (bbl)," 12,163 "
2011,Onshore,Federal,NM,McKinley County,35031,,Gas (mcf)," 190,937 "
2011,Onshore,Federal,NM,Quay County,35037,,Gas (mcf)," 2,578,583 "
2011,Onshore,Federal,NM,Rio Arriba County,35039,,Oil (bbl)," 731,917 "
2011,Onshore,Federal,NM,Rio Arriba County,35039,,Gas (mcf)," 265,146,425 "
2011,Onshore,Federal,NM,Roosevelt County,35041,,Oil (bbl)," 93,727 "
2011,Onshore,Federal,NM,Roosevelt County,35041,,Gas (mcf)," 1,178,487 "
2011,Onshore,Federal,NM,San Juan County,35045,,Oil (bbl)," 712,856 "
2011,Onshore,Federal,NM,San Juan County,35045,,Coal (tons)," 2,647,417 "
2011,Onshore,Federal,NM,San Juan County,35045,,Gas (mcf)," 356,123,821 "
2011,Onshore,Federal,NM,Sandoval County,35043,,Oil (bbl)," 40,284 "
2011,Onshore,Federal,NM,Sandoval County,35043,,Gas (mcf)," 1,305,309 "
2011,Onshore,Federal,NM,Union County,35059,,Gas (mcf)," 2,578,591 "
2011,Onshore,Federal,NV,Churchill County,32001,,"Geothermal - Direct Utilization, Hundreds of Gallons"," 145,058,581 "
2011,Onshore,Federal,NV,Churchill County,32001,,"Geothermal - Electrical Generation, Kilowatt Hours"," 737,643,276 "
2011,Onshore,Federal,NV,Eureka County,32011,,Oil (bbl)," 41,472 "
2011,Onshore,Federal,NV,Eureka County,32011,,"Geothermal - Electrical Generation, Kilowatt Hours"," 3,144,304 "
2011,Onshore,Federal,NV,Humboldt County,32013,,"Geothermal - Electrical Generation, Kilowatt Hours"," 110,920,485 "
2011,Onshore,Federal,NV,Lander County,32015,,"Geothermal - Electrical Generation, Kilowatt Hours"," 54,504,598 "
2011,Onshore,Federal,NV,Nye County,32023,,Gas (mcf)," 3,837 "
2011,Onshore,Federal,NV,Nye County,32023,,Oil (bbl)," 371,288 "
2011,Onshore,Federal,NV,Pershing County,32027,,"Geothermal - Electrical Generation, Kilowatt Hours"," 27,597,213 "
2011,Onshore,Federal,NV,Washoe County,32031,,"Geothermal - Electrical Generation, Kilowatt Hours"," 85,131,232 "
2011,Onshore,Federal,NY,Chautauqua County,36013,,Gas (mcf)," 8,699 "
2011,Onshore,Federal,NY,Chemung,36015,,Gas (mcf)," 51,078 "
2011,Onshore,Federal,NY,Seneca County,36099,,Gas (mcf)," 3,951 "
2011,Onshore,Federal,NY,Steuben County,36101,,Gas (mcf), 266 
2011,Onshore,Federal,OH,Athens County,39009,,Gas (mcf), 851 
2011,Onshore,Federal,OH,Hocking County,39073,,Oil (bbl)," 1,131 "
2011,Onshore,Federal,OH,Licking County,39089,,Oil (bbl), 436 
2011,Onshore,Federal,OH,Mahoning County,39099,,Oil (bbl)," 3,226 "
2011,Onshore,Federal,OH,Mahoning County,39099,,Gas (mcf)," 62,841 "
2011,Onshore,Federal,OH,Monroe County,39111,,Oil (bbl)," 1,732 "
2011,Onshore,Federal,OH,Monroe County,39111,,Gas (mcf)," 13,655 "
2011,Onshore,Federal,OH,Muskingum County,39119,,Oil (bbl), 330 
2011,Onshore,Federal,OH,Muskingum County,39119,,Gas (mcf)," 4,529 "
2011,Onshore,Federal,OH,Perry County,39127,,Oil (bbl), 277 
2011,Onshore,Federal,OH,Perry County,39127,,Gas (mcf)," 2,269 "
2011,Onshore,Federal,OH,Portage County,39133,,Oil (bbl)," 7,783 "
2011,Onshore,Federal,OH,Portage County,39133,,Gas (mcf)," 174,456 "
2011,Onshore,Federal,OH,Stark County,39151,,Oil (bbl), 305 
2011,Onshore,Federal,OH,Stark County,39151,,Gas (mcf)," 21,722 "
2011,Onshore,Federal,OH,Trumbull County,39155,,Oil (bbl), 492 
2011,Onshore,Federal,OH,Trumbull County,39155,,Gas (mcf)," 142,687 "
2011,Onshore,Federal,OH,Washington County,39167,,Oil (bbl)," 1,513 "
2011,Onshore,Federal,OH,Washington County,39167,,Gas (mcf)," 35,896 "
2011,Onshore,Federal,OK,Alfalfa County,40003,,Oil (bbl)," 1,879 "
2011,Onshore,Federal,OK,Alfalfa County,40003,,Gas (mcf)," 239,821 "
2011,Onshore,Federal,OK,Atoka County,40005,,Gas (mcf)," 6,611 "
2011,Onshore,Federal,OK,Beaver County,40007,,Oil (bbl)," 3,186 "
2011,Onshore,Federal,OK,Beaver County,40007,,Gas (mcf)," 116,976 "
2011,Onshore,Federal,OK,Beckham County,40009,,Oil (bbl), 579 
2011,Onshore,Federal,OK,Beckham County,40009,,Gas (mcf)," 491,179 "
2011,Onshore,Federal,OK,Blaine County,40011,,Oil (bbl)," 3,112 "
2011,Onshore,Federal,OK,Blaine County,40011,,Gas (mcf)," 325,797 "
2011,Onshore,Federal,OK,Caddo County,40015,,Oil (bbl), 41 
2011,Onshore,Federal,OK,Caddo County,40015,,Gas (mcf)," 156,990 "
2011,Onshore,Federal,OK,Canadian County,40017,,Oil (bbl)," 2,731 "
2011,Onshore,Federal,OK,Canadian County,40017,,Gas (mcf)," 270,629 "
2011,Onshore,Federal,OK,Coal County,40029,,Oil (bbl)," 1,127 "
2011,Onshore,Federal,OK,Coal County,40029,,Gas (mcf)," 1,169,121 "
2011,Onshore,Federal,OK,Comanche County,40031,,Oil (bbl), 900 
2011,Onshore,Federal,OK,Custer County,40039,,Oil (bbl)," 2,991 "
2011,Onshore,Federal,OK,Custer County,40039,,Gas (mcf)," 222,515 "
2011,Onshore,Federal,OK,Dewey County,40043,,Oil (bbl)," 18,920 "
2011,Onshore,Federal,OK,Dewey County,40043,,Gas (mcf)," 398,041 "
2011,Onshore,Federal,OK,Ellis County,40045,,Oil (bbl)," 33,719 "
2011,Onshore,Federal,OK,Ellis County,40045,,Gas (mcf)," 363,724 "
2011,Onshore,Federal,OK,Garfield County,40047,,Oil (bbl), 201 
2011,Onshore,Federal,OK,Garfield County,40047,,Gas (mcf)," 59,609 "
2011,Onshore,Federal,OK,Garvin County,40049,,Oil (bbl)," 1,655 "
2011,Onshore,Federal,OK,Garvin County,40049,,Gas (mcf)," 8,756 "
2011,Onshore,Federal,OK,Grady County,40051,,Oil (bbl)," 1,362 "
2011,Onshore,Federal,OK,Grady County,40051,,Gas (mcf)," 23,001 "
2011,Onshore,Federal,OK,Greer County,40055,,Gas (mcf)," 4,464 "
2011,Onshore,Federal,OK,Harper County,40059,,Oil (bbl), 83 
2011,Onshore,Federal,OK,Harper County,40059,,Gas (mcf)," 46,207 "
2011,Onshore,Federal,OK,Haskell County,40061,,Gas (mcf)," 261,058 "
2011,Onshore,Federal,OK,Hughes County,40063,,Gas (mcf)," 1,300 "
2011,Onshore,Federal,OK,Kingfisher County,40073,,Oil (bbl), 575 
2011,Onshore,Federal,OK,Kingfisher County,40073,,Gas (mcf)," 44,857 "
2011,Onshore,Federal,OK,Latimer County,40077,,Coal (tons)," 108,013 "
2011,Onshore,Federal,OK,Latimer County,40077,,Gas (mcf)," 515,385 "
2011,Onshore,Federal,OK,Le Flore County,40079,,Gas (mcf)," 51,539 "
2011,Onshore,Federal,OK,Le Flore County,40079,,Coal (tons)," 547,938 "
2011,Onshore,Federal,OK,Lincoln County,40081,,Oil (bbl)," 1,005 "
2011,Onshore,Federal,OK,Lincoln County,40081,,Gas (mcf)," 21,171 "
2011,Onshore,Federal,OK,Logan County,40083,,Oil (bbl), 4 
2011,Onshore,Federal,OK,Logan County,40083,,Gas (mcf), 64 
2011,Onshore,Federal,OK,Major County,40093,,Oil (bbl)," 35,984 "
2011,Onshore,Federal,OK,Major County,40093,,Gas (mcf)," 1,075,539 "
2011,Onshore,Federal,OK,McClain County,40087,,Oil (bbl), 54 
2011,Onshore,Federal,OK,McIntosh County,40091,,Gas (mcf)," 22,880 "
2011,Onshore,Federal,OK,Oklahoma County,40109,,Oil (bbl), 8 
2011,Onshore,Federal,OK,Oklahoma County,40109,,Gas (mcf)," 1,090 "
2011,Onshore,Federal,OK,Payne County,40119,,Oil (bbl), 195 
2011,Onshore,Federal,OK,Payne County,40119,,Gas (mcf)," 5,935 "
2011,Onshore,Federal,OK,Pittsburg County,40121,,Gas (mcf)," 2,544,832 "
2011,Onshore,Federal,OK,Roger Mills County,40129,,Oil (bbl)," 83,067 "
2011,Onshore,Federal,OK,Roger Mills County,40129,,Gas (mcf)," 2,946,863 "
2011,Onshore,Federal,OK,Sequoyah County,40135,,Gas (mcf)," 30,871 "
2011,Onshore,Federal,OK,Texas County,40139,,Oil (bbl)," 4,016 "
2011,Onshore,Federal,OK,Texas County,40139,,Gas (mcf)," 150,104 "
2011,Onshore,Federal,OK,Tillman County,40141,,Oil (bbl)," 15,316 "
2011,Onshore,Federal,OK,Washita County,40149,,Oil (bbl)," 4,877 "
2011,Onshore,Federal,OK,Washita County,40149,,Gas (mcf)," 451,225 "
2011,Onshore,Federal,OK,Woods County,40151,,Oil (bbl)," 18,046 "
2011,Onshore,Federal,OK,Woods County,40151,,Gas (mcf)," 1,036,987 "
2011,Onshore,Federal,OK,Woodward County,40153,,Oil (bbl)," 1,982 "
2011,Onshore,Federal,OK,Woodward County,40153,,Gas (mcf)," 485,754 "
2011,Onshore,Federal,PA,Forest County,42053,,Oil (bbl)," 2,879 "
2011,Onshore,Federal,PA,Forest County,42053,,Gas (mcf)," 25,062 "
2011,Onshore,Federal,PA,Indiana County,42063,,Gas (mcf)," 5,453 "
2011,Onshore,Federal,PA,Westmoreland County,42129,,Gas (mcf)," 9,569 "
2011,Onshore,Federal,SC,Abbeville County,45001,,Gold Ore (tons), 10 
2011,Onshore,Federal,SC,Abbeville County,45001,,Gold Placer (oz), 28 
2011,Onshore,Federal,SD,Fall River County,46047,,Gas (mcf)," 9,738 "
2011,Onshore,Federal,SD,Fall River County,46047,,Oil (bbl)," 17,701 "
2011,Onshore,Federal,SD,Harding County,46063,,Oil (bbl)," 135,571 "
2011,Onshore,Federal,SD,Harding County,46063,,Gas (mcf)," 1,702,123 "
2011,Onshore,Federal,TX,Bowie County,48037,,Gas (mcf), 259 
2011,Onshore,Federal,TX,Bowie County,48037,,Oil (bbl)," 2,482 "
2011,Onshore,Federal,TX,Burleson County,48051,,Oil (bbl), 191 
2011,Onshore,Federal,TX,Burleson County,48051,,Gas (mcf)," 1,976 "
2011,Onshore,Federal,TX,Chambers County,48071,,Oil (bbl)," 4,541 "
2011,Onshore,Federal,TX,Denton County,48121,,Gas (mcf)," 868,964 "
2011,Onshore,Federal,TX,Freestone County,48161,,Oil (bbl), 79 
2011,Onshore,Federal,TX,Freestone County,48161,,Gas (mcf)," 124,705 "
2011,Onshore,Federal,TX,Galveston County,48167,,Oil (bbl)," 44,303 "
2011,Onshore,Federal,TX,Galveston County,48167,,Gas (mcf)," 186,049 "
2011,Onshore,Federal,TX,Gray County,48179,,Oil (bbl)," 1,002 "
2011,Onshore,Federal,TX,Grayson County,48181,,Oil (bbl)," 7,120 "
2011,Onshore,Federal,TX,Grayson County,48181,,Gas (mcf)," 30,805 "
2011,Onshore,Federal,TX,Harrison County,48203,,Gas (mcf)," 4,708 "
2011,Onshore,Federal,TX,Hemphill County,48211,,Oil (bbl), 48 
2011,Onshore,Federal,TX,Hemphill County,48211,,Gas (mcf)," 9,421 "
2011,Onshore,Federal,TX,Hidalgo County,48215,,Oil (bbl), 106 
2011,Onshore,Federal,TX,Hidalgo County,48215,,Gas (mcf)," 25,153 "
2011,Onshore,Federal,TX,Houston County,48225,,Oil (bbl)," 90,137 "
2011,Onshore,Federal,TX,Houston County,48225,,Gas (mcf)," 517,892 "
2011,Onshore,Federal,TX,Jackson County,48239,,Oil (bbl)," 31,863 "
2011,Onshore,Federal,TX,Jackson County,48239,,Gas (mcf)," 138,549 "
2011,Onshore,Federal,TX,Jasper County,48241,,Oil (bbl), 84 
2011,Onshore,Federal,TX,Jasper County,48241,,Gas (mcf)," 2,947 "
2011,Onshore,Federal,TX,Johnson County,48251,,Gas (mcf)," 1,941,427 "
2011,Onshore,Federal,TX,Lee County,48287,,Oil (bbl), 763 
2011,Onshore,Federal,TX,Lee County,48287,,Gas (mcf)," 15,714 "
2011,Onshore,Federal,TX,Live Oak County,48297,,Gas (mcf)," 5,597 "
2011,Onshore,Federal,TX,McMullen County,48311,,Oil (bbl)," 2,525 "
2011,Onshore,Federal,TX,McMullen County,48311,,Gas (mcf)," 22,624 "
2011,Onshore,Federal,TX,Montgomery County,48339,,Oil (bbl)," 1,504 "
2011,Onshore,Federal,TX,Montgomery County,48339,,Gas (mcf)," 269,588 "
2011,Onshore,Federal,TX,Nacogdoches County,48347,,Oil (bbl), 255 
2011,Onshore,Federal,TX,Nacogdoches County,48347,,Gas (mcf)," 254,943 "
2011,Onshore,Federal,TX,Nueces County,48355,,Oil (bbl), 148 
2011,Onshore,Federal,TX,Nueces County,48355,,Gas (mcf)," 52,593 "
2011,Onshore,Federal,TX,Ochiltree County,48357,,Oil (bbl), 2 
2011,Onshore,Federal,TX,Ochiltree County,48357,,Gas (mcf)," 3,049 "
2011,Onshore,Federal,TX,Parker County,48367,,Oil (bbl), 1 
2011,Onshore,Federal,TX,Parker County,48367,,Gas (mcf)," 13,298 "
2011,Onshore,Federal,TX,Sabine County,48403,,Oil (bbl)," 4,285 "
2011,Onshore,Federal,TX,Sabine County,48403,,Gas (mcf)," 27,710 "
2011,Onshore,Federal,TX,San Augustine County,48405,,Oil (bbl), 270 
2011,Onshore,Federal,TX,San Augustine County,48405,,Gas (mcf)," 154,888 "
2011,Onshore,Federal,TX,San Jacinto County,48407,,Oil (bbl)," 32,717 "
2011,Onshore,Federal,TX,San Jacinto County,48407,,Gas (mcf)," 520,022 "
2011,Onshore,Federal,TX,Shelby County,48419,,Oil (bbl)," 22,520 "
2011,Onshore,Federal,TX,Shelby County,48419,,Gas (mcf)," 6,718,996 "
2011,Onshore,Federal,TX,Starr County,48427,,Gas (mcf)," 4,847,429 "
2011,Onshore,Federal,TX,Tarrant County,48439,,Oil (bbl)," 2,553 "
2011,Onshore,Federal,TX,Tarrant County,48439,,Gas (mcf)," 11,017,544 "
2011,Onshore,Federal,TX,Taylor County,48441,,Gas (mcf)," 2,157 "
2011,Onshore,Federal,TX,Walker County,48471,,Gas (mcf)," 4,186 "
2011,Onshore,Federal,TX,Washington County,48477,,Oil (bbl)," 1,590 "
2011,Onshore,Federal,TX,Washington County,48477,,Gas (mcf)," 23,805 "
2011,Onshore,Federal,TX,Wheeler County,48483,,Oil (bbl), 13 
2011,Onshore,Federal,TX,Wheeler County,48483,,Gas (mcf)," 3,473 "
2011,Onshore,Federal,TX,Wilbarger County,48487,,Oil (bbl), 7 
2011,Onshore,Federal,TX,Wilbarger County,48487,,Gas (mcf), 443 
2011,Onshore,Federal,TX,Wise County,48497,,Oil (bbl)," 65,662 "
2011,Onshore,Federal,TX,Wise County,48497,,Gas (mcf)," 1,281,778 "
2011,Onshore,Federal,TX,Zapata County,48505,,Gas (mcf)," 283,148 "
2011,Onshore,Federal,UT,Beaver County,49001,,"Geothermal - Electrical Generation, Thousands of Pounds"," 2,563,076,554 "
2011,Onshore,Federal,UT,Carbon County,49007,,Oil (bbl)," 52,077 "
2011,Onshore,Federal,UT,Carbon County,49007,,Coal (tons)," 5,316,843 "
2011,Onshore,Federal,UT,Carbon County,49007,,Gas (mcf)," 47,250,588 "
2011,Onshore,Federal,UT,Daggett County,49009,,Oil (bbl), 64 
2011,Onshore,Federal,UT,Daggett County,49009,,Gas (mcf)," 104,167 "
2011,Onshore,Federal,UT,Duchesne County,49013,,Oil (bbl)," 2,542,285 "
2011,Onshore,Federal,UT,Duchesne County,49013,,Gas (mcf)," 5,912,428 "
2011,Onshore,Federal,UT,Emery County,49015,,Oil (bbl)," 3,179 "
2011,Onshore,Federal,UT,Emery County,49015,,Coal (tons)," 1,168,644 "
2011,Onshore,Federal,UT,Emery County,49015,,Gas (mcf)," 7,226,262 "
2011,Onshore,Federal,UT,Garfield County,49017,,Gas (mcf)," 9,125 "
2011,Onshore,Federal,UT,Garfield County,49017,,Oil (bbl)," 167,084 "
2011,Onshore,Federal,UT,Grand County,49019,,Oil (bbl)," 72,539 "
2011,Onshore,Federal,UT,Grand County,49019,,Gas (mcf)," 3,123,869 "
2011,Onshore,Federal,UT,Piute County,49031,,Clay (tons)," 23,918 "
2011,Onshore,Federal,UT,San Juan County,49037,,Oil (bbl)," 412,724 "
2011,Onshore,Federal,UT,San Juan County,49037,,Gas (mcf)," 5,077,439 "
2011,Onshore,Federal,UT,Sevier County,49041,,Coal (tons)," 633,812 "
2011,Onshore,Federal,UT,Sevier County,49041,,Oil (bbl)," 1,973,310 "
2011,Onshore,Federal,UT,Summit County,49043,,Oil (bbl)," 15,543 "
2011,Onshore,Federal,UT,Summit County,49043,,Gas (mcf)," 148,443 "
2011,Onshore,Federal,UT,Tooele County,49045,,Manure Salts (tons), 669 
2011,Onshore,Federal,UT,Tooele County,49045,,Salt (tons)," 16,327 "
2011,Onshore,Federal,UT,Tooele County,49045,,Potash (tons)," 25,047 "
2011,Onshore,Federal,UT,Tooele County,49045,,Magnesium Chloride Brine (tons)," 70,682 "
2011,Onshore,Federal,UT,Uintah County,49047,,Gilsonite (tons)," 23,698 "
2011,Onshore,Federal,UT,Uintah County,49047,,Oil (bbl)," 5,390,198 "
2011,Onshore,Federal,UT,Uintah County,49047,,Gas (mcf)," 226,263,259 "
2011,Onshore,Federal,UT,Utah County,49049,,Gas (mcf)," 28,038 "
2011,Onshore,Federal,UT,Washington County,49053,,Gas (mcf)," 4,157 "
2011,Onshore,Federal,VA,Dickenson County,51051,,Gas (mcf)," 161,316 "
2011,Onshore,Federal,VA,Giles County,51071,,Limestone (tons)," 148,132 "
2011,Onshore,Federal,VA,Wise County,51195,,Gas (mcf)," 20,568 "
2011,Onshore,Federal,WV,Grant County,54023,,Gas (mcf)," 24,464 "
2011,Onshore,Federal,WV,Lewis County,54041,,Oil (bbl), 13 
2011,Onshore,Federal,WV,Lewis County,54041,,Gas (mcf)," 9,427 "
2011,Onshore,Federal,WV,Mingo County,54059,,Gas (mcf)," 71,289 "
2011,Onshore,Federal,WV,Pendleton County,54071,,Gas (mcf)," 40,816 "
2011,Onshore,Federal,WV,Pocahontas County,54075,,Gas (mcf)," 44,556 "
2011,Onshore,Federal,WV,Preston County,54077,,Gas (mcf)," 28,896 "
2011,Onshore,Federal,WV,Tucker County,54093,,Gas (mcf)," 218,408 "
2011,Onshore,Federal,WV,Wyoming County,54109,,Gas (mcf)," 1,199 "
2011,Onshore,Federal,WY,Albany County,56001,,Gas (mcf)," 24,286 "
2011,Onshore,Federal,WY,Albany County,56001,,Oil (bbl)," 27,390 "
2011,Onshore,Federal,WY,Big Horn County,56003,,Oil (bbl)," 628,663 "
2011,Onshore,Federal,WY,Big Horn County,56003,,Gas (mcf)," 1,907,804 "
2011,Onshore,Federal,WY,Campbell County,56005,,Oil (bbl)," 3,946,025 "
2011,Onshore,Federal,WY,Campbell County,56005,,Gas (mcf)," 82,623,623 "
2011,Onshore,Federal,WY,Campbell County,56005,,Coal (tons)," 350,383,463 "
2011,Onshore,Federal,WY,Carbon County,56007,,Oil (bbl)," 800,712 "
2011,Onshore,Federal,WY,Carbon County,56007,,Gas (mcf)," 71,072,497 "
2011,Onshore,Federal,WY,Converse County,56009,,Oil (bbl)," 1,556,782 "
2011,Onshore,Federal,WY,Converse County,56009,,Gas (mcf)," 4,627,745 "
2011,Onshore,Federal,WY,Converse County,56009,,Coal (tons)," 29,757,351 "
2011,Onshore,Federal,WY,Crook County,56011,,Gas (mcf)," 33,745 "
