Year	State	County	FIPS	Jobs	Total	Share
2004	WV		54000	22547	686936	0.0328
2004	WV	Barbour County	54001	128	3106	0.0412
2004	WV	Berkeley County	54003	27	28001	0.0010
2004	WV	Boone County	54005	3743	8235	0.4545
2004	WV	Braxton County	54007	74	4098	0.0181
2004	WV	Cabell County	54011	44	51455	0.0009
2004	WV	Calhoun County	54013	242	1443	0.1677
2004	WV	Clay County	54015	404	1914	0.2111
2004	WV	Doddridge County	54017	30	1135	0.0264
2004	WV	Fayette County	54019	422	12205	0.0346
2004	WV	Gilmer County	54021	190	1963	0.0968
2004	WV	Grant County	54023	154	3577	0.0431
2004	WV	Greenbrier County	54025	154	13075	0.0118
2004	WV	Harrison County	54033	969	32768	0.0296
2004	WV	Jackson County	54035	92	8341	0.0110
2004	WV	Kanawha County	54039	2306	107983	0.0214
2004	WV	Lewis County	54041	392	5806	0.0675
2004	WV	Lincoln County	54043	197	2772	0.0711
2004	WV	Logan County	54045	1329	11421	0.1164
2004	WV	McDowell County	54047	838	4717	0.1777
2004	WV	Marshall County	54051	1208	10456	0.1155
2004	WV	Mercer County	54055	55	21622	0.0025
2004	WV	Mingo County	54059	1572	7310	0.2150
2004	WV	Monongalia County	54061	410	45764	0.0090
2004	WV	Nicholas County	54067	611	8418	0.0726
2004	WV	Pleasants County	54073	23	3022	0.0076
2004	WV	Preston County	54077	326	6698	0.0487
2004	WV	Putnam County	54079	32	18017	0.0018
2004	WV	Raleigh County	54081	1394	30709	0.0454
2004	WV	Ritchie County	54085	213	3072	0.0693
2004	WV	Upshur County	54097	926	8108	0.1142
2004	WV	Webster County	54101	375	2437	0.1539
2004	WV	Wetzel County	54103	13	4783	0.0027
2004	WV	Wirt County	54105	20	701	0.0285
2004	WV	Wood County	54107	82	41131	0.0020
2004	WV	Wyoming County	54109	952	5300	0.1796
2005	WV		54000	24869	695382	0.0358
2005	WV	Barbour County	54001	134	3134	0.0428
2005	WV	Berkeley County	54003	28	28743	0.0010
2005	WV	Braxton County	54007	124	4156	0.0298
2005	WV	Cabell County	54011	46	51581	0.0009
2005	WV	Calhoun County	54013	180	1356	0.1327
2005	WV	Clay County	54015	434	1973	0.2200
2005	WV	Doddridge County	54017	30	1141	0.0263
2005	WV	Fayette County	54019	417	12150	0.0343
2005	WV	Gilmer County	54021	227	2039	0.1113
2005	WV	Grant County	54023	206	3683	0.0559
2005	WV	Greenbrier County	54025	112	13237	0.0085
2005	WV	Harrison County	54033	740	32913	0.0225
2005	WV	Kanawha County	54039	2498	107301	0.0233
2005	WV	Lewis County	54041	427	5939	0.0719
2005	WV	Lincoln County	54043	374	3084	0.1213
2005	WV	Marshall County	54051	1366	10927	0.1250
2005	WV	Mercer County	54055	61	21251	0.0029
2005	WV	Mineral County	54057	37	7085	0.0052
2005	WV	Mingo County	54059	1879	7610	0.2469
2005	WV	Monongalia County	54061	427	46945	0.0091
2005	WV	Nicholas County	54067	649	8505	0.0763
2005	WV	Pleasants County	54073	41	3046	0.0135
2005	WV	Putnam County	54079	35	18149	0.0019
2005	WV	Raleigh County	54081	1750	31752	0.0551
2005	WV	Ritchie County	54085	264	3266	0.0808
2005	WV	Roane County	54087	249	3166	0.0786
2005	WV	Upshur County	54097	967	8253	0.1172
2005	WV	Wetzel County	54103	21	4850	0.0043
2005	WV	Wirt County	54105	34	677	0.0502
2005	WV	Wood County	54107	86	40605	0.0021
2005	WV	Wyoming County	54109	1207	5576	0.2165
2006	WV		54000	26855	705189	0.0381
2006	WV	Barbour County	54001	159	3225	0.0493
2006	WV	Braxton County	54007	139	4166	0.0334
2006	WV	Cabell County	54011	56	51810	0.0011
2006	WV	Calhoun County	54013	215	1379	0.1559
2006	WV	Clay County	54015	418	2051	0.2038
2006	WV	Doddridge County	54017	43	1169	0.0368
2006	WV	Fayette County	54019	488	12319	0.0396
2006	WV	Grant County	54023	225	3676	0.0612
2006	WV	Greenbrier County	54025	167	13603	0.0123
2006	WV	Harrison County	54033	751	33028	0.0227
2006	WV	Jackson County	54035	126	8594	0.0147
2006	WV	Kanawha County	54039	2946	107893	0.0273
2006	WV	Lewis County	54041	462	5935	0.0778
2006	WV	Lincoln County	54043	456	3229	0.1412
