Year	State	County	FIPS	Jobs	Total	Share
2004	OK		40000	31000	1427618	0.0217
2004	OK	Beaver County	40007	150	1305	0.1149
2004	OK	Beckham County	40009	905	7543	0.1200
2004	OK	Blaine County	40011	124	3166	0.0392
2004	OK	Caddo County	40015	111	6944	0.0160
2004	OK	Canadian County	40017	407	22074	0.0184
2004	OK	Carter County	40019	725	21089	0.0344
2004	OK	Cherokee County	40021	46	13978	0.0033
2004	OK	Cleveland County	40027	113	65657	0.0017
2004	OK	Comanche County	40031	113	39455	0.0029
2004	OK	Creek County	40037	291	17250	0.0169
2004	OK	Custer County	40039	310	10708	0.0290
2004	OK	Dewey County	40043	59	1197	0.0493
2004	OK	Ellis County	40045	26	954	0.0273
2004	OK	Garfield County	40047	665	22680	0.0293
2004	OK	Garvin County	40049	744	8610	0.0864
2004	OK	Grady County	40051	317	12738	0.0249
2004	OK	Grant County	40053	88	1097	0.0802
2004	OK	Harper County	40059	36	1169	0.0308
2004	OK	Haskell County	40061	196	3362	0.0583
2004	OK	Hughes County	40063	302	2883	0.1048
2004	OK	Kingfisher County	40073	438	5336	0.0821
2004	OK	Kiowa County	40075	104	2645	0.0393
2004	OK	Latimer County	40077	1175	3872	0.3035
2004	OK	Le Flore County	40079	340	11351	0.0300
2004	OK	Logan County	40083	81	6563	0.0123
2004	OK	McClain County	40087	226	6303	0.0359
2004	OK	Marshall County	40095	39	4168	0.0094
2004	OK	Muskogee County	40101	52	28506	0.0018
2004	OK	Nowata County	40105	11	1855	0.0059
2004	OK	Okfuskee County	40107	49	2192	0.0224
2004	OK	Oklahoma County	40109	6913	404803	0.0171
2004	OK	Okmulgee County	40111	76	9548	0.0080
2004	OK	Osage County	40113	348	5760	0.0604
2004	OK	Ottawa County	40115	14	10196	0.0014
2004	OK	Pawnee County	40117	161	3542	0.0455
2004	OK	Payne County	40119	538	32945	0.0163
2004	OK	Pittsburg County	40121	277	15101	0.0183
2004	OK	Pontotoc County	40123	184	15501	0.0119
2004	OK	Pottawatomie County	40125	160	19300	0.0083
2004	OK	Rogers County	40131	223	21196	0.0105
2004	OK	Seminole County	40133	478	6990	0.0684
2004	OK	Stephens County	40137	1562	14029	0.1113
2004	OK	Texas County	40139	125	9219	0.0136
2004	OK	Tulsa County	40143	3554	320476	0.0111
2004	OK	Wagoner County	40145	18	6335	0.0028
2004	OK	Washington County	40147	3102	17909	0.1732
2004	OK	Washita County	40149	189	2234	0.0846
2004	OK	Woods County	40151	55	3191	0.0172
2004	OK	Woodward County	40153	763	7937	0.0961
2005	OK		40000	36129	1465969	0.0246
2005	OK	Alfalfa County	40003	8	1257	0.0064
2005	OK	Beaver County	40007	180	1356	0.1327
2005	OK	Beckham County	40009	1034	7938	0.1303
2005	OK	Blaine County	40011	134	3363	0.0398
2005	OK	Caddo County	40015	128	7276	0.0176
2005	OK	Canadian County	40017	822	23589	0.0348
2005	OK	Carter County	40019	794	21387	0.0371
2005	OK	Cleveland County	40027	111	68653	0.0016
2005	OK	Comanche County	40031	114	39582	0.0029
2005	OK	Creek County	40037	331	16804	0.0197
2005	OK	Custer County	40039	348	10929	0.0318
2005	OK	Ellis County	40045	36	972	0.0370
2005	OK	Garfield County	40047	709	23460	0.0302
2005	OK	Garvin County	40049	852	8736	0.0975
2005	OK	Grady County	40051	298	12961	0.0230
2005	OK	Grant County	40053	93	1129	0.0824
2005	OK	Harper County	40059	40	1235	0.0324
2005	OK	Haskell County	40061	274	3547	0.0772
2005	OK	Hughes County	40063	297	2903	0.1023
2005	OK	Jefferson County	40067	11	1146	0.0096
2005	OK	Johnston County	40069	310	3022	0.1026
2005	OK	Kay County	40071	1428	19205	0.0744
2005	OK	Kingfisher County	40073	647	5539	0.1168
2005	OK	Kiowa County	40075	141	2533	0.0557
2005	OK	Latimer County	40077	1045	3790	0.2757
2005	OK	Le Flore County	40079	372	12043	0.0309
2005	OK	Logan County	40083	93	6460	0.0144
2005	OK	McClain County	40087	296	6709	0.0441
2005	OK	McIntosh County	40091	20	4364	0.0046
2005	OK	Major County	40093	205	2118	0.0968
2005	OK	Muskogee County	40101	31	29829	0.0010
2005	OK	Nowata County	40105	14	1868	0.0075
2005	OK	Okfuskee County	40107	65	2240	0.0290
2005	OK	Oklahoma County	40109	7912	411586	0.0192
2005	OK	Okmulgee County	40111	87	9862	0.0088
2005	OK	Osage County	40113	404	5899	0.0685
2005	OK	Ottawa County	40115	31	10970	0.0028
2005	OK	Payne County	40119	582	33963	0.0171
2005	OK	Pittsburg County	40121	298	15859	0.0188
2005	OK	Pontotoc County	40123	222	16937	0.0131
2005	OK	Pottawatomie County	40125	163	19953	0.0082
2005	OK	Rogers County	40131	173	22983	0.0075
2005	OK	Seminole County	40133	540	7299	0.0740
2005	OK	Stephens County	40137	1850	14867	0.1244
2005	OK	Texas County	40139	117	8896	0.0132
2005	OK	Tulsa County	40143	5316	330556	0.0161
2005	OK	Wagoner County	40145	21	6602	0.0032
2005	OK	Washington County	40147	3161	18998	0.1664
2005	OK	Washita County	40149	203	2302	0.0882
2005	OK	Woods County	40151	72	3152	0.0228
2005	OK	Woodward County	40153	1084	8595	0.1261
2006	OK		40000	41898	1507196	0.0278
2006	OK	Beaver County	40007	228	1429	0.1596
2006	OK	Beckham County	40009	1295	8599	0.1506
2006	OK	Blaine County	40011	142	3394	0.0418
2006	OK	Bryan County	40013	12	15939	0.0008
2006	OK	Caddo County	40015	148	6988	0.0212
2006	OK	Canadian County	40017	1221	24761	0.0493
2006	OK	Carter County	40019	1001	21951	0.0456
2006	OK	Cleveland County	40027	211	70643	0.0030
2006	OK	Comanche County	40031	129	40443	0.0032
2006	OK	Custer County	40039	458	11170	0.0410
2006	OK	Ellis County	40045	32	1007	0.0318
2006	OK	Garfield County	40047	819	24152	0.0339
2006	OK	Garvin County	40049	957	9062	0.1056
2006	OK	Grady County	40051	364	12885	0.0282
2006	OK	Grant County	40053	70	1105	0.0633
2006	OK	Harper County	40059	63	1270	0.0496
2006	OK	Haskell County	40061	322	3714	0.0867
2006	OK	Hughes County	40063	60	2847	0.0211
2006	OK	Jefferson County	40067	12	1249	0.0096
2006	OK	Johnston County	40069	215	3078	0.0699
2006	OK	Kay County	40071	1607	20188	0.0796
2006	OK	Kingfisher County	40073	750	5908	0.1269
2006	OK	Kiowa County	40075	151	2429	0.0622
2006	OK	Le Flore County	40079	774	12767	0.0606
2006	OK	Logan County	40083	102	6696	0.0152
2006	OK	McClain County	40087	365	7228	0.0505
2006	OK	McIntosh County	40091	30	4258	0.0070
2006	OK	Muskogee County	40101	51	29806	0.0017
