Month,Calendar Year,Land Class,Land Category,Revenue Type,Commodity, Revenue ,,
February,2014,Native American,Onshore,Royalties,Gas," $11,988,067.90 ",,
February,2014,Native American,Onshore,Royalties,NGL," $1,073,066.91 ",,
February,2014,Native American,Onshore,Royalties,Oil," $61,360,529.82 ",,
February,2014,Native American,Onshore,Royalties,Other Products," $74,706.29 ",,
March,2014,Federal,Offshore,Inspection Fees,," $5,541,932.21 ",,
March,2014,Federal,Offshore,Other Revenues,Gas," $10,194.19 ",,
March,2014,Federal,Offshore,Other Revenues,NGL," $(467,579.55)",,
March,2014,Federal,Offshore,Other Revenues,Oil," $283,184.27 ",,
March,2014,Federal,Offshore,Other Revenues,Oil & Gas," $28,521,729.28 ",,
March,2014,Federal,Offshore,Rents,Oil & Gas," $7,667,022.36 ",,
March,2014,Federal,Offshore,Royalties,Gas," $45,377,800.18 ",,
March,2014,Federal,Offshore,Royalties,NGL," $17,231,606.17 ",,
March,2014,Federal,Offshore,Royalties,Oil," $411,402,284.82 ",,
March,2014,Federal,Offshore,Royalties,Other Products," $1,322.20 ",,
March,2014,Federal,Onshore,Bonus,Coal," $436,780.00 ",,
March,2014,Federal,Onshore,Bonus,Gas, $216.79 ,,
March,2014,Federal,Onshore,Bonus,Oil & Gas," $24,017,287.00 ",,
March,2014,Federal,Onshore,Other Revenues,Clay, $396.70 ,,
March,2014,Federal,Onshore,Other Revenues,Coal," $9,737.49 ",,
March,2014,Federal,Onshore,Other Revenues,Geothermal," $5,582.00 ",,
March,2014,Federal,Onshore,Other Revenues,Gilsonite," $2,394.00 ",,
March,2014,Federal,Onshore,Other Revenues,Hardrock," $18,981.00 ",,
March,2014,Federal,Onshore,Other Revenues,NGL," $8,250.30 ",,
March,2014,Federal,Onshore,Other Revenues,Oil, $(41.04),,
March,2014,Federal,Onshore,Other Revenues,Oil & Gas," $6,879,652.87 ",,
March,2014,Federal,Onshore,Other Revenues,Phosphate," $4,326.00 ",,
March,2014,Federal,Onshore,Other Revenues,Potassium," $(24,545.38)",,
March,2014,Federal,Onshore,Other Revenues,Sodium," $3,834.77 ",,
March,2014,Federal,Onshore,Rents,Clay, $(616.00),,
March,2014,Federal,Onshore,Rents,Coal," $150,561.00 ",,
March,2014,Federal,Onshore,Rents,Geothermal," $88,059.60 ",,
March,2014,Federal,Onshore,Rents,Gilsonite, $399.00 ,,
March,2014,Federal,Onshore,Rents,Hardrock," $6,682.00 ",,
March,2014,Federal,Onshore,Rents,Oil & Gas," $3,565,356.85 ",,
March,2014,Federal,Onshore,Rents,Phosphate, $642.00 ,,
March,2014,Federal,Onshore,Rents,Sodium, $-   ,,
March,2014,Federal,Onshore,Royalties,Coal," $52,792,233.25 ",,
March,2014,Federal,Onshore,Royalties,Gas," $107,685,889.39 ",,
March,2014,Federal,Onshore,Royalties,NGL," $36,518,695.12 ",,
March,2014,Federal,Onshore,Royalties,Oil," $140,218,774.16 ",,
March,2014,Federal,Onshore,Royalties,Other Products," $12,824,989.85 ",,
March,2014,Federal,,Civil Penalties,," $435,965.01 ",,
March,2014,Federal,,Other Revenues,," $15,825.63 ",,
March,2014,Native American,Onshore,Other Revenues,Coal," $3,500,000.00 ",,
March,2014,Native American,Onshore,Other Revenues,Gas," $2,701.86 ",,
March,2014,Native American,Onshore,Other Revenues,NGL," $1,812.45 ",,
March,2014,Native American,Onshore,Other Revenues,Oil," $(6,636.87)",,
March,2014,Native American,Onshore,Other Revenues,Oil & Gas," $646,987.36 ",,
March,2014,Native American,Onshore,Other Revenues,Sand & Gravel," $20,000.00 ",,
March,2014,Native American,Onshore,Rents,Gas, $(150.00),,
March,2014,Native American,Onshore,Rents,Gypsum," $1,040.00 ",,
March,2014,Native American,Onshore,Rents,Oil & Gas," $149,741.43 ",,
March,2014,Native American,Onshore,Royalties,Coal," $4,933,493.21 ",,
March,2014,Native American,Onshore,Royalties,Gas," $14,436,438.80 ",,
March,2014,Native American,Onshore,Royalties,NGL," $1,905,410.91 ",,
March,2014,Native American,Onshore,Royalties,Oil," $72,665,915.14 ",,
March,2014,Native American,Onshore,Royalties,Other Products," $74,286.33 ",,
April,2014,Federal,Offshore,Inspection Fees,," $1,250,642.51 ",,
April,2014,Federal,Offshore,Other Revenues,Gas," $6,950.65 ",,
April,2014,Federal,Offshore,Other Revenues,NGL," $106,725.47 ",,
April,2014,Federal,Offshore,Other Revenues,Oil," $332,073.69 ",,
April,2014,Federal,Offshore,Other Revenues,Oil & Gas," $3,179,050.17 ",,
April,2014,Federal,Offshore,Other Revenues,Sulfur," $11,397.30 ",,
April,2014,Federal,Offshore,Rents,Oil & Gas," $20,488,630.56 ",,
April,2014,Federal,Offshore,Rents,Wind," $247,125.00 ",,
April,2014,Federal,Offshore,Royalties,Gas," $36,514,388.13 ",,
April,2014,Federal,Offshore,Royalties,NGL," $11,996,876.77 ",,
April,2014,Federal,Offshore,Royalties,Oil," $381,420,157.10 ",,
April,2014,Federal,Offshore,Royalties,Other Products," $2,821.14 ",,
April,2014,Federal,Onshore,Bonus,Coal," $60,460,202.33 ",,
April,2014,Federal,Onshore,Bonus,Oil & Gas," $22,436,869.00 ",,
April,2014,Federal,Onshore,Other Revenues,Coal," $30,953.93 ",,
April,2014,Federal,Onshore,Other Revenues,Geothermal," $59,685.00 ",,
April,2014,Federal,Onshore,Other Revenues,Gilsonite," $(3,864.00)",,
April,2014,Federal,Onshore,Other Revenues,Hardrock," $17,685.00 ",,
April,2014,Federal,Onshore,Other Revenues,NGL, $963.10 ,,
April,2014,Federal,Onshore,Other Revenues,Oil & Gas," $7,057,631.77 ",,
April,2014,Federal,Onshore,Other Revenues,Phosphate," $15,181.00 ",,
April,2014,Federal,Onshore,Other Revenues,Potassium," $(47,552.09)",,
April,2014,Federal,Onshore,Other Revenues,Sodium, $(12.00),,
April,2014,Federal,Onshore,Rents,Coal," $107,481.00 ",,
April,2014,Federal,Onshore,Rents,Geothermal," $141,386.77 ",,
April,2014,Federal,Onshore,Rents,Gilsonite," $(3,048.00)",,
April,2014,Federal,Onshore,Rents,Hardrock," $2,823.00 ",,
April,2014,Federal,Onshore,Rents,Oil & Gas," $3,271,252.59 ",,
April,2014,Federal,Onshore,Rents,Phosphate," $1,500.00 ",,
April,2014,Federal,Onshore,Rents,Sodium," $1,863.00 ",,
April,2014,Federal,Onshore,Royalties,Coal," $59,485,523.59 ",,
April,2014,Federal,Onshore,Royalties,Gas," $80,293,275.45 ",,
April,2014,Federal,Onshore,Royalties,NGL," $18,670,488.00 ",,
April,2014,Federal,Onshore,Royalties,Oil," $85,606,352.08 ",,
April,2014,Federal,Onshore,Royalties,Other Products," $13,602,284.02 ",,
April,2014,Federal,,Civil Penalties,," $821,514.57 ",,
April,2014,Federal,,Other Revenues,," $19,219.30 ",,
April,2014,Native American,Onshore,Other Revenues,Coal," $1,260,974.03 ",,
April,2014,Native American,Onshore,Other Revenues,Gas," $5,693.09 ",,
April,2014,Native American,Onshore,Other Revenues,NGL," $2,074.82 ",,
April,2014,Native American,Onshore,Other Revenues,Oil," $(2,265.77)",,
April,2014,Native American,Onshore,Other Revenues,Oil & Gas," $338,720.72 ",,
April,2014,Native American,Onshore,Rents,Coal," $4,190.00 ",,
April,2014,Native American,Onshore,Rents,Oil & Gas," $177,204.67 ",,
April,2014,Native American,Onshore,Royalties,Coal," $6,439,019.19 ",,
April,2014,Native American,Onshore,Royalties,Gas," $13,543,152.74 ",,
April,2014,Native American,Onshore,Royalties,NGL," $1,059,701.27 ",,
April,2014,Native American,Onshore,Royalties,Oil," $41,842,526.37 ",,
April,2014,Native American,Onshore,Royalties,Other Products," $83,626.52 ",,
May,2014,Federal,Offshore,Inspection Fees,," $1,492,845.19 ",,
May,2014,Federal,Offshore,Other Revenues,Gas," $7,850.57 ",,
May,2014,Federal,Offshore,Other Revenues,NGL," $446,439.07 ",,
May,2014,Federal,Offshore,Other Revenues,Oil," $324,779.93 ",,
May,2014,Federal,Offshore,Other Revenues,Oil & Gas," $372,685.03 ",,
May,2014,Federal,Offshore,Other Revenues,Sulfur, $(90.50),,
May,2014,Federal,Offshore,Rents,Oil & Gas," $29,552,119.40 ",,
May,2014,Federal,Offshore,Rents,Wind," $169,199.00 ",,
May,2014,Federal,Offshore,Royalties,Gas," $49,180,213.95 ",,
May,2014,Federal,Offshore,Royalties,NGL," $14,954,692.24 ",,
May,2014,Federal,Offshore,Royalties,Oil," $465,854,606.66 ",,
May,2014,Federal,Offshore,Royalties,Other Products," $6,164.61 ",,
May,2014,Federal,Onshore,Bonus,Coal," $1,278,000.00 ",,
May,2014,Federal,Onshore,Bonus,Oil & Gas," $356,808.00 ",,
May,2014,Federal,Onshore,Other Revenues,Coal," $2,621,458.15 ",,
May,2014,Federal,Onshore,Other Revenues,Gilsonite," $1,806.00 ",,
May,2014,Federal,Onshore,Other Revenues,Hardrock," $24,101.04 ",,
May,2014,Federal,Onshore,Other Revenues,NGL," $18,931.87 ",,
May,2014,Federal,Onshore,Other Revenues,Oil & Gas," $9,925,132.38 ",,
May,2014,Federal,Onshore,Other Revenues,Phosphate," $19,473.00 ",,
May,2014,Federal,Onshore,Other Revenues,Potassium," $(1,069.33)",,
May,2014,Federal,Onshore,Other Revenues,Sodium," $5,661.00 ",,
May,2014,Federal,Onshore,Rents,Coal," $17,873.89 ",,
May,2014,Federal,Onshore,Rents,Geothermal," $210,566.83 ",,
May,2014,Federal,Onshore,Rents,Gilsonite, $161.00 ,,
May,2014,Federal,Onshore,Rents,Hardrock," $(3,504.00)",,
May,2014,Federal,Onshore,Rents,Oil & Gas," $2,614,436.43 ",,
May,2014,Federal,Onshore,Rents,Phosphate," $4,510.00 ",,
May,2014,Federal,Onshore,Rents,Sodium, $20.00 ,,
May,2014,Federal,Onshore,Royalties,Coal," $60,883,662.40 ",,
May,2014,Federal,Onshore,Royalties,Gas," $150,890,427.57 ",,
May,2014,Federal,Onshore,Royalties,NGL," $26,777,558.91 ",,
May,2014,Federal,Onshore,Royalties,Oil," $173,370,742.67 ",,
May,2014,Federal,Onshore,Royalties,Other Products," $17,612,032.35 ",,
May,2014,Federal,,Bonus,," $634,183.00 ",,
May,2014,Federal,,Civil Penalties,," $332,292.00 ",,
May,2014,Federal,,Other Revenues,," $22,838.22 ",,
May,2014,Federal,,Rents,," $63,360.00 ",,
May,2014,Native American,Onshore,Other Revenues,Gas," $2,654.06 ",,
May,2014,Native American,Onshore,Other Revenues,Gypsum," $237,200.16 ",,
May,2014,Native American,Onshore,Other Revenues,NGL, $897.03 ,,
May,2014,Native American,Onshore,Other Revenues,Oil," $(23,483.31)",,
May,2014,Native American,Onshore,Other Revenues,Oil & Gas," $3,242,392.66 ",,
May,2014,Native American,Onshore,Other Revenues,Sand & Gravel," $19,827.20 ",,
May,2014,Native American,Onshore,Rents,Coal, $-   ,,
May,2014,Native American,Onshore,Rents,Oil & Gas," $163,912.42 ",,
May,2014,Native American,Onshore,Royalties,Coal," $6,856,655.09 ",,
May,2014,Native American,Onshore,Royalties,Gas," $22,101,390.90 ",,
May,2014,Native American,Onshore,Royalties,NGL," $2,280,550.17 ",,
May,2014,Native American,Onshore,Royalties,Oil," $89,136,633.22 ",,
May,2014,Native American,Onshore,Royalties,Other Products," $115,839.46 ",,
June,2014,Federal,Offshore,Bonus,Oil & Gas," $133,251,487.00 ",,
June,2014,Federal,Offshore,Inspection Fees,," $1,731,751.60 ",,
June,2014,Federal,Offshore,Other Revenues,Gas," $5,822.13 ",,
June,2014,Federal,Offshore,Other Revenues,NGL," $29,180.09 ",,
June,2014,Federal,Offshore,Other Revenues,Oil," $34,907,865.81 ",,
June,2014,Federal,Offshore,Other Revenues,Oil & Gas," $6,948,981.37 ",,
June,2014,Federal,Offshore,Rents,Oil & Gas," $34,137,472.59 ",,
June,2014,Federal,Offshore,Royalties,Gas," $60,100,813.83 ",,
June,2014,Federal,Offshore,Royalties,NGL," $17,080,969.75 ",,
June,2014,Federal,Offshore,Royalties,Oil," $549,882,512.90 ",,
June,2014,Federal,Offshore,Royalties,Other Products," $1,583.97 ",,
June,2014,Federal,Onshore,Bonus,Coal," $59,744,645.60 ",,
June,2014,Federal,Onshore,Bonus,Oil & Gas," $43,131,247.25 ",,
June,2014,Federal,Onshore,Other Revenues,Coal," $17,126.69 ",,
June,2014,Federal,Onshore,Other Revenues,Geothermal," $34,277.45 ",,
June,2014,Federal,Onshore,Other Revenues,Gilsonite, $-   ,,
June,2014,Federal,Onshore,Other Revenues,Hardrock, $240.00 ,,
June,2014,Federal,Onshore,Other Revenues,NGL, $(248.00),,
June,2014,Federal,Onshore,Other Revenues,Oil & Gas," $(4,259,257.47)",,
June,2014,Federal,Onshore,Other Revenues,Phosphate," $1,647.00 ",,
June,2014,Federal,Onshore,Other Revenues,Potassium," $(32,695.84)",,
June,2014,Federal,Onshore,Other Revenues,Sodium," $3,960.00 ",,
June,2014,Federal,Onshore,Rents,Coal," $57,735.00 ",,
June,2014,Federal,Onshore,Rents,Geothermal," $208,462.82 ",,
June,2014,Federal,Onshore,Rents,Hardrock, $134.50 ,,
June,2014,Federal,Onshore,Rents,Oil & Gas," $2,566,485.05 ",,
June,2014,Federal,Onshore,Rents,Phosphate," $(3,765.00)",,
June,2014,Federal,Onshore,Rents,Potassium," $(26,140.50)",,
June,2014,Federal,Onshore,Royalties,Coal," $57,586,341.45 ",,
June,2014,Federal,Onshore,Royalties,Gas," $127,423,716.56 ",,
June,2014,Federal,Onshore,Royalties,NGL," $25,112,268.93 ",,
June,2014,Federal,Onshore,Royalties,Oil," $162,299,958.59 ",,
June,2014,Federal,Onshore,Royalties,Other Products," $14,879,230.99 ",,
June,2014,Federal,,Bonus,," $(634,183.00)",,
June,2014,Federal,,Civil Penalties,," $1,268.40 ",,
June,2014,Federal,,Other Revenues,," $16,001.26 ",,
June,2014,Federal,,Rents,," $(63,360.00)",,
June,2014,Native American,Onshore,Other Revenues,Coal," $73,729.60 ",,
June,2014,Native American,Onshore,Other Revenues,Gas," $3,691.95 ",,
June,2014,Native American,Onshore,Other Revenues,Gypsum," $(39,749.83)",,
June,2014,Native American,Onshore,Other Revenues,NGL," $1,224.64 ",,
June,2014,Native American,Onshore,Other Revenues,Oil," $(13,577.19)",,
June,2014,Native American,Onshore,Other Revenues,Oil & Gas," $1,233,426.04 ",,
June,2014,Native American,Onshore,Other Revenues,Sand & Gravel," $8,250.00 ",,
June,2014,Native American,Onshore,Rents,Coal," $54,745.92 ",,
June,2014,Native American,Onshore,Rents,Oil & Gas," $77,535.49 ",,
June,2014,Native American,Onshore,Rents,Sand & Gravel, $528.40 ,,
June,2014,Native American,Onshore,Royalties,Coal," $6,190,079.45 ",,
June,2014,Native American,Onshore,Royalties,Gas," $16,217,351.05 ",,
June,2014,Native American,Onshore,Royalties,NGL," $905,214.41 ",,
June,2014,Native American,Onshore,Royalties,Oil," $92,690,111.48 ",,
June,2014,Native American,Onshore,Royalties,Other Products," $365,542.27 ",,
July,2014,Federal,Offshore,Bonus,Oil & Gas," $714,642,270.00 ",,
July,2014,Federal,Offshore,Inspection Fees,," $1,399,901.72 ",,
July,2014,Federal,Offshore,Other Revenues,Gas, $111.20 ,,
July,2014,Federal,Offshore,Other Revenues,NGL," $39,771.15 ",,
July,2014,Federal,Offshore,Other Revenues,Oil," $60,477.00 ",,
July,2014,Federal,Offshore,Other Revenues,Oil & Gas," $(962,378.89)",,
July,2014,Federal,Offshore,Rents,Oil & Gas," $29,223,077.23 ",,
July,2014,Federal,Offshore,Rents,Wind," $3,204.00 ",,
July,2014,Federal,Offshore,Royalties,Gas," $20,282,254.98 ",,
July,2014,Federal,Offshore,Royalties,NGL," $8,397,673.42 ",,
July,2014,Federal,Offshore,Royalties,Oil," $288,356,255.48 ",,
July,2014,Federal,Offshore,Royalties,Other Products," $2,694.12 ",,
July,2014,Federal,Onshore,Bonus,Coal," $89,206,372.78 ",,
July,2014,Federal,Onshore,Bonus,Oil & Gas," $544,586.00 ",,
July,2014,Federal,Onshore,Other Revenues,Asphalt," $1,062.52 ",,
July,2014,Federal,Onshore,Other Revenues,Coal," $35,181.21 ",,
July,2014,Federal,Onshore,Other Revenues,Geothermal," $12,701.39 ",,
July,2014,Federal,Onshore,Other Revenues,Gilsonite," $1,518.00 ",,
July,2014,Federal,Onshore,Other Revenues,Hardrock," $1,830.00 ",,
July,2014,Federal,Onshore,Other Revenues,Oil, $(77.10),,
July,2014,Federal,Onshore,Other Revenues,Oil & Gas," $5,620,853.39 ",,
July,2014,Federal,Onshore,Other Revenues,Phosphate," $10,491.00 ",,
July,2014,Federal,Onshore,Other Revenues,Potassium," $(4,883.98)",,
July,2014,Federal,Onshore,Other Revenues,Sodium," $5,649.00 ",,
July,2014,Federal,Onshore,Rents,Coal," $114,108.40 ",,
July,2014,Federal,Onshore,Rents,Geothermal," $72,991.00 ",,
July,2014,Federal,Onshore,Rents,Gilsonite, $259.00 ,,
July,2014,Federal,Onshore,Rents,Hardrock," $(4,296.00)",,
July,2014,Federal,Onshore,Rents,Oil & Gas," $2,759,939.28 ",,
July,2014,Federal,Onshore,Rents,Oil Shale, $320.00 ,,
July,2014,Federal,Onshore,Rents,Phosphate, $500.00 ,,
July,2014,Federal,Onshore,Rents,Potassium, $-   ,,
July,2014,Federal,Onshore,Rents,Quartz, $(40.00),,
July,2014,Federal,Onshore,Rents,Sodium," $(5,649.00)",,
July,2014,Federal,Onshore,Royalties,Coal," $55,596,186.78 ",,
July,2014,Federal,Onshore,Royalties,Gas," $55,337,005.71 ",,
July,2014,Federal,Onshore,Royalties,NGL," $11,636,996.56 ",,
July,2014,Federal,Onshore,Royalties,Oil," $86,934,959.34 ",,
July,2014,Federal,Onshore,Royalties,Other Products," $17,927,518.02 ",,
July,2014,Federal,,Civil Penalties,," $454,434.20 ",,
July,2014,Federal,,Other Revenues,," $10,851.05 ",,
July,2014,Native American,Onshore,Other Revenues,Coal," $1,550,203.91 ",,
July,2014,Native American,Onshore,Other Revenues,Copper," $500,000.00 ",,
July,2014,Native American,Onshore,Other Revenues,Gas, $(288.09),,
July,2014,Native American,Onshore,Other Revenues,Gypsum," $(40,487.74)",,
July,2014,Native American,Onshore,Other Revenues,NGL, $(1.32),,
July,2014,Native American,Onshore,Other Revenues,Oil," $(11,862.19)",,
July,2014,Native American,Onshore,Other Revenues,Oil & Gas," $1,261,531.28 ",,
July,2014,Native American,Onshore,Other Revenues,Phosphate," $1,200.00 ",,
July,2014,Native American,Onshore,Other Revenues,Sand & Gravel," $25,000.00 ",,
July,2014,Native American,Onshore,Rents,Coal," $49,716.00 ",,
July,2014,Native American,Onshore,Rents,Copper," $4,180.00 ",,
July,2014,Native American,Onshore,Rents,Gypsum, $(120.00),,
July,2014,Native American,Onshore,Rents,Oil & Gas," $82,998.68 ",,
July,2014,Native American,Onshore,Rents,Phosphate, $200.00 ,,
July,2014,Native American,Onshore,Rents,Sand & Gravel," $25,800.00 ",,
July,2014,Native American,Onshore,Royalties,Coal," $5,949,434.76 ",,
July,2014,Native American,Onshore,Royalties,Gas," $8,014,829.28 ",,
July,2014,Native American,Onshore,Royalties,NGL," $1,105,111.38 ",,
July,2014,Native American,Onshore,Royalties,Oil," $24,626,811.09 ",,
July,2014,Native American,Onshore,Royalties,Other Products," $228,047.07 ",,
August,2014,Federal,Offshore,Bonus,Oil & Gas," $19,332,225.00 ",,
August,2014,Federal,Offshore,Inspection Fees,," $2,230,647.41 ",,
August,2014,Federal,Offshore,Other Revenues,Gas," $95,710.66 ",,
August,2014,Federal,Offshore,Other Revenues,NGL, $563.99 ,,
August,2014,Federal,Offshore,Other Revenues,Oil," $489,218.71 ",,
August,2014,Federal,Offshore,Other Revenues,Oil & Gas," $1,954,951.09 ",,
August,2014,Federal,Offshore,Rents,Oil & Gas," $6,007,303.71 ",,
August,2014,Federal,Offshore,Royalties,Gas," $61,977,944.49 ",,
August,2014,Federal,Offshore,Royalties,NGL," $17,147,619.32 ",,
August,2014,Federal,Offshore,Royalties,Oil," $547,670,492.31 ",,
August,2014,Federal,Offshore,Royalties,Other Products, $262.68 ,,
August,2014,Federal,Onshore,Bonus,Coal," $10,022,300.00 ",,
August,2014,Federal,Onshore,Bonus,Oil & Gas," $7,309,864.75 ",,
August,2014,Federal,Onshore,Other Revenues,Coal," $774,665.57 ",,
August,2014,Federal,Onshore,Other Revenues,Geothermal," $347,376.79 ",,
August,2014,Federal,Onshore,Other Revenues,Gilsonite, $459.00 ,,
August,2014,Federal,Onshore,Other Revenues,Hardrock, $294.00 ,,
August,2014,Federal,Onshore,Other Revenues,NGL, $163.13 ,,
August,2014,Federal,Onshore,Other Revenues,Oil & Gas," $3,623,475.74 ",,
August,2014,Federal,Onshore,Other Revenues,Phosphate," $11,205.00 ",,
August,2014,Federal,Onshore,Other Revenues,Potassium," $(4,128.04)",,
August,2014,Federal,Onshore,Other Revenues,Sodium," $4,927.68 ",,
August,2014,Federal,Onshore,Rents,Coal," $143,576.83 ",,
August,2014,Federal,Onshore,Rents,Geothermal," $511,843.43 ",,
August,2014,Federal,Onshore,Rents,Gilsonite, $76.50 ,,
August,2014,Federal,Onshore,Rents,Hardrock, $(527.00),,
August,2014,Federal,Onshore,Rents,Oil & Gas," $2,816,505.01 ",,
August,2014,Federal,Onshore,Rents,Phosphate," $2,975.00 ",,
August,2014,Federal,Onshore,Rents,Potassium," $5,238.91 ",,
August,2014,Federal,Onshore,Rents,Sodium," $(1,298.25)",,
August,2014,Federal,Onshore,Royalties,Coal," $63,086,161.77 ",,
August,2014,Federal,Onshore,Royalties,Gas," $116,585,246.01 ",,
August,2014,Federal,Onshore,Royalties,NGL," $26,380,545.60 ",,
August,2014,Federal,Onshore,Royalties,Oil," $165,712,025.46 ",,
August,2014,Federal,Onshore,Royalties,Other Products," $14,979,988.38 ",,
August,2014,Federal,,Civil Penalties,," $279,297.45 ",,
August,2014,Federal,,Other Revenues,," $38,542.37 ",,
August,2014,Native American,Onshore,Bonus,Coal," $19,050,000.00 ",,
August,2014,Native American,Onshore,Other Revenues,Coal," $(73,729.60)",,
August,2014,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
August,2014,Native American,Onshore,Other Revenues,Gas," $3,778.53 ",,
August,2014,Native American,Onshore,Other Revenues,Gypsum," $(45,700.58)",,
August,2014,Native American,Onshore,Other Revenues,NGL," $1,799.26 ",,
August,2014,Native American,Onshore,Other Revenues,Oil," $(13,747.09)",,
August,2014,Native American,Onshore,Other Revenues,Oil & Gas," $2,318,540.89 ",,
August,2014,Native American,Onshore,Rents,Coal," $(27,128.00)",,
August,2014,Native American,Onshore,Rents,Oil & Gas," $148,014.78 ",,
August,2014,Native American,Onshore,Royalties,Coal," $6,467,660.52 ",,
August,2014,Native American,Onshore,Royalties,Gas," $20,606,285.75 ",,
August,2014,Native American,Onshore,Royalties,NGL," $1,980,584.97 ",,
August,2014,Native American,Onshore,Royalties,Oil," $100,360,233.93 ",,
August,2014,Native American,Onshore,Royalties,Other Products," $154,792.77 ",,
September,2014,Federal,Offshore,Inspection Fees,," $2,308,101.49 ",,
September,2014,Federal,Offshore,Other Revenues,Gas," $123,590.18 ",,
September,2014,Federal,Offshore,Other Revenues,NGL," $96,350.51 ",,
September,2014,Federal,Offshore,Other Revenues,Oil," $1,040,932.55 ",,
September,2014,Federal,Offshore,Other Revenues,Oil & Gas," $(1,888,541.28)",,
September,2014,Federal,Offshore,Rents,Oil & Gas," $17,166,665.38 ",,
September,2014,Federal,Offshore,Rents,Wind," $494,250.00 ",,
September,2014,Federal,Offshore,Royalties,Gas," $41,198,667.82 ",,
September,2014,Federal,Offshore,Royalties,NGL," $15,376,721.14 ",,
September,2014,Federal,Offshore,Royalties,Oil," $523,482,053.00 ",,
September,2014,Federal,Offshore,Royalties,Other Products," $3,844.04 ",,
September,2014,Federal,Onshore,Bonus,Coal," $158,654,062.16 ",,
September,2014,Federal,Onshore,Bonus,Oil & Gas," $388,961.00 ",,
September,2014,Federal,Onshore,Other Revenues,Clay, $480.00 ,,
September,2014,Federal,Onshore,Other Revenues,Coal," $6,164,457.17 ",,
September,2014,Federal,Onshore,Other Revenues,Geothermal," $(319,231.55)",,
September,2014,Federal,Onshore,Other Revenues,Gilsonite, $120.00 ,,
September,2014,Federal,Onshore,Other Revenues,Hardrock," $3,690.00 ",,
September,2014,Federal,Onshore,Other Revenues,Oil & Gas," $3,734,162.15 ",,
September,2014,Federal,Onshore,Other Revenues,Phosphate," $46,434.00 ",,
September,2014,Federal,Onshore,Other Revenues,Potassium, $8.08 ,,
September,2014,Federal,Onshore,Other Revenues,Sodium," $37,791.46 ",,
September,2014,Federal,Onshore,Rents,Clay, $160.00 ,,
September,2014,Federal,Onshore,Rents,Coal," $69,699.60 ",,
September,2014,Federal,Onshore,Rents,Geothermal," $194,406.76 ",,
September,2014,Federal,Onshore,Rents,Gilsonite, $(56.50),,
September,2014,Federal,Onshore,Rents,Hardrock, $(708.39),,
September,2014,Federal,Onshore,Rents,Oil & Gas," $3,058,629.66 ",,
September,2014,Federal,Onshore,Rents,Phosphate," $3,140.00 ",,
September,2014,Federal,Onshore,Rents,Sodium, $-   ,,
September,2014,Federal,Onshore,Royalties,Coal," $63,909,077.48 ",,
September,2014,Federal,Onshore,Royalties,Gas," $109,548,756.47 ",,
September,2014,Federal,Onshore,Royalties,NGL," $23,399,086.66 ",,
September,2014,Federal,Onshore,Royalties,Oil," $163,627,006.03 ",,
September,2014,Federal,Onshore,Royalties,Other Products," $18,917,332.52 ",,
September,2014,Federal,,Civil Penalties,," $171,807.01 ",,
September,2014,Federal,,Other Revenues,," $769,686.54 ",,
September,2014,Native American,Onshore,Other Revenues,Coal," $1,096.51 ",,
September,2014,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
September,2014,Native American,Onshore,Other Revenues,Gas, $23.94 ,,
September,2014,Native American,Onshore,Other Revenues,Gypsum," $(34,283.06)",,
September,2014,Native American,Onshore,Other Revenues,NGL, $(18.76),,
September,2014,Native American,Onshore,Other Revenues,Oil," $(14,226.87)",,
September,2014,Native American,Onshore,Other Revenues,Oil & Gas," $(387,723.94)",,
September,2014,Native American,Onshore,Other Revenues,Sand & Gravel," $162,750.00 ",,
September,2014,Native American,Onshore,Rents,Coal," $(7,382.72)",,
September,2014,Native American,Onshore,Rents,Oil & Gas," $127,612.72 ",,
September,2014,Native American,Onshore,Royalties,Coal," $6,024,000.65 ",,
September,2014,Native American,Onshore,Royalties,Gas," $14,962,682.43 ",,
September,2014,Native American,Onshore,Royalties,NGL," $1,887,766.43 ",,
September,2014,Native American,Onshore,Royalties,Oil," $86,884,949.63 ",,
September,2014,Native American,Onshore,Royalties,Other Products," $246,362.42 ",,
October,2014,Federal,Offshore,Bonus,Oil & Gas," $8,780,795.00 ",,
October,2014,Federal,Offshore,Inspection Fees,," $1,486,265.06 ",,
October,2014,Federal,Offshore,Other Revenues,Gas," $39,093.14 ",,
October,2014,Federal,Offshore,Other Revenues,NGL," $(4,950.82)",,
October,2014,Federal,Offshore,Other Revenues,Oil," $597,496.26 ",,
October,2014,Federal,Offshore,Other Revenues,Oil & Gas," $(5,674,876.92)",,
October,2014,Federal,Offshore,Rents,Oil & Gas," $28,712,442.74 ",,
October,2014,Federal,Offshore,Rents,Wind," $88,278.00 ",,
October,2014,Federal,Offshore,Royalties,Gas," $64,188,625.16 ",,
October,2014,Federal,Offshore,Royalties,NGL," $20,881,469.64 ",,
October,2014,Federal,Offshore,Royalties,Oil," $604,214,772.76 ",,
October,2014,Federal,Offshore,Royalties,Other Products," $2,791.24 ",,
October,2014,Federal,Onshore,Bonus,Coal," $70,813,092.76 ",,
October,2014,Federal,Onshore,Bonus,Oil & Gas," $90,906,308.00 ",,
