Month,Calendar Year,Land Class,Land Category,Revenue Type,Commodity, Revenue ,,
November,2010,Federal,Onshore,Other Revenues,Phosphate," $6,711.00 ",,
November,2010,Federal,Onshore,Rents,Clay, $154.00 ,,
November,2010,Federal,Onshore,Rents,Coal," $352,110.00 ",,
November,2010,Federal,Onshore,Rents,Garnet, $40.00 ,,
November,2010,Federal,Onshore,Rents,Geothermal," $159,801.00 ",,
November,2010,Federal,Onshore,Rents,Gilsonite, $478.00 ,,
November,2010,Federal,Onshore,Rents,Hardrock," $(164,290.00)",,
November,2010,Federal,Onshore,Rents,Oil & Gas," $5,043,018.13 ",,
November,2010,Federal,Onshore,Rents,Phosphate, $23.00 ,,
November,2010,Federal,Onshore,Rents,Tar Sands," $7,732.00 ",,
November,2010,Federal,Onshore,Royalties,Coal," $78,078,684.22 ",,
November,2010,Federal,Onshore,Royalties,Gas," $130,239,322.97 ",,
November,2010,Federal,Onshore,Royalties,NGL," $17,920,244.72 ",,
November,2010,Federal,Onshore,Royalties,Oil," $88,759,812.36 ",,
November,2010,Federal,Onshore,Royalties,Other Products," $8,978,235.22 ",,
November,2010,Federal,,Civil Penalties,," $572,654.42 ",,
November,2010,Federal,,Other Revenues,," $5,515.79 ",,
November,2010,Native American,Onshore,Other Revenues,Copper," $150,000.00 ",,
November,2010,Native American,Onshore,Other Revenues,Gas," $54,662.08 ",,
November,2010,Native American,Onshore,Other Revenues,Gypsum," $(24,089.50)",,
November,2010,Native American,Onshore,Other Revenues,NGL," $28,963.30 ",,
November,2010,Native American,Onshore,Other Revenues,Oil," $(4,583.04)",,
November,2010,Native American,Onshore,Other Revenues,Oil & Gas," $1,259,740.00 ",,
November,2010,Native American,Onshore,Other Revenues,Sand & Gravel," $148,750.00 ",,
November,2010,Native American,Onshore,Rents,Coal," $60,000.00 ",,
November,2010,Native American,Onshore,Rents,Oil & Gas," $259,736.66 ",,
November,2010,Native American,Onshore,Rents,Sand & Gravel, $-   ,,
November,2010,Native American,Onshore,Royalties,Coal," $6,429,698.51 ",,
November,2010,Native American,Onshore,Royalties,Gas," $11,946,338.55 ",,
November,2010,Native American,Onshore,Royalties,NGL," $1,287,304.49 ",,
November,2010,Native American,Onshore,Royalties,Oil," $18,569,302.43 ",,
November,2010,Native American,Onshore,Royalties,Other Products," $1,758,600.65 ",,
December,2010,Federal,Offshore,Other Revenues,Gas," $28,662.92 ",,
December,2010,Federal,Offshore,Other Revenues,NGL," $8,997.19 ",,
December,2010,Federal,Offshore,Other Revenues,Oil," $487,705.80 ",,
December,2010,Federal,Offshore,Other Revenues,Oil & Gas," $(10,531,700.09)",,
December,2010,Federal,Offshore,Rents,Oil & Gas," $11,491,480.69 ",,
December,2010,Federal,Offshore,Rents,Wind," $88,278.00 ",,
December,2010,Federal,Offshore,Royalties,Gas," $55,846,461.65 ",,
December,2010,Federal,Offshore,Royalties,NGL," $16,723,534.25 ",,
December,2010,Federal,Offshore,Royalties,Oil," $303,136,212.13 ",,
December,2010,Federal,Offshore,Royalties,Other Products," $1,862.72 ",,
December,2010,Federal,Onshore,Bonus,Coal," $105,000.00 ",,
December,2010,Federal,Onshore,Bonus,Oil & Gas," $114,554.00 ",,
December,2010,Federal,Onshore,Other Revenues,Coal," $478,726.32 ",,
December,2010,Federal,Onshore,Other Revenues,Gas," $4,976.58 ",,
December,2010,Federal,Onshore,Other Revenues,Geothermal," $(27,528.48)",,
December,2010,Federal,Onshore,Other Revenues,Hardrock, $42.95 ,,
December,2010,Federal,Onshore,Other Revenues,Oil & Gas," $(1,488,368.44)",,
December,2010,Federal,Onshore,Other Revenues,Phosphate," $18,483.00 ",,
December,2010,Federal,Onshore,Other Revenues,Potassium," $508,094.90 ",,
December,2010,Federal,Onshore,Other Revenues,Sodium," $255,844.86 ",,
December,2010,Federal,Onshore,Rents,Coal," $109,104.00 ",,
December,2010,Federal,Onshore,Rents,Geothermal," $34,131.00 ",,
December,2010,Federal,Onshore,Rents,Hardrock, $180.00 ,,
December,2010,Federal,Onshore,Rents,Oil & Gas," $3,781,438.57 ",,
December,2010,Federal,Onshore,Rents,Phosphate, $(180.00),,
December,2010,Federal,Onshore,Rents,Potassium," $181,271.50 ",,
December,2010,Federal,Onshore,Rents,Sodium," $90,314.15 ",,
December,2010,Federal,Onshore,Royalties,Coal," $62,543,738.08 ",,
December,2010,Federal,Onshore,Royalties,Gas," $80,321,482.55 ",,
December,2010,Federal,Onshore,Royalties,NGL," $17,613,938.30 ",,
December,2010,Federal,Onshore,Royalties,Oil," $74,195,727.54 ",,
December,2010,Federal,Onshore,Royalties,Other Products," $9,143,485.20 ",,
December,2010,Federal,,Civil Penalties,," $38,541.79 ",,
December,2010,Federal,,Other Revenues,," $3,164.84 ",,
December,2010,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
December,2010,Native American,Onshore,Other Revenues,Gas," $2,116.85 ",,
December,2010,Native American,Onshore,Other Revenues,NGL," $(1,259.73)",,
December,2010,Native American,Onshore,Other Revenues,Oil," $(8,383.88)",,
December,2010,Native American,Onshore,Other Revenues,Oil & Gas," $(268,005.13)",,
December,2010,Native American,Onshore,Rents,Oil & Gas," $225,940.22 ",,
December,2010,Native American,Onshore,Royalties,Coal," $5,958,592.74 ",,
December,2010,Native American,Onshore,Royalties,Gas," $7,898,338.17 ",,
December,2010,Native American,Onshore,Royalties,NGL," $1,107,879.59 ",,
December,2010,Native American,Onshore,Royalties,Oil," $15,884,157.10 ",,
December,2010,Native American,Onshore,Royalties,Other Products," $922,263.42 ",,
January,2011,Federal,Offshore,Other Revenues,Gas," $32,748.45 ",,
January,2011,Federal,Offshore,Other Revenues,NGL," $5,888.76 ",,
January,2011,Federal,Offshore,Other Revenues,Oil," $434,691.71 ",,
January,2011,Federal,Offshore,Other Revenues,Oil & Gas," $11,895,639.81 ",,
January,2011,Federal,Offshore,Rents,Oil & Gas," $12,713,992.00 ",,
January,2011,Federal,Offshore,Rents,Wind," $6,405.00 ",,
January,2011,Federal,Offshore,Royalties,Gas," $58,410,013.57 ",,
January,2011,Federal,Offshore,Royalties,NGL," $24,340,112.18 ",,
January,2011,Federal,Offshore,Royalties,Oil," $504,166,738.61 ",,
January,2011,Federal,Offshore,Royalties,Other Products, $98.76 ,,
January,2011,Federal,Onshore,Bonus,Coal," $1,327,000.00 ",,
January,2011,Federal,Onshore,Bonus,Geothermal," $3,198.00 ",,
January,2011,Federal,Onshore,Bonus,Oil & Gas," $36,649,634.00 ",,
January,2011,Federal,Onshore,Other Revenues,Coal," $(532,469.97)",,
January,2011,Federal,Onshore,Other Revenues,Gas," $5,941.85 ",,
January,2011,Federal,Onshore,Other Revenues,Geothermal," $(97,584.17)",,
January,2011,Federal,Onshore,Other Revenues,Hardrock, $155.56 ,,
January,2011,Federal,Onshore,Other Revenues,Oil & Gas," $12,834,675.17 ",,
January,2011,Federal,Onshore,Other Revenues,Phosphate," $4,359.00 ",,
January,2011,Federal,Onshore,Other Revenues,Potassium, $-   ,,
January,2011,Federal,Onshore,Other Revenues,Sodium," $35,797.15 ",,
January,2011,Federal,Onshore,Rents,Coal," $76,720.00 ",,
January,2011,Federal,Onshore,Rents,Geothermal," $363,394.00 ",,
January,2011,Federal,Onshore,Rents,Hardrock," $(1,296.50)",,
January,2011,Federal,Onshore,Rents,Oil & Gas," $4,180,527.64 ",,
January,2011,Federal,Onshore,Rents,Phosphate, $(135.00),,
January,2011,Federal,Onshore,Rents,Potassium," $3,218.50 ",,
January,2011,Federal,Onshore,Rents,Sodium," $5,083.00 ",,
January,2011,Federal,Onshore,Royalties,Coal," $49,425,783.13 ",,
January,2011,Federal,Onshore,Royalties,Gas," $120,274,531.98 ",,
January,2011,Federal,Onshore,Royalties,NGL," $19,630,608.07 ",,
January,2011,Federal,Onshore,Royalties,Oil," $91,799,928.77 ",,
January,2011,Federal,Onshore,Royalties,Other Products," $8,486,071.65 ",,
January,2011,Federal,,Civil Penalties,," $223,088.53 ",,
January,2011,Federal,,Other Revenues,," $7,289.59 ",,
January,2011,Native American,Onshore,Other Revenues,Coal," $990,464.87 ",,
January,2011,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
January,2011,Native American,Onshore,Other Revenues,Gas," $5,098.42 ",,
January,2011,Native American,Onshore,Other Revenues,NGL," $3,191.51 ",,
January,2011,Native American,Onshore,Other Revenues,Oil," $(9,891.05)",,
January,2011,Native American,Onshore,Other Revenues,Oil & Gas," $1,072,548.78 ",,
January,2011,Native American,Onshore,Other Revenues,Sand & Gravel," $3,300.00 ",,
January,2011,Native American,Onshore,Rents,Coal," $(32,617.28)",,
January,2011,Native American,Onshore,Rents,Oil & Gas," $33,829.29 ",,
January,2011,Native American,Onshore,Royalties,Coal," $6,150,297.87 ",,
January,2011,Native American,Onshore,Royalties,Gas," $11,984,771.93 ",,
January,2011,Native American,Onshore,Royalties,NGL," $1,799,449.92 ",,
January,2011,Native American,Onshore,Royalties,Oil," $18,320,327.54 ",,
January,2011,Native American,Onshore,Royalties,Other Products," $138,995.19 ",,
February,2011,Federal,Offshore,Inspection Fees,," $399,500.00 ",,
February,2011,Federal,Offshore,Other Revenues,Gas," $23,982.68 ",,
February,2011,Federal,Offshore,Other Revenues,NGL," $5,083.68 ",,
February,2011,Federal,Offshore,Other Revenues,Oil," $673,857.73 ",,
February,2011,Federal,Offshore,Other Revenues,Oil & Gas," $7,259,630.90 ",,
February,2011,Federal,Offshore,Rents,Oil & Gas," $13,368,641.20 ",,
February,2011,Federal,Offshore,Royalties,Gas," $75,231,523.12 ",,
February,2011,Federal,Offshore,Royalties,NGL," $19,480,900.58 ",,
February,2011,Federal,Offshore,Royalties,Oil," $392,286,318.05 ",,
February,2011,Federal,Offshore,Royalties,Other Products," $2,189.05 ",,
February,2011,Federal,Onshore,Bonus,Coal," $675,000.00 ",,
February,2011,Federal,Onshore,Bonus,Oil & Gas," $38,759,794.00 ",,
February,2011,Federal,Onshore,Other Revenues,Coal," $(37,777.11)",,
February,2011,Federal,Onshore,Other Revenues,Gas," $5,728.80 ",,
February,2011,Federal,Onshore,Other Revenues,Geothermal," $49,992.32 ",,
February,2011,Federal,Onshore,Other Revenues,Hardrock, $(22.60),,
February,2011,Federal,Onshore,Other Revenues,Oil, $2.94 ,,
February,2011,Federal,Onshore,Other Revenues,Oil & Gas," $1,994,405.99 ",,
February,2011,Federal,Onshore,Other Revenues,Phosphate," $7,827.00 ",,
February,2011,Federal,Onshore,Other Revenues,Potassium," $(65,829.13)",,
February,2011,Federal,Onshore,Other Revenues,Sodium," $(55,242.95)",,
February,2011,Federal,Onshore,Rents,Coal," $96,852.40 ",,
February,2011,Federal,Onshore,Rents,Geothermal," $198,357.00 ",,
February,2011,Federal,Onshore,Rents,Gilsonite, $28.00 ,,
February,2011,Federal,Onshore,Rents,Oil & Gas," $3,105,622.93 ",,
February,2011,Federal,Onshore,Rents,Phosphate," $(1,491.00)",,
February,2011,Federal,Onshore,Rents,Potassium," $(92,330.50)",,
February,2011,Federal,Onshore,Rents,Sodium," $(34,593.00)",,
February,2011,Federal,Onshore,Royalties,Coal," $64,939,026.82 ",,
February,2011,Federal,Onshore,Royalties,Gas," $117,370,001.87 ",,
February,2011,Federal,Onshore,Royalties,NGL," $20,250,733.69 ",,
February,2011,Federal,Onshore,Royalties,Oil," $87,928,138.78 ",,
February,2011,Federal,Onshore,Royalties,Other Products," $10,879,846.88 ",,
February,2011,Federal,,Civil Penalties,," $45,025.25 ",,
February,2011,Federal,,Other Revenues,," $20,656.66 ",,
February,2011,Native American,Onshore,Other Revenues,Coal," $1,964,860.94 ",,
February,2011,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
February,2011,Native American,Onshore,Other Revenues,Gas," $2,016.18 ",,
February,2011,Native American,Onshore,Other Revenues,NGL," $2,578.68 ",,
February,2011,Native American,Onshore,Other Revenues,Oil," $(9,098.13)",,
February,2011,Native American,Onshore,Other Revenues,Oil & Gas," $738,379.90 ",,
February,2011,Native American,Onshore,Other Revenues,Sand & Gravel," $1,404.00 ",,
February,2011,Native American,Onshore,Rents,Coal, $-   ,,
February,2011,Native American,Onshore,Rents,Gypsum, $15.00 ,,
February,2011,Native American,Onshore,Rents,Oil & Gas," $142,210.09 ",,
February,2011,Native American,Onshore,Rents,Sand & Gravel," $50,000.00 ",,
February,2011,Native American,Onshore,Royalties,Coal," $6,079,911.32 ",,
February,2011,Native American,Onshore,Royalties,Gas," $12,900,916.78 ",,
February,2011,Native American,Onshore,Royalties,NGL," $1,564,069.73 ",,
February,2011,Native American,Onshore,Royalties,Oil," $22,483,887.17 ",,
February,2011,Native American,Onshore,Royalties,Other Products," $1,140,622.49 ",,
March,2011,Federal,Offshore,Bonus,Oil & Gas," $(72,952.70)",,
March,2011,Federal,Offshore,Inspection Fees,," $7,965,500.00 ",,
March,2011,Federal,Offshore,Other Revenues,Gas," $26,341.65 ",,
March,2011,Federal,Offshore,Other Revenues,NGL," $3,813.07 ",,
March,2011,Federal,Offshore,Other Revenues,Oil," $421,024.89 ",,
March,2011,Federal,Offshore,Other Revenues,Oil & Gas," $(10,587,540.44)",,
March,2011,Federal,Offshore,Rents,Oil, $(0.08),,
March,2011,Federal,Offshore,Rents,Oil & Gas," $3,429,508.66 ",,
March,2011,Federal,Offshore,Royalties,Gas," $91,758,363.16 ",,
March,2011,Federal,Offshore,Royalties,NGL," $29,614,954.39 ",,
March,2011,Federal,Offshore,Royalties,Oil," $435,466,604.93 ",,
March,2011,Federal,Offshore,Royalties,Other Products," $10,807.94 ",,
March,2011,Federal,Onshore,Bonus,Coal," $425,000.00 ",,
March,2011,Federal,Onshore,Bonus,Geothermal, $(172.00),,
March,2011,Federal,Onshore,Bonus,Oil & Gas," $17,861,235.00 ",,
March,2011,Federal,Onshore,Other Revenues,Coal," $256,135.10 ",,
March,2011,Federal,Onshore,Other Revenues,Gas," $(55,908.79)",,
March,2011,Federal,Onshore,Other Revenues,Geothermal," $17,615.85 ",,
March,2011,Federal,Onshore,Other Revenues,Gilsonite," $7,062.00 ",,
March,2011,Federal,Onshore,Other Revenues,Hardrock," $19,918.75 ",,
March,2011,Federal,Onshore,Other Revenues,Oil & Gas," $(7,152,563.71)",,
March,2011,Federal,Onshore,Other Revenues,Phosphate," $8,166.00 ",,
March,2011,Federal,Onshore,Other Revenues,Potassium," $(23,297.17)",,
March,2011,Federal,Onshore,Other Revenues,Sodium," $(1,477.72)",,
March,2011,Federal,Onshore,Rents,Coal," $150,206.29 ",,
March,2011,Federal,Onshore,Rents,Geothermal," $91,970.00 ",,
March,2011,Federal,Onshore,Rents,Gilsonite," $(3,112.00)",,
March,2011,Federal,Onshore,Rents,Hardrock," $6,760.50 ",,
March,2011,Federal,Onshore,Rents,Oil & Gas," $2,707,534.07 ",,
March,2011,Federal,Onshore,Rents,Phosphate," $(1,798.00)",,
March,2011,Federal,Onshore,Rents,Sodium," $(27,870.00)",,
March,2011,Federal,Onshore,Royalties,Coal," $74,797,726.74 ",,
March,2011,Federal,Onshore,Royalties,Gas," $122,088,987.27 ",,
March,2011,Federal,Onshore,Royalties,NGL," $20,932,513.54 ",,
March,2011,Federal,Onshore,Royalties,Oil," $85,210,619.47 ",,
March,2011,Federal,Onshore,Royalties,Other Products," $10,346,779.44 ",,
March,2011,Federal,,Civil Penalties,," $145,930.59 ",,
March,2011,Federal,,Other Revenues,," $22,040.85 ",,
March,2011,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
March,2011,Native American,Onshore,Other Revenues,Gas," $1,211.22 ",,
March,2011,Native American,Onshore,Other Revenues,NGL," $2,352.51 ",,
March,2011,Native American,Onshore,Other Revenues,Oil," $(5,922.82)",,
March,2011,Native American,Onshore,Other Revenues,Oil & Gas," $318,294.53 ",,
March,2011,Native American,Onshore,Rents,Gypsum," $1,040.00 ",,
March,2011,Native American,Onshore,Rents,Oil & Gas," $79,492.00 ",,
March,2011,Native American,Onshore,Royalties,Coal," $5,113,183.69 ",,
March,2011,Native American,Onshore,Royalties,Gas," $11,495,803.86 ",,
March,2011,Native American,Onshore,Royalties,NGL," $1,141,715.34 ",,
March,2011,Native American,Onshore,Royalties,Oil," $20,481,357.61 ",,
March,2011,Native American,Onshore,Royalties,Other Products," $61,004.82 ",,
April,2011,Federal,Offshore,Inspection Fees,," $401,000.00 ",,
April,2011,Federal,Offshore,Other Revenues,Gas," $27,144.02 ",,
April,2011,Federal,Offshore,Other Revenues,NGL," $(187,748.43)",,
April,2011,Federal,Offshore,Other Revenues,Oil," $24,442.80 ",,
April,2011,Federal,Offshore,Other Revenues,Oil & Gas," $8,907,707.08 ",,
April,2011,Federal,Offshore,Other Revenues,Sulfur," $12,745.52 ",,
April,2011,Federal,Offshore,Rents,Oil & Gas," $14,390,896.17 ",,
April,2011,Federal,Offshore,Royalties,Gas," $61,836,958.87 ",,
April,2011,Federal,Offshore,Royalties,NGL," $15,715,151.18 ",,
April,2011,Federal,Offshore,Royalties,Oil," $378,491,621.92 ",,
April,2011,Federal,Offshore,Royalties,Other Products," $1,580.68 ",,
April,2011,Federal,Onshore,Bonus,Coal," $45,734,084.80 ",,
April,2011,Federal,Onshore,Bonus,Oil & Gas," $24,195,003.50 ",,
April,2011,Federal,Onshore,Other Revenues,Coal," $(35,749.68)",,
April,2011,Federal,Onshore,Other Revenues,Gas," $5,126.38 ",,
April,2011,Federal,Onshore,Other Revenues,Geothermal," $6,373.26 ",,
April,2011,Federal,Onshore,Other Revenues,Hardrock," $18,986.55 ",,
April,2011,Federal,Onshore,Other Revenues,Oil & Gas," $2,724,257.49 ",,
April,2011,Federal,Onshore,Other Revenues,Phosphate," $12,661.00 ",,
April,2011,Federal,Onshore,Other Revenues,Potassium," $(52,255.54)",,
April,2011,Federal,Onshore,Other Revenues,Sodium," $30,226.48 ",,
April,2011,Federal,Onshore,Rents,Coal," $138,759.75 ",,
April,2011,Federal,Onshore,Rents,Geothermal," $55,213.00 ",,
April,2011,Federal,Onshore,Rents,Hardrock," $4,140.00 ",,
April,2011,Federal,Onshore,Rents,Oil & Gas," $3,279,549.72 ",,
April,2011,Federal,Onshore,Rents,Phosphate," $2,219.00 ",,
April,2011,Federal,Onshore,Rents,Sodium," $(2,566.00)",,
April,2011,Federal,Onshore,Royalties,Coal," $74,187,800.96 ",,
April,2011,Federal,Onshore,Royalties,Gas," $82,443,477.13 ",,
April,2011,Federal,Onshore,Royalties,NGL," $19,911,386.73 ",,
April,2011,Federal,Onshore,Royalties,Oil," $80,476,251.09 ",,
April,2011,Federal,Onshore,Royalties,Oil & Gas, $(2.84),,
April,2011,Federal,Onshore,Royalties,Other Products," $13,189,817.88 ",,
April,2011,Federal,,Civil Penalties,," $478,768.00 ",,
April,2011,Federal,,Other Revenues,, $830.72 ,,
April,2011,Federal,,Rents,, $-   ,,
April,2011,Native American,Onshore,Bonus,Oil & Gas," $17,481.15 ",,
April,2011,Native American,Onshore,Other Revenues,Coal," $1,175,555.08 ",,
April,2011,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
April,2011,Native American,Onshore,Other Revenues,Gas," $2,898.24 ",,
April,2011,Native American,Onshore,Other Revenues,Gypsum," $229,948.68 ",,
April,2011,Native American,Onshore,Other Revenues,NGL," $1,824.14 ",,
April,2011,Native American,Onshore,Other Revenues,Oil," $(12,967.97)",,
April,2011,Native American,Onshore,Other Revenues,Oil & Gas," $133,268.69 ",,
April,2011,Native American,Onshore,Rents,Gas, $(10.77),,
April,2011,Native American,Onshore,Rents,Oil & Gas," $186,507.49 ",,
April,2011,Native American,Onshore,Royalties,Coal," $5,713,360.23 ",,
April,2011,Native American,Onshore,Royalties,Gas," $11,449,067.69 ",,
April,2011,Native American,Onshore,Royalties,NGL," $1,123,414.48 ",,
April,2011,Native American,Onshore,Royalties,Oil," $14,404,986.72 ",,
April,2011,Native American,Onshore,Royalties,Other Products," $1,988,227.61 ",,
May,2011,Federal,Offshore,Inspection Fees,," $469,500.00 ",,
May,2011,Federal,Offshore,Other Revenues,Gas," $17,708.77 ",,
May,2011,Federal,Offshore,Other Revenues,NGL," $6,401.86 ",,
May,2011,Federal,Offshore,Other Revenues,Oil," $806,503.99 ",,
May,2011,Federal,Offshore,Other Revenues,Oil & Gas," $10,398,179.92 ",,
May,2011,Federal,Offshore,Other Revenues,Sulfur, $(74.80),,
May,2011,Federal,Offshore,Rents,Oil & Gas," $35,931,151.14 ",,
May,2011,Federal,Offshore,Royalties,Gas," $72,111,482.47 ",,
May,2011,Federal,Offshore,Royalties,NGL," $27,667,957.12 ",,
May,2011,Federal,Offshore,Royalties,Oil," $579,805,597.02 ",,
May,2011,Federal,Offshore,Royalties,Other Products," $5,989.53 ",,
May,2011,Federal,Onshore,Bonus,Geothermal," $(5,840.00)",,
May,2011,Federal,Onshore,Bonus,Oil & Gas," $779,669.75 ",,
May,2011,Federal,Onshore,Other Revenues,Coal," $3,740,419.26 ",,
May,2011,Federal,Onshore,Other Revenues,Geothermal," $102,429.95 ",,
May,2011,Federal,Onshore,Other Revenues,Gilsonite," $1,806.00 ",,
May,2011,Federal,Onshore,Other Revenues,Hardrock," $(27,246.55)",,
May,2011,Federal,Onshore,Other Revenues,Oil & Gas," $9,517,972.59 ",,
May,2011,Federal,Onshore,Other Revenues,Phosphate," $22,800.00 ",,
May,2011,Federal,Onshore,Other Revenues,Potassium," $(16,128.56)",,
May,2011,Federal,Onshore,Other Revenues,Sodium, $(120.00),,
May,2011,Federal,Onshore,Rents,Coal," $45,797.52 ",,
May,2011,Federal,Onshore,Rents,Gas, $(121.16),,
May,2011,Federal,Onshore,Rents,Geothermal," $223,198.00 ",,
May,2011,Federal,Onshore,Rents,Gilsonite, $301.00 ,,
May,2011,Federal,Onshore,Rents,Hardrock," $(12,549.00)",,
May,2011,Federal,Onshore,Rents,Oil & Gas," $3,291,694.73 ",,
May,2011,Federal,Onshore,Rents,Phosphate," $4,594.00 ",,
May,2011,Federal,Onshore,Rents,Sodium, $495.10 ,,
May,2011,Federal,Onshore,Royalties,Coal," $68,290,590.31 ",,
May,2011,Federal,Onshore,Royalties,Gas," $132,548,816.76 ",,
May,2011,Federal,Onshore,Royalties,NGL," $24,099,245.63 ",,
May,2011,Federal,Onshore,Royalties,Oil," $119,449,589.22 ",,
May,2011,Federal,Onshore,Royalties,Other Products," $11,239,453.19 ",,
May,2011,Federal,,Civil Penalties,," $188,441.14 ",,
May,2011,Federal,,Other Revenues,," $6,888.70 ",,
May,2011,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
May,2011,Native American,Onshore,Other Revenues,Gas," $107,346.64 ",,
May,2011,Native American,Onshore,Other Revenues,Gypsum," $(34,810.10)",,
May,2011,Native American,Onshore,Other Revenues,NGL," $4,615.46 ",,
May,2011,Native American,Onshore,Other Revenues,Oil," $(11,024.84)",,
May,2011,Native American,Onshore,Other Revenues,Oil & Gas," $3,945,173.32 ",,
May,2011,Native American,Onshore,Rents,Coal," $33,248.44 ",,
May,2011,Native American,Onshore,Rents,Oil & Gas," $204,150.81 ",,
May,2011,Native American,Onshore,Royalties,Coal," $5,974,086.66 ",,
May,2011,Native American,Onshore,Royalties,Gas," $13,353,162.10 ",,
May,2011,Native American,Onshore,Royalties,NGL," $1,463,575.51 ",,
May,2011,Native American,Onshore,Royalties,Oil," $30,777,239.52 ",,
May,2011,Native American,Onshore,Royalties,Other Products," $110,642.62 ",,
June,2011,Federal,Offshore,Inspection Fees,," $49,250.00 ",,
June,2011,Federal,Offshore,Other Revenues,Gas," $40,687.96 ",,
June,2011,Federal,Offshore,Other Revenues,NGL," $5,245.82 ",,
June,2011,Federal,Offshore,Other Revenues,Oil," $415,183.72 ",,
June,2011,Federal,Offshore,Other Revenues,Oil & Gas," $2,532,451.92 ",,
June,2011,Federal,Offshore,Rents,Oil & Gas," $32,419,378.47 ",,
June,2011,Federal,Offshore,Royalties,Gas," $62,696,036.86 ",,
June,2011,Federal,Offshore,Royalties,NGL," $24,959,132.37 ",,
June,2011,Federal,Offshore,Royalties,Oil," $457,895,469.36 ",,
June,2011,Federal,Offshore,Royalties,Other Products," $7,036.54 ",,
June,2011,Federal,Onshore,Bonus,Coal," $255,000.00 ",,
June,2011,Federal,Onshore,Bonus,Geothermal," $367,186.00 ",,
June,2011,Federal,Onshore,Bonus,Oil & Gas," $35,208,251.00 ",,
June,2011,Federal,Onshore,Bonus,Sodium, $120.00 ,,
June,2011,Federal,Onshore,Other Revenues,Coal," $(38,363.13)",,
June,2011,Federal,Onshore,Other Revenues,Gas, $32.10 ,,
June,2011,Federal,Onshore,Other Revenues,Geothermal," $64,921.98 ",,
June,2011,Federal,Onshore,Other Revenues,Gilsonite," $1,434.00 ",,
June,2011,Federal,Onshore,Other Revenues,Hardrock," $48,658.50 ",,
June,2011,Federal,Onshore,Other Revenues,Oil & Gas," $8,693,093.26 ",,
June,2011,Federal,Onshore,Other Revenues,Phosphate," $4,044.00 ",,
June,2011,Federal,Onshore,Other Revenues,Potassium," $(49,094.20)",,
June,2011,Federal,Onshore,Other Revenues,Sodium, $(17.81),,
June,2011,Federal,Onshore,Rents,Coal," $32,201.30 ",,
June,2011,Federal,Onshore,Rents,Geothermal," $301,205.00 ",,
June,2011,Federal,Onshore,Rents,Hardrock, $(80.00),,
June,2011,Federal,Onshore,Rents,Oil & Gas," $3,066,299.00 ",,
June,2011,Federal,Onshore,Rents,Phosphate," $(3,226.00)",,
June,2011,Federal,Onshore,Rents,Potassium," $(92,617.50)",,
June,2011,Federal,Onshore,Royalties,Coal," $62,948,322.92 ",,
June,2011,Federal,Onshore,Royalties,Gas," $117,203,500.26 ",,
June,2011,Federal,Onshore,Royalties,NGL," $22,553,551.76 ",,
June,2011,Federal,Onshore,Royalties,Oil," $114,792,407.20 ",,
June,2011,Federal,Onshore,Royalties,Other Products," $7,731,162.79 ",,
June,2011,Federal,,Other Revenues,," $1,857.61 ",,
June,2011,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
June,2011,Native American,Onshore,Other Revenues,Gas, $471.87 ,,
June,2011,Native American,Onshore,Other Revenues,Gypsum," $(34,457.80)",,
June,2011,Native American,Onshore,Other Revenues,NGL," $2,001.24 ",,
June,2011,Native American,Onshore,Other Revenues,Oil," $(11,887.50)",,
June,2011,Native American,Onshore,Other Revenues,Oil & Gas," $2,207,829.36 ",,
June,2011,Native American,Onshore,Other Revenues,Phosphate," $1,200.00 ",,
June,2011,Native American,Onshore,Rents,Coal," $40,000.00 ",,
June,2011,Native American,Onshore,Rents,Copper," $4,180.00 ",,
June,2011,Native American,Onshore,Rents,Oil & Gas," $39,236.85 ",,
June,2011,Native American,Onshore,Rents,Phosphate, $200.00 ,,
June,2011,Native American,Onshore,Rents,Sand & Gravel, $100.00 ,,
June,2011,Native American,Onshore,Royalties,Coal," $5,999,680.77 ",,
June,2011,Native American,Onshore,Royalties,Gas," $11,734,559.46 ",,
June,2011,Native American,Onshore,Royalties,NGL," $1,504,755.35 ",,
June,2011,Native American,Onshore,Royalties,Oil," $24,624,309.85 ",,
June,2011,Native American,Onshore,Royalties,Other Products," $7,233,893.71 ",,
July,2011,Federal,Offshore,Inspection Fees,," $23,250.00 ",,
July,2011,Federal,Offshore,Other Revenues,Gas," $22,356.40 ",,
July,2011,Federal,Offshore,Other Revenues,NGL," $2,551.99 ",,
July,2011,Federal,Offshore,Other Revenues,Oil," $367,859.79 ",,
July,2011,Federal,Offshore,Other Revenues,Oil & Gas," $5,643,947.35 ",,
July,2011,Federal,Offshore,Rents,Oil & Gas," $21,144,840.14 ",,
July,2011,Federal,Offshore,Royalties,Gas," $61,453,850.86 ",,
July,2011,Federal,Offshore,Royalties,NGL," $18,764,994.52 ",,
