Year	Commodity	Volume	County	State	Product
2004		11768		SD	Natural Gas (MMcf)
2005		11349		SD	Natural Gas (MMcf)
2006		10616		SD	Natural Gas (MMcf)
2007		11880		SD	Natural Gas (MMcf)
2008		12007		SD	Natural Gas (MMcf)
2009		12927		SD	Natural Gas (MMcf)
2010		12540		SD	Natural Gas (MMcf)
2011		12449		SD	Natural Gas (MMcf)
2012		15085		SD	Natural Gas (MMcf)
2013		16205		SD	Natural Gas (MMcf)
2004		1357000		SD	Crude Oil (bbl)
2005		1394000		SD	Crude Oil (bbl)
2006		1389000		SD	Crude Oil (bbl)
2007		1632000		SD	Crude Oil (bbl)
2008		1713000		SD	Crude Oil (bbl)
2009		1676000		SD	Crude Oil (bbl)
2010		1604000		SD	Crude Oil (bbl)
2011		1625000		SD	Crude Oil (bbl)
2012		1756000		SD	Crude Oil (bbl)
2013		1829000		SD	Crude Oil (bbl)
2004		3598000		SD	Conventional Hydroelectric (Mwh)
2005		3075000		SD	Conventional Hydroelectric (Mwh)
2006		3397000		SD	Conventional Hydroelectric (Mwh)
2007		2917000		SD	Conventional Hydroelectric (Mwh)
2008		2993000		SD	Conventional Hydroelectric (Mwh)
2009		4432000		SD	Conventional Hydroelectric (Mwh)
2010		5239000		SD	Conventional Hydroelectric (Mwh)
2011		6608000		SD	Conventional Hydroelectric (Mwh)
2012		5981000		SD	Conventional Hydroelectric (Mwh)
2013		4063000		SD	Conventional Hydroelectric (Mwh)
2004		158000		SD	Other Renewables (Mwh)
2005		158000		SD	Other Renewables (Mwh)
2006		149000		SD	Other Renewables (Mwh)
2007		150000		SD	Other Renewables (Mwh)
2008		147000		SD	Other Renewables (Mwh)
2009		427000		SD	Other Renewables (Mwh)
2010		1372000		SD	Other Renewables (Mwh)
2011		2668000		SD	Other Renewables (Mwh)
2012		2915000		SD	Other Renewables (Mwh)
2013		2688000		SD	Other Renewables (Mwh)
2004		158000		SD	Wind (Mwh)
2005		158000		SD	Wind (Mwh)
2006		149000		SD	Wind (Mwh)
2007		150000		SD	Wind (Mwh)
2008		145000		SD	Wind (Mwh)
2009		421000		SD	Wind (Mwh)
2010		1372000		SD	Wind (Mwh)
2011		2668000		SD	Wind (Mwh)
2012		2915000		SD	Wind (Mwh)
2013		2688000		SD	Wind (Mwh)
2008		2000		SD	Total Biomass (Mwh)
2009		6000		SD	Total Biomass (Mwh)
2010		0		SD	Total Biomass (Mwh)
2011		0		SD	Total Biomass (Mwh)
2012		0		SD	Total Biomass (Mwh)
2013		0		SD	Total Biomass (Mwh)
2008		2000		SD	Other Biomass (Mwh)
2009		6000		SD	Other Biomass (Mwh)
2010		0		SD	Other Biomass (Mwh)
2011		0		SD	Other Biomass (Mwh)
2012		0		SD	Other Biomass (Mwh)
2013		0		SD	Other Biomass (Mwh)
2004		3914000		SD	All Renewables (Mwh)
2005		3391000		SD	All Renewables (Mwh)
2006		3695000		SD	All Renewables (Mwh)
2007		3217000		SD	All Renewables (Mwh)
2008		3289000		SD	All Renewables (Mwh)
2009		5292000		SD	All Renewables (Mwh)
2010		7983000		SD	All Renewables (Mwh)
2011		11944000		SD	All Renewables (Mwh)
2012		11811000		SD	All Renewables (Mwh)
2013		9439000		SD	All Renewables (Mwh)
