Year	State	County	FIPS	Commodity	Product	Type	Volume
2004	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	31756.25
2004	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	413.73
2004	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	5511.82
2004	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	414.5
2004	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	58.1
2005	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	29800.58
2005	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	1360729
2005	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	361.88
2005	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	5612.94
2005	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	462.87
2005	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	43.99
2006	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	42114.98
2006	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	1607854.67
2006	NE	Deuel	31049	Gas	Unprocessed (Wet) Gas (mcf)	Royalties	40017.33
2006	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	310.67
2006	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	5583.09
2006	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	416.3
2006	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	60.14
2007	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	60713.39
2007	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	571698
2007	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	301.31
2007	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	5169.88
2007	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	349.88
2007	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	51.37
2008	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	47180.97
2008	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	17433.51
2008	NE	Deuel	31049	NGL	Gas Plant Products (gal)	Royalties	112620.53
2008	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	493.72
2008	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	5036.8
2008	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	283.17
2008	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	71.94
2009	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	33670.49
2009	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	6102.07
2009	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	509.48
2009	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	4617.59
2009	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	238.29
2009	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	108.62
2010	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	32352.76
2010	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	469.6
2010	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	4317.9
2010	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	182.45
2010	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	42.27
2011	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	26499.14
2011	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	1396.94
2011	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	409.81
2011	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	4158.94
2011	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	163.61
2011	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	380.51
2012	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	20038.79
2012	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	2502.26
2012	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	321.38
2012	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	4215.24
2012	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	169.49
2012	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	28.37
2013	NE	Cheyenne	31033	Oil	Oil (bbl)	Royalties	22948.97
2013	NE	Deuel	31049	Gas	Processed (Residue) Gas (mcf)	Royalties	1625.94
2013	NE	Dundy	31057	Oil	Oil (bbl)	Royalties	180.95
2013	NE	Hitchcock	31087	Oil	Oil (bbl)	Royalties	3656.08
2013	NE	Kimball	31105	Oil	Oil (bbl)	Royalties	180.56
2013	NE	Red Willow	31145	Oil	Oil (bbl)	Royalties	23.19
