Year	State	County	FIPS	Jobs	Total	Share
2004	VA		51000	8264	3495767	0.0024
2004	VA	Albemarle County	51003	48	43934	0.0011
2004	VA	Augusta County	51015	47	25536	0.0018
2004	VA	Buchanan County	51027	1583	7486	0.2115
2004	VA	Charles City County	51036	30	1695	0.0177
2004	VA	Culpeper County	51047	111	13409	0.0083
2004	VA	Dickenson County	51051	345	3063	0.1126
2004	VA	Fauquier County	51061	52	20718	0.0025
2004	VA	Hanover County	51085	103	42174	0.0024
2004	VA	Lee County	51105	258	5313	0.0486
2004	VA	Louisa County	51109	76	6709	0.0113
2004	VA	Rockingham County	51165	76	27807	0.0027
2004	VA	Russell County	51167	358	7791	0.0460
2004	VA	Sussex County	51183	9	3581	0.0025
2004	VA	Tazewell County	51185	518	16415	0.0316
2004	VA	Washington County	51191	69	19357	0.0036
2004	VA	Wise County	51195	2196	14498	0.1515
2004	VA	Wythe County	51197	132	11323	0.0117
2004	VA	Chesapeake City	51550	44	92963	0.0005
2004	VA	Norton City	51720	134	3898	0.0344
2005	VA		51000	8756	3578558	0.0024
2005	VA	Albemarle County	51003	52	45255	0.0011
2005	VA	Augusta County	51015	48	25982	0.0018
2005	VA	Botetourt County	51023	98	8914	0.0110
2005	VA	Buchanan County	51027	1708	7478	0.2284
2005	VA	Buckingham County	51029	135	3259	0.0414
2005	VA	Charles City County	51036	30	1630	0.0184
2005	VA	Culpeper County	51047	80	14404	0.0056
2005	VA	Dickenson County	51051	567	3242	0.1749
2005	VA	Fauquier County	51061	58	21579	0.0027
2005	VA	Hanover County	51085	100	42835	0.0023
2005	VA	Lee County	51105	274	5210	0.0526
2005	VA	Louisa County	51109	73	6815	0.0107
2005	VA	Rockingham County	51165	80	27365	0.0029
2005	VA	Russell County	51167	408	8131	0.0502
2005	VA	Tazewell County	51185	580	16803	0.0345
2005	VA	Washington County	51191	31	19893	0.0016
2005	VA	Wise County	51195	2046	14467	0.1414
2005	VA	Wythe County	51197	109	11818	0.0092
2005	VA	Bristol City	51520	126	12919	0.0098
2005	VA	Chesapeake City	51550	54	95269	0.0006
2006	VA		51000	9401	3636417	0.0026
2006	VA	Albemarle County	51003	54	47846	0.0011
2006	VA	Amelia County	51007	21	2982	0.0070
2006	VA	Augusta County	51015	47	25966	0.0018
2006	VA	Buchanan County	51027	1820	7526	0.2418
2006	VA	Charles City County	51036	28	1659	0.0169
