Year	State	County	FIPS	Jobs	Total	Share
2004	GA		13000	7054	3840663	0.0018
2004	GA	Cherokee County	13057	70	39687	0.0018
2004	GA	Cobb County	13067	154	299912	0.0005
2004	GA	Decatur County	13087	324	10253	0.0316
2004	GA	DeKalb County	13089	252	290263	0.0009
2004	GA	Douglas County	13097	102	34065	0.0030
2004	GA	Elbert County	13105	165	7146	0.0231
2004	GA	Forsyth County	13117	61	42330	0.0014
2004	GA	Henry County	13151	95	40530	0.0023
2004	GA	Jefferson County	13163	260	5791	0.0449
2004	GA	Oglethorpe County	13221	85	1648	0.0516
2004	GA	Pickens County	13227	252	6135	0.0411
2004	GA	Richmond County	13245	132	104392	0.0013
2004	GA	Washington County	13303	1009	8044	0.1254
2004	GA	Whitfield County	13313	111	62651	0.0018
2004	GA	Wilkinson County	13319	1029	3062	0.3361
2005	GA		13000	6948	3932315	0.0018
2005	GA	Bartow County	13015	89	33271	0.0027
2005	GA	Cherokee County	13057	63	42877	0.0015
2005	GA	Decatur County	13087	318	10688	0.0298
2005	GA	DeKalb County	13089	233	291014	0.0008
2005	GA	Douglas County	13097	108	35921	0.0030
2005	GA	Elbert County	13105	196	7068	0.0277
2005	GA	Forsyth County	13117	67	45716	0.0015
2005	GA	Henry County	13151	92	42426	0.0022
2005	GA	Jefferson County	13163	276	5428	0.0508
2005	GA	Lumpkin County	13187	27	6191	0.0044
2005	GA	Oglethorpe County	13221	85	1707	0.0498
2005	GA	Pickens County	13227	241	6593	0.0366
2005	GA	Richmond County	13245	130	105357	0.0012
2005	GA	Sumter County	13261	123	12630	0.0097
2005	GA	Thomas County	13275	297	23504	0.0126
2005	GA	Washington County	13303	979	8044	0.1217
2005	GA	Whitfield County	13313	118	62925	0.0019
2005	GA	Wilkinson County	13319	988	2979	0.3317
2006	GA		13000	6988	4024699	0.0017
2006	GA	Cherokee County	13057	61	46811	0.0013
2006	GA	Decatur County	13087	320	10237	0.0313
2006	GA	DeKalb County	13089	165	280917	0.0006
2006	GA	Douglas County	13097	117	37104	0.0032
2006	GA	Elbert County	13105	189	6967	0.0271
2006	GA	Forsyth County	13117	63	49128	0.0013
2006	GA	Fulton County	13121	180	774324	0.0002
2006	GA	Gwinnett County	13135	186	324398	0.0006
2006	GA	Hall County	13139	59	70695	0.0008
2006	GA	Jefferson County	13163	281	5547	0.0507
2006	GA	Lumpkin County	13187	20	6470	0.0031
2006	GA	Muscogee County	13215	82	98098	0.0008
2006	GA	Oglethorpe County	13221	94	1764	0.0533
2006	GA	Pickens County	13227	233	7010	0.0332
2006	GA	Richmond County	13245	126	103938	0.0012
2006	GA	Thomas County	13275	311	23822	0.0131
2006	GA	Washington County	13303	962	8077	0.1191
2006	GA	Whitfield County	13313	120	64113	0.0019
2006	GA	Wilkinson County	13319	976	2970	0.3286
2007	GA		13000	6861	4077184	0.0017
