Year	State	County	FIPS	Jobs	Total	Share
2007	GA	Cherokee County	13057	59	48155	0.0012
2007	GA	Decatur County	13087	315	9878	0.0319
2007	GA	Forsyth County	13117	100	56462	0.0018
2007	GA	Fulton County	13121	678	758950	0.0009
2007	GA	Hall County	13139	63	73940	0.0009
2007	GA	Henry County	13151	84	48663	0.0017
2007	GA	Jefferson County	13163	371	5450	0.0681
2007	GA	Oglethorpe County	13221	91	1764	0.0516
2007	GA	Pickens County	13227	224	7767	0.0288
2007	GA	Thomas County	13275	326	23089	0.0141
2007	GA	Washington County	13303	431	7907	0.0545
2007	GA	Whitfield County	13313	120	62761	0.0019
2007	GA	Wilkinson County	13319	965	3002	0.3215
2008	GA		13000	5796	4031467	0.0014
2008	GA	Bibb County	13021	145	84610	0.0017
2008	GA	Cherokee County	13057	49	46963	0.0010
2008	GA	Cobb County	13067	74	316321	0.0002
2008	GA	Decatur County	13087	168	9965	0.0169
2008	GA	DeKalb County	13089	151	296746	0.0005
2008	GA	Forsyth County	13117	79	58331	0.0014
2008	GA	Greene County	13133	26	5655	0.0046
2008	GA	Hall County	13139	56	74256	0.0008
2008	GA	Henry County	13151	77	49520	0.0016
2008	GA	Jefferson County	13163	386	5303	0.0728
2008	GA	Oglethorpe County	13221	94	1794	0.0524
2008	GA	Pickens County	13227	196	7861	0.0249
2008	GA	Thomas County	13275	322	21536	0.0150
2008	GA	Washington County	13303	398	7541	0.0528
2008	GA	Wilkinson County	13319	1086	3126	0.3474
2009	GA		13000	5002	3796429	0.0013
2009	GA	Cherokee County	13057	40	44360	0.0009
2009	GA	Cobb County	13067	69	297910	0.0002
2009	GA	DeKalb County	13089	116	280087	0.0004
2009	GA	Elbert County	13105	161	6527	0.0247
2009	GA	Hall County	13139	49	68564	0.0007
2009	GA	Henry County	13151	68	46242	0.0015
2009	GA	Jefferson County	13163	372	4936	0.0754
2009	GA	Oglethorpe County	13221	95	1734	0.0548
2009	GA	Pickens County	13227	187	7023	0.0266
2009	GA	Washington County	13303	260	6818	0.0381
2009	GA	Whitfield County	13313	73	53037	0.0014
2009	GA	Wilkinson County	13319	896	2889	0.3101
2010	GA		13000	4929	3753934	0.0013
2010	GA	Bartow County	13015	64	30448	0.0021
2010	GA	Bibb County	13021	163	78924	0.0021
2010	GA	Cherokee County	13057	30	43563	0.0007
2010	GA	Cobb County	13067	65	285077	0.0002
2010	GA	DeKalb County	13089	113	272990	0.0004
2010	GA	Elbert County	13105	153	5987	0.0256
2010	GA	Forsyth County	13117	49	52925	0.0009
2010	GA	Fulton County	13121	105	704342	0.0001
2010	GA	Hall County	13139	46	68532	0.0007
2010	GA	Henry County	13151	66	47702	0.0014
2010	GA	Jefferson County	13163	338	4749	0.0712
2010	GA	Muscogee County	13215	77	91721	0.0008
2010	GA	Oglethorpe County	13221	93	1781	0.0522
2010	GA	Pickens County	13227	177	6884	0.0257
2010	GA	Washington County	13303	221	6569	0.0336
2010	GA	Whitfield County	13313	70	52842	0.0013
2010	GA	Wilkinson County	13319	985	2920	0.3373
2011	GA		13000	4794	3792209	0.0013
2011	GA	Bartow County	13015	74	31410	0.0024
2011	GA	Cherokee County	13057	31	44123	0.0007
2011	GA	Cobb County	13067	76	290532	0.0003
2011	GA	Elbert County	13105	145	5726	0.0253
2011	GA	Forsyth County	13117	52	55392	0.0009
2011	GA	Fulton County	13121	116	724059	0.0002
2011	GA	Hall County	13139	52	70722	0.0007
2011	GA	Henry County	13151	69	48401	0.0014
2011	GA	Muscogee County	13215	79	93581	0.0008
2011	GA	Oglethorpe County	13221	111	1800	0.0617
2011	GA	Pickens County	13227	179	6969	0.0257
2011	GA	Talbot County	13263	106	822	0.1290
2011	GA	Washington County	13303	211	6712	0.0314
2011	GA	Whitfield County	13313	69	53309	0.0013
2011	GA	Wilkinson County	13319	1043	2893	0.3605
2012	GA		13000	4642	3841767	0.0012
2012	GA	Bartow County	13015	86	31357	0.0027
2012	GA	Cherokee County	13057	21	45609	0.0005
2012	GA	Cobb County	13067	73	301277	0.0002
2012	GA	Elbert County	13105	178	5738	0.0310
2012	GA	Forsyth County	13117	37	58181	0.0006
2012	GA	Fulton County	13121	96	721170	0.0001
2012	GA	Hall County	13139	39	71283	0.0005
2012	GA	Henry County	13151	60	49305	0.0012
2012	GA	Muscogee County	13215	70	93855	0.0007
2012	GA	Oglethorpe County	13221	99	1736	0.0570
2012	GA	Pickens County	13227	152	7002	0.0217
2012	GA	Talbot County	13263	104	814	0.1278
2012	GA	Warren County	13301	45	1099	0.0409
2012	GA	Washington County	13303	216	6762	0.0319
2012	GA	Whitfield County	13313	65	51747	0.0013
2012	GA	Wilkinson County	13319	1018	2837	0.3588
2013	GA		13000	4713	3918085	0.0012
2013	GA	Bartow County	13015	90	31393	0.0029
2013	GA	Cherokee County	13057	24	47636	0.0005
2013	GA	Cobb County	13067	59	312287	0.0002
2013	GA	Elbert County	13105	179	5787	0.0309
2013	GA	Forsyth County	13117	44	63667	0.0007
2013	GA	Fulton County	13121	82	745613	0.0001
2013	GA	Greene County	13133	17	5223	0.0033
2013	GA	Henry County	13151	86	50627	0.0017
2013	GA	McDuffie County	13189	23	6568	0.0035
2013	GA	Madison County	13195	33	3045	0.0108
2013	GA	Oglethorpe County	13221	97	1798	0.0539
2013	GA	Pickens County	13227	149	6995	0.0213
2013	GA	Richmond County	13245	91	99596	0.0009
2013	GA	Talbot County	13263	90	785	0.1146
2013	GA	Walton County	13297	9	18903	0.0005
2013	GA	Washington County	13303	213	6555	0.0325
2013	GA	Whitfield County	13313	72	52282	0.0014
2013	GA	Wilkinson County	13319	1075	2934	0.3664
