Year	State	County	FIPS	Volume
2012	OK	Logan County	40083	2
2007	OK	Payne County	40119	2
2005	OK	Coal County	40029	2
2014	OK	Oklahoma County	40109	2
2011	OK	Logan County	40083	2
2013	OK	Oklahoma County	40109	2
2010	OK	Logan County	40083	2
2006	OK	Oklahoma County	40109	2
2011	OK	Oklahoma County	40109	2
2009	OK	Oklahoma County	40109	2
2007	OK	Oklahoma County	40109	2
2008	OK	Oklahoma County	40109	2
2010	OK	Oklahoma County	40109	2
2012	OK	Oklahoma County	40109	2
2009	OK	Atoka County	40005	2
2005	OK	Oklahoma County	40109	2
2007	OK	Caddo County	40015	2
2008	OK	Logan County	40083	2
2005	OK	Logan County	40083	2
2009	OK	Logan County	40083	2
2006	OK	Logan County	40083	2
2007	OK	Logan County	40083	2
2012	OK	McClain County	40087	1
2009	OK	Caddo County	40015	2
2009	OK	Creek County	40037	2
2014	OK	Caddo County	40015	2
2005	OK	Caddo County	40015	2
2008	OK	Creek County	40037	2
2011	OK	Caddo County	40015	2
2013	OK	Caddo County	40015	2
2013	OK	Payne County	40119	2
2011	OK	McClain County	40087	1
2006	OK	Caddo County	40015	2
2014	OK	Harper County	40059	2
2008	OK	Atoka County	40005	2
2008	OK	Caddo County	40015	2
2013	OK	Harper County	40059	2
2007	OK	Creek County	40037	2
2006	OK	Creek County	40037	2
2012	OK	Caddo County	40015	2
2005	OK	Creek County	40037	2
2010	OK	Caddo County	40015	2
2012	OK	Harper County	40059	2
2010	OK	Harper County	40059	2
2011	OK	Harper County	40059	2
2008	OK	McClain County	40087	1
2007	OK	McClain County	40087	1
2009	OK	Harper County	40059	2
2006	OK	McClain County	40087	1
2008	OK	Harper County	40059	2
2012	OK	Payne County	40119	2
2013	OK	Major County	40093	4
2014	OK	Major County	40093	4
2009	OK	McClain County	40087	1
2010	OK	McClain County	40087	1
2005	OK	McClain County	40087	1
2012	OK	Garfield County	40047	2
2011	OK	Garfield County	40047	2
2011	OK	Major County	40093	4
