state	name	FIPS
NM	Rio Arriba	35039
NM	San Juan	35045
NM	Union	35059
NM	Taos	35055
NM	Colfax	35007
NM	Mora	35033
NM	Sandoval	35043
NM	Harding	35021
NM	McKinley	35031
NM	Santa Fe	35049
NM	Los Alamos	35028
NM	San Miguel	35047
NM	Quay	35037
NM	Cibola	35006
NM	Bernalillo	35001
NM	Guadalupe	35019
NM	Torrance	35057
NM	Valencia	35061
NM	Curry	35009
NM	DeBaca	35011
NM	Roosevelt	35041
NM	Socorro	35053
NM	Catron	35003
NM	Lincoln	35027
NM	Chaves	35005
NM	Lea	35025
NM	Sierra	35051
NM	Otero	35035
NM	Grant	35017
NM	Dona Ana	35013
NM	Eddy	35015
NM	Hidalgo	35023
NM	Luna	35029
