Fiscal Year,Fund Type,Onshore/Offshore,State,County, Total 
2018,State - GoMESA,Offshore,LA,Terrebonne Parish," 1,260,426.95 "
2018,State - GoMESA,Offshore,LA,Vermilion Parish," 850,143.14 "
2018,State - GoMESA,Offshore,LA,," 66,271,724.59 "
2018,State - GoMESA,Offshore,MS,Hancock County," 1,059,051.90 "
2018,State - GoMESA,Offshore,MS,Harrison County," 2,157,883.15 "
2018,State - GoMESA,Offshore,MS,Jackson County," 2,333,974.83 "
2018,State - GoMESA,Offshore,MS,," 22,203,639.55 "
2018,State - GoMESA,Offshore,TX,Aransas County," 413,355.09 "
2018,State - GoMESA,Offshore,TX,Brazoria County," 662,729.67 "
2018,State - GoMESA,Offshore,TX,Calhoun County," 549,710.33 "
2018,State - GoMESA,Offshore,TX,Cameron County," 609,568.15 "
2018,State - GoMESA,Offshore,TX,Chambers County," 334,599.83 "
2018,State - GoMESA,Offshore,TX,Galveston County," 868,810.46 "
2018,State - GoMESA,Offshore,TX,Harris County," 1,962,460.79 "
2018,State - GoMESA,Offshore,TX,Jackson County," 263,776.12 "
2018,State - GoMESA,Offshore,TX,Jefferson County," 664,348.78 "
2018,State - GoMESA,Offshore,TX,Kenedy County," 581,745.01 "
2018,State - GoMESA,Offshore,TX,Kleberg County," 416,829.42 "
2018,State - GoMESA,Offshore,TX,Matagorda County," 776,507.45 "
2018,State - GoMESA,Offshore,TX,Nueces County," 546,154.51 "
2018,State - GoMESA,Offshore,TX,Orange County," 323,987.83 "
2018,State - GoMESA,Offshore,TX,Refugio County," 255,666.30 "
2018,State - GoMESA,Offshore,TX,San Patricio County," 270,666.38 "
2018,State - GoMESA,Offshore,TX,Victoria County," 276,126.84 "
2018,State - GoMESA,Offshore,TX,Willacy County," 346,379.91 "
2018,State - GoMESA,Offshore,TX,," 40,493,691.63 "
2018,State 8(g),Offshore,AL,," 2,384,757.73 "
2018,State 8(g),Offshore,AK,," 1,509,923.76 "
2018,State 8(g),Offshore,CA,," 1,363,323.58 "
2018,State 8(g),Offshore,LA,," 6,052,631.01 "
2018,State 8(g),Offshore,MS,," 259,421.06 "
2018,State 8(g),Offshore,TX,," 4,634,850.84 "
2018,U.S. Treasury,Offshore,,," 2,789,421,770.94 "
2018,U.S. Treasury,Onshore,,," 411,828,484.53 "
2018,U.S. Treasury - GoMESA,Offshore,,," 309,064,093.11 "
2019,American Indian Tribes,Onshore,,," 1,139,867,748.00 "
2019,Historic Preservation Fund,Offshore,,," 150,000,000.00 "
2019,Reclamation,Onshore,,," 1,759,494,867.00 "
2019,State,Onshore,AL,," 2,667,502.68 "
2019,State,Onshore,AK,," 24,409,487.27 "
2019,State,Onshore,AR,," 854,119.40 "
2019,State,Onshore,AZ,," 7,664.43 "
2019,State,Onshore,CA,Imperial County," 44,504.49 "
2019,State,Onshore,CA,Inyo County," 86,622.18 "
2019,State,Onshore,CA,Lake County," 758,861.40 "
2019,State,Onshore,CA,Lassen County," 21,823.72 "
2019,State,Onshore,CA,Mono County," 96,203.20 "
2019,State,Onshore,CA,Siskiyou County," 3,212.80 "
2019,State,Onshore,CA,Sonoma County," 1,139,738.69 "
2019,State,Onshore,CA,," 43,890,494.06 "
2019,State,Onshore,CO,Chaffee County, 602.40 
2019,State,Onshore,CO,Gunnison County," 12,167.60 "
2019,State,Onshore,CO,," 108,037,705.10 "
2019,State,Onshore,FL,," 611,413.19 "
2019,State,Onshore,ID,Cassia County," 44,878.65 "
2019,State,Onshore,ID,Washington County," 16,712.08 "
2019,State,Onshore,ID,," 3,652,216.28 "
2019,State,Onshore,IL,," 74,636.31 "
2019,State,Onshore,KS,," 666,194.52 "
2019,State,Onshore,KY,," 339,158.34 "
2019,State,Onshore,LA,," 2,862,668.77 "
2019,State,Onshore,MI,," 44,851.22 "
2019,State,Onshore,MN,," 105,617.58 "
2019,State,Onshore,MO,," 1,760,238.90 "
2019,State,Onshore,MS,," 613,880.51 "
2019,State,Onshore,MT,," 29,991,520.41 "
2019,State,Onshore,ND,," 93,654,131.99 "
2019,State,Onshore,NE,," 22,947.87 "
2019,State,Onshore,NM,," 1,165,936,660.00 "
2019,State,Onshore,NM,Dona Ana County," 10,024.54 "
2019,State,Onshore,NM,Hidalgo County," 16,951.48 "
2019,State,Onshore,NV,," 4,949,740.03 "
2019,State,Onshore,NV,Churchill County," 1,197,023.76 "
2019,State,Onshore,NV,Elko County," 3,551.11 "
2019,State,Onshore,NV,Esmeralda County," 16,962.28 "
2019,State,Onshore,NV,Eureka County," 26,582.50 "
2019,State,Onshore,NV,Humboldt County," 41,359.84 "
2019,State,Onshore,NV,Lander County," 359,626.21 "
2019,State,Onshore,NV,Lyon County," 14,090.27 "
2019,State,Onshore,NV,Mineral County," 133,959.16 "
2019,State,Onshore,NV,Nye County, 391.56 
2019,State,Onshore,NV,Pershing County," 31,406.68 "
2019,State,Onshore,NV,Washoe County," 38,855.84 "
2019,State,Onshore,NV,White Pine County, 61.68 
2019,State,Onshore,OH,," 285,310.40 "
2019,State,Onshore,OK,," 3,431,820.08 "
2019,State,Onshore,OR,," 30,447.94 "
2019,State,Onshore,OR,Deschutes County," 15,929.57 "
2019,State,Onshore,OR,Lake County, 253.74 
2019,State,Onshore,PA,," 17,185.29 "
2019,State,Onshore,SC,, 780.88 
2019,State,Onshore,SD,," 479,110.53 "
2019,State,Onshore,TX,," 4,792,638.94 "
2019,State,Onshore,UT,," 71,529,311.65 "
2019,State,Onshore,UT,Beaver County," 146,055.19 "
2019,State,Onshore,UT,Iron County, 279.84 
2019,State,Onshore,UT,Juab County, 43.56 
2019,State,Onshore,UT,Millard County," 19,146.32 "
2019,State,Onshore,VA,," 49,018.46 "
2019,State,Onshore,WA,," 5,191.07 "
2019,State,Onshore,WA,Whatcom County," 2,117.69 "
2019,State,Onshore,WI,, 234.50 
2019,State,Onshore,WV,," 92,881.20 "
2019,State,Onshore,WY,," 641,109,255.60 "
2019,State - GoMESA,Offshore,AL,," 24,476,087.60 "
2019,State - GoMESA,Offshore,AL,Baldwin County," 2,751,485.44 "
2019,State - GoMESA,Offshore,AL,Mobile County," 3,367,536.46 "
2019,State - GoMESA,Offshore,LA,," 75,782,553.46 "
2019,State - GoMESA,Offshore,LA,Assumption Parish," 624,301.84 "
2019,State - GoMESA,Offshore,LA,Calcasieu Parish," 1,006,346.20 "
2019,State - GoMESA,Offshore,LA,Cameron Parish," 1,294,393.87 "
2019,State - GoMESA,Offshore,LA,Iberia Parish," 993,921.56 "
2019,State - GoMESA,Offshore,LA,Jefferson Parish," 1,571,308.46 "
2019,State - GoMESA,Offshore,LA,Lafourche Parish," 980,198.20 "
2019,State - GoMESA,Offshore,LA,Livingston Parish," 783,550.00 "
2019,State - GoMESA,Offshore,LA,Orleans Parish," 1,299,392.45 "
2019,State - GoMESA,Offshore,LA,Plaquemines Parish," 1,856,690.72 "
2019,State - GoMESA,Offshore,LA,St. Bernard Parish," 892,386.94 "
2019,State - GoMESA,Offshore,LA,St. Charles Parish," 666,344.39 "
2019,State - GoMESA,Offshore,LA,St. James Parish," 582,115.69 "
2019,State - GoMESA,Offshore,LA,St. John the Baptist Parish," 629,068.20 "
2019,State - GoMESA,Offshore,LA,St. Martin Parish," 704,743.85 "
2019,State - GoMESA,Offshore,LA,St. Mary Parish," 833,307.13 "
2019,State - GoMESA,Offshore,LA,St. Tammany Parish," 1,030,784.21 "
2019,State - GoMESA,Offshore,LA,Tangipahoa Parish," 752,643.60 "
2019,State - GoMESA,Offshore,LA,Terrebonne Parish," 1,450,355.84 "
2019,State - GoMESA,Offshore,LA,Vermilion Parish," 993,785.17 "
2019,State - GoMESA,Offshore,MS,," 25,379,084.76 "
2019,State - GoMESA,Offshore,MS,Hancock County," 1,188,862.91 "
2019,State - GoMESA,Offshore,MS,Harrison County," 2,470,050.41 "
2019,State - GoMESA,Offshore,MS,Jackson County," 2,685,857.87 "
2019,State - GoMESA,Offshore,TX,," 46,313,471.21 "
2019,State - GoMESA,Offshore,TX,Aransas County," 466,178.75 "
2019,State - GoMESA,Offshore,TX,Brazoria County," 779,380.51 "
2019,State - GoMESA,Offshore,TX,Calhoun County," 628,382.99 "
2019,State - GoMESA,Offshore,TX,Cameron County," 658,510.61 "
2019,State - GoMESA,Offshore,TX,Chambers County," 406,855.52 "
2019,State - GoMESA,Offshore,TX,Galveston County," 1,024,591.91 "
2019,State - GoMESA,Offshore,TX,Harris County," 2,263,694.49 "
2019,State - GoMESA,Offshore,TX,Jackson County," 300,964.36 "
2019,State - GoMESA,Offshore,TX,Jefferson County," 794,042.37 "
2019,State - GoMESA,Offshore,TX,Kenedy County," 633,309.25 "
2019,State - GoMESA,Offshore,TX,Kleberg County," 459,956.66 "
2019,State - GoMESA,Offshore,TX,Matagorda County," 901,868.30 "
2019,State - GoMESA,Offshore,TX,Nueces County," 614,486.78 "
2019,State - GoMESA,Offshore,TX,Orange County," 392,328.39 "
2019,State - GoMESA,Offshore,TX,Refugio County," 285,845.51 "
2019,State - GoMESA,Offshore,TX,San Patricio County," 298,699.69 "
2019,State - GoMESA,Offshore,TX,Victoria County," 310,203.11 "
2019,State - GoMESA,Offshore,TX,Willacy County," 359,068.63 "
2019,State 8(g),Offshore,AK,," 1,504,454.76 "
2019,State 8(g),Offshore,AL,," 774,834.16 "
2019,State 8(g),Offshore,CA,," 1,224,333.20 "
2019,State 8(g),Offshore,LA,," 3,736,426.28 "
2019,State 8(g),Offshore,MA,," 23,835.06 "
2019,State 8(g),Offshore,MS,," 837,624.60 "
2019,State 8(g),Offshore,TX,," 2,436,980.24 "
2019,Land & Water Conservation Fund,Offshore,,," 877,772,576.00 "
2019,Land & Water Conservation Fund - GoMESA,Offshore,,," 129,981,811.50 "
2019,U.S. Treasury,Onshore,,," 550,389,297.20 "
2019,U.S. Treasury,Offshore,,," 3,826,926,987.00 "
2019,U.S. Treasury - GoMESA,Offshore,,," 526,724,874.90 "
2019,Other,Offshore,,," 110,056,156.60 "
2019,Other,Onshore,,," 185,298,293.70 "
