Year	State	County	FIPS	Commodity	Product	Volume
2006	CO	Moffat County	08081		Gas (mcf)	17285534.97
2010	CO	Moffat County	08081		Gas (mcf)	17331426.52
2008	CO	Moffat County	08081		Gas (mcf)	17518500.36
2012	CO	Mesa County	08077		Gas (mcf)	18047493.59
2008	CO	Mesa County	08077		Gas (mcf)	18456446.03
2011	CO	Rio Blanco County	08103		Gas (mcf)	19075638.5
2013	CO	Garfield County	08045		Gas (mcf)	24327566.38
2014	CO	Rio Blanco County	08103		Gas (mcf)	32387747.5
2012	CO	Rio Blanco County	08103		Gas (mcf)	37859002
2013	CO	Rio Blanco County	08103		Gas (mcf)	43338018
2005	CO	Rio Blanco County	08103		Gas (mcf)	51999161.74
2006	CO	Rio Blanco County	08103		Gas (mcf)	61245920.48
2007	CO	Rio Blanco County	08103		Gas (mcf)	63971235.99
2008	CO	Rio Blanco County	08103		Gas (mcf)	65665065.42
2013	CO	Rio Blanco County	08103		Gas (mcf)	73308195.07
2009	CO	Rio Blanco County	08103		Gas (mcf)	82120723.74
2014	CO	Rio Blanco County	08103		Gas (mcf)	83319632.48
2012	CO	Rio Blanco County	08103		Gas (mcf)	92330487.84
2005	CO	Garfield County	08045		Gas (mcf)	96769735.01
2010	CO	Rio Blanco County	08103		Gas (mcf)	104530327.16
2011	CO	Rio Blanco County	08103		Gas (mcf)	105916565.85
2006	CO	Garfield County	08045		Gas (mcf)	110931358.62
2007	CO	Garfield County	08045		Gas (mcf)	122102389.62
2005	CO	Dolores County	08033		Gas (mcf)	131572648.1
2005	CO	Montezuma County	08083		Gas (mcf)	133311952.77
2007	CO	Dolores County	08033		Gas (mcf)	135489449.2
2006	CO	Dolores County	08033		Gas (mcf)	135936815.61
2007	CO	Montezuma County	08083		Gas (mcf)	136690431.93
2006	CO	Montezuma County	08083		Gas (mcf)	136944763.01
2008	CO	Montezuma County	08083		Gas (mcf)	143546783.52
2008	CO	Garfield County	08045		Gas (mcf)	151517705.22
2013	CO	Montezuma County	08083		Gas (mcf)	151579521.05
2014	CO	Montezuma County	08083		Gas (mcf)	151861228.3
2009	CO	Garfield County	08045		Gas (mcf)	153673513.79
2010	CO	Garfield County	08045		Gas (mcf)	154923001.22
2012	CO	Montezuma County	08083		Gas (mcf)	155144319.28
2009	CO	Montezuma County	08083		Gas (mcf)	158953158.47
2010	CO	Montezuma County	08083		Gas (mcf)	159622206.68
2011	CO	Montezuma County	08083		Gas (mcf)	160743409.09
2008	CO	Dolores County	08033		Gas (mcf)	169880124.49
2013	CO	Garfield County	08045		Gas (mcf)	181955272.28
2011	CO	Garfield County	08045		Gas (mcf)	185330964.18
2012	CO	Dolores County	08033		Gas (mcf)	185646234.62
2014	CO	Garfield County	08045		Gas (mcf)	185756177.1
2011	CO	Dolores County	08033		Gas (mcf)	190240575.01
2009	CO	Dolores County	08033		Gas (mcf)	190630020.05
2013	CO	Dolores County	08033		Gas (mcf)	191109179.59
2010	CO	Dolores County	08033		Gas (mcf)	191415675.4
2012	CO	Garfield County	08045		Gas (mcf)	192979531.71
2014	CO	Dolores County	08033		Gas (mcf)	207615758.04
