Year	State	County	FIPS	Commodity	Product	Volume
2013	CO	Mesa County	08077		Gas (mcf)	14218784.06
2006	CO	La Plata County	08067		Gas (mcf)	14228103.61
2010	CO	La Plata County	08067		Gas (mcf)	14232342.79
2013	CO	Moffat County	08081		Gas (mcf)	14288206.7
2007	CO	Mesa County	08077		Gas (mcf)	14410569.94
2014	CO	Mesa County	08077		Gas (mcf)	14502136.55
2009	CO	La Plata County	08067		Gas (mcf)	14529242.93
2011	CO	Mesa County	08077		Gas (mcf)	14613454.22
2012	CO	Moffat County	08081		Gas (mcf)	14963004.46
2006	CO	San Miguel County	08113		Gas (mcf)	15134186.32
2009	CO	Moffat County	08081		Gas (mcf)	15351856.69
2005	CO	San Miguel County	08113		Gas (mcf)	15715072.29
2009	CO	Mesa County	08077		Gas (mcf)	15876580.57
2011	CO	Moffat County	08081		Gas (mcf)	16469261.63
2005	CO	Moffat County	08081		Gas (mcf)	17074207.02
2014	CO	Garfield County	08045		Gas (mcf)	17260230.28
