Year	State	County	FIPS	Resource	Revenue
2004	CO	Adams	08001	oilgas	240.00
2004	CO	Alamosa	08003	oilgas	742.00
2004	CO	Arapahoe	08005	oilgas	683.57
2004	CO	Archuleta	08007	oilgas	166724.08
2004	CO	Baca	08009	oilgas	213976.92
2004	CO	Bent	08011	oilgas	29454.29
2004	CO	Broomfield	08014	oilgas	351.15
2004	CO	Cheyenne	08017	oilgas	78633.16
2004	CO	Delta	08029	oilgas	465070.49
2004	CO	Dolores	08033	oilgas	579595.00
2004	CO	Eagle	08037	oilgas	30244.50
2004	CO	El Paso	08041	oilgas	738.00
2004	CO	Garfield	08045	oilgas	44220763.26
2004	CO	Gunnison	08051	oilgas	535819.48
2004	CO	Huerfano	08055	oilgas	41628.24
2004	CO	Jackson	08057	oilgas	474881.65
2004	CO	Kiowa	08061	oilgas	47588.35
2004	CO	Kit Carson	08063	oilgas	2145.00
2004	CO	La Plata	08067	oilgas	6055364.99
2004	CO	Larimer	08069	oilgas	6721.91
2004	CO	Las Animas	08071	oilgas	2080797.68
2004	CO	Logan	08075	oilgas	10757.30
2004	CO	Mesa	08077	oilgas	3633536.38
2004	CO	Moffat	08081	oilgas	13959820.20
2004	CO	Montezuma	08083	oilgas	1959835.59
2004	CO	Montrose	08085	oilgas	426652.72
2004	CO	Morgan	08087	oilgas	4625.57
2004	CO	Park	08093	oilgas	186357.50
2004	CO	Phillips	08095	oilgas	7599.00
2004	CO	Pitkin	08097	oilgas	87163.57
2004	CO	Prowers	08099	oilgas	7267.51
2004	CO	Rio Blanco	08103	oilgas	35192304.79
2004	CO	Rio Grande	08105	oilgas	21255.50
2004	CO	Routt	08107	oilgas	287585.26
2004	CO	San Miguel	08113	oilgas	10407639.24
2004	CO	Sedgwick	08115	oilgas	60.00
2004	CO	Washington	08121	oilgas	74133.60
2004	CO	Weld	08123	oilgas	1875267.24
2004	CO	Yuma	08125	oilgas	543220.64
2004	CO		08	coal	42474432.08
2004	CO		08	minerals	-32383.90
2004	CO		08	other	14359638.35
2005	CO	Adams	08001	oilgas	240.00
2005	CO	Alamosa	08003	oilgas	742.00
2005	CO	Arapahoe	08005	oilgas	900.47
2005	CO	Archuleta	08007	oilgas	228052.19
2005	CO	Baca	08009	oilgas	322919.48
2005	CO	Bent	08011	oilgas	31246.12
2005	CO	Broomfield	08014	oilgas	412.49
2005	CO	Cheyenne	08017	oilgas	96228.98
2005	CO	Delta	08029	oilgas	379119.29
2005	CO	Dolores	08033	oilgas	952878.11
2005	CO	Eagle	08037	oilgas	20128.50
2005	CO	Garfield	08045	oilgas	75562492.14
2005	CO	Gunnison	08051	oilgas	405963.76
2005	CO	Huerfano	08055	oilgas	17030.07
2005	CO	Jackson	08057	oilgas	454073.17
2005	CO	Kiowa	08061	oilgas	47308.47
2005	CO	Kit Carson	08063	oilgas	2145.00
2005	CO	La Plata	08067	oilgas	8925467.64
2005	CO	Larimer	08069	oilgas	8542.18
2005	CO	Las Animas	08071	oilgas	2387948.19
2005	CO	Logan	08075	oilgas	17934.22
2005	CO	Mesa	08077	oilgas	6772473.97
2005	CO	Moffat	08081	oilgas	25786099.99
2005	CO	Montezuma	08083	oilgas	7046736.97
