Year	Commodity	Volume	County	State	Product
2004		1929040		WY	Natural Gas (MMcf)
2005		2003826		WY	Natural Gas (MMcf)
2006		2111766		WY	Natural Gas (MMcf)
2007		2257884		WY	Natural Gas (MMcf)
2008		2488267		WY	Natural Gas (MMcf)
2009		2536336		WY	Natural Gas (MMcf)
2010		2514657		WY	Natural Gas (MMcf)
2011		2375301		WY	Natural Gas (MMcf)
2012		2225622		WY	Natural Gas (MMcf)
2013		2047757		WY	Natural Gas (MMcf)
2004		51940000		WY	Crude Oil (bbl)
2005		51770000		WY	Crude Oil (bbl)
2006		52974000		WY	Crude Oil (bbl)
2007		54116000		WY	Crude Oil (bbl)
2008		53045000		WY	Crude Oil (bbl)
2009		51533000		WY	Crude Oil (bbl)
2010		53891000		WY	Crude Oil (bbl)
2011		54670000		WY	Crude Oil (bbl)
2012		57830000		WY	Crude Oil (bbl)
2013		63285000		WY	Crude Oil (bbl)
2004		593000		WY	Conventional Hydroelectric (Mwh)
2005		808000		WY	Conventional Hydroelectric (Mwh)
2006		843000		WY	Conventional Hydroelectric (Mwh)
2007		729000		WY	Conventional Hydroelectric (Mwh)
2008		835000		WY	Conventional Hydroelectric (Mwh)
2009		967000		WY	Conventional Hydroelectric (Mwh)
2010		1024000		WY	Conventional Hydroelectric (Mwh)
2011		1224000		WY	Conventional Hydroelectric (Mwh)
2012		893000		WY	Conventional Hydroelectric (Mwh)
2013		711000		WY	Conventional Hydroelectric (Mwh)
2004		617000		WY	Other Renewables (Mwh)
2005		717000		WY	Other Renewables (Mwh)
2006		759000		WY	Other Renewables (Mwh)
2007		755000		WY	Other Renewables (Mwh)
2008		963000		WY	Other Renewables (Mwh)
2009		2226000		WY	Other Renewables (Mwh)
2010		3247000		WY	Other Renewables (Mwh)
2011		4612000		WY	Other Renewables (Mwh)
2012		4369000		WY	Other Renewables (Mwh)
2013		4433000		WY	Other Renewables (Mwh)
2004		617000		WY	Wind (Mwh)
2005		717000		WY	Wind (Mwh)
2006		759000		WY	Wind (Mwh)
2007		755000		WY	Wind (Mwh)
2008		963000		WY	Wind (Mwh)
2009		2226000		WY	Wind (Mwh)
2010		3247000		WY	Wind (Mwh)
2011		4612000		WY	Wind (Mwh)
2012		4369000		WY	Wind (Mwh)
2013		4433000		WY	Wind (Mwh)
2004		1827000		WY	All Renewables (Mwh)
2005		2242000		WY	All Renewables (Mwh)
2006		2361000		WY	All Renewables (Mwh)
2007		2239000		WY	All Renewables (Mwh)
2008		2761000		WY	All Renewables (Mwh)
2009		5419000		WY	All Renewables (Mwh)
2010		7518000		WY	All Renewables (Mwh)
2011		10448000		WY	All Renewables (Mwh)
2012		9631000		WY	All Renewables (Mwh)
2013		9577000		WY	All Renewables (Mwh)
2004		4533621	Campbell County	WY	Coal (short tons)
2004		16692	Carbon County	WY	Coal (short tons)
2004		29682854	Converse County	WY	Coal (short tons)
2004		4490573	Lincoln County	WY	Coal (short tons)
2004		43187	Sweetwater County	WY	Coal (short tons)
2005		4093611	Campbell County	WY	Coal (short tons)
2005		29953375	Converse County	WY	Coal (short tons)
2005		6206	Hot Springs County	WY	Coal (short tons)
2005		4616597	Lincoln County	WY	Coal (short tons)
2005		410065	Sweetwater County	WY	Coal (short tons)
2006		5860998	Campbell County	WY	Coal (short tons)
2006		28212	Carbon County	WY	Coal (short tons)
2006		33879292	Converse County	WY	Coal (short tons)
2006		1086	Hot Springs County	WY	Coal (short tons)
2006		4565158	Lincoln County	WY	Coal (short tons)
2006		519151	Sweetwater County	WY	Coal (short tons)
2007		5303516	Campbell County	WY	Coal (short tons)
2007		120055	Carbon County	WY	Coal (short tons)
2007		34474682	Converse County	WY	Coal (short tons)
2007		443	Hot Springs County	WY	Coal (short tons)
2007		5190147	Lincoln County	WY	Coal (short tons)
2007		2821835	Sweetwater County	WY	Coal (short tons)
2008		5261242	Campbell County	WY	Coal (short tons)
2008		261198	Carbon County	WY	Coal (short tons)
2008		35777489	Converse County	WY	Coal (short tons)
2008		168	Hot Springs County	WY	Coal (short tons)
2008		4988841	Lincoln County	WY	Coal (short tons)
2008		3501147	Sweetwater County	WY	Coal (short tons)
2009		5233980	Campbell County	WY	Coal (short tons)
2009		7289	Carbon County	WY	Coal (short tons)
2009		33975524	Converse County	WY	Coal (short tons)
2009		12711	Hot Springs County	WY	Coal (short tons)
2009		4460896	Lincoln County	WY	Coal (short tons)
2009		3471844	Sweetwater County	WY	Coal (short tons)
2010		5448073	Campbell County	WY	Coal (short tons)
2010		672	Carbon County	WY	Coal (short tons)
2010		35908216	Converse County	WY	Coal (short tons)
2010		25913	Hot Springs County	WY	Coal (short tons)
2010		4760173	Lincoln County	WY	Coal (short tons)
2010		3819144	Sweetwater County	WY	Coal (short tons)
2011		5776092	Campbell County	WY	Coal (short tons)
2011		37060246	Converse County	WY	Coal (short tons)
2011		28738	Hot Springs County	WY	Coal (short tons)
2011		4567225	Lincoln County	WY	Coal (short tons)
2011		3043110	Sweetwater County	WY	Coal (short tons)
2012		6006787	Campbell County	WY	Coal (short tons)
2012		786	Carbon County	WY	Coal (short tons)
2012		34316314	Converse County	WY	Coal (short tons)
2012		24040	Hot Springs County	WY	Coal (short tons)
2012		4644628	Lincoln County	WY	Coal (short tons)
2012		4636557	Sweetwater County	WY	Coal (short tons)
2013		5433936	Campbell County	WY	Coal (short tons)
2013		31354248	Converse County	WY	Coal (short tons)
2013		26587	Hot Springs County	WY	Coal (short tons)
2013		4639135	Lincoln County	WY	Coal (short tons)
2013		4442616	Sweetwater County	WY	Coal (short tons)
