Year	State	Commodity	Product	Volume
2011	MO		Zinc Concentrate (tons)	43763.00
2010	MO		Copper Concentrate (tons)	8973.99
2012	MO		Zinc Concentrate (tons)	32595.01
2009	Withheld		Zinc Concentrate (tons)	68.00
2011	WY		Oil (bbl)	32408833.51
2008	Withheld		Zinc Concentrate (tons)	72.00
2006	Withheld		Gold and Silver Products (oz)	74.00
2011	UT		Oil (bbl)	10661297.62
2011	Withheld		Zinc Concentrate (tons)	75.00
2006	FL		Oil (bbl)	77.00
2006	LA		Gas (mcf)	31498176.48
2005	LA		Gas (mcf)	32362046.29
2008	KY		Gas (mcf)	205519.28
2006	UT		Oil (bbl)	7150405.74
2008	UT		Oil (bbl)	10157218.66
2012	NY		Gas (mcf)	15642.35
2009	WY		Oil (bbl)	31935377.18
2012	MT		Oil (bbl)	3451514.14
2013	MO		Copper Concentrate (tons)	15448.00
2014	OH		Gas (mcf)	362881.04
2014	UT		Oil (bbl)	12256150.74
2014	Withheld		Zinc Concentrate (tons)	115.30
2008	CA		Gas (mcf)	13696926.12
2008	MI		Oil (bbl)	50167.79
2010	Withheld		Gold and Silver Products (oz)	122.00
2014	MT		Oil (bbl)	3895056.31
2011	ND		Oil (bbl)	12534765.65
2007	Withheld		Zinc Concentrate (tons)	128.00
2007	MS		Gas (mcf)	651005.02
2013	Withheld		Copper Concentrate (tons)	129.00
2007	KY		Oil (bbl)	13104.21
2006	MO		Lead Concentrate (tons)	223123.00
2010	CA		Gas (mcf)	11203439.43
2011	CA		Gas (mcf)	15720377.60
2006	MI		Oil (bbl)	39852.04
2013	TX		Gas (mcf)	45631802.81
2007	MI		Oil (bbl)	40480.00
2008	WY		Oil (bbl)	32610960.23
2014	TX		Gas (mcf)	35831688.42
2009	KY		Gas (mcf)	189885.02
2010	ND		Oil (bbl)	9832346.61
2014	OH		Oil (bbl)	13783.16
2008	IL		Gas (mcf)	6965.00
2005	MI		Oil (bbl)	22429.34
2008	VA		Gas (mcf)	211000.90
2009	WV		Oil (bbl)	193.00
2008	MO		Lead Concentrate (tons)	203433.00
2009	ND		Oil (bbl)	7494449.62
2012	WY		Oil (bbl)	33168536.30
2013	OH		Oil (bbl)	15038.06
2010	OH		Oil (bbl)	17730.30
2009	Withheld		Gold and Silver Products (oz)	217.00
2008	MS		Gas (mcf)	690703.30
2008	Withheld		Copper Concentrate (tons)	222.00
2009	OH		Oil (bbl)	18826.17
2011	NY		Gas (mcf)	13067.10
2010	OK		Gas (mcf)	15230391.63
2013	WY		Oil (bbl)	35695518.70
2014	KS		Oil (bbl)	169813.96
2010	CA		Oil (bbl)	13944825.55
2010	NM		Oil (bbl)	31575274.29
2009	NM		Oil (bbl)	28545971.78
2009	MS		Gas (mcf)	771367.44
2011	MO		Copper Concentrate (tons)	8386.01
2008	OH		Oil (bbl)	21026.07
2006	OH		Oil (bbl)	20346.29
2014	Withheld		Copper Concentrate (tons)	278.00
2010	NY		Gas (mcf)	12542.22
2011	OH		Oil (bbl)	16926.75
2005	OH		Oil (bbl)	21075.21
2011	TX		Gas (mcf)	35099258.64
2006	KY		Gas (mcf)	212384.51
2012	MO		Copper Concentrate (tons)	21424.34
2008	ND		Oil (bbl)	7345393.89
2005	MT		Gas (mcf)	32959060.83
2005	ND		Oil (bbl)	5802113.76
2012	TX		Gas (mcf)	54217765.94
2014	MO		Copper Concentrate (tons)	20282.00
2006	KY		Oil (bbl)	11057.17
2010	WY		Oil (bbl)	32433494.77
2013	MT		Oil (bbl)	3829119.34
2014	WY		Oil (bbl)	40604913.80
2006	MO		Copper Concentrate (tons)	19002.00
2009	NY		Gas (mcf)	13790.28
2006	MT		Gas (mcf)	36339636.38
2006	ND		Gas (mcf)	8245891.53
2006	NM		Oil (bbl)	24547285.65
2005	IL		Gas (mcf)	7836.00
2014	AL		Gas (mcf)	15177272.99
2012	MO		Lead Concentrate (tons)	155035.01
2005	KY		Gas (mcf)	198301.09
2006	WY		Oil (bbl)	31881550.63
2006	NY		Gas (mcf)	13507.54
2005	KY		Oil (bbl)	12975.51
2006	WY		Gas (mcf)	1491448824.34
2013	NM		Oil (bbl)	52650332.97
2010	Withheld		Lead Concentrate (tons)	518.00
2011	MT		Gas (mcf)	25088380.62
2006	Withheld		Copper Concentrate (tons)	519.00
2011	MO		Lead Concentrate (tons)	176582.00
2008	NM		Oil (bbl)	25756010.39
2010	MO		Lead Concentrate (tons)	184361.00
2011	AL		Gas (mcf)	16790163.41
2007	ND		Oil (bbl)	7118096.46
2007	ND		Gas (mcf)	10083370.33
2013	ND		Gas (mcf)	23241494.49
2014	MT		Gas (mcf)	15284709.25
2005	NM		Gas (mcf)	1028343136.52
2008	MO		Copper Concentrate (tons)	11909.01
2013	MT		Gas (mcf)	15951288.25
2007	NM		Oil (bbl)	25308750.26
2007	NY		Gas (mcf)	12690.64
2014	OK		Gas (mcf)	15102202.87
2008	NY		Gas (mcf)	11162.61
2013	AL		Gas (mcf)	12236339.34
2012	AL		Gas (mcf)	18000306.67
2010	AL		Gas (mcf)	18777684.25
2009	AL		Gas (mcf)	20576934.67
2012	MT		Gas (mcf)	18262091.28
2007	VA		Gas (mcf)	208357.15
2013	OK		Gas (mcf)	14492680.49
2012	ND		Gas (mcf)	18154691.19
2006	IL		Gas (mcf)	8211.00
2007	IL		Gas (mcf)	8079.00
2012	OH		Gas (mcf)	392755.09
2011	Withheld		Copper Concentrate (tons)	729.00
2010	MT		Gas (mcf)	31081702.95
2005	Withheld		Copper Concentrate (tons)	749.00
2010	MI		Gas (mcf)	2199776.08
2009	MO		Copper Concentrate (tons)	8726.01
2006	MS		Gas (mcf)	696287.08
2011	CA		Oil (bbl)	14918596.60
2014	WV		Gas (mcf)	172623.39
2007	UT		Gas (mcf)	240998482.46
2013	Withheld		Lead Concentrate (tons)	828.53
2008	ND		Gas (mcf)	10856785.36
2011	OH		Gas (mcf)	442443.19
2014	KY		Oil (bbl)	10786.28
2006	MT		Oil (bbl)	4619212.72
2008	KY		Oil (bbl)	13178.47
2010	KY		Oil (bbl)	13047.46
2009	MT		Gas (mcf)	36968722.77
2013	OH		Gas (mcf)	394151.80
2011	ND		Gas (mcf)	13996029.15
2005	ND		Gas (mcf)	7292825.18
2014	Withheld		Quartz Crystal (tickets/pounds)	960.00
2014	MS		Gas (mcf)	379238.63
2012	KY		Oil (bbl)	11835.46
2008	MT		Gas (mcf)	39425890.54
2008	AL		Gas (mcf)	22960756.31
2009	Withheld		Copper Concentrate (tons)	977.00
2013	WV		Gas (mcf)	197982.08
2014	Withheld		Lead Concentrate (tons)	987.30
2008	Withheld		Lead Concentrate (tons)	988.00
2010	Withheld		Quartz Crystal (tickets/pounds)	1000.00
2005	NY		Gas (mcf)	18178.28
2005	WY		Gas (mcf)	1363453405.16
2011	KY		Oil (bbl)	12407.67
2012	WV		Gas (mcf)	201584.19
2009	KY		Oil (bbl)	13156.63
2006	ND		Oil (bbl)	6690482.81
2012	NM		Oil (bbl)	44528783.07
2013	KY		Oil (bbl)	11748.53
2014	PA		Oil (bbl)	1158.00
2011	WV		Gas (mcf)	432472.16
2010	Withheld		Copper Concentrate (tons)	1176.00
2006	Withheld		Lead Concentrate (tons)	1233.00
2012	AR		Gas (mcf)	17037008.16
2005	NM		Oil (bbl)	25723177.71
2010	WV		Gas (mcf)	379407.67
2006	VA		Gas (mcf)	245906.56
2005	VA		Gas (mcf)	258463.40
2007	CA		Gas (mcf)	15547452.69
2010	OH		Gas (mcf)	471799.86
2007	MO		Copper Concentrate (tons)	10960.00
2009	WV		Gas (mcf)	467668.53
2013	PA		Oil (bbl)	1498.00
2012	Withheld		Copper Concentrate (tons)	1509.67
2008	WV		Gas (mcf)	596922.31
2005	OH		Gas (mcf)	544842.08
2011	Withheld		Lead Concentrate (tons)	1562.00
2009	OH		Gas (mcf)	455499.14
2013	AK		Oil (bbl)	902649.00
2009	Withheld		Quartz Crystal (tickets/pounds)	1595.00
2007	Withheld		Lead Concentrate (tons)	1620.00
2012	UT		Gas (mcf)	327420788.95
2013	SD		Gas (mcf)	2707941.41
2007	AL		Gas (mcf)	22393740.75
2008	OH		Gas (mcf)	505371.23
2006	AR		Gas (mcf)	9921922.56
2013	NV		Geothermal - Electrical Generation, Kilowatt Hours	1440832541.92
2007	Withheld		Copper Concentrate (tons)	1702.00
2007	WV		Gas (mcf)	519848.41
2012	PA		Oil (bbl)	1769.00
2006	WV		Gas (mcf)	574300.94
2013	AR		Gas (mcf)	16207330.43
2007	OH		Gas (mcf)	544501.21
2005	WV		Gas (mcf)	721008.20
2006	OH		Gas (mcf)	548407.77
2010	WY		Gas (mcf)	1936990584.88
2011	AR		Gas (mcf)	18507184.00
2009	Withheld		Lead Concentrate (tons)	2053.00
2014	CA		Geothermal - sulfur	2089.89
2009	ND		Gas (mcf)	9982672.53
2009	AK		Oil (bbl)	203120.00
2008	Withheld		Other Coal Products (tons)	2232.00
2010	ND		Gas (mcf)	11158131.64
2014	NV		Oil (bbl)	311307.00
2006	UT		Gas (mcf)	209502233.18
2006	AL		Gas (mcf)	28745823.87
2014	AR		Gas (mcf)	17724822.33
2007	AR		Quartz Crystal (tickets/pounds)	2400.00
2005	WY		Oil (bbl)	30506323.70
2013	CA		Geothermal - sulfur	2448.04
2012	Withheld		Lead Concentrate (tons)	2470.00
2014	ND		Gas (mcf)	28604214.21
2005	AL		Gas (mcf)	28415350.89
2011	PA		Oil (bbl)	2551.00
2014	UT		Gas (mcf)	278297384.14
2012	CA		Geothermal - sulfur	2598.09
2011	WY		Gas (mcf)	1834316065.36
2007	WY		Gas (mcf)	1663194650.81
2010	AR		Gas (mcf)	18909308.50
2014	MO		Zinc Concentrate (tons)	44650.71
2008	WY		Gas (mcf)	1853711613.48
2014	WY		Gas (mcf)	1530108359.84
2014	MI		Gas (mcf)	1429120.05
2014	NY		Gas (mcf)	10959.02
2013	NY		Gas (mcf)	13881.94
2009	WY		Gas (mcf)	1936844262.79
2005	MO		Copper Concentrate (tons)	13141.00
2012	WY		Gas (mcf)	1736628829.34
2013	MI		Gas (mcf)	1632824.86
2014	NV		Gas (mcf)	3341.00
2014	PA		Gas (mcf)	18673.97
2013	NV		Gas (mcf)	3422.00
2009	AR		Gas (mcf)	17902900.83
2011	MI		Gas (mcf)	1999969.94
2011	CA		Geothermal - sulfur	3469.89
2012	MI		Gas (mcf)	1914592.59
2009	UT		Gas (mcf)	304908019.31
2012	NV		Gas (mcf)	3631.00
2013	UT		Gas (mcf)	297166939.38
2007	SD		Gas (mcf)	1669758.70
2011	NV		Gas (mcf)	3836.00
2013	WY		Gas (mcf)	1591445783.74
2012	PA		Gas (mcf)	24786.41
2011	UT		Gas (mcf)	300698256.67
2010	NV		Gas (mcf)	4010.00
2010	UT		Gas (mcf)	288585048.70
2008	AR		Gas (mcf)	12040946.47
2013	KS		Gas (mcf)	5151120.32
2008	NV		Gas (mcf)	4227.00
2014	KS		Gas (mcf)	4617251.65
2008	AK		Oil (bbl)	229529.00
2009	MI		Gas (mcf)	2578660.94
2009	NV		Gas (mcf)	4440.00
2014	NM		Oil (bbl)	64993325.68
2007	AR		Gas (mcf)	9861548.21
2007	NV		Gas (mcf)	4573.00
2007	MO		Zinc Concentrate (tons)	55968.01
2008	UT		Gas (mcf)	296532890.21
2010	CA		Geothermal - sulfur	4669.79
2006	MO		Zinc Concentrate (tons)	54880.01
2008	MI		Gas (mcf)	2780866.73
2012	KS		Gas (mcf)	5682402.43
2010	PA		Gas (mcf)	64629.34
2006	NV		Gas (mcf)	4999.00
2011	KS		Gas (mcf)	6321743.20
2005	PA		Gas (mcf)	11223.83
2008	AK		Gas (mcf)	34102132.72
2013	PA		Gas (mcf)	27159.83
2013	MO		Zinc Concentrate (tons)	40418.39
2005	NV		Gas (mcf)	5281.00
2005	MO		Zinc Concentrate (tons)	49449.00
2009	MO		Zinc Concentrate (tons)	50275.99
2011	PA		Gas (mcf)	37307.05
2005	UT		Gas (mcf)	167700675.06
2010	KS		Gas (mcf)	7115091.77
2009	PA		Gas (mcf)	59564.08
2007	MI		Gas (mcf)	2993430.55
2006	SD		Gas (mcf)	1529465.52
2006	PA		Gas (mcf)	15449.27
2010	PA		Oil (bbl)	5986.00
2009	Withheld		Other Coal Products (tons)	6060.00
2005	AR		Gas (mcf)	8785746.16
2008	SD		Gas (mcf)	1718266.43
2009	PA		Oil (bbl)	6310.00
2005	MI		Gas (mcf)	2621449.96
2006	MI		Gas (mcf)	2969319.20
2006	AR		Quartz Crystal (tickets/pounds)	6350.00
2008	PA		Gas (mcf)	17144.00
2009	KS		Gas (mcf)	7369921.66
2007	PA		Gas (mcf)	19912.28
2011	NM		Oil (bbl)	35643027.27
2009	Withheld		Clay (tons)	7021.00
2006	Withheld		Other Coal Products (tons)	7056.00
2008	KS		Gas (mcf)	7908716.02
2007	KS		Gas (mcf)	8054335.65
2012	Withheld		Other Coal Products (tons)	7316.00
2006	KS		Gas (mcf)	8796164.40
2014	AK		Oil (bbl)	894026.00
2014	IL		Oil (bbl)	19078.99
2005	UT		Gilsonite (tons)	8041.00
2005	AR		Quartz Crystal (tickets/pounds)	8065.00
2010	Withheld		Other Coal Products (tons)	8100.00
2005	Withheld		Other Potassium Products (tons)	8213.00
2005	KS		Gas (mcf)	9484098.46
2012	SD		Gas (mcf)	2527277.70
2011	Withheld		Other Coal Products (tons)	8496.00
2011	SD		Gas (mcf)	1879133.59
2013	IL		Oil (bbl)	26276.28
2006	UT		Gilsonite (tons)	8776.00
2012	IL		Oil (bbl)	27870.84
2005	SD		Gas (mcf)	1497966.02
2011	IL		Oil (bbl)	27142.34
2007	NM		Gas (mcf)	975632728.21
2014	MO		Lead Concentrate (tons)	143271.71
2013	Withheld		Other Coal Products (tons)	10666.00
2007	UT		Gilsonite (tons)	10879.00
2014	NV		Geothermal - Electrical Generation, Kilowatt Hours	1541014028.29
2008	Withheld		Quartz Crystal (tickets/pounds)	11300.00
2010	IL		Oil (bbl)	31995.34
2009	IL		Gas (mcf)	12212.72
2005	IL		Oil (bbl)	34905.89
2014	SD		Oil (bbl)	188895.74
2009	UT		Gilsonite (tons)	13016.00
2009	IL		Oil (bbl)	34241.75
2013	MO		Lead Concentrate (tons)	145983.48
2010	IL		Gas (mcf)	14073.74
2012	NM		Gas (mcf)	803628863.73
2011	IL		Gas (mcf)	14335.74
2014	NM		Gas (mcf)	776068531.97
2013	IL		Gas (mcf)	14384.77
2012	IL		Gas (mcf)	14460.96
2013	NM		Gas (mcf)	779441300.88
2006	Withheld		Potash (tons)	14913.00
2008	IL		Oil (bbl)	34385.51
2009	SD		Gas (mcf)	1882514.90
2013	SD		Oil (bbl)	202589.16
2010	Withheld		Clay (tons)	15627.00
2006	IL		Oil (bbl)	37056.04
2008	UT		Gilsonite (tons)	16957.00
2010	VA		Gas (mcf)	189294.27
2012	SD		Oil (bbl)	214458.47
2009	NM		Gas (mcf)	894821783.92
2011	NM		Gas (mcf)	819458627.33
2014	VA		Gas (mcf)	149378.80
2011	SD		Oil (bbl)	159344.03
2007	SD		Oil (bbl)	188628.74
2008	SD		Oil (bbl)	179653.96
2006	NM		Gas (mcf)	1022053891.11
2007	IL		Oil (bbl)	38791.55
2009	SD		Oil (bbl)	166706.91
2010	SD		Gas (mcf)	1737523.98
2010	SD		Oil (bbl)	149640.14
2013	VA		Gas (mcf)	162733.04
2009	MO		Lead Concentrate (tons)	194150.01
2014	ND		Oil (bbl)	22211699.82
2011	CA		Geothermal - Electrical Generation, Other	19883.37
2009	VA		Gas (mcf)	198314.64
2012	VA		Gas (mcf)	173948.77
2006	SD		Oil (bbl)	178907.43
2011	VA		Gas (mcf)	181631.77
2011	Withheld		Clay (tons)	21891.00
2011	Withheld		Gilsonite (tons)	22568.00
2014	Withheld		Hardrock Products (tons)	22598.00
2013	ND		Oil (bbl)	19185120.47
2008	NM		Gas (mcf)	926364691.39
2013	Withheld		Gilsonite (tons)	24919.00
2008	Withheld		Clay (tons)	25139.00
2005	SD		Oil (bbl)	173641.22
2014	IL		Gas (mcf)	26222.65
2012	ND		Oil (bbl)	16281618.36
2010	UT		Gilsonite (tons)	28082.00
2013	Withheld		Clay (tons)	28333.00
2007	MO		Lead Concentrate (tons)	221198.00
2014	Withheld		Gilsonite (tons)	28936.00
2012	Withheld		Clay (tons)	29990.00
2009	Withheld		Borate Products (ton)	31284.00
2010	NM		Gas (mcf)	840725100.20
2007	Withheld		Borate Products (ton)	32736.00
2006	Withheld		Borate Products (ton)	33106.00
2008	Withheld		Borate Products (ton)	33520.00
2014	UT		Clay (tons)	33520.00
2005	Withheld		Borate Products (ton)	33706.00
2011	WY		Sodium Bi-Carbonate (tons)	34297.00
2012	UT		Gilsonite (tons)	35927.00
2005	Withheld		Hardrock Products (tons)	36756.00
2012	NV		Oil (bbl)	356297.00
2007	NV		Oil (bbl)	405154.00
2013	NV		Oil (bbl)	330809.00
2006	NV		Oil (bbl)	422869.00
2011	NV		Oil (bbl)	405174.00
2008	NV		Oil (bbl)	435454.00
2005	NV		Oil (bbl)	444146.00
2007	Withheld		Brine Products (tons)	46600.09
2010	WY		Sodium Bi-Carbonate (tons)	46904.00
2008	Withheld		Sodium Bi-Carbonate (tons)	51007.00
2014	Withheld		Brine Products (tons)	51291.00
2005	Withheld		Brine Products (tons)	52765.21
2009	Withheld		Brine Products (tons)	55478.00
2010	NV		Oil (bbl)	427527.00
2010	Withheld		Phosphate Raw Ore (tons)	59628.00
2013	Withheld		Brine Products (tons)	61077.00
2005	WY		Purge Liquor (tons- equivalent)	61925.00
2005	Withheld		Clay (tons)	62138.00
2006	NM		Brine Barrels (barrels)	66862.00
2007	Withheld		Clay (tons)	67014.00
2010	Withheld		Brine Products (tons)	68327.81
2006	Withheld		Hardrock Products (tons)	68941.00
2012	WY		Sodium Bi-Carbonate (tons)	69262.00
2013	NM		Geothermal - Electrical Generation, Kilowatt Hours	69407.00
2006	WY		Purge Liquor (tons- equivalent)	69814.00
2012	Withheld		Brine Products (tons)	70061.00
2013	WY		Sodium Bi-Carbonate (tons)	71539.00
2013	Withheld		Hardrock Products (tons)	71696.00
2011	Withheld		Brine Products (tons)	73522.00
2012	WY		Purge Liquor (tons- equivalent)	73594.00
2008	Withheld		Brine Products (tons)	77591.21
2009	NV		Oil (bbl)	454522.00
2006	Withheld		Brine Products (tons)	84052.34
2006	Withheld		Clay (tons)	84876.00
2013	WY		Purge Liquor (tons- equivalent)	88213.00
2011	WY		Purge Liquor (tons- equivalent)	88407.00
2014	WY		Purge Liquor (tons- equivalent)	91878.00
2007	WY		Purge Liquor (tons- equivalent)	97711.00
2008	CO		Sodium Bi-Carbonate (tons)	102512.00
2010	WY		Purge Liquor (tons- equivalent)	104405.00
2014	WY		Sodium Bi-Carbonate (tons)	107022.00
2009	NM		Muriate Of Potash-Standard (tons)	112839.00
2013	Withheld		Phosphate Raw Ore (tons)	113187.00
2005	Withheld		Sodium Bi-Carbonate (tons)	114001.00
2008	WY		Purge Liquor (tons- equivalent)	116333.00
2009	WY		Purge Liquor (tons- equivalent)	118021.00
2013	WY		Sodium Sesquicarbonate	121115.00
2014	NM		Muriate Of Potash-Standard (tons)	127433.00
2006	Withheld		Sodium Bi-Carbonate (tons)	130788.00
2010	Withheld		Borate Products (ton)	130833.00
2013	NM		Muriate Of Potash-Standard (tons)	132492.00
2010	Withheld		Sodium Bi-Carbonate (tons)	133833.00
2009	Withheld		Sodium Bi-Carbonate (tons)	134148.00
2012	Withheld		Hardrock Products (tons)	137956.00
2009	WY		Trona Ore (tons)	139699.00
2014	Withheld		Other Coal Products (tons)	142273.00
2007	Withheld		Hardrock Products (tons)	142378.00
2012	NM		Muriate Of Potash-Standard (tons)	146453.00
2012	Withheld		Borate Products (ton)	146943.00
2012	Withheld		Sodium Bi-Carbonate (tons)	147177.00
