Year	State	County	FIPS	Commodity	Product	Type	Revenue
2004	MN		27	Copper		Other Revenues	13055
2004	MN		27	Hardrock		Other Revenues	11275
2004	MN		27	Copper		Rents	667.5
2004	MN		27	Hardrock		Rents	12932.5
2005	MN		27	Copper		Other Revenues	39165
2005	MN		27	Hardrock		Other Revenues	33825
2005	MN		27	Copper		Rents	-20220.5
2005	MN		27	Hardrock		Rents	-15068
2006	MN		27	Copper		Other Revenues	26110
2006	MN		27	Hardrock		Other Revenues	22550
2006	MN		27	Copper		Rents	2611
2006	MN		27	Hardrock		Rents	4520
2007	MN		27	Copper		Other Revenues	26110
2007	MN		27	Hardrock		Other Revenues	22550
2007	MN		27	Hardrock		Rents	-1157
2008	MN		27	Copper		Other Revenues	26110
2008	MN		27	Hardrock		Other Revenues	22550
2008	MN		27	Hardrock		Rents	1749.5
2009	MN		27	Copper		Other Revenues	26110
2009	MN		27	Hardrock		Other Revenues	22550
2009	MN		27	Hardrock		Rents	522.5
2010	MN		27	Copper		Other Revenues	26110
2010	MN		27	Hardrock		Other Revenues	22550
2010	MN		27	Hardrock		Rents	1116.5
2011	MN		27	Copper		Other Revenues	26110
2011	MN		27	Hardrock		Other Revenues	22550
2011	MN		27	Hardrock		Rents	-3835
2012	MN		27	Hardrock		Bonus	30
2012	MN		27	Copper		Other Revenues	26110
2012	MN		27	Hardrock		Other Revenues	22550
2012	MN		27	Hardrock		Rents	9901
2013	MN		27	Copper		Other Revenues	26110
2013	MN		27	Hardrock		Other Revenues	22550
2013	MN		27	Copper		Rents	-2611
2013	MN		27	Hardrock		Rents	19571
