Year	State	County	FIPS	Volume
2006	KS	Comanche County	20033	2
2013	KS	Comanche County	20033	2
2005	KS	Comanche County	20033	2
2007	KS	Comanche County	20033	2
2008	KS	Comanche County	20033	2
2010	KS	Comanche County	20033	2
2012	KS	Comanche County	20033	2
2007	KS	Stevens County	20189	2
2006	KS	Meade County	20119	2
2009	KS	Comanche County	20033	2
2011	KS	Comanche County	20033	2
2009	KS	Meade County	20119	2
2010	KS	Stevens County	20189	2
2008	KS	Meade County	20119	2
2007	KS	Meade County	20119	2
2008	KS	Stevens County	20189	2
2014	KS	Seward County	20175	2
2006	KS	Seward County	20175	2
2009	KS	Seward County	20175	2
2005	KS	Seward County	20175	2
2008	KS	Seward County	20175	2
2013	KS	Seward County	20175	2
2010	KS	Seward County	20175	2
2012	KS	Seward County	20175	2
2011	KS	Seward County	20175	2
2007	KS	Seward County	20175	2
2014	KS	Gove County	20063	1
2013	KS	Gove County	20063	1
2010	KS	Gove County	20063	1
2009	KS	Gove County	20063	1
2014	KS	Stevens County	20189	2
2012	KS	Gove County	20063	1
2007	KS	Gove County	20063	1
2011	KS	Gove County	20063	1
2010	KS	Trego County	20195	1
2006	KS	Gove County	20063	1
2008	KS	Gove County	20063	1
2005	KS	Gove County	20063	1
2009	KS	Trego County	20195	1
2014	KS	Trego County	20195	1
2012	KS	Stevens County	20189	2
2013	KS	Trego County	20195	1
2011	KS	Trego County	20195	1
2012	KS	Trego County	20195	1
2008	KS	Trego County	20195	1
2006	KS	Trego County	20195	1
2007	KS	Trego County	20195	1
2005	KS	Trego County	20195	1
2011	KS	Stevens County	20189	2
2013	KS	Stevens County	20189	2
2014	KS	Lane County	20101	1
2013	KS	Lane County	20101	1
2012	KS	Lane County	20101	1
2010	KS	Lane County	20101	1
2011	KS	Lane County	20101	1
2014	KS	Comanche County	20033	1
2009	KS	Lane County	20101	1
2008	KS	Lane County	20101	1
2007	KS	Lane County	20101	1
2006	KS	Lane County	20101	1
2014	KS	Meade County	20119	1
2005	KS	Lane County	20101	1
2013	KS	Meade County	20119	1
2012	KS	Meade County	20119	1
2011	KS	Meade County	20119	1
2010	KS	Meade County	20119	1
2012	KS	Ellsworth County	20053	1
2013	KS	Ellsworth County	20053	1
2005	KS	Meade County	20119	1
2006	KS	Ellsworth County	20053	1
2014	KS	Ellsworth County	20053	1
2011	KS	Ellsworth County	20053	1
2010	KS	Ellsworth County	20053	1
2008	KS	Ellsworth County	20053	1
2009	KS	Ellsworth County	20053	1
2007	KS	Kearny County	20093	2
2005	KS	Ellsworth County	20053	1
2009	KS	Kearny County	20093	2
2007	KS	Finney County	20055	2
2008	KS	Kearny County	20093	2
2006	KS	Kearny County	20093	2
2014	KS	Kearny County	20093	2
2005	KS	Kearny County	20093	2
2009	KS	Finney County	20055	2
2014	KS	Finney County	20055	2
2008	KS	Finney County	20055	2
2009	KS	Haskell County	20081	2
2014	KS	Hamilton County	20075	1
2007	KS	Haskell County	20081	2
2006	KS	Finney County	20055	2
2005	KS	Finney County	20055	2
2012	KS	Kearny County	20093	2
2014	KS	Haskell County	20081	2
2008	KS	Haskell County	20081	2
2013	KS	Kearny County	20093	2
2012	KS	Finney County	20055	2
2006	KS	Haskell County	20081	2
2013	KS	Finney County	20055	2
2011	KS	Kearny County	20093	2
2013	KS	Hamilton County	20075	1
2005	KS	Haskell County	20081	2
2010	KS	Kearny County	20093	2
2014	KS	Stanton County	20187	1
2011	KS	Finney County	20055	2
2013	KS	Haskell County	20081	2
2010	KS	Finney County	20055	2
2012	KS	Haskell County	20081	2
2013	KS	Stanton County	20187	1
2010	KS	Haskell County	20081	2
2012	KS	Stanton County	20187	1
2011	KS	Stanton County	20187	1
2010	KS	Stanton County	20187	1
2009	KS	Stanton County	20187	1
2008	KS	Stanton County	20187	1
2007	KS	Stanton County	20187	1
2012	KS	Hamilton County	20075	1
2011	KS	Hamilton County	20075	1
2006	KS	Stanton County	20187	1
2011	KS	Haskell County	20081	2
2005	KS	Stanton County	20187	1
2010	KS	Hamilton County	20075	1
2009	KS	Hamilton County	20075	1
2006	KS	Hamilton County	20075	1
2008	KS	Hamilton County	20075	1
2007	KS	Hamilton County	20075	1
2005	KS	Hamilton County	20075	1
2014	KS	Grant County	20067	1
2013	KS	Grant County	20067	1
2014	KS	Morton County	20129	2
2012	KS	Grant County	20067	1
2011	KS	Grant County	20067	1
2010	KS	Grant County	20067	1
2013	KS	Morton County	20129	2
2009	KS	Grant County	20067	1
2010	KS	Morton County	20129	2
2008	KS	Grant County	20067	1
2011	KS	Morton County	20129	2
2007	KS	Grant County	20067	1
2012	KS	Morton County	20129	2
2006	KS	Grant County	20067	1
2009	KS	Morton County	20129	2
2005	KS	Grant County	20067	1
2005	KS	Morton County	20129	2
2008	KS	Morton County	20129	2
2007	KS	Morton County	20129	2
2009	KS	Stevens County	20189	1
2006	KS	Morton County	20129	2
2006	KS	Stevens County	20189	1
2005	KS	Stevens County	20189	1
