year	volume	product	region	units	series_id
2013	63.48539	Solar	MD	MMWh	ELEC.GEN.SUN-MD-99.A
2012	22.473399999999998	Solar	MD	MMWh	ELEC.GEN.SUN-MD-99.A
2011	2.706	Solar	MD	MMWh	ELEC.GEN.SUN-MD-99.A
2010	0.08034999999999999	Solar	MD	MMWh	ELEC.GEN.SUN-MD-99.A
2016	707.31823	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2015	451.36597	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2014	306.32138999999995	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2013	106.45701000000001	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2012	29.614210000000003	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2011	4.764469999999999	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2010	0.92757	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2009	0.042570000000000004	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2008	0.08019000000000001	Solar	MA	MMWh	ELEC.GEN.SUN-MA-99.A
2016	16.779539999999997	Solar	MI	MMWh	ELEC.GEN.SUN-MI-99.A
2015	1.1900000000000002	Solar	MI	MMWh	ELEC.GEN.SUN-MI-99.A
2016	20.84208	Solar	MN	MMWh	ELEC.GEN.SUN-MN-99.A
2015	2.789	Solar	MN	MMWh	ELEC.GEN.SUN-MN-99.A
2014	2.653	Solar	MN	MMWh	ELEC.GEN.SUN-MN-99.A
2013	2.706	Solar	MN	MMWh	ELEC.GEN.SUN-MN-99.A
2012	0	Solar	MN	MMWh	ELEC.GEN.SUN-MN-99.A
2016	40.453869999999995	Solar	MO	MMWh	ELEC.GEN.SUN-MO-99.A
2015	16.89847	Solar	MO	MMWh	ELEC.GEN.SUN-MO-99.A
2014	8.706999999999999	Solar	MO	MMWh	ELEC.GEN.SUN-MO-99.A
2016	2545.9826	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2015	1657.4050000000002	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2014	1013.682	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2013	745.382	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2012	473.4165299999999	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2011	291.22450999999995	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2010	216.91683	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2009	174.309	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2008	156.01299999999998	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2007	43.967	Solar	NV	MMWh	ELEC.GEN.SUN-NV-99.A
2016	1038.1692099999998	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2015	627.88989	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2014	514.2524	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2013	437.40878	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2012	304.32604	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2011	68.87761	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2010	21.08382	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2009	10.706999999999999	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2008	2.669	Solar	NJ	MMWh	ELEC.GEN.SUN-NJ-99.A
2016	804.3915599999999	Solar	NM	MMWh	ELEC.GEN.SUN-NM-99.A
2015	614.877	Solar	NM	MMWh	ELEC.GEN.SUN-NM-99.A
2014	515.0542099999999	Solar	NM	MMWh	ELEC.GEN.SUN-NM-99.A
2013	388.04121	Solar	NM	MMWh	ELEC.GEN.SUN-NM-99.A
2012	333.79699999999997	Solar	NM	MMWh	ELEC.GEN.SUN-NM-99.A
2011	127.80199999999999	Solar	NM	MMWh	ELEC.GEN.SUN-NM-99.A
2010	8.93	Solar	NM	MMWh	ELEC.GEN.SUN-NM-99.A
2016	175.60594	Solar	NY	MMWh	ELEC.GEN.SUN-NY-99.A
2015	100.52618	Solar	NY	MMWh	ELEC.GEN.SUN-NY-99.A
2014	70.61564	Solar	NY	MMWh	ELEC.GEN.SUN-NY-99.A
2013	67.01716000000002	Solar	NY	MMWh	ELEC.GEN.SUN-NY-99.A
2012	52.713	Solar	NY	MMWh	ELEC.GEN.SUN-NY-99.A
2011	6.4430000000000005	Solar	NY	MMWh	ELEC.GEN.SUN-NY-99.A
2016	3854.13306	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2015	1373.5785600000002	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2014	729.13048	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2013	344.66281000000004	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2012	139.49074000000002	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2011	17.38045	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2010	11.34005	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2009	4.5632600000000005	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2008	1.801	Solar	NC	MMWh	ELEC.GEN.SUN-NC-99.A
2016	82.72016	Solar	OH	MMWh	ELEC.GEN.SUN-OH-99.A
2015	56.072	Solar	OH	MMWh	ELEC.GEN.SUN-OH-99.A
2014	53.90827	Solar	OH	MMWh	ELEC.GEN.SUN-OH-99.A
2013	46.30954	Solar	OH	MMWh	ELEC.GEN.SUN-OH-99.A
2012	36.636540000000004	Solar	OH	MMWh	ELEC.GEN.SUN-OH-99.A
2011	15.495000000000001	Solar	OH	MMWh	ELEC.GEN.SUN-OH-99.A
2010	12.84768	Solar	OH	MMWh	ELEC.GEN.SUN-OH-99.A
2016	5.436000000000001	Solar	OK	MMWh	ELEC.GEN.SUN-OK-99.A
2015	1.556	Solar	OK	MMWh	ELEC.GEN.SUN-OK-99.A
2016	70.48822000000001	Solar	OR	MMWh	ELEC.GEN.SUN-OR-99.A
2015	24.208389999999998	Solar	OR	MMWh	ELEC.GEN.SUN-OR-99.A
2014	24.04205	Solar	OR	MMWh	ELEC.GEN.SUN-OR-99.A
2013	20.493	Solar	OR	MMWh	ELEC.GEN.SUN-OR-99.A
2012	6.412	Solar	OR	MMWh	ELEC.GEN.SUN-OR-99.A
2011	0.09	Solar	OR	MMWh	ELEC.GEN.SUN-OR-99.A
2016	81.55526	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2015	63.894	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2014	62.39242	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2013	63.105810000000005	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2012	32.14666	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2011	23.14403	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2010	7.9096600000000015	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2009	3.562	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2008	0.1746	Solar	PA	MMWh	ELEC.GEN.SUN-PA-99.A
2016	19.43389	Solar	RI	MMWh	ELEC.GEN.SUN-RI-99.A
2015	14.350670000000001	Solar	RI	MMWh	ELEC.GEN.SUN-RI-99.A
2014	9.803	Solar	RI	MMWh	ELEC.GEN.SUN-RI-99.A
2013	2.0065999999999997	Solar	RI	MMWh	ELEC.GEN.SUN-RI-99.A
2016	5.342099999999999	Solar	SC	MMWh	ELEC.GEN.SUN-SC-99.A
2015	4.22	Solar	SC	MMWh	ELEC.GEN.SUN-SC-99.A
2014	4.785	Solar	SC	MMWh	ELEC.GEN.SUN-SC-99.A
2013	0.115	Solar	SC	MMWh	ELEC.GEN.SUN-SC-99.A
2016	87.01054	Solar	TN	MMWh	ELEC.GEN.SUN-TN-99.A
2015	76.147	Solar	TN	MMWh	ELEC.GEN.SUN-TN-99.A
2014	27.480999999999998	Solar	TN	MMWh	ELEC.GEN.SUN-TN-99.A
2013	20.394000000000002	Solar	TN	MMWh	ELEC.GEN.SUN-TN-99.A
2012	12.18323	Solar	TN	MMWh	ELEC.GEN.SUN-TN-99.A
2016	751.00158	Solar	TX	MMWh	ELEC.GEN.SUN-TX-99.A
2015	400.75876999999997	Solar	TX	MMWh	ELEC.GEN.SUN-TX-99.A
2014	282.3513	Solar	TX	MMWh	ELEC.GEN.SUN-TX-99.A
2013	163.01293	Solar	TX	MMWh	ELEC.GEN.SUN-TX-99.A
2012	118.265	Solar	TX	MMWh	ELEC.GEN.SUN-TX-99.A
2011	28.639000000000003	Solar	TX	MMWh	ELEC.GEN.SUN-TX-99.A
2010	8.207999999999998	Solar	TX	MMWh	ELEC.GEN.SUN-TX-99.A
2016	873.74644	Solar	UT	MMWh	ELEC.GEN.SUN-UT-99.A
2015	31.859	Solar	UT	MMWh	ELEC.GEN.SUN-UT-99.A
2014	2.235	Solar	UT	MMWh	ELEC.GEN.SUN-UT-99.A
2013	2.1	Solar	UT	MMWh	ELEC.GEN.SUN-UT-99.A
2012	1.619	Solar	UT	MMWh	ELEC.GEN.SUN-UT-99.A
2016	75.65863999999999	Solar	VT	MMWh	ELEC.GEN.SUN-VT-99.A
2015	48.022000000000006	Solar	VT	MMWh	ELEC.GEN.SUN-VT-99.A
2014	23.535970000000002	Solar	VT	MMWh	ELEC.GEN.SUN-VT-99.A
2013	17.293	Solar	VT	MMWh	ELEC.GEN.SUN-VT-99.A
2012	5.064109999999999	Solar	VT	MMWh	ELEC.GEN.SUN-VT-99.A
2011	1.815	Solar	VT	MMWh	ELEC.GEN.SUN-VT-99.A
2016	21.528339999999996	Solar	VA	MMWh	ELEC.GEN.SUN-VA-99.A
2016	0.7270000000000001	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2015	0.79	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2014	0.7290000000000001	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2013	0.762	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2012	0.794	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2011	0.8400000000000001	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2010	0	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2009	0	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2008	0	Solar	WA	MMWh	ELEC.GEN.SUN-WA-99.A
2016		Solar	WI	MMWh	ELEC.GEN.SUN-WI-99.A
2015	1.4169999999999998	Solar	WI	MMWh	ELEC.GEN.SUN-WI-99.A
2014	1.1940000000000002	Solar	WI	MMWh	ELEC.GEN.SUN-WI-99.A
