Year	State	County	FIPS	Jobs	Total	Share
2004	UT		49000	7080	1071855	0.0066
2004	UT	Beaver County	49001	63	2258	0.0279
2004	UT	Box Elder County	49003	42	18568	0.0023
2004	UT	Davis County	49011	118	93149	0.0013
2004	UT	Duchesne County	49013	534	5350	0.0998
2004	UT	Grand County	49019	81	4131	0.0196
2004	UT	Millard County	49027	84	4176	0.0201
2004	UT	Salt Lake County	49035	1682	520529	0.0032
2004	UT	San Juan County	49037	163	3888	0.0419
2004	UT	Sevier County	49041	397	7559	0.0525
2004	UT	Summit County	49043	52	17511	0.0030
2004	UT	Tooele County	49045	30	12477	0.0024
2004	UT	Uintah County	49047	2092	10902	0.1919
2004	UT	Utah County	49049	54	149311	0.0004
2004	UT	Washington County	49053	149	42200	0.0035
2005	UT		49000	8472	1115375	0.0076
2005	UT	Beaver County	49001	59	2261	0.0261
2005	UT	Box Elder County	49003	24	19072	0.0013
2005	UT	Cache County	49005	9	43687	0.0002
2005	UT	Carbon County	49007	791	8551	0.0925
2005	UT	Davis County	49011	137	95812	0.0014
2005	UT	Duchesne County	49013	657	5808	0.1131
2005	UT	Grand County	49019	98	4363	0.0225
2005	UT	Salt Lake County	49035	2012	539982	0.0037
2005	UT	Sevier County	49041	420	7523	0.0558
2005	UT	Summit County	49043	59	18892	0.0031
2005	UT	Tooele County	49045	29	13929	0.0021
2005	UT	Uintah County	49047	2519	11790	0.2137
2005	UT	Utah County	49049	92	156990	0.0006
2005	UT	Wasatch County	49051	45	5708	0.0079
2005	UT	Washington County	49053	167	46562	0.0036
2006	UT		49000	10019	1170587	0.0086
2006	UT	Beaver County	49001	54	2252	0.0240
2006	UT	Davis County	49011	145	100349	0.0014
2006	UT	Duchesne County	49013	981	6557	0.1496
2006	UT	Iron County	49021	58	16149	0.0036
2006	UT	Juab County	49023	80	3514	0.0228
2006	UT	Millard County	49027	82	4296	0.0191
2006	UT	Salt Lake County	49035	2203	564610	0.0039
2006	UT	Sevier County	49041	489	7801	0.0627
2006	UT	Summit County	49043	79	20631	0.0038
2006	UT	Uintah County	49047	3246	13288	0.2443
2006	UT	Utah County	49049	48	165652	0.0003
2006	UT	Wasatch County	49051	80	6430	0.0124
2006	UT	Washington County	49053	246	50842	0.0048
2007	UT		49000	11034	1219207	0.0091
2007	UT	Beaver County	49001	65	2398	0.0271
2007	UT	Box Elder County	49003	23	20506	0.0011
2007	UT	Cache County	49005	9	46721	0.0002
2007	UT	Davis County	49011	121	103280	0.0012
2007	UT	Duchesne County	49013	1252	7341	0.1705
2007	UT	Juab County	49023	100	3647	0.0274
2007	UT	Salt Lake County	49035	2450	586393	0.0042
2007	UT	San Juan County	49037	205	4202	0.0488
2007	UT	Sevier County	49041	508	8026	0.0633
2007	UT	Summit County	49043	106	21922	0.0048
2007	UT	Uintah County	49047	3525	14260	0.2472
2007	UT	Utah County	49049	55	175072	0.0003
2007	UT	Wasatch County	49051	71	7069	0.0100
2007	UT	Washington County	49053	307	52848	0.0058
2008	UT		49000	12506	1221052	0.0102
2008	UT	Beaver County	49001	89	2516	0.0354
2008	UT	Cache County	49005	7	47459	0.0001
2008	UT	Davis County	49011	139	102955	0.0014
2008	UT	Duchesne County	49013	1623	8406	0.1931
2008	UT	Juab County	49023	80	3333	0.0240
2008	UT	Millard County	49027	92	4411	0.0209
2008	UT	Rich County	49033	19	765	0.0248
2008	UT	Salt Lake County	49035	2908	588688	0.0049
2008	UT	San Juan County	49037	288	4201	0.0686
2008	UT	Sanpete County	49039	104	7305	0.0142
2008	UT	Sevier County	49041	547	8118	0.0674
2008	UT	Summit County	49043	90	22674	0.0040
2008	UT	Uintah County	49047	3731	15281	0.2442
2008	UT	Utah County	49049	53	173760	0.0003
2008	UT	Wasatch County	49051	58	6539	0.0089
2008	UT	Washington County	49053	261	50843	0.0051
2009	UT		49000	10694	1157704	0.0092
2009	UT	Beaver County	49001	124	2575	0.0482
2009	UT	Box Elder County	49003	19	18584	0.0010
2009	UT	Cache County	49005	6	45886	0.0001
2009	UT	Davis County	49011	163	99563	0.0016
2009	UT	Duchesne County	49013	1465	7756	0.1889
2009	UT	Juab County	49023	60	3277	0.0183
2009	UT	Salt Lake County	49035	2527	559385	0.0045
2009	UT	San Juan County	49037	323	4084	0.0791
2009	UT	Sanpete County	49039	75	6840	0.0110
2009	UT	Sevier County	49041	570	7794	0.0731
2009	UT	Summit County	49043	86	20819	0.0041
2009	UT	Tooele County	49045	69	15444	0.0045
2009	UT	Uintah County	49047	2637	13317	0.1980
2009	UT	Utah County	49049	59	164168	0.0004
2009	UT	Wasatch County	49051	53	5875	0.0090
2009	UT	Washington County	49053	213	46377	0.0046
2010	UT		49000	10442	1150737	0.0091
2010	UT	Beaver County	49001	42	2387	0.0176
2010	UT	Box Elder County	49003	31	17322	0.0018
2010	UT	Cache County	49005	7	46486	0.0002
2010	UT	Carbon County	49007	1084	9165	0.1183
2010	UT	Davis County	49011	136	100022	0.0014
2010	UT	Duchesne County	49013	1510	7332	0.2059
2010	UT	Iron County	49021	75	14522	0.0052
2010	UT	Millard County	49027	83	4358	0.0190
2010	UT	Salt Lake County	49035	2628	557372	0.0047
2010	UT	San Juan County	49037	387	4148	0.0933
2010	UT	Sanpete County	49039	43	6485	0.0066
2010	UT	Sevier County	49041	570	7831	0.0728
2010	UT	Summit County	49043	69	20739	0.0033
2010	UT	Tooele County	49045	77	15628	0.0049
2010	UT	Uintah County	49047	2626	13280	0.1977
2010	UT	Utah County	49049	56	163367	0.0003
2010	UT	Wasatch County	49051	59	5838	0.0101
2010	UT	Washington County	49053	133	45171	0.0029
2011	UT		49000	11659	1176530	0.0099
2011	UT	Beaver County	49001	30	2477	0.0121
2011	UT	Box Elder County	49003	25	16611	0.0015
2011	UT	Cache County	49005	9	47235	0.0002
