Year	Commodity	Volume	County	State	Product
2004		265345		MI	Natural Gas (MMcf)
2005		266776		MI	Natural Gas (MMcf)
2006		268673		MI	Natural Gas (MMcf)
2007		270571		MI	Natural Gas (MMcf)
2008		158794		MI	Natural Gas (MMcf)
2009		159400		MI	Natural Gas (MMcf)
2010		136782		MI	Natural Gas (MMcf)
2011		143826		MI	Natural Gas (MMcf)
2012		129333		MI	Natural Gas (MMcf)
2013		123622		MI	Natural Gas (MMcf)
2004		5951000		MI	Crude Oil (bbl)
2005		5734000		MI	Crude Oil (bbl)
2006		5828000		MI	Crude Oil (bbl)
2007		5646000		MI	Crude Oil (bbl)
2008		6271000		MI	Crude Oil (bbl)
2009		6223000		MI	Crude Oil (bbl)
2010		6943000		MI	Crude Oil (bbl)
2011		7012000		MI	Crude Oil (bbl)
2012		7426000		MI	Crude Oil (bbl)
2013		7706000		MI	Crude Oil (bbl)
2004		1540		MI	Conventional Hydroelectric (Kwh)
2005		1462		MI	Conventional Hydroelectric (Kwh)
2006		1520		MI	Conventional Hydroelectric (Kwh)
2007		1270		MI	Conventional Hydroelectric (Kwh)
2008		1364		MI	Conventional Hydroelectric (Kwh)
2009		1372		MI	Conventional Hydroelectric (Kwh)
2010		1251		MI	Conventional Hydroelectric (Kwh)
2011		1357		MI	Conventional Hydroelectric (Kwh)
2012		1215		MI	Conventional Hydroelectric (Kwh)
2013		1419		MI	Conventional Hydroelectric (Kwh)
2004		2558		MI	All Other Renewables (Kwh)
2005		2494		MI	All Other Renewables (Kwh)
2006		2443		MI	All Other Renewables (Kwh)
2007		2417		MI	All Other Renewables (Kwh)
2008		2591		MI	All Other Renewables (Kwh)
2009		2623		MI	All Other Renewables (Kwh)
2010		2832		MI	All Other Renewables (Kwh)
2011		2962		MI	All Other Renewables (Kwh)
2012		3785		MI	All Other Renewables (Kwh)
2013		5514		MI	All Other Renewables (Kwh)
2004		2		MI	Wind (Kwh)
2005		2		MI	Wind (Kwh)
2006		2		MI	Wind (Kwh)
2007		3		MI	Wind (Kwh)
2008		141		MI	Wind (Kwh)
2009		300		MI	Wind (Kwh)
2010		360		MI	Wind (Kwh)
2011		456		MI	Wind (Kwh)
2012		1132		MI	Wind (Kwh)
2013		2800		MI	Wind (Kwh)
2004		2557		MI	Biomass (total) (Kwh)
2005		2492		MI	Biomass (total) (Kwh)
2006		2440		MI	Biomass (total) (Kwh)
2007		2414		MI	Biomass (total) (Kwh)
2008		2450		MI	Biomass (total) (Kwh)
2009		2323		MI	Biomass (total) (Kwh)
2010		2472		MI	Biomass (total) (Kwh)
2011		2506		MI	Biomass (total) (Kwh)
2012		2654		MI	Biomass (total) (Kwh)
2013		2715		MI	Biomass (total) (Kwh)
2004		1867		MI	Wood and wood-derived fuels (Kwh)
2005		1776		MI	Wood and wood-derived fuels (Kwh)
2006		1704		MI	Wood and wood-derived fuels (Kwh)
2007		1692		MI	Wood and wood-derived fuels (Kwh)
2008		1710		MI	Wood and wood-derived fuels (Kwh)
2009		1489		MI	Wood and wood-derived fuels (Kwh)
2010		1670		MI	Wood and wood-derived fuels (Kwh)
2011		1679		MI	Wood and wood-derived fuels (Kwh)
2012		1698		MI	Wood and wood-derived fuels (Kwh)
2013		1727		MI	Wood and wood-derived fuels (Kwh)
2004		690		MI	Other biomass (Kwh)
2005		717		MI	Other biomass (Kwh)
2006		737		MI	Other biomass (Kwh)
2007		722		MI	Other biomass (Kwh)
2008		740		MI	Other biomass (Kwh)
2009		834		MI	Other biomass (Kwh)
2010		802		MI	Other biomass (Kwh)
2011		827		MI	Other biomass (Kwh)
2012		956		MI	Other biomass (Kwh)
2013		988		MI	Other biomass (Kwh)
2004		9214		MI	All Renewables (Kwh)
2005		8943		MI	All Renewables (Kwh)
2006		8846		MI	All Renewables (Kwh)
2007		8518		MI	All Renewables (Kwh)
2008		8996		MI	All Renewables (Kwh)
2009		8941		MI	All Renewables (Kwh)
2010		9387		MI	All Renewables (Kwh)
2011		9787		MI	All Renewables (Kwh)
2012		11440		MI	All Renewables (Kwh)
2013		15163		MI	All Renewables (Kwh)
